"","Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","randomiser.lqqr","randomiser.28m8","randomiser.tf5j","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Spreadsheet..Index","Spreadsheet..X1","Spreadsheet..X2","Spreadsheet..Display","Spreadsheet..test_response_save","Manipulation..Spreadsheet","Store..test_response_save","Random_ID"
"81",81,1692006693338,"14/08/2023 09:51:33",1692010293338,1,"14/08/2023 11:51:33",140743,17,"task-qhsc",NA,31172743,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","Feedback Phrases List 2",39,"Task","Screen 3","izqege",2,"continue","",1766,1766,1766,1766,1766,1766,1,1766,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"That was decent.","Well done!","Task",NA,NA,NA,"SUPPRF20908"
"82",82,1692006694594,"14/08/2023 09:51:34",1692010294594,1,"14/08/2023 11:51:34",140743,17,"task-qhsc",NA,31172743,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","Feedback Phrases List 2",40,"Task","Screen 1","113qg5",1,"response","I could easily picture what you were describing.",1250,1233,1250,1250,1233,1250,1,1250,0,0,NA,"Click Response","Text_left_X1",2,"object-18",NA,1,"I could easily picture what you were describing.","That was decent.","Task",NA,NA,NA,"SUPPRF20908"
"83",83,1692006696337,"14/08/2023 09:51:36",1692010296337,1,"14/08/2023 11:51:36",140743,17,"task-qhsc",NA,31172743,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","Feedback Phrases List 2",40,"Task","Screen 3","izqege",2,"continue","",1766,1766,1766,1766,1766,1766,1,1766,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"I could easily picture what you were describing.","That was decent.","Task",NA,NA,NA,"SUPPRF20908"
"84",84,1692006697443,"14/08/2023 09:51:37",1692010297443,1,"14/08/2023 11:51:37",140743,17,"task-qhsc",NA,31172743,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","Feedback Phrases List 2",41,"Task","Screen 1","113qg5",1,"response","That was perfect.",1101,1084,1101,1101,1084,1101,1,1101,0,0,NA,"Click Response","Text_left_X1",2,"object-18",NA,1,"That was perfect.","You are really engaging when you speak.","Task",NA,NA,NA,"SUPPRF20908"
"85",85,1692006699186,"14/08/2023 09:51:39",1692010299186,1,"14/08/2023 11:51:39",140743,17,"task-qhsc",NA,31172743,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","Feedback Phrases List 2",41,"Task","Screen 3","izqege",2,"continue","",1765,1765,1765,1765,1765,1765,1,1765,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"That was perfect.","You are really engaging when you speak.","Task",NA,NA,NA,"SUPPRF20908"
"86",86,1692006700226,"14/08/2023 09:51:40",1692010300226,1,"14/08/2023 11:51:40",140743,17,"task-qhsc",NA,31172743,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","Feedback Phrases List 2",42,"Task","Screen 1","113qg5",1,"response","That was perfect.",1034,1017,1034,1034,1017,1034,1,1034,0,0,NA,"Click Response","Text_left_X1",2,"object-18",NA,1,"That was perfect.","You said all the right things.","Task",NA,NA,NA,"SUPPRF20908"
"87",87,1692006701968,"14/08/2023 09:51:41",1692010301968,1,"14/08/2023 11:51:41",140743,17,"task-qhsc",NA,31172743,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","Feedback Phrases List 2",42,"Task","Screen 3","izqege",2,"continue","",1766,1766,1766,1766,1766,1766,1,1766,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"That was perfect.","You said all the right things.","Task",NA,NA,NA,"SUPPRF20908"
"88",88,1692006703274,"14/08/2023 09:51:43",1692010303274,1,"14/08/2023 11:51:43",140743,17,"task-qhsc",NA,31172743,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","Feedback Phrases List 2",43,"Task","Screen 1","113qg5",1,"response","Excellent!",1300,1283,1300,1300,1283,1300,1,1300,0,0,NA,"Click Response","Text_left_X1",2,"object-18",NA,1,"Excellent!","You are really engaging when you speak.","Task",NA,NA,NA,"SUPPRF20908"
"89",89,1692006705017,"14/08/2023 09:51:45",1692010305017,1,"14/08/2023 11:51:45",140743,17,"task-qhsc",NA,31172743,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","Feedback Phrases List 2",43,"Task","Screen 3","izqege",2,"continue","",1766,1766,1766,1766,1766,1766,1,1766,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"Excellent!","You are really engaging when you speak.","Task",NA,NA,NA,"SUPPRF20908"
"90",90,1692006708789,"14/08/2023 09:51:48",1692010308789,1,"14/08/2023 11:51:48",140743,17,"task-qhsc",NA,31172743,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","Feedback Phrases List 2",44,"Task","Screen 1","113qg5",1,"response","You're very articulate.",3766,3749,3766,3766,3749,3766,1,3766,0,0,NA,"Click Response","Text_right_X2",3,"object-19",NA,1,"You appear very smart.","You're very articulate.","Task",NA,NA,NA,"SUPPRF20908"
"91",91,1692006710532,"14/08/2023 09:51:50",1692010310532,1,"14/08/2023 11:51:50",140743,17,"task-qhsc",NA,31172743,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","Feedback Phrases List 2",44,"Task","Screen 3","izqege",2,"continue","",1766,1766,1766,1766,1766,1766,1,1766,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"You appear very smart.","You're very articulate.","Task",NA,NA,NA,"SUPPRF20908"
"92",92,1692006712204,"14/08/2023 09:51:52",1692010312204,1,"14/08/2023 11:51:52",140743,17,"task-qhsc",NA,31172743,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","Feedback Phrases List 2",45,"Task","Screen 1","113qg5",1,"response","I could easily picture what you were describing.",1665,1649,1665,1665,1649,1665,1,1665,0,0,NA,"Click Response","Text_left_X1",2,"object-18",NA,1,"I could easily picture what you were describing.","That was satisfactory.","Task",NA,NA,NA,"SUPPRF20908"
"93",93,1692006713947,"14/08/2023 09:51:53",1692010313947,1,"14/08/2023 11:51:53",140743,17,"task-qhsc",NA,31172743,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","Feedback Phrases List 2",45,"Task","Screen 3","izqege",2,"continue","",1766,1766,1766,1766,1766,1766,1,1766,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"I could easily picture what you were describing.","That was satisfactory.","Task",NA,NA,NA,"SUPPRF20908"
"94",94,1692006717135,"14/08/2023 09:51:57",1692010317135,1,"14/08/2023 11:51:57",140743,17,"task-qhsc",NA,31172743,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","Feedback Phrases List 2",46,"Task","Screen 1","113qg5",1,"response","I could easily picture what you were describing.",3183,3166,3183,3183,3166,3183,1,3183,0,0,NA,"Click Response","Text_left_X1",2,"object-18",NA,1,"I could easily picture what you were describing.","You appeared very confident.","Task",NA,NA,NA,"SUPPRF20908"
"95",95,1692006718879,"14/08/2023 09:51:58",1692010318879,1,"14/08/2023 11:51:58",140743,17,"task-qhsc",NA,31172743,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","Feedback Phrases List 2",46,"Task","Screen 3","izqege",2,"continue","",1766,1766,1766,1766,1766,1766,1,1766,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"I could easily picture what you were describing.","You appeared very confident.","Task",NA,NA,NA,"SUPPRF20908"
"96",96,1692006720834,"14/08/2023 09:52:00",1692010320834,1,"14/08/2023 11:52:00",140743,17,"task-qhsc",NA,31172743,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","Feedback Phrases List 2",47,"Task","Screen 1","113qg5",1,"response","You appeared very confident.",1950,1933,1950,1950,1933,1950,1,1950,0,0,NA,"Click Response","Text_left_X1",2,"object-18",NA,1,"You appeared very confident.","That was satisfactory.","Task",NA,NA,NA,"SUPPRF20908"
"97",97,1692006722577,"14/08/2023 09:52:02",1692010322577,1,"14/08/2023 11:52:02",140743,17,"task-qhsc",NA,31172743,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","Feedback Phrases List 2",47,"Task","Screen 3","izqege",2,"continue","",1766,1766,1766,1766,1766,1766,1,1766,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"You appeared very confident.","That was satisfactory.","Task",NA,NA,NA,"SUPPRF20908"
"98",98,1692006725405,"14/08/2023 09:52:05",1692010325405,1,"14/08/2023 11:52:05",140743,17,"task-qhsc",NA,31172743,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","Feedback Phrases List 2",48,"Task","Screen 1","113qg5",1,"response","You seemed very in-control.",2766,2749,2766,2766,2749,2766,1,2766,0,0,NA,"Click Response","Text_left_X1",2,"object-18",NA,1,"You seemed very in-control.","You appeared very confident.","Task",NA,NA,NA,"SUPPRF20908"
"99",99,1692006727152,"14/08/2023 09:52:07",1692010327152,1,"14/08/2023 11:52:07",140743,17,"task-qhsc",NA,31172743,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","Feedback Phrases List 2",48,"Task","Screen 3","izqege",2,"continue","",1766,1766,1766,1766,1766,1766,1,1766,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"You seemed very in-control.","You appeared very confident.","Task",NA,NA,NA,"SUPPRF20908"
"100",100,1692006729738,"14/08/2023 09:52:09",1692010329738,1,"14/08/2023 11:52:09",140743,17,"task-qhsc",NA,31172743,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","Feedback Phrases List 2",49,"Task","Screen 1","113qg5",1,"response","You are really engaging when you speak.",2583,2566,2583,2583,2566,2583,1,2583,0,0,NA,"Click Response","Text_right_X2",3,"object-19",NA,1,"You appear very smart.","You are really engaging when you speak.","Task",NA,NA,NA,"SUPPRF20908"
"101",101,1692006731484,"14/08/2023 09:52:11",1692010331484,1,"14/08/2023 11:52:11",140743,17,"task-qhsc",NA,31172743,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","Feedback Phrases List 2",49,"Task","Screen 3","izqege",2,"continue","",1766,1766,1766,1766,1766,1766,1,1766,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"You appear very smart.","You are really engaging when you speak.","Task",NA,NA,NA,"SUPPRF20908"
"102",102,1692006737338,"14/08/2023 09:52:17",1692010337338,1,"14/08/2023 11:52:17",140743,17,"task-qhsc",NA,31172743,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","Feedback Phrases List 2",50,"Task","Screen 1","113qg5",1,"response","I could easily picture what you were describing.",5847,5831,5847,5847,5831,5847,1,5847,0,0,NA,"Click Response","Text_right_X2",3,"object-19",NA,1,"You're very articulate.","I could easily picture what you were describing.","Task",NA,NA,NA,"SUPPRF20908"
"103",103,1692006739081,"14/08/2023 09:52:19",1692010339081,1,"14/08/2023 11:52:19",140743,17,"task-qhsc",NA,31172743,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","Feedback Phrases List 2",50,"Task","Screen 3","izqege",2,"continue","",1767,1767,1767,1767,1767,1767,1,1767,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"You're very articulate.","I could easily picture what you were describing.","Task",NA,NA,NA,"SUPPRF20908"
"104",104,1692006745188,"14/08/2023 09:52:25",1692010345188,1,"14/08/2023 11:52:25",140743,17,"task-qhsc",NA,31172743,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","Feedback Phrases List 2",51,"Task","Screen 1","113qg5",1,"response","That was decent.",6098,6081,6098,6098,6081,6098,1,6098,0,0,NA,"Click Response","Text_left_X1",2,"object-18",NA,1,"That was decent.","That was satisfactory.","Task",NA,NA,NA,"SUPPRF20908"
"105",105,1692006746930,"14/08/2023 09:52:26",1692010346930,1,"14/08/2023 11:52:26",140743,17,"task-qhsc",NA,31172743,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","Feedback Phrases List 2",51,"Task","Screen 3","izqege",2,"continue","",1766,1766,1766,1766,1766,1766,1,1766,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"That was decent.","That was satisfactory.","Task",NA,NA,NA,"SUPPRF20908"
"106",106,1692006749634,"14/08/2023 09:52:29",1692010349634,1,"14/08/2023 11:52:29",140743,17,"task-qhsc",NA,31172743,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","Feedback Phrases List 2",52,"Task","Screen 1","113qg5",1,"response","You said all the right things.",2700,2683,2700,2700,2683,2700,1,2700,0,0,NA,"Click Response","Text_right_X2",3,"object-19",NA,1,"You seemed very in-control.","You said all the right things.","Task",NA,NA,NA,"SUPPRF20908"
"107",107,1692006751377,"14/08/2023 09:52:31",1692010351377,1,"14/08/2023 11:52:31",140743,17,"task-qhsc",NA,31172743,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","Feedback Phrases List 2",52,"Task","Screen 3","izqege",2,"continue","",1766,1766,1766,1766,1766,1766,1,1766,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"You seemed very in-control.","You said all the right things.","Task",NA,NA,NA,"SUPPRF20908"
"108",108,1692006753066,"14/08/2023 09:52:33",1692010353066,1,"14/08/2023 11:52:33",140743,17,"task-qhsc",NA,31172743,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","Feedback Phrases List 2",53,"Task","Screen 1","113qg5",1,"response","You're very articulate.",1683,1666,1683,1683,1666,1683,1,1683,0,0,NA,"Click Response","Text_right_X2",3,"object-19",NA,1,"You came across really well.","You're very articulate.","Task",NA,NA,NA,"SUPPRF20908"
"109",109,1692006754809,"14/08/2023 09:52:34",1692010354809,1,"14/08/2023 11:52:34",140743,17,"task-qhsc",NA,31172743,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","Feedback Phrases List 2",53,"Task","Screen 3","izqege",2,"continue","",1766,1766,1766,1766,1766,1766,1,1766,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"You came across really well.","You're very articulate.","Task",NA,NA,NA,"SUPPRF20908"
"110",110,1692006756016,"14/08/2023 09:52:36",1692010356016,1,"14/08/2023 11:52:36",140743,17,"task-qhsc",NA,31172743,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","Feedback Phrases List 2",54,"Task","Screen 1","113qg5",1,"response","You're very articulate.",1200,1183,1200,1200,1183,1200,1,1200,0,0,NA,"Click Response","Text_left_X1",2,"object-18",NA,1,"You're very articulate.","That was satisfactory.","Task",NA,NA,NA,"SUPPRF20908"
"111",111,1692006757758,"14/08/2023 09:52:37",1692010357758,1,"14/08/2023 11:52:37",140743,17,"task-qhsc",NA,31172743,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","Feedback Phrases List 2",54,"Task","Screen 3","izqege",2,"continue","",1766,1766,1766,1766,1766,1766,1,1766,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"You're very articulate.","That was satisfactory.","Task",NA,NA,NA,"SUPPRF20908"
"112",112,1692006760181,"14/08/2023 09:52:40",1692010360181,1,"14/08/2023 11:52:40",140743,17,"task-qhsc",NA,31172743,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","Feedback Phrases List 2",55,"Task","Screen 1","113qg5",1,"response","Well done!",2415,2399,2415,2415,2399,2415,1,2415,0,0,NA,"Click Response","Text_left_X1",2,"object-18",NA,1,"Well done!","You did what was asked of you.","Task",NA,NA,NA,"SUPPRF20908"
"113",113,1692006761939,"14/08/2023 09:52:41",1692010361939,1,"14/08/2023 11:52:41",140743,17,"task-qhsc",NA,31172743,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","Feedback Phrases List 2",55,"Task","Screen 3","izqege",2,"continue","",1766,1766,1766,1766,1766,1766,1,1766,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"Well done!","You did what was asked of you.","Task",NA,NA,NA,"SUPPRF20908"
"114",114,1692006763231,"14/08/2023 09:52:43",1692010363231,1,"14/08/2023 11:52:43",140743,17,"task-qhsc",NA,31172743,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","Feedback Phrases List 2",56,"Task","Screen 1","113qg5",1,"response","Excellent!",1300,1283,1300,1300,1283,1300,1,1300,0,0,NA,"Click Response","Text_left_X1",2,"object-18",NA,1,"Excellent!","You came across really well.","Task",NA,NA,NA,"SUPPRF20908"
"115",115,1692006764973,"14/08/2023 09:52:44",1692010364973,1,"14/08/2023 11:52:44",140743,17,"task-qhsc",NA,31172743,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","Feedback Phrases List 2",56,"Task","Screen 3","izqege",2,"continue","",1766,1766,1766,1766,1766,1766,1,1766,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"Excellent!","You came across really well.","Task",NA,NA,NA,"SUPPRF20908"
"116",116,1692006767345,"14/08/2023 09:52:47",1692010367345,1,"14/08/2023 11:52:47",140743,17,"task-qhsc",NA,31172743,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","Feedback Phrases List 2",57,"Task","Screen 1","113qg5",1,"response","Your description was very insightful.",2365,2349,2365,2365,2349,2365,1,2365,0,0,NA,"Click Response","Text_right_X2",3,"object-19",NA,1,"Well done!","Your description was very insightful.","Task",NA,NA,NA,"SUPPRF20908"
"117",117,1692006769088,"14/08/2023 09:52:49",1692010369088,1,"14/08/2023 11:52:49",140743,17,"task-qhsc",NA,31172743,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","Feedback Phrases List 2",57,"Task","Screen 3","izqege",2,"continue","",1766,1766,1766,1766,1766,1766,1,1766,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"Well done!","Your description was very insightful.","Task",NA,NA,NA,"SUPPRF20908"
"118",118,1692006770777,"14/08/2023 09:52:50",1692010370777,1,"14/08/2023 11:52:50",140743,17,"task-qhsc",NA,31172743,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","Feedback Phrases List 2",58,"Task","Screen 1","113qg5",1,"response","Your description was very insightful.",1684,1667,1684,1684,1667,1684,1,1684,0,0,NA,"Click Response","Text_left_X1",2,"object-18",NA,1,"Your description was very insightful.","You came across really well.","Task",NA,NA,NA,"SUPPRF20908"
