"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","randomiser.lqqr","randomiser.28m8","randomiser.tf5j","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Spreadsheet..stimulus","Spreadsheet..P","Spreadsheet..N","Manipulation..Spreadsheet","Random_ID"
"14",1692034471879,"14/08/2023 17:34:31",1692038071879,1,"14/08/2023 19:34:31",140743,17,"task-f6fg",NA,31182276,9244263,NA,"complete",NA,"64da6f1a5aac95015e309356","computer","Desktop or Laptop","Windows 10","Edge 115.0.1901.200","1366x768","1311x657",NA,NA,0,"Video Feedback Task (Clone)",6,"EFDGCHBIAJ",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,2,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",28978.7600000119,28965.387,28978.7600000119,28978.7600000119,28965.387,28978.7600000119,1,28978.7600000119,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF13522"
"15",1692034471895,"14/08/2023 17:34:31",1692038071895,1,"14/08/2023 19:34:31",140743,17,"task-f6fg",NA,31182276,9244263,NA,"complete",NA,"64da6f1a5aac95015e309356","computer","Desktop or Laptop","Windows 10","Edge 115.0.1901.200","1366x768","1311x657",NA,NA,0,"Video Feedback Task (Clone)",6,"EFDGCHBIAJ",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,2,"Neutral Feedback","Screen 1","3zrml3",1,"response","i can understand your description",15416.161,28965.387,28982.091,15416.161,28965.387,28982.091,1,15416.161,13565.93,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF13522"
"16",1692034471897,"14/08/2023 17:34:31",1692038071897,1,"14/08/2023 19:34:31",140743,17,"task-f6fg",NA,31182276,9244263,NA,"complete",NA,"64da6f1a5aac95015e309356","computer","Desktop or Laptop","Windows 10","Edge 115.0.1901.200","1366x768","1311x657",NA,NA,0,"Video Feedback Task (Clone)",6,"EFDGCHBIAJ",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,2,"Neutral Feedback","Screen 1","3zrml3",1,"response","you seemed to have some nerves",6699.947,28965.387,28982.091,6699.947,28965.387,28982.091,1,6699.947,22282.144,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF13522"
"17",1692034472837,"14/08/2023 17:34:32",1692038072837,1,"14/08/2023 19:34:32",140743,17,"task-f6fg",NA,31182276,9244263,NA,"complete",NA,"64da6f1a5aac95015e309356","computer","Desktop or Laptop","Windows 10","Edge 115.0.1901.200","1366x768","1311x657",NA,NA,0,"Video Feedback Task (Clone)",6,"EFDGCHBIAJ",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,2,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",966.608999999997,966.608999999997,966.608999999997,966.608999999997,966.608999999997,966.608999999997,1,966.608999999997,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF13522"
"18",1692034496084,"14/08/2023 17:34:56",1692038096084,1,"14/08/2023 19:34:56",140743,17,"task-f6fg",NA,31182276,9244263,NA,"complete",NA,"64da6f1a5aac95015e309356","computer","Desktop or Laptop","Windows 10","Edge 115.0.1901.200","1366x768","1311x657",NA,NA,0,"Video Feedback Task (Clone)",6,"EFDGCHBIAJ",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,3,"Positive Feedback","Video","w2ir4b",1,"continue","",23248.991,23232.223,23248.991,23248.991,23232.223,23248.991,1,23248.991,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P1_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF13522"
"19",1692034496101,"14/08/2023 17:34:56",1692038096101,1,"14/08/2023 19:34:56",140743,17,"task-f6fg",NA,31182276,9244263,NA,"complete",NA,"64da6f1a5aac95015e309356","computer","Desktop or Laptop","Windows 10","Edge 115.0.1901.200","1366x768","1311x657",NA,NA,0,"Video Feedback Task (Clone)",6,"EFDGCHBIAJ",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,3,"Positive Feedback","Video","w2ir4b",1,"response","good use of body language ",12366.535,23232.223,23248.991,12366.535,23232.223,23248.991,1,12366.535,10882.456,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P1_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF13522"
"20",1692034496103,"14/08/2023 17:34:56",1692038096103,1,"14/08/2023 19:34:56",140743,17,"task-f6fg",NA,31182276,9244263,NA,"complete",NA,"64da6f1a5aac95015e309356","computer","Desktop or Laptop","Windows 10","Edge 115.0.1901.200","1366x768","1311x657",NA,NA,0,"Video Feedback Task (Clone)",6,"EFDGCHBIAJ",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,3,"Positive Feedback","Video","w2ir4b",1,"response","i perfectly understood your description",3049.88400000001,23232.223,23248.991,3049.88400000001,23232.223,23248.991,1,3049.88400000001,20199.107,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P1_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF13522"
"21",1692034497032,"14/08/2023 17:34:57",1692038097032,1,"14/08/2023 19:34:57",140743,17,"task-f6fg",NA,31182276,9244263,NA,"complete",NA,"64da6f1a5aac95015e309356","computer","Desktop or Laptop","Windows 10","Edge 115.0.1901.200","1366x768","1311x657",NA,NA,0,"Video Feedback Task (Clone)",6,"EFDGCHBIAJ",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,3,"Positive Feedback","Fixation","mtm832",2,"continue","",966.59599999999,966.59599999999,966.59599999999,966.59599999999,966.59599999999,966.59599999999,1,966.59599999999,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P1_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF13522"
"22",1692034522566,"14/08/2023 17:35:22",1692038122566,1,"14/08/2023 19:35:22",140743,17,"task-f6fg",NA,31182276,9244263,NA,"complete",NA,"64da6f1a5aac95015e309356","computer","Desktop or Laptop","Windows 10","Edge 115.0.1901.200","1366x768","1311x657",NA,NA,0,"Video Feedback Task (Clone)",6,"EFDGCHBIAJ",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,3,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",25531.383,25515.455,25531.383,25531.383,25515.455,25531.383,1,25531.383,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P4_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF13522"
"23",1692034522582,"14/08/2023 17:35:22",1692038122582,1,"14/08/2023 19:35:22",140743,17,"task-f6fg",NA,31182276,9244263,NA,"complete",NA,"64da6f1a5aac95015e309356","computer","Desktop or Laptop","Windows 10","Edge 115.0.1901.200","1366x768","1311x657",NA,NA,0,"Video Feedback Task (Clone)",6,"EFDGCHBIAJ",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,3,"Neutral Feedback","Screen 1","3zrml3",1,"response","i understood the description",18532.524,25515.455,25531.383,18532.524,25515.455,25531.383,1,18532.524,6998.859,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P4_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF13522"
"24",1692034522584,"14/08/2023 17:35:22",1692038122584,1,"14/08/2023 19:35:22",140743,17,"task-f6fg",NA,31182276,9244263,NA,"complete",NA,"64da6f1a5aac95015e309356","computer","Desktop or Laptop","Windows 10","Edge 115.0.1901.200","1366x768","1311x657",NA,NA,0,"Video Feedback Task (Clone)",6,"EFDGCHBIAJ",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,3,"Neutral Feedback","Screen 1","3zrml3",1,"response","your job was okay in execution",9033.15200000002,25515.455,25531.383,9033.15200000002,25515.455,25531.383,1,9033.15200000002,16498.231,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P4_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF13522"
"25",1692034523515,"14/08/2023 17:35:23",1692038123515,1,"14/08/2023 19:35:23",140743,17,"task-f6fg",NA,31182276,9244263,NA,"complete",NA,"64da6f1a5aac95015e309356","computer","Desktop or Laptop","Windows 10","Edge 115.0.1901.200","1366x768","1311x657",NA,NA,0,"Video Feedback Task (Clone)",6,"EFDGCHBIAJ",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,3,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",966.749000000011,966.749000000011,966.749000000011,966.749000000011,966.749000000011,966.749000000011,1,966.749000000011,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P4_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF13522"
"26",1692034544534,"14/08/2023 17:35:44",1692038144534,1,"14/08/2023 19:35:44",140743,17,"task-f6fg",NA,31182276,9244263,NA,"complete",NA,"64da6f1a5aac95015e309356","computer","Desktop or Laptop","Windows 10","Edge 115.0.1901.200","1366x768","1311x657",NA,NA,0,"Video Feedback Task (Clone)",6,"EFDGCHBIAJ",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,4,"Positive Feedback","Video","w2ir4b",1,"continue","",21015.695,20998.903,21015.695,21015.695,20998.903,21015.695,1,21015.695,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P3_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF13522"
"27",1692034544551,"14/08/2023 17:35:44",1692038144551,1,"14/08/2023 19:35:44",140743,17,"task-f6fg",NA,31182276,9244263,NA,"complete",NA,"64da6f1a5aac95015e309356","computer","Desktop or Laptop","Windows 10","Edge 115.0.1901.200","1366x768","1311x657",NA,NA,0,"Video Feedback Task (Clone)",6,"EFDGCHBIAJ",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,4,"Positive Feedback","Video","w2ir4b",1,"response","great job",18532.491,20998.903,21015.695,18532.491,20998.903,21015.695,1,18532.491,2483.204,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P3_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF13522"
"28",1692034544553,"14/08/2023 17:35:44",1692038144553,1,"14/08/2023 19:35:44",140743,17,"task-f6fg",NA,31182276,9244263,NA,"complete",NA,"64da6f1a5aac95015e309356","computer","Desktop or Laptop","Windows 10","Edge 115.0.1901.200","1366x768","1311x657",NA,NA,0,"Video Feedback Task (Clone)",6,"EFDGCHBIAJ",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,4,"Positive Feedback","Video","w2ir4b",1,"response","the description was clear ",7632.921,20998.903,21015.695,7632.921,20998.903,21015.695,1,7632.921,13382.774,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P3_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF13522"
"29",1692034545478,"14/08/2023 17:35:45",1692038145478,1,"14/08/2023 19:35:45",140743,17,"task-f6fg",NA,31182276,9244263,NA,"complete",NA,"64da6f1a5aac95015e309356","computer","Desktop or Laptop","Windows 10","Edge 115.0.1901.200","1366x768","1311x657",NA,NA,0,"Video Feedback Task (Clone)",6,"EFDGCHBIAJ",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,4,"Positive Feedback","Fixation","mtm832",2,"continue","",966.543000000005,966.543000000005,966.543000000005,966.543000000005,966.543000000005,966.543000000005,1,966.543000000005,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P3_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF13522"
"30",1692034569190,"14/08/2023 17:36:09",1692038169190,1,"14/08/2023 19:36:09",140743,17,"task-f6fg",NA,31182276,9244263,NA,"complete",NA,"64da6f1a5aac95015e309356","computer","Desktop or Laptop","Windows 10","Edge 115.0.1901.200","1366x768","1311x657",NA,NA,0,"Video Feedback Task (Clone)",6,"EFDGCHBIAJ",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,4,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",23713.0950000238,23698.884,23713.0950000238,23713.0950000238,23698.884,23713.0950000238,1,23713.0950000238,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P5_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF13522"
"31",1692034569206,"14/08/2023 17:36:09",1692038169206,1,"14/08/2023 19:36:09",140743,17,"task-f6fg",NA,31182276,9244263,NA,"complete",NA,"64da6f1a5aac95015e309356","computer","Desktop or Laptop","Windows 10","Edge 115.0.1901.200","1366x768","1311x657",NA,NA,0,"Video Feedback Task (Clone)",6,"EFDGCHBIAJ",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,4,"Neutral Feedback","Screen 1","3zrml3",1,"response","you were satisfactory",15666.066,23698.884,23715.535,15666.066,23698.884,23715.535,1,15666.066,8049.46899999998,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P5_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF13522"
"32",1692034569210,"14/08/2023 17:36:09",1692038169210,1,"14/08/2023 19:36:09",140743,17,"task-f6fg",NA,31182276,9244263,NA,"complete",NA,"64da6f1a5aac95015e309356","computer","Desktop or Laptop","Windows 10","Edge 115.0.1901.200","1366x768","1311x657",NA,NA,0,"Video Feedback Task (Clone)",6,"EFDGCHBIAJ",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,4,"Neutral Feedback","Screen 1","3zrml3",1,"response","the job you did was okay",5683.13699999999,23698.884,23715.535,5683.13699999999,23698.884,23715.535,1,5683.13699999999,18032.398,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P5_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF13522"
"33",1692034570150,"14/08/2023 17:36:10",1692038170150,1,"14/08/2023 19:36:10",140743,17,"task-f6fg",NA,31182276,9244263,NA,"complete",NA,"64da6f1a5aac95015e309356","computer","Desktop or Laptop","Windows 10","Edge 115.0.1901.200","1366x768","1311x657",NA,NA,0,"Video Feedback Task (Clone)",6,"EFDGCHBIAJ",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,4,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",966.618000000017,966.618000000017,966.618000000017,966.618000000017,966.618000000017,966.618000000017,1,966.618000000017,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P5_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF13522"
"34",1692034593324,"14/08/2023 17:36:33",1692038193324,1,"14/08/2023 19:36:33",140743,17,"task-f6fg",NA,31182276,9244263,NA,"complete",NA,"64da6f1a5aac95015e309356","computer","Desktop or Laptop","Windows 10","Edge 115.0.1901.200","1366x768","1311x657",NA,NA,0,"Video Feedback Task (Clone)",6,"EFDGCHBIAJ",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,5,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",23178.3930000358,23165.436,23178.3930000358,23178.3930000358,23165.436,23178.3930000358,1,23178.3930000358,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P1_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF13522"
"35",1692034593338,"14/08/2023 17:36:33",1692038193338,1,"14/08/2023 19:36:33",140743,17,"task-f6fg",NA,31182276,9244263,NA,"complete",NA,"64da6f1a5aac95015e309356","computer","Desktop or Laptop","Windows 10","Edge 115.0.1901.200","1366x768","1311x657",NA,NA,0,"Video Feedback Task (Clone)",6,"EFDGCHBIAJ",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,5,"Neutral Feedback","Screen 1","3zrml3",1,"response","you used body language ",13132.768,23165.436,23181.981,13132.768,23165.436,23181.981,1,13132.768,10049.213,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P1_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF13522"
"36",1692034593340,"14/08/2023 17:36:33",1692038193340,1,"14/08/2023 19:36:33",140743,17,"task-f6fg",NA,31182276,9244263,NA,"complete",NA,"64da6f1a5aac95015e309356","computer","Desktop or Laptop","Windows 10","Edge 115.0.1901.200","1366x768","1311x657",NA,NA,0,"Video Feedback Task (Clone)",6,"EFDGCHBIAJ",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,5,"Neutral Feedback","Screen 1","3zrml3",1,"response","the job you did was okay",6383.09,23165.436,23181.981,6383.09,23165.436,23181.981,1,6383.09,16798.891,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P1_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF13522"
"37",1692034594282,"14/08/2023 17:36:34",1692038194282,1,"14/08/2023 19:36:34",140743,17,"task-f6fg",NA,31182276,9244263,NA,"complete",NA,"64da6f1a5aac95015e309356","computer","Desktop or Laptop","Windows 10","Edge 115.0.1901.200","1366x768","1311x657",NA,NA,0,"Video Feedback Task (Clone)",6,"EFDGCHBIAJ",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,5,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",966.733000000007,966.733000000007,966.733000000007,966.733000000007,966.733000000007,966.733000000007,1,966.733000000007,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P1_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF13522"
"38",1692034618197,"14/08/2023 17:36:58",1692038218197,1,"14/08/2023 19:36:58",140743,17,"task-f6fg",NA,31182276,9244263,NA,"complete",NA,"64da6f1a5aac95015e309356","computer","Desktop or Laptop","Windows 10","Edge 115.0.1901.200","1366x768","1311x657",NA,NA,0,"Video Feedback Task (Clone)",6,"EFDGCHBIAJ",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,5,"Positive Feedback","Video","w2ir4b",1,"continue","",23915.463,23898.801,23915.463,23915.463,23898.801,23915.463,1,23915.463,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF13522"
"39",1692034618213,"14/08/2023 17:36:58",1692038218213,1,"14/08/2023 19:36:58",140743,17,"task-f6fg",NA,31182276,9244263,NA,"complete",NA,"64da6f1a5aac95015e309356","computer","Desktop or Laptop","Windows 10","Edge 115.0.1901.200","1366x768","1311x657",NA,NA,0,"Video Feedback Task (Clone)",6,"EFDGCHBIAJ",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,5,"Positive Feedback","Video","w2ir4b",1,"response","impressive description",17549.164,23898.801,23915.463,17549.164,23898.801,23915.463,1,17549.164,6366.29900000003,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF13522"
"40",1692034618215,"14/08/2023 17:36:58",1692038218215,1,"14/08/2023 19:36:58",140743,17,"task-f6fg",NA,31182276,9244263,NA,"complete",NA,"64da6f1a5aac95015e309356","computer","Desktop or Laptop","Windows 10","Edge 115.0.1901.200","1366x768","1311x657",NA,NA,0,"Video Feedback Task (Clone)",6,"EFDGCHBIAJ",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,5,"Positive Feedback","Video","w2ir4b",1,"response","great job",13516.199,23898.801,23915.463,13516.199,23898.801,23915.463,1,13516.199,10399.264,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF13522"
"41",1692034619146,"14/08/2023 17:36:59",1692038219146,1,"14/08/2023 19:36:59",140743,17,"task-f6fg",NA,31182276,9244263,NA,"complete",NA,"64da6f1a5aac95015e309356","computer","Desktop or Laptop","Windows 10","Edge 115.0.1901.200","1366x768","1311x657",NA,NA,0,"Video Feedback Task (Clone)",6,"EFDGCHBIAJ",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,5,"Positive Feedback","Fixation","mtm832",2,"continue","",966.666999999987,966.666999999987,966.666999999987,966.666999999987,966.666999999987,966.666999999987,1,966.666999999987,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF13522"
"42",1692034619162,"14/08/2023 17:36:59",1692038219162,1,"14/08/2023 19:36:59",140743,17,"task-f6fg",NA,31182276,9244263,NA,"complete",NA,"64da6f1a5aac95015e309356","computer","Desktop or Laptop","Windows 10","Edge 115.0.1901.200","1366x768","1311x657",NA,NA,0,"Video Feedback Task (Clone)",6,"EFDGCHBIAJ",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","","","","",NA,"SUPPRF13522"
"1",1692014786520,"14/08/2023 12:06:26",1692018386520,1,"14/08/2023 14:06:26",140743,17,"task-f6fg",NA,31175409,9242371,NA,"complete",NA,"64da21b55d753010d019b257","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 115.0.0.0","1440x900","1440x789",NA,NA,0,"Video Feedback Task (Clone)",6,"ABJCIDHEGF",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","","","","",NA,"SUPPRF71024"
"2",1692014835928,"14/08/2023 12:07:15",1692018435928,1,"14/08/2023 14:07:15",140743,17,"task-f6fg",NA,31175409,9242371,NA,"complete",NA,"64da21b55d753010d019b257","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 115.0.0.0","1440x900","1440x789",NA,NA,0,"Video Feedback Task (Clone)",6,"ABJCIDHEGF",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,1,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",49146.8880000004,49134.672,49146.8880000004,49146.8880000004,49134.672,49146.8880000004,1,49146.8880000004,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF71024"
"3",1692014835937,"14/08/2023 12:07:15",1692018435937,1,"14/08/2023 14:07:15",140743,17,"task-f6fg",NA,31175409,9242371,NA,"complete",NA,"64da21b55d753010d019b257","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 115.0.0.0","1440x900","1440x789",NA,NA,0,"Video Feedback Task (Clone)",6,"ABJCIDHEGF",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,1,"Neutral Feedback","Screen 1","3zrml3",1,"response","Provided detail about where people are",40042.31,49134.672,49151.338,40042.31,49134.672,49151.338,1,40042.31,9109.02800000001,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF71024"
"4",1692014835938,"14/08/2023 12:07:15",1692018435938,1,"14/08/2023 14:07:15",140743,17,"task-f6fg",NA,31175409,9242371,NA,"complete",NA,"64da21b55d753010d019b257","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 115.0.0.0","1440x900","1440x789",NA,NA,0,"Video Feedback Task (Clone)",6,"ABJCIDHEGF",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,1,"Neutral Feedback","Screen 1","3zrml3",1,"response","Average scene setting overall",27116.814,49134.672,49151.338,27116.814,49134.672,49151.338,1,27116.814,22034.524,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF71024"
"5",1692014836886,"14/08/2023 12:07:16",1692018436886,1,"14/08/2023 14:07:16",140743,17,"task-f6fg",NA,31175409,9242371,NA,"complete",NA,"64da21b55d753010d019b257","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 115.0.0.0","1440x900","1440x789",NA,NA,0,"Video Feedback Task (Clone)",6,"ABJCIDHEGF",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,1,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",966.627999999997,966.627999999997,966.627999999997,966.627999999997,966.627999999997,966.627999999997,1,966.627999999997,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF71024"
