"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","randomiser.lqqr","randomiser.28m8","randomiser.tf5j","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Spreadsheet..stimulus","Spreadsheet..P","Spreadsheet..N","Manipulation..Spreadsheet","Random_ID"
"38",1692016420732,"14/08/2023 12:33:40",1692020020732,1,"14/08/2023 14:33:40",140743,17,"task-f6fg",NA,31175901,9242399,NA,"complete",NA,"64da217fbeca8340a86d1818","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x963",NA,NA,0,"Video Feedback Task (Clone)",6,"CDBEAFJGIH",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,5,"Positive Feedback","Video","w2ir4b",1,"continue","",14384.1400000004,14381.034,14384.1400000004,14384.1400000004,14381.034,14384.1400000004,1,14384.1400000004,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF27407"
"39",1692016420737,"14/08/2023 12:33:40",1692020020737,1,"14/08/2023 14:33:40",140743,17,"task-f6fg",NA,31175901,9242399,NA,"complete",NA,"64da217fbeca8340a86d1818","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x963",NA,NA,0,"Video Feedback Task (Clone)",6,"CDBEAFJGIH",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,5,"Positive Feedback","Video","w2ir4b",1,"response","very good job!",10410.436,14381.034,14388.5399999998,10410.436,14381.034,14388.5399999998,1,10410.436,3978.10399999982,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF27407"
"40",1692016420737,"14/08/2023 12:33:40",1692020020737,1,"14/08/2023 14:33:40",140743,17,"task-f6fg",NA,31175901,9242399,NA,"complete",NA,"64da217fbeca8340a86d1818","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x963",NA,NA,0,"Video Feedback Task (Clone)",6,"CDBEAFJGIH",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,5,"Positive Feedback","Video","w2ir4b",1,"response","you done excellent!",4204.212,14381.034,14389.3399999996,4204.212,14381.034,14389.3399999996,1,4204.212,10185.1279999996,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF27407"
"41",1692016421698,"14/08/2023 12:33:41",1692020021698,1,"14/08/2023 14:33:41",140743,17,"task-f6fg",NA,31175901,9242399,NA,"complete",NA,"64da217fbeca8340a86d1818","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x963",NA,NA,0,"Video Feedback Task (Clone)",6,"CDBEAFJGIH",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,5,"Positive Feedback","Fixation","mtm832",2,"continue","",967.637999999977,967.637999999977,967.637999999977,967.637999999977,967.637999999977,967.637999999977,1,967.637999999977,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF27407"
"42",1692016421708,"14/08/2023 12:33:41",1692020021708,1,"14/08/2023 14:33:41",140743,17,"task-f6fg",NA,31175901,9242399,NA,"complete",NA,"64da217fbeca8340a86d1818","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x963",NA,NA,0,"Video Feedback Task (Clone)",6,"CDBEAFJGIH",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","","","","",NA,"SUPPRF27407"
"1",1692017815438,"14/08/2023 12:56:55",1692021415438,1,"14/08/2023 14:56:55",140743,17,"task-f6fg",NA,31176472,9242534,NA,"complete",NA,"64da2b07dffffeb613275ea3","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1287x741",NA,NA,0,"Video Feedback Task (Clone)",6,"IJHAGBFCED",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","","","","",NA,"SUPPRF44269"
"2",1692017960206,"14/08/2023 12:59:20",1692021560206,1,"14/08/2023 14:59:20",140743,17,"task-f6fg",NA,31176472,9242534,NA,"complete",NA,"64da2b07dffffeb613275ea3","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1287x741",NA,NA,0,"Video Feedback Task (Clone)",6,"IJHAGBFCED",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,1,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",142232.968999988,142218.534,142232.968999988,142232.968999988,142218.534,142232.968999988,1,142232.968999988,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF44269"
"3",1692017960208,"14/08/2023 12:59:20",1692021560208,1,"14/08/2023 14:59:20",140743,17,"task-f6fg",NA,31176472,9242534,NA,"complete",NA,"64da2b07dffffeb613275ea3","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1287x741",NA,NA,0,"Video Feedback Task (Clone)",6,"IJHAGBFCED",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,1,"Neutral Feedback","Screen 1","3zrml3",1,"response","The description was satisfactory",133418.143,142218.534,142234.968999988,133418.143,142218.534,142234.968999988,1,133418.143,8816.82599998807,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF44269"
"4",1692017960208,"14/08/2023 12:59:20",1692021560208,1,"14/08/2023 14:59:20",140743,17,"task-f6fg",NA,31176472,9242534,NA,"complete",NA,"64da2b07dffffeb613275ea3","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1287x741",NA,NA,0,"Video Feedback Task (Clone)",6,"IJHAGBFCED",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,1,"Neutral Feedback","Screen 1","3zrml3",1,"response","Description was okay, little vague",64267.511,142218.534,142235.008,64267.511,142218.534,142235.008,1,64267.511,77967.497,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF44269"
"5",1692017961160,"14/08/2023 12:59:21",1692021561160,1,"14/08/2023 14:59:21",140743,17,"task-f6fg",NA,31176472,9242534,NA,"complete",NA,"64da2b07dffffeb613275ea3","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1287x741",NA,NA,0,"Video Feedback Task (Clone)",6,"IJHAGBFCED",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,1,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",966.647999999986,966.647999999986,966.647999999986,966.647999999986,966.647999999986,966.647999999986,1,966.647999999986,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF44269"
"6",1692018003521,"14/08/2023 13:00:03",1692021603521,1,"14/08/2023 15:00:03",140743,17,"task-f6fg",NA,31176472,9242534,NA,"complete",NA,"64da2b07dffffeb613275ea3","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1287x741",NA,NA,0,"Video Feedback Task (Clone)",6,"IJHAGBFCED",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,1,"Positive Feedback","Video","w2ir4b",1,"continue","",42362.2869999881,42350.255,42362.2869999881,42362.2869999881,42350.255,42362.2869999881,1,42362.2869999881,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF44269"
"7",1692018003525,"14/08/2023 13:00:03",1692021603525,1,"14/08/2023 15:00:03",140743,17,"task-f6fg",NA,31176472,9242534,NA,"complete",NA,"64da2b07dffffeb613275ea3","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1287x741",NA,NA,0,"Video Feedback Task (Clone)",6,"IJHAGBFCED",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,1,"Positive Feedback","Video","w2ir4b",1,"response","A very insightful description",32033.341,42350.255,42365.8869999523,32033.341,42350.255,42365.8869999523,1,32033.341,10332.5459999523,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF44269"
"8",1692018003525,"14/08/2023 13:00:03",1692021603525,1,"14/08/2023 15:00:03",140743,17,"task-f6fg",NA,31176472,9242534,NA,"complete",NA,"64da2b07dffffeb613275ea3","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1287x741",NA,NA,0,"Video Feedback Task (Clone)",6,"IJHAGBFCED",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,1,"Positive Feedback","Video","w2ir4b",1,"response","The description was very clear and descriptive",19883.472,42350.255,42366.087,19883.472,42350.255,42366.087,1,19883.472,22482.615,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF44269"
"9",1692018004476,"14/08/2023 13:00:04",1692021604476,1,"14/08/2023 15:00:04",140743,17,"task-f6fg",NA,31176472,9242534,NA,"complete",NA,"64da2b07dffffeb613275ea3","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1287x741",NA,NA,0,"Video Feedback Task (Clone)",6,"IJHAGBFCED",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,1,"Positive Feedback","Fixation","mtm832",2,"continue","",966.774999999994,966.774999999994,966.774999999994,966.774999999994,966.774999999994,966.774999999994,1,966.774999999994,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF44269"
"10",1692018079839,"14/08/2023 13:01:19",1692021679839,1,"14/08/2023 15:01:19",140743,17,"task-f6fg",NA,31176472,9242534,NA,"complete",NA,"64da2b07dffffeb613275ea3","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1287x741",NA,NA,0,"Video Feedback Task (Clone)",6,"IJHAGBFCED",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,2,"Positive Feedback","Video","w2ir4b",1,"continue","",75362.3569999523,75350.598,75362.3569999523,75362.3569999523,75350.598,75362.3569999523,1,75362.3569999523,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF44269"
"11",1692018079844,"14/08/2023 13:01:19",1692021679844,1,"14/08/2023 15:01:19",140743,17,"task-f6fg",NA,31176472,9242534,NA,"complete",NA,"64da2b07dffffeb613275ea3","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1287x741",NA,NA,0,"Video Feedback Task (Clone)",6,"IJHAGBFCED",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,2,"Positive Feedback","Video","w2ir4b",1,"response","Your desctiption evidences a good observation",56133.72,75350.598,75367.1569999642,56133.72,75350.598,75367.1569999642,1,56133.72,19233.4369999642,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF44269"
"12",1692018079844,"14/08/2023 13:01:19",1692021679844,1,"14/08/2023 15:01:19",140743,17,"task-f6fg",NA,31176472,9242534,NA,"complete",NA,"64da2b07dffffeb613275ea3","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1287x741",NA,NA,0,"Video Feedback Task (Clone)",6,"IJHAGBFCED",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,2,"Positive Feedback","Video","w2ir4b",1,"response","You apper to be very smart",35233.649,75350.598,75367.238,35233.649,75350.598,75367.238,1,35233.649,40133.589,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF44269"
"13",1692018080795,"14/08/2023 13:01:20",1692021680795,1,"14/08/2023 15:01:20",140743,17,"task-f6fg",NA,31176472,9242534,NA,"complete",NA,"64da2b07dffffeb613275ea3","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1287x741",NA,NA,0,"Video Feedback Task (Clone)",6,"IJHAGBFCED",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,2,"Positive Feedback","Fixation","mtm832",2,"continue","",966.753999999957,966.753999999957,966.753999999957,966.753999999957,966.753999999957,966.753999999957,1,966.753999999957,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF44269"
"14",1692018136601,"14/08/2023 13:02:16",1692021736601,1,"14/08/2023 15:02:16",140743,17,"task-f6fg",NA,31176472,9242534,NA,"complete",NA,"64da2b07dffffeb613275ea3","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1287x741",NA,NA,0,"Video Feedback Task (Clone)",6,"IJHAGBFCED",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,2,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",55806.0049999523,55801.333,55806.0049999523,55806.0049999523,55801.333,55806.0049999523,1,55806.0049999523,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF44269"
"15",1692018136604,"14/08/2023 13:02:16",1692021736604,1,"14/08/2023 15:02:16",140743,17,"task-f6fg",NA,31176472,9242534,NA,"complete",NA,"64da2b07dffffeb613275ea3","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1287x741",NA,NA,0,"Video Feedback Task (Clone)",6,"IJHAGBFCED",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,2,"Neutral Feedback","Screen 1","3zrml3",1,"response","You didn't paint much of a picture",41733.751,55801.333,55809.9049999881,41733.751,55801.333,55809.9049999881,1,41733.751,14076.1539999881,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF44269"
"16",1692018136605,"14/08/2023 13:02:16",1692021736605,1,"14/08/2023 15:02:16",140743,17,"task-f6fg",NA,31176472,9242534,NA,"complete",NA,"64da2b07dffffeb613275ea3","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1287x741",NA,NA,0,"Video Feedback Task (Clone)",6,"IJHAGBFCED",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,2,"Neutral Feedback","Screen 1","3zrml3",1,"response","Description was vague",27516.934,55801.333,55810.4049999881,27516.934,55801.333,55810.4049999881,1,27516.934,28293.4709999881,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF44269"
"17",1692018137563,"14/08/2023 13:02:17",1692021737563,1,"14/08/2023 15:02:17",140743,17,"task-f6fg",NA,31176472,9242534,NA,"complete",NA,"64da2b07dffffeb613275ea3","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1287x741",NA,NA,0,"Video Feedback Task (Clone)",6,"IJHAGBFCED",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,2,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",965.964999999967,965.964999999967,965.964999999967,965.964999999967,965.964999999967,965.964999999967,1,965.964999999967,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF44269"
"18",1692018171567,"14/08/2023 13:02:51",1692021771567,1,"14/08/2023 15:02:51",140743,17,"task-f6fg",NA,31176472,9242534,NA,"complete",NA,"64da2b07dffffeb613275ea3","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1287x741",NA,NA,0,"Video Feedback Task (Clone)",6,"IJHAGBFCED",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,3,"Positive Feedback","Video","w2ir4b",1,"continue","",34004.407,34000.254,34004.407,34004.407,34000.254,34004.407,1,34004.407,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P1_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF44269"
"19",1692018171570,"14/08/2023 13:02:51",1692021771570,1,"14/08/2023 15:02:51",140743,17,"task-f6fg",NA,31176472,9242534,NA,"complete",NA,"64da2b07dffffeb613275ea3","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1287x741",NA,NA,0,"Video Feedback Task (Clone)",6,"IJHAGBFCED",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,3,"Positive Feedback","Video","w2ir4b",1,"response","You seem intelligent",28183.615,34000.254,34007.1069999881,28183.615,34000.254,34007.1069999881,1,28183.615,5823.49199998809,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P1_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF44269"
"20",1692018171570,"14/08/2023 13:02:51",1692021771570,1,"14/08/2023 15:02:51",140743,17,"task-f6fg",NA,31176472,9242534,NA,"complete",NA,"64da2b07dffffeb613275ea3","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1287x741",NA,NA,0,"Video Feedback Task (Clone)",6,"IJHAGBFCED",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,3,"Positive Feedback","Video","w2ir4b",1,"response","You come accross very confident",3699.93800000002,34000.254,34007.3069999762,3699.93800000002,34000.254,34007.3069999762,1,3699.93800000002,30307.3689999761,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P1_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF44269"
"21",1692018172531,"14/08/2023 13:02:52",1692021772531,1,"14/08/2023 15:02:52",140743,17,"task-f6fg",NA,31176472,9242534,NA,"complete",NA,"64da2b07dffffeb613275ea3","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1287x741",NA,NA,0,"Video Feedback Task (Clone)",6,"IJHAGBFCED",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,3,"Positive Feedback","Fixation","mtm832",2,"continue","",966.910999999964,966.910999999964,966.910999999964,966.910999999964,966.910999999964,966.910999999964,1,966.910999999964,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P1_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF44269"
"22",1692018292359,"14/08/2023 13:04:52",1692021892359,1,"14/08/2023 15:04:52",140743,17,"task-f6fg",NA,31176472,9242534,NA,"complete",NA,"64da2b07dffffeb613275ea3","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1287x741",NA,NA,0,"Video Feedback Task (Clone)",6,"IJHAGBFCED",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,3,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",119827.641999976,119817.738,119827.641999976,119827.641999976,119817.738,119827.641999976,1,119827.641999976,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P4_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF44269"
"23",1692018292362,"14/08/2023 13:04:52",1692021892362,1,"14/08/2023 15:04:52",140743,17,"task-f6fg",NA,31176472,9242534,NA,"complete",NA,"64da2b07dffffeb613275ea3","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1287x741",NA,NA,0,"Video Feedback Task (Clone)",6,"IJHAGBFCED",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,3,"Neutral Feedback","Screen 1","3zrml3",1,"response","Description was average",114001.44,119817.738,119830.841999964,114001.44,119817.738,119830.841999964,1,114001.44,5829.40199996426,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P4_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF44269"
"24",1692018292362,"14/08/2023 13:04:52",1692021892362,1,"14/08/2023 15:04:52",140743,17,"task-f6fg",NA,31176472,9242534,NA,"complete",NA,"64da2b07dffffeb613275ea3","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1287x741",NA,NA,0,"Video Feedback Task (Clone)",6,"IJHAGBFCED",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,3,"Neutral Feedback","Screen 1","3zrml3",1,"response","Tone of voice was not too engaging",17666.737,119817.738,119831.341999964,17666.737,119817.738,119831.341999964,1,17666.737,102164.604999964,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P4_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF44269"
"25",1692018293316,"14/08/2023 13:04:53",1692021893316,1,"14/08/2023 15:04:53",140743,17,"task-f6fg",NA,31176472,9242534,NA,"complete",NA,"64da2b07dffffeb613275ea3","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1287x741",NA,NA,0,"Video Feedback Task (Clone)",6,"IJHAGBFCED",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,3,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",966.910000000033,966.910000000033,966.910000000033,966.910000000033,966.910000000033,966.910000000033,1,966.910000000033,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P4_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF44269"
"26",1692018348897,"14/08/2023 13:05:48",1692021948897,1,"14/08/2023 15:05:48",140743,17,"task-f6fg",NA,31176472,9242534,NA,"complete",NA,"64da2b07dffffeb613275ea3","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1287x741",NA,NA,0,"Video Feedback Task (Clone)",6,"IJHAGBFCED",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,4,"Positive Feedback","Video","w2ir4b",1,"continue","",55581.3939999523,55567.178,55581.3939999523,55581.3939999523,55567.178,55581.3939999523,1,55581.3939999523,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P3_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF44269"
"27",1692018348902,"14/08/2023 13:05:48",1692021948902,1,"14/08/2023 15:05:48",140743,17,"task-f6fg",NA,31176472,9242534,NA,"complete",NA,"64da2b07dffffeb613275ea3","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1287x741",NA,NA,0,"Video Feedback Task (Clone)",6,"IJHAGBFCED",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,4,"Positive Feedback","Video","w2ir4b",1,"response","That was a good description",49133.658,55567.178,55584.0720000001,49133.658,55567.178,55584.0720000001,1,49133.658,6450.41400000011,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P3_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF44269"
"28",1692018348902,"14/08/2023 13:05:48",1692021948902,1,"14/08/2023 15:05:48",140743,17,"task-f6fg",NA,31176472,9242534,NA,"complete",NA,"64da2b07dffffeb613275ea3","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1287x741",NA,NA,0,"Video Feedback Task (Clone)",6,"IJHAGBFCED",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,4,"Positive Feedback","Video","w2ir4b",1,"response","You provided a clear description",8649.886,55567.178,55584.0720000001,8649.886,55567.178,55584.0720000001,1,8649.886,46934.1860000001,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P3_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF44269"
"29",1692018349851,"14/08/2023 13:05:49",1692021949851,1,"14/08/2023 15:05:49",140743,17,"task-f6fg",NA,31176472,9242534,NA,"complete",NA,"64da2b07dffffeb613275ea3","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1287x741",NA,NA,0,"Video Feedback Task (Clone)",6,"IJHAGBFCED",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first",1,4,"Positive Feedback","Fixation","mtm832",2,"continue","",966.48199999996,966.48199999996,966.48199999996,966.48199999996,966.48199999996,966.48199999996,1,966.48199999996,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P3_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF44269"
