"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","counterbalance.qny1","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID_new"
1,1732893549665,"29/11/2024 15:19:09",1732893549665,0,"29/11/2024 15:19:09",177048,9,"task-xk4o",NA,41700341,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1920x911",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDACB","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO98984"
2,1732893554077,"29/11/2024 15:19:14",1732893554077,0,"29/11/2024 15:19:14",177048,9,"task-xk4o",NA,41700341,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1920x911",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDACB","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",4224.60000009537,4213.5,4224.60000009537,4224.60000009537,4213.5,4224.60000009537,1,4224.60000009537,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPSCO98984"
3,1732893556939,"29/11/2024 15:19:16",1732893556939,0,"29/11/2024 15:19:16",177048,9,"task-xk4o",NA,41700341,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1920x911",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDACB","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",2873.30000014305,2864.3,2873.30000014305,2873.30000014305,2864.3,2873.30000014305,1,2873.30000014305,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPSCO98984"
4,1732893575491,"29/11/2024 15:19:35",1732893575491,0,"29/11/2024 15:19:35",177048,9,"task-xk4o",NA,41700341,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1920x911",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDACB","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",18561.4,18551.5,18561.4,18561.4,18551.5,18561.4,1,18561.4,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPSCO98984"
5,1732893585172,"29/11/2024 15:19:45",1732893585172,0,"29/11/2024 15:19:45",177048,9,"task-xk4o",NA,41700341,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1920x911",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDACB","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",9691.00000014305,9675.4,9691.00000014305,9691.00000014305,9675.4,9691.00000014305,1,9691.00000014305,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPSCO98984"
6,1732893593259,"29/11/2024 15:19:53",1732893593259,0,"29/11/2024 15:19:53",177048,9,"task-xk4o",NA,41700341,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1920x911",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDACB","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",8102.40000009537,8093.3,8102.40000009537,8102.40000009537,8093.3,8102.40000009537,1,8102.40000009537,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPSCO98984"
7,1732893599192,"29/11/2024 15:19:59",1732893599192,0,"29/11/2024 15:19:59",177048,9,"task-xk4o",NA,41700341,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1920x911",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDACB","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",5942.30000014305,5928.5,5942.30000014305,5942.30000014305,5928.5,5942.30000014305,1,5942.30000014305,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPSCO98984"
8,1732893602828,"29/11/2024 15:20:02",1732893602828,0,"29/11/2024 15:20:02",177048,9,"task-xk4o",NA,41700341,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1920x911",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDACB","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",3648.99999995231,3646.7,3648.99999995231,3648.99999995231,3646.7,3648.99999995231,1,3648.99999995231,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPSCO98984"
9,1732893605867,"29/11/2024 15:20:05",1732893605867,0,"29/11/2024 15:20:05",177048,9,"task-xk4o",NA,41700341,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1920x911",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDACB","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",3041.79999995232,3031,3041.79999995232,3041.79999995232,3031,3041.79999995232,1,3041.79999995232,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPSCO98984"
10,1732893605875,"29/11/2024 15:20:05",1732893605875,0,"29/11/2024 15:20:05",177048,9,"task-xk4o",NA,41700341,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1920x911",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDACB","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,56180,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO98984"
1,1733244448290,"03/12/2024 16:47:28",1733244448290,0,"03/12/2024 16:47:28",177048,9,"task-xk4o",NA,41777552,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"GHFAEBDC","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO64805"
2,1733244455647,"03/12/2024 16:47:35",1733244455647,0,"03/12/2024 16:47:35",177048,9,"task-xk4o",NA,41777552,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"GHFAEBDC","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",6934.50000014305,6927,6934.50000014305,6934.50000014305,6927,6934.50000014305,1,6934.50000014305,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPSCO64805"
3,1733244458294,"03/12/2024 16:47:38",1733244458294,0,"03/12/2024 16:47:38",177048,9,"task-xk4o",NA,41777552,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"GHFAEBDC","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",2655.19999995232,2647.8,2655.19999995232,2655.19999995232,2647.8,2655.19999995232,1,2655.19999995232,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPSCO64805"
4,1733244528606,"03/12/2024 16:48:48",1733244528606,0,"03/12/2024 16:48:48",177048,9,"task-xk4o",NA,41777552,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"GHFAEBDC","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",70316.7,70300.5,70316.7,70316.7,70300.5,70316.7,1,70316.7,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPSCO64805"
5,1733244633492,"03/12/2024 16:50:33",1733244633492,0,"03/12/2024 16:50:33",177048,9,"task-xk4o",NA,41777552,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"GHFAEBDC","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",104905.500000095,104901.9,104905.500000095,104905.500000095,104901.9,104905.500000095,1,104905.500000095,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPSCO64805"
6,1733244679501,"03/12/2024 16:51:19",1733244679501,0,"03/12/2024 16:51:19",177048,9,"task-xk4o",NA,41777552,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"GHFAEBDC","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",46012.1000000954,46007.4,46012.1000000954,46012.1000000954,46007.4,46012.1000000954,1,46012.1000000954,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPSCO64805"
7,1733244686892,"03/12/2024 16:51:26",1733244686892,0,"03/12/2024 16:51:26",177048,9,"task-xk4o",NA,41777552,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"GHFAEBDC","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",7395.70000009536,7392.59999999998,7395.70000009536,7395.70000009536,7392.59999999998,7395.70000009536,1,7395.70000009536,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPSCO64805"
8,1733244757909,"03/12/2024 16:52:37",1733244757909,0,"03/12/2024 16:52:37",177048,9,"task-xk4o",NA,41777552,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"GHFAEBDC","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",71020.1000000954,71017.2,71020.1000000954,71020.1000000954,71017.2,71020.1000000954,1,71020.1000000954,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPSCO64805"
9,1733244761140,"03/12/2024 16:52:41",1733244761140,0,"03/12/2024 16:52:41",177048,9,"task-xk4o",NA,41777552,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"GHFAEBDC","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",3234.20000004768,3230.40000000002,3234.20000004768,3234.20000004768,3230.40000000002,3234.20000004768,1,3234.20000004768,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPSCO64805"
10,1733244761143,"03/12/2024 16:52:41",1733244761143,0,"03/12/2024 16:52:41",177048,9,"task-xk4o",NA,41777552,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"GHFAEBDC","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,312780,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO64805"
1,1733244631531,"03/12/2024 16:50:31",1733244631531,0,"03/12/2024 16:50:31",177048,9,"task-xk4o",NA,41777693,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 131.0.0.0","1470x956","1470x832",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"HAGBFCED","Passed AC2","","spreadsheet_3","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO15036"
2,1733244639154,"03/12/2024 16:50:39",1733244639154,0,"03/12/2024 16:50:39",177048,9,"task-xk4o",NA,41777693,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 131.0.0.0","1470x956","1470x832",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"HAGBFCED","Passed AC2","","spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",7581.5,7565.7,7581.5,7581.5,7565.7,7581.5,1,7581.5,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPSCO15036"
3,1733244642465,"03/12/2024 16:50:42",1733244642465,0,"03/12/2024 16:50:42",177048,9,"task-xk4o",NA,41777693,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 131.0.0.0","1470x956","1470x832",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"HAGBFCED","Passed AC2","","spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",3331.40000019074,3317.6,3331.40000019074,3331.40000019074,3317.6,3331.40000019074,1,3331.40000019074,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPSCO15036"
4,1733244674709,"03/12/2024 16:51:14",1733244674709,0,"03/12/2024 16:51:14",177048,9,"task-xk4o",NA,41777693,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 131.0.0.0","1470x956","1470x832",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"HAGBFCED","Passed AC2","","spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",32257,32250,32257,32257,32250,32257,1,32257,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPSCO15036"
5,1733244690925,"03/12/2024 16:51:30",1733244690925,0,"03/12/2024 16:51:30",177048,9,"task-xk4o",NA,41777693,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 131.0.0.0","1470x956","1470x832",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"HAGBFCED","Passed AC2","","spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",16223.8000001907,16216.8,16223.8000001907,16223.8000001907,16216.8,16223.8000001907,1,16223.8000001907,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPSCO15036"
6,1733244703994,"03/12/2024 16:51:43",1733244703994,0,"03/12/2024 16:51:43",177048,9,"task-xk4o",NA,41777693,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 131.0.0.0","1470x956","1470x832",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"HAGBFCED","Passed AC2","","spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",13075.2,13066.8,13075.2,13075.2,13066.8,13075.2,1,13075.2,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPSCO15036"
7,1733244711165,"03/12/2024 16:51:51",1733244711165,0,"03/12/2024 16:51:51",177048,9,"task-xk4o",NA,41777693,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 131.0.0.0","1470x956","1470x832",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"HAGBFCED","Passed AC2","","spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",7179.89999999999,7166.59999999999,7179.89999999999,7179.89999999999,7166.59999999999,7179.89999999999,1,7179.89999999999,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPSCO15036"
8,1733244714446,"03/12/2024 16:51:54",1733244714446,0,"03/12/2024 16:51:54",177048,9,"task-xk4o",NA,41777693,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 131.0.0.0","1470x956","1470x832",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"HAGBFCED","Passed AC2","","spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",3293.90000014305,3283.10000000001,3293.90000014305,3293.90000014305,3283.10000000001,3293.90000014305,1,3293.90000014305,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPSCO15036"
9,1733244717869,"03/12/2024 16:51:57",1733244717869,0,"03/12/2024 16:51:57",177048,9,"task-xk4o",NA,41777693,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 131.0.0.0","1470x956","1470x832",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"HAGBFCED","Passed AC2","","spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",3433.3,3416.7,3433.3,3433.3,3416.7,3433.3,1,3433.3,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPSCO15036"
10,1733244717872,"03/12/2024 16:51:57",1733244717872,0,"03/12/2024 16:51:57",177048,9,"task-xk4o",NA,41777693,NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 131.0.0.0","1470x956","1470x832",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"HAGBFCED","Passed AC2","","spreadsheet_3","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,86324,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO15036"
1,1733494020236,"06/12/2024 14:07:00",1733494020236,0,"06/12/2024 14:07:00",177048,9,"task-xk4o",NA,41855528,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x960","1536x960",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABHCGDFE","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO12262"
2,1733494023977,"06/12/2024 14:07:03",1733494023977,0,"06/12/2024 14:07:03",177048,9,"task-xk4o",NA,41855528,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x960","1536x960",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABHCGDFE","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",3627.70000004768,3616.4,3627.70000004768,3627.70000004768,3616.4,3627.70000004768,1,3627.70000004768,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPSCO12262"
3,1733494028531,"06/12/2024 14:07:08",1733494028531,0,"06/12/2024 14:07:08",177048,9,"task-xk4o",NA,41855528,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x960","1536x960",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABHCGDFE","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",4565.49999997616,4549.4,4565.49999997616,4565.49999997616,4549.4,4565.49999997616,1,4565.49999997616,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPSCO12262"
4,1733494038920,"06/12/2024 14:07:18",1733494038920,0,"06/12/2024 14:07:18",177048,9,"task-xk4o",NA,41855528,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x960","1536x960",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABHCGDFE","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",10404.4000000477,10398.6,10404.4000000477,10404.4000000477,10398.6,10404.4000000477,1,10404.4000000477,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPSCO12262"
5,1733494043015,"06/12/2024 14:07:23",1733494043015,0,"06/12/2024 14:07:23",177048,9,"task-xk4o",NA,41855528,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x960","1536x960",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABHCGDFE","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",4100.99999997616,4099.3,4100.99999997616,4100.99999997616,4099.3,4100.99999997616,1,4100.99999997616,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPSCO12262"
6,1733494047020,"06/12/2024 14:07:27",1733494047020,0,"06/12/2024 14:07:27",177048,9,"task-xk4o",NA,41855528,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x960","1536x960",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABHCGDFE","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",4007.00000004768,3999.4,4007.00000004768,4007.00000004768,3999.4,4007.00000004768,1,4007.00000004768,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPSCO12262"
7,1733494054116,"06/12/2024 14:07:34",1733494054116,0,"06/12/2024 14:07:34",177048,9,"task-xk4o",NA,41855528,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x960","1536x960",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABHCGDFE","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",7103.4,7099.2,7103.4,7103.4,7099.2,7103.4,1,7103.4,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPSCO12262"
8,1733494057338,"06/12/2024 14:07:37",1733494057338,0,"06/12/2024 14:07:37",177048,9,"task-xk4o",NA,41855528,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x960","1536x960",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABHCGDFE","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",3226.00000007152,3216.2,3226.00000007152,3226.00000007152,3216.2,3226.00000007152,1,3226.00000007152,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPSCO12262"
9,1733494061844,"06/12/2024 14:07:41",1733494061844,0,"06/12/2024 14:07:41",177048,9,"task-xk4o",NA,41855528,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x960","1536x960",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABHCGDFE","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",4516.20000004768,4499.4,4516.20000004768,4516.20000004768,4499.4,4516.20000004768,1,4516.20000004768,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPSCO12262"
10,1733494061845,"06/12/2024 14:07:41",1733494061845,0,"06/12/2024 14:07:41",177048,9,"task-xk4o",NA,41855528,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x960","1536x960",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABHCGDFE","Passed AC2","","spreadsheet_2","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,41590,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO12262"
1,1732549108986,"25/11/2024 15:38:28",1732549108986,0,"25/11/2024 15:38:28",177048,9,"task-xk4o",NA,41598450,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 130.0.0.0","1536x864","1536x743",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBA","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO36211"
