"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","randomiser.lqqr","randomiser.28m8","randomiser.tf5j","branch.vlgf","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Spreadsheet..Index","Spreadsheet..X1","Spreadsheet..X2","Spreadsheet..Display","Spreadsheet..test_response_save","Manipulation..Spreadsheet","Store..test_response_save","Random_ID"
"46",1691096961582,"03/08/2023 21:09:21",1691100561582,1,"03/08/2023 23:09:21",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",22,"Task","Screen 1","113qg5",1,"continue","",1220.08300000001,1216.25400000002,1220.08300000001,1220.08300000001,1216.25400000002,1220.08300000001,1,1220.08300000001,0,0,NA,"Click To Continue","Text_left_X1",2,"object-18",NA,1,"Your description was very insightful.","You appear very smart.","Task",NA,NA,NA,"SUPTM79155"
"47",1691096963345,"03/08/2023 21:09:23",1691100563345,1,"03/08/2023 23:09:23",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",22,"Task","Screen 3","izqege",2,"continue","",1766.63,1766.63,1766.63,1766.63,1766.63,1766.63,1,1766.63,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"Your description was very insightful.","You appear very smart.","Task",NA,NA,NA,"SUPTM79155"
"48",1691096965967,"03/08/2023 21:09:25",1691100565967,1,"03/08/2023 23:09:25",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",23,"Task","Screen 1","113qg5",1,"continue","",2622.39900000297,2616.18899999998,2622.39900000297,2622.39900000297,2616.18899999998,2622.39900000297,1,2622.39900000297,0,0,NA,"Click To Continue","Text_left_X2",3,"object-19",NA,1,"You said all the right things.","You appear very smart.","Task",NA,NA,NA,"SUPTM79155"
"49",1691096967728,"03/08/2023 21:09:27",1691100567728,1,"03/08/2023 23:09:27",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",23,"Task","Screen 3","izqege",2,"continue","",1766.598,1766.598,1766.598,1766.598,1766.598,1766.598,1,1766.598,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"You said all the right things.","You appear very smart.","Task",NA,NA,NA,"SUPTM79155"
"50",1691096969443,"03/08/2023 21:09:29",1691100569443,1,"03/08/2023 23:09:29",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",24,"Task","Screen 1","113qg5",1,"continue","",1715.41200000001,1699.51800000001,1715.41200000001,1715.41200000001,1699.51800000001,1715.41200000001,1,1715.41200000001,0,0,NA,"Click To Continue","Text_left_X2",3,"object-19",NA,1,"You did what was asked of you.","That was perfect.","Task",NA,NA,NA,"SUPTM79155"
"51",1691096971194,"03/08/2023 21:09:31",1691100571194,1,"03/08/2023 23:09:31",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",24,"Task","Screen 3","izqege",2,"continue","",1766.48499999999,1766.48499999999,1766.48499999999,1766.48499999999,1766.48499999999,1766.48499999999,1,1766.48499999999,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"You did what was asked of you.","That was perfect.","Task",NA,NA,NA,"SUPTM79155"
"52",1691096974418,"03/08/2023 21:09:34",1691100574418,1,"03/08/2023 23:09:34",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",25,"Task","Screen 1","113qg5",1,"continue","",3224.5090000015,3216.20400000003,3224.5090000015,3224.5090000015,3216.20400000003,3224.5090000015,1,3224.5090000015,0,0,NA,"Click To Continue","Text_left_X1",2,"object-18",NA,1,"Your description was very insightful.","You're very articulate.","Task",NA,NA,NA,"SUPTM79155"
"53",1691096976177,"03/08/2023 21:09:36",1691100576177,1,"03/08/2023 23:09:36",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",25,"Task","Screen 3","izqege",2,"continue","",1766.71099999998,1766.71099999998,1766.71099999998,1766.71099999998,1766.71099999998,1766.71099999998,1,1766.71099999998,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"Your description was very insightful.","You're very articulate.","Task",NA,NA,NA,"SUPTM79155"
"54",1691096978380,"03/08/2023 21:09:38",1691100578380,1,"03/08/2023 23:09:38",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",26,"Task","Screen 1","113qg5",1,"continue","",2203.49400000001,2199.52800000002,2203.49400000001,2203.49400000001,2199.52800000002,2203.49400000001,1,2203.49400000001,0,0,NA,"Click To Continue","Text_left_X1",2,"object-18",NA,1,"That was perfect.","You came across really well.","Task",NA,NA,NA,"SUPTM79155"
"55",1691096980143,"03/08/2023 21:09:40",1691100580143,1,"03/08/2023 23:09:40",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",26,"Task","Screen 3","izqege",2,"continue","",1766.70099999997,1766.70099999997,1766.70099999997,1766.70099999997,1766.70099999997,1766.70099999997,1,1766.70099999997,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"That was perfect.","You came across really well.","Task",NA,NA,NA,"SUPTM79155"
"56",1691096981531,"03/08/2023 21:09:41",1691100581531,1,"03/08/2023 23:09:41",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",27,"Task","Screen 1","113qg5",1,"continue","",1387.76500000001,1383.22,1387.76500000001,1387.76500000001,1383.22,1387.76500000001,1,1387.76500000001,0,0,NA,"Click To Continue","Text_left_X2",3,"object-19",NA,1,"That was satisfactory.","You are really engaging when you speak.","Task",NA,NA,NA,"SUPTM79155"
"57",1691096983293,"03/08/2023 21:09:43",1691100583293,1,"03/08/2023 23:09:43",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",27,"Task","Screen 3","izqege",2,"continue","",1766.288,1766.288,1766.288,1766.288,1766.288,1766.288,1,1766.288,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"That was satisfactory.","You are really engaging when you speak.","Task",NA,NA,NA,"SUPTM79155"
"58",1691096986092,"03/08/2023 21:09:46",1691100586092,1,"03/08/2023 23:09:46",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",28,"Task","Screen 1","113qg5",1,"continue","",2799.351,2782.69200000001,2799.351,2799.351,2782.69200000001,2799.351,1,2799.351,0,0,NA,"Click To Continue","Text_left_X2",3,"object-19",NA,1,"Excellent!","You seemed very in-control.","Task",NA,NA,NA,"SUPTM79155"
"59",1691096987842,"03/08/2023 21:09:47",1691100587842,1,"03/08/2023 23:09:47",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",28,"Task","Screen 3","izqege",2,"continue","",1766.546,1766.546,1766.546,1766.546,1766.546,1766.546,1,1766.546,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"Excellent!","You seemed very in-control.","Task",NA,NA,NA,"SUPTM79155"
"60",1691096989611,"03/08/2023 21:09:49",1691100589611,1,"03/08/2023 23:09:49",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",29,"Task","Screen 1","113qg5",1,"continue","",1769.91899999851,1766.40299999999,1769.91899999851,1769.91899999851,1766.40299999999,1769.91899999851,1,1769.91899999851,0,0,NA,"Click To Continue","Text_left_X1",2,"object-18",NA,1,"You seemed very in-control.","You came across really well.","Task",NA,NA,NA,"SUPTM79155"
"61",1691096991375,"03/08/2023 21:09:51",1691100591375,1,"03/08/2023 23:09:51",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",29,"Task","Screen 3","izqege",2,"continue","",1766.64500000002,1766.64500000002,1766.64500000002,1766.64500000002,1766.64500000002,1766.64500000002,1,1766.64500000002,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"You seemed very in-control.","You came across really well.","Task",NA,NA,NA,"SUPTM79155"
"62",1691096992356,"03/08/2023 21:09:52",1691100592356,1,"03/08/2023 23:09:52",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",30,"Task","Screen 1","113qg5",1,"continue","",981.771000004461,966.503999999986,981.771000004461,981.771000004461,966.503999999986,981.771000004461,1,981.771000004461,0,0,NA,"Click To Continue","Text_left_X2",3,"object-19",NA,1,"Well done!","You appeared very confident.","Task",NA,NA,NA,"SUPTM79155"
"63",1691096994108,"03/08/2023 21:09:54",1691100594108,1,"03/08/2023 23:09:54",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",30,"Task","Screen 3","izqege",2,"continue","",1766.30799999999,1766.30799999999,1766.30799999999,1766.30799999999,1766.30799999999,1766.30799999999,1,1766.30799999999,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"Well done!","You appeared very confident.","Task",NA,NA,NA,"SUPTM79155"
"64",1691096995912,"03/08/2023 21:09:55",1691100595912,1,"03/08/2023 23:09:55",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",31,"Task","Screen 1","113qg5",1,"continue","",1804.45900000448,1799.66800000001,1804.45900000448,1804.45900000448,1799.66800000001,1804.45900000448,1,1804.45900000448,0,0,NA,"Click To Continue","Text_left_X2",3,"object-19",NA,1,"You're very articulate.","You appeared very confident.","Task",NA,NA,NA,"SUPTM79155"
"65",1691096997674,"03/08/2023 21:09:57",1691100597674,1,"03/08/2023 23:09:57",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",31,"Task","Screen 3","izqege",2,"continue","",1766.829,1766.829,1766.829,1766.829,1766.829,1766.829,1,1766.829,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"You're very articulate.","You appeared very confident.","Task",NA,NA,NA,"SUPTM79155"
"66",1691097006378,"03/08/2023 21:10:06",1691100606378,1,"03/08/2023 23:10:06",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",32,"Task","Screen 1","113qg5",1,"continue","",8704.66200000001,8698.57700000002,8704.66200000001,8704.66200000001,8698.57700000002,8704.66200000001,1,8704.66200000001,0,0,NA,"Click To Continue","Text_left_X1",2,"object-18",NA,1,"I could easily picture what you were describing.","You're very articulate.","Task",NA,NA,NA,"SUPTM79155"
"67",1691097008140,"03/08/2023 21:10:08",1691100608140,1,"03/08/2023 23:10:08",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",32,"Task","Screen 3","izqege",2,"continue","",1766.47099999999,1766.47099999999,1766.47099999999,1766.47099999999,1766.47099999999,1766.47099999999,1,1766.47099999999,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"I could easily picture what you were describing.","You're very articulate.","Task",NA,NA,NA,"SUPTM79155"
"68",1691097009738,"03/08/2023 21:10:09",1691100609738,1,"03/08/2023 23:10:09",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",33,"Task","Screen 1","113qg5",1,"continue","",1599.21400000149,1583.217,1599.21400000149,1599.21400000149,1583.217,1599.21400000149,1,1599.21400000149,0,0,NA,"Click To Continue","Text_left_X2",3,"object-19",NA,1,"That was decent.","You're very articulate.","Task",NA,NA,NA,"SUPTM79155"
"69",1691097011489,"03/08/2023 21:10:11",1691100611489,1,"03/08/2023 23:10:11",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",33,"Task","Screen 3","izqege",2,"continue","",1766.30100000001,1766.30100000001,1766.30100000001,1766.30100000001,1766.30100000001,1766.30100000001,1,1766.30100000001,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"That was decent.","You're very articulate.","Task",NA,NA,NA,"SUPTM79155"
"70",1691097013181,"03/08/2023 21:10:13",1691100613181,1,"03/08/2023 23:10:13",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",34,"Task","Screen 1","113qg5",1,"continue","",1692.89600000446,1683.171,1692.89600000446,1692.89600000446,1683.171,1692.89600000446,1,1692.89600000446,0,0,NA,"Click To Continue","Text_left_X1",2,"object-18",NA,1,"I could easily picture what you were describing.","You came across really well.","Task",NA,NA,NA,"SUPTM79155"
"71",1691097014939,"03/08/2023 21:10:14",1691100614939,1,"03/08/2023 23:10:14",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",34,"Task","Screen 3","izqege",2,"continue","",1766.42599999998,1766.42599999998,1766.42599999998,1766.42599999998,1766.42599999998,1766.42599999998,1,1766.42599999998,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"I could easily picture what you were describing.","You came across really well.","Task",NA,NA,NA,"SUPTM79155"
"72",1691097017376,"03/08/2023 21:10:17",1691100617376,1,"03/08/2023 23:10:17",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",35,"Task","Screen 1","113qg5",1,"continue","",2438.0990000015,2432.967,2438.0990000015,2438.0990000015,2432.967,2438.0990000015,1,2438.0990000015,0,0,NA,"Click To Continue","Text_left_X2",3,"object-19",NA,1,"That was satisfactory.","Well done!","Task",NA,NA,NA,"SUPTM79155"
"73",1691097019138,"03/08/2023 21:10:19",1691100619138,1,"03/08/2023 23:10:19",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",35,"Task","Screen 3","izqege",2,"continue","",1766.753,1766.753,1766.753,1766.753,1766.753,1766.753,1,1766.753,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"That was satisfactory.","Well done!","Task",NA,NA,NA,"SUPTM79155"
"74",1691097021125,"03/08/2023 21:10:21",1691100621125,1,"03/08/2023 23:10:21",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",36,"Task","Screen 1","113qg5",1,"continue","",1987.57900000448,1982.77600000001,1987.57900000448,1987.57900000448,1982.77600000001,1987.57900000448,1,1987.57900000448,0,0,NA,"Click To Continue","Text_left_X1",2,"object-18",NA,1,"You appear very smart.","You are really engaging when you speak.","Task",NA,NA,NA,"SUPTM79155"
"75",1691097022887,"03/08/2023 21:10:22",1691100622887,1,"03/08/2023 23:10:22",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",36,"Task","Screen 3","izqege",2,"continue","",1766.47,1766.47,1766.47,1766.47,1766.47,1766.47,1,1766.47,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"You appear very smart.","You are really engaging when you speak.","Task",NA,NA,NA,"SUPTM79155"
"76",1691097026775,"03/08/2023 21:10:26",1691100626775,1,"03/08/2023 23:10:26",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",37,"Task","Screen 1","113qg5",1,"continue","",3887.73300000298,3883.114,3887.73300000298,3887.73300000298,3883.114,3887.73300000298,1,3887.73300000298,0,0,NA,"Click To Continue","Text_left_X1",2,"object-18",NA,1,"You appeared very confident.","You seemed very in-control.","Task",NA,NA,NA,"SUPTM79155"
"77",1691097028538,"03/08/2023 21:10:28",1691100628538,1,"03/08/2023 23:10:28",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",37,"Task","Screen 3","izqege",2,"continue","",1766.19899999999,1766.19899999999,1766.19899999999,1766.19899999999,1766.19899999999,1766.19899999999,1,1766.19899999999,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"You appeared very confident.","You seemed very in-control.","Task",NA,NA,NA,"SUPTM79155"
"78",1691097034560,"03/08/2023 21:10:34",1691100634560,1,"03/08/2023 23:10:34",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",38,"Task","Screen 1","113qg5",1,"continue","",6024.11999999851,6016.12,6024.11999999851,6024.11999999851,6016.12,6024.11999999851,1,6024.11999999851,0,0,NA,"Click To Continue","Text_left_X2",3,"object-19",NA,1,"You appeared very confident.","You appear very smart.","Task",NA,NA,NA,"SUPTM79155"
"79",1691097036321,"03/08/2023 21:10:36",1691100636321,1,"03/08/2023 23:10:36",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",38,"Task","Screen 3","izqege",2,"continue","",1766.149,1766.149,1766.149,1766.149,1766.149,1766.149,1,1766.149,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"You appeared very confident.","You appear very smart.","Task",NA,NA,NA,"SUPTM79155"
"80",1691097041722,"03/08/2023 21:10:41",1691100641722,1,"03/08/2023 23:10:41",139282,42,"task-g4az",NA,31043321,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Feedback Phrases List 2","Feedback Phrases List 2",39,"Task","Screen 1","113qg5",1,"continue","",5403.65100000298,5399.55900000001,5403.65100000298,5403.65100000298,5399.55900000001,5403.65100000298,1,5403.65100000298,0,0,NA,"Click To Continue","Text_left_X1",2,"object-18",NA,1,"Your description was very insightful.","You seemed very in-control.","Task",NA,NA,NA,"SUPTM79155"
