"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","randomiser.lqqr","randomiser.28m8","randomiser.tf5j","branch.vlgf","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Spreadsheet..stimulus","Spreadsheet..P","Spreadsheet..N","Manipulation..Spreadsheet","Random_ID"
"29",1691237363270,"05/08/2023 12:09:23",1691240963270,1,"05/08/2023 14:09:23",139282,42,"task-s9co",NA,31067509,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,4,"Positive Feedback","Fixation","mtm832",2,"continue","",966,966,966,966,966,966,1,966,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P3_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM20104"
"30",1691237413686,"05/08/2023 12:10:13",1691241013686,1,"05/08/2023 14:10:13",139282,42,"task-s9co",NA,31067509,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,4,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",50416,50413,50416,50416,50413,50416,1,50416,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P5_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM20104"
"31",1691237413694,"05/08/2023 12:10:13",1691241013694,1,"05/08/2023 14:10:13",139282,42,"task-s9co",NA,31067509,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,4,"Neutral Feedback","Screen 1","3zrml3",1,"response","Her pauses and inflection means not as much information is conveyed as could be",34948,50413,50424,34948,50413,50424,1,34948,15476,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P5_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM20104"
"32",1691237413695,"05/08/2023 12:10:13",1691241013695,1,"05/08/2023 14:10:13",139282,42,"task-s9co",NA,31067509,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,4,"Neutral Feedback","Screen 1","3zrml3",1,"response","She does not explain much about the location",24615,50413,50425,24615,50413,50425,1,24615,25810,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P5_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM20104"
"33",1691237414651,"05/08/2023 12:10:14",1691241014651,1,"05/08/2023 14:10:14",139282,42,"task-s9co",NA,31067509,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,4,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",967,967,967,967,967,967,1,967,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P5_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM20104"
"34",1691237472421,"05/08/2023 12:11:12",1691241072421,1,"05/08/2023 14:11:12",139282,42,"task-s9co",NA,31067509,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,5,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",57771,57762,57771,57771,57762,57771,1,57771,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P1_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM20104"
"35",1691237472424,"05/08/2023 12:11:12",1691241072424,1,"05/08/2023 14:11:12",139282,42,"task-s9co",NA,31067509,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,5,"Neutral Feedback","Screen 1","3zrml3",1,"response","She does not go into much detail",33947,57762,57775,33947,57762,57775,1,33947,23828,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P1_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM20104"
"36",1691237472425,"05/08/2023 12:11:12",1691241072425,1,"05/08/2023 14:11:12",139282,42,"task-s9co",NA,31067509,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,5,"Neutral Feedback","Screen 1","3zrml3",1,"response","She seems a bit unsure",22831,57762,57775,22831,57762,57775,1,22831,34944,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P1_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM20104"
"37",1691237473379,"05/08/2023 12:11:13",1691241073379,1,"05/08/2023 14:11:13",139282,42,"task-s9co",NA,31067509,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,5,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",967,967,967,967,967,967,1,967,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P1_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM20104"
"38",1691237506779,"05/08/2023 12:11:46",1691241106779,1,"05/08/2023 14:11:46",139282,42,"task-s9co",NA,31067509,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,5,"Positive Feedback","Video","w2ir4b",1,"continue","",33399,33397,33399,33399,33397,33399,1,33399,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM20104"
"39",1691237506781,"05/08/2023 12:11:46",1691241106781,1,"05/08/2023 14:11:46",139282,42,"task-s9co",NA,31067509,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,5,"Positive Feedback","Video","w2ir4b",1,"response","She is very informative",28148,33397,33402,28148,33397,33402,1,28148,5254,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM20104"
"40",1691237506782,"05/08/2023 12:11:46",1691241106782,1,"05/08/2023 14:11:46",139282,42,"task-s9co",NA,31067509,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,5,"Positive Feedback","Video","w2ir4b",1,"response","She seems happy",24181,33397,33403,24181,33397,33403,1,24181,9222,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM20104"
"41",1691237507743,"05/08/2023 12:11:47",1691241107743,1,"05/08/2023 14:11:47",139282,42,"task-s9co",NA,31067509,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,5,"Positive Feedback","Fixation","mtm832",2,"continue","",967,967,967,967,967,967,1,967,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM20104"
"42",1691237507753,"05/08/2023 12:11:47",1691241107753,1,"05/08/2023 14:11:47",139282,42,"task-s9co",NA,31067509,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","","","","",NA,"SUPTM20104"
"1",1691429373242,"07/08/2023 17:29:33",1691432973242,1,"07/08/2023 19:29:33",139282,42,"task-s9co",NA,31091977,9216438,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","","","","",NA,"SUPTM83190"
"2",1691429406390,"07/08/2023 17:30:06",1691433006390,1,"07/08/2023 19:30:06",139282,42,"task-s9co",NA,31091977,9216438,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,1,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",31313.851999994,31311.272,31313.851999994,31313.851999994,31311.272,31313.851999994,1,31313.851999994,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM83190"
"3",1691429406391,"07/08/2023 17:30:06",1691433006391,1,"07/08/2023 19:30:06",139282,42,"task-s9co",NA,31091977,9216438,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,1,"Neutral Feedback","Screen 1","3zrml3",1,"response","the person has long hair",20455.506,31311.272,31315.0520000119,20455.506,31311.272,31315.0520000119,1,20455.506,10859.5460000119,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM83190"
"4",1691429406391,"07/08/2023 17:30:06",1691433006391,1,"07/08/2023 19:30:06",139282,42,"task-s9co",NA,31091977,9216438,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,1,"Neutral Feedback","Screen 1","3zrml3",1,"response","the persons voice is low",14557.576,31311.272,31315.152000006,14557.576,31311.272,31315.152000006,1,14557.576,16757.576000006,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM83190"
"5",1691429407369,"07/08/2023 17:30:07",1691433007369,1,"07/08/2023 19:30:07",139282,42,"task-s9co",NA,31091977,9216438,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,1,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",981.477000000006,981.477000000006,981.477000000006,981.477000000006,981.477000000006,981.477000000006,1,981.477000000006,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM83190"
"6",1691429431653,"07/08/2023 17:30:31",1691433031653,1,"07/08/2023 19:30:31",139282,42,"task-s9co",NA,31091977,9216438,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,1,"Positive Feedback","Video","w2ir4b",1,"continue","",24284.7029999881,24281.969,24284.7029999881,24284.7029999881,24281.969,24284.7029999881,1,24284.7029999881,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM83190"
"7",1691429431655,"07/08/2023 17:30:31",1691433031655,1,"07/08/2023 19:30:31",139282,42,"task-s9co",NA,31091977,9216438,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,1,"Positive Feedback","Video","w2ir4b",1,"response","she is describing the picture well",16063.162,24281.969,24286.2029999881,16063.162,24281.969,24286.2029999881,1,16063.162,8223.04099998808,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM83190"
"8",1691429431655,"07/08/2023 17:30:31",1691433031655,1,"07/08/2023 19:30:31",139282,42,"task-s9co",NA,31091977,9216438,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,1,"Positive Feedback","Video","w2ir4b",1,"response","the persons voice volume is high",3843.155,24281.969,24286.403000006,3843.155,24281.969,24286.403000006,1,3843.155,20443.248000006,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM83190"
"9",1691429432633,"07/08/2023 17:30:32",1691433032633,1,"07/08/2023 19:30:32",139282,42,"task-s9co",NA,31091977,9216438,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,1,"Positive Feedback","Fixation","mtm832",2,"continue","",981.650999999998,981.650999999998,981.650999999998,981.650999999998,981.650999999998,981.650999999998,1,981.650999999998,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM83190"
"10",1691429474590,"07/08/2023 17:31:14",1691433074590,1,"07/08/2023 19:31:14",139282,42,"task-s9co",NA,31091977,9216438,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,2,"Positive Feedback","Video","w2ir4b",1,"continue","",41956.883,41950.519,41956.883,41956.883,41950.519,41956.883,1,41956.883,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM83190"
"11",1691429474591,"07/08/2023 17:31:14",1691433074591,1,"07/08/2023 19:31:14",139282,42,"task-s9co",NA,31091977,9216438,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,2,"Positive Feedback","Video","w2ir4b",1,"response","the person description is good",36252.26,41950.519,41958.0829999881,36252.26,41950.519,41958.0829999881,1,36252.26,5705.82299998809,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM83190"
"12",1691429474591,"07/08/2023 17:31:14",1691433074591,1,"07/08/2023 19:31:14",139282,42,"task-s9co",NA,31091977,9216438,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,2,"Positive Feedback","Video","w2ir4b",1,"response","the persons watch is nice",28258.17,41950.519,41958.283000006,28258.17,41950.519,41958.283000006,1,28258.17,13700.113000006,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM83190"
"13",1691429475565,"07/08/2023 17:31:15",1691433075565,1,"07/08/2023 19:31:15",139282,42,"task-s9co",NA,31091977,9216438,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,2,"Positive Feedback","Fixation","mtm832",2,"continue","",981.671000000002,981.671000000002,981.671000000002,981.671000000002,981.671000000002,981.671000000002,1,981.671000000002,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM83190"
"14",1691429500543,"07/08/2023 17:31:40",1691433100543,1,"07/08/2023 19:31:40",139282,42,"task-s9co",NA,31091977,9216438,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,2,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",24977.292999994,24972.31,24977.292999994,24977.292999994,24972.31,24977.292999994,1,24977.292999994,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM83190"
"15",1691429500544,"07/08/2023 17:31:40",1691433100544,1,"07/08/2023 19:31:40",139282,42,"task-s9co",NA,31091977,9216438,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,2,"Neutral Feedback","Screen 1","3zrml3",1,"response","the person has short hair",20621.819,24972.31,24978.4930000119,20621.819,24972.31,24978.4930000119,1,20621.819,4356.67400001192,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM83190"
"16",1691429500544,"07/08/2023 17:31:40",1691433100544,1,"07/08/2023 19:31:40",139282,42,"task-s9co",NA,31091977,9216438,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,2,"Neutral Feedback","Screen 1","3zrml3",1,"response","the person is wearing a shirt",15281.118,24972.31,24978.693,15281.118,24972.31,24978.693,1,15281.118,9697.575,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM83190"
"17",1691429501520,"07/08/2023 17:31:41",1691433101520,1,"07/08/2023 19:31:41",139282,42,"task-s9co",NA,31091977,9216438,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,2,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",981.701000000001,981.701000000001,981.701000000001,981.701000000001,981.701000000001,981.701000000001,1,981.701000000001,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM83190"
"18",1691429534767,"07/08/2023 17:32:14",1691433134767,1,"07/08/2023 19:32:14",139282,42,"task-s9co",NA,31091977,9216438,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,3,"Positive Feedback","Video","w2ir4b",1,"continue","",33247.3819999881,33241.002,33247.3819999881,33247.3819999881,33241.002,33247.3819999881,1,33247.3819999881,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P1_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM83190"
"19",1691429534768,"07/08/2023 17:32:14",1691433134768,1,"07/08/2023 19:32:14",139282,42,"task-s9co",NA,31091977,9216438,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,3,"Positive Feedback","Video","w2ir4b",1,"response","i like the persons dress",29614.107,33241.002,33248.781999994,29614.107,33241.002,33248.781999994,1,29614.107,3634.67499999405,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P1_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM83190"
"20",1691429534768,"07/08/2023 17:32:14",1691433134768,1,"07/08/2023 19:32:14",139282,42,"task-s9co",NA,31091977,9216438,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,3,"Positive Feedback","Video","w2ir4b",1,"response","the person uses her hands to describe ",18542.083,33241.002,33248.9820000119,18542.083,33241.002,33248.9820000119,1,18542.083,14706.8990000119,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P1_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM83190"
"21",1691429535742,"07/08/2023 17:32:15",1691433135742,1,"07/08/2023 19:32:15",139282,42,"task-s9co",NA,31091977,9216438,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,3,"Positive Feedback","Fixation","mtm832",2,"continue","",981.551999999996,981.551999999996,981.551999999996,981.551999999996,981.551999999996,981.551999999996,1,981.551999999996,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P1_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM83190"
"22",1691429555238,"07/08/2023 17:32:35",1691433155238,1,"07/08/2023 19:32:35",139282,42,"task-s9co",NA,31091977,9216438,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In",1,1,3,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",19496.8279999881,19490.404,19496.8279999881,19496.8279999881,19490.404,19496.8279999881,1,19496.8279999881,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P4_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM83190"
