"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","randomiser.lqqr","randomiser.28m8","randomiser.tf5j","branch.vlgf","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"12",1691242711074,"05/08/2023 13:38:31",1691246311074,1,"05/08/2023 15:38:31",139282,42,"questionnaire-uu2n",NA,31067934,9210487,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","3440x1440","2103x1040",NA,NA,NA,"BIQ (Charlotte)",2,"In","CDBEAFJGIH","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",8035.88999999998,12087.192,12092.601999997,8035.88999999998,12087.192,12092.601999997,1,8035.88999999998,4056.71199999703,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPTM65569"
"13",1691242711074,"05/08/2023 13:38:31",1691246311074,1,"05/08/2023 15:38:31",139282,42,"questionnaire-uu2n",NA,31067934,9210487,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","3440x1440","2103x1040",NA,NA,NA,"BIQ (Charlotte)",2,"In","CDBEAFJGIH","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",11268.439,12087.192,12092.702000006,11268.439,12087.192,12092.702000006,1,11268.439,824.263000005973,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPTM65569"
"14",1691242711076,"05/08/2023 13:38:31",1691246311076,1,"05/08/2023 15:38:31",139282,42,"questionnaire-uu2n",NA,31067934,9210487,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","3440x1440","2103x1040",NA,NA,NA,"BIQ (Charlotte)",2,"In","CDBEAFJGIH","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM65569"
"1",1691927574637,"13/08/2023 11:52:54",1691931174637,1,"13/08/2023 13:52:54",139282,42,"questionnaire-uu2n",NA,31165378,9239672,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x739",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBA","A (JV first)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM41800"
"2",1691927605206,"13/08/2023 11:53:25",1691931205206,1,"13/08/2023 13:53:25",139282,42,"questionnaire-uu2n",NA,31165378,9239672,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x739",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBA","A (JV first)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",30579.998,30562.988,30579.998,30579.998,30562.988,30579.998,1,30579.998,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPTM41800"
"3",1691927605207,"13/08/2023 11:53:25",1691931205207,1,"13/08/2023 13:53:25",139282,42,"questionnaire-uu2n",NA,31165378,9239672,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x739",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBA","A (JV first)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",13296.873,30562.988,30579.998,13296.873,30562.988,30579.998,1,13296.873,17283.125,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPTM41800"
"4",1691927605207,"13/08/2023 11:53:25",1691931205207,1,"13/08/2023 13:53:25",139282,42,"questionnaire-uu2n",NA,31165378,9239672,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x739",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBA","A (JV first)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",23313.185,30562.988,30579.998,23313.185,30562.988,30579.998,1,23313.185,7266.813,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPTM41800"
"5",1691927605208,"13/08/2023 11:53:25",1691931205208,1,"13/08/2023 13:53:25",139282,42,"questionnaire-uu2n",NA,31165378,9239672,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x739",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBA","A (JV first)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","1",28996.434,30562.988,30579.998,28996.434,30562.988,30579.998,1,28996.434,1583.564,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPTM41800"
"6",1691927642579,"13/08/2023 11:54:02",1691931242579,1,"13/08/2023 13:54:02",139282,42,"questionnaire-uu2n",NA,31165378,9239672,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x739",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBA","A (JV first)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",37397.401,37380.999,37397.401,37397.401,37380.999,37397.401,1,37397.401,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPTM41800"
"7",1691927642581,"13/08/2023 11:54:02",1691931242581,1,"13/08/2023 13:54:02",139282,42,"questionnaire-uu2n",NA,31165378,9239672,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x739",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBA","A (JV first)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","7",8249.349,37380.999,37397.401,8249.349,37380.999,37397.401,1,8249.349,29148.052,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPTM41800"
"8",1691927642581,"13/08/2023 11:54:02",1691931242581,1,"13/08/2023 13:54:02",139282,42,"questionnaire-uu2n",NA,31165378,9239672,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x739",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBA","A (JV first)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","1",19648.762,37380.999,37397.401,19648.762,37380.999,37397.401,1,19648.762,17748.639,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPTM41800"
"9",1691927642582,"13/08/2023 11:54:02",1691931242582,1,"13/08/2023 13:54:02",139282,42,"questionnaire-uu2n",NA,31165378,9239672,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x739",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBA","A (JV first)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","0",36681.08,37380.999,37397.401,36681.08,37380.999,37397.401,1,36681.08,716.321000000011,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPTM41800"
"10",1691927660296,"13/08/2023 11:54:20",1691931260296,1,"13/08/2023 13:54:20",139282,42,"questionnaire-uu2n",NA,31165378,9239672,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x739",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBA","A (JV first)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",17735.0610000238,17732.471,17735.0610000238,17735.0610000238,17732.471,17735.0610000238,1,17735.0610000238,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPTM41800"
"11",1691927660298,"13/08/2023 11:54:20",1691931260298,1,"13/08/2023 13:54:20",139282,42,"questionnaire-uu2n",NA,31165378,9239672,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x739",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBA","A (JV first)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",7232.942,17732.471,17737.5610000238,7232.942,17732.471,17737.5610000238,1,7232.942,10504.6190000238,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPTM41800"
"12",1691927660299,"13/08/2023 11:54:20",1691931260299,1,"13/08/2023 13:54:20",139282,42,"questionnaire-uu2n",NA,31165378,9239672,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x739",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBA","A (JV first)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",9866.837,17732.471,17737.961,9866.837,17732.471,17737.961,1,9866.837,7871.124,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPTM41800"
"13",1691927660299,"13/08/2023 11:54:20",1691931260299,1,"13/08/2023 13:54:20",139282,42,"questionnaire-uu2n",NA,31165378,9239672,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x739",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBA","A (JV first)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",12416.663,17732.471,17738.3609999762,12416.663,17732.471,17738.3609999762,1,12416.663,5321.69799997615,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPTM41800"
"14",1691927660302,"13/08/2023 11:54:20",1691931260302,1,"13/08/2023 13:54:20",139282,42,"questionnaire-uu2n",NA,31165378,9239672,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x739",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBA","A (JV first)","study_1 (JV and feedback_list_1)","","In","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM41800"
"1",1691495703894,"08/08/2023 11:55:03",1691499303894,1,"08/08/2023 13:55:03",139282,42,"questionnaire-uu2n",NA,31101054,9218851,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1923x942","1920x941",NA,NA,NA,"BIQ (Charlotte)",2,"In","EFDGCHBIAJ","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM81666"
"2",1691495718585,"08/08/2023 11:55:18",1691499318585,1,"08/08/2023 13:55:18",139282,42,"questionnaire-uu2n",NA,31101054,9218851,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1923x942","1920x941",NA,NA,NA,"BIQ (Charlotte)",2,"In","EFDGCHBIAJ","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",14697,14690,14697,14697,14690,14697,1,14697,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPTM81666"
"3",1691495718587,"08/08/2023 11:55:18",1691499318587,1,"08/08/2023 13:55:18",139282,42,"questionnaire-uu2n",NA,31101054,9218851,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1923x942","1920x941",NA,NA,NA,"BIQ (Charlotte)",2,"In","EFDGCHBIAJ","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",8821,14690,14697,8821,14690,14697,1,8821,5876,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPTM81666"
"4",1691495718588,"08/08/2023 11:55:18",1691499318588,1,"08/08/2023 13:55:18",139282,42,"questionnaire-uu2n",NA,31101054,9218851,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1923x942","1920x941",NA,NA,NA,"BIQ (Charlotte)",2,"In","EFDGCHBIAJ","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",3938,14690,14697,3938,14690,14697,1,3938,10759,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPTM81666"
"5",1691495718588,"08/08/2023 11:55:18",1691499318588,1,"08/08/2023 13:55:18",139282,42,"questionnaire-uu2n",NA,31101054,9218851,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1923x942","1920x941",NA,NA,NA,"BIQ (Charlotte)",2,"In","EFDGCHBIAJ","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","2",14141,14690,14697,14141,14690,14697,1,14141,556,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPTM81666"
"6",1691495734294,"08/08/2023 11:55:34",1691499334294,1,"08/08/2023 13:55:34",139282,42,"questionnaire-uu2n",NA,31101054,9218851,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1923x942","1920x941",NA,NA,NA,"BIQ (Charlotte)",2,"In","EFDGCHBIAJ","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",15720,15717,15720,15720,15717,15720,1,15720,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPTM81666"
"7",1691495734296,"08/08/2023 11:55:34",1691499334296,1,"08/08/2023 13:55:34",139282,42,"questionnaire-uu2n",NA,31101054,9218851,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1923x942","1920x941",NA,NA,NA,"BIQ (Charlotte)",2,"In","EFDGCHBIAJ","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",9230,15717,15722,9230,15717,15722,1,9230,6492,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPTM81666"
"8",1691495734297,"08/08/2023 11:55:34",1691499334297,1,"08/08/2023 13:55:34",139282,42,"questionnaire-uu2n",NA,31101054,9218851,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1923x942","1920x941",NA,NA,NA,"BIQ (Charlotte)",2,"In","EFDGCHBIAJ","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","2",11953,15717,15722,11953,15717,15722,1,11953,3769,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPTM81666"
"9",1691495734297,"08/08/2023 11:55:34",1691499334297,1,"08/08/2023 13:55:34",139282,42,"questionnaire-uu2n",NA,31101054,9218851,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1923x942","1920x941",NA,NA,NA,"BIQ (Charlotte)",2,"In","EFDGCHBIAJ","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","1",15148,15717,15723,15148,15717,15723,1,15148,575,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPTM81666"
"10",1691495742875,"08/08/2023 11:55:42",1691499342875,1,"08/08/2023 13:55:42",139282,42,"questionnaire-uu2n",NA,31101054,9218851,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1923x942","1920x941",NA,NA,NA,"BIQ (Charlotte)",2,"In","EFDGCHBIAJ","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",8583,8578,8583,8583,8578,8583,1,8583,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPTM81666"
"11",1691495742875,"08/08/2023 11:55:42",1691499342875,1,"08/08/2023 13:55:42",139282,42,"questionnaire-uu2n",NA,31101054,9218851,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1923x942","1920x941",NA,NA,NA,"BIQ (Charlotte)",2,"In","EFDGCHBIAJ","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","2",3140,8578,8584,3140,8578,8584,1,3140,5444,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPTM81666"
"12",1691495742876,"08/08/2023 11:55:42",1691499342876,1,"08/08/2023 13:55:42",139282,42,"questionnaire-uu2n",NA,31101054,9218851,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1923x942","1920x941",NA,NA,NA,"BIQ (Charlotte)",2,"In","EFDGCHBIAJ","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","3",5446,8578,8585,5446,8578,8585,1,5446,3139,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPTM81666"
"13",1691495742876,"08/08/2023 11:55:42",1691499342876,1,"08/08/2023 13:55:42",139282,42,"questionnaire-uu2n",NA,31101054,9218851,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1923x942","1920x941",NA,NA,NA,"BIQ (Charlotte)",2,"In","EFDGCHBIAJ","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","4",8140,8578,8585,8140,8578,8585,1,8140,445,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPTM81666"
"14",1691495742881,"08/08/2023 11:55:42",1691499342881,1,"08/08/2023 13:55:42",139282,42,"questionnaire-uu2n",NA,31101054,9218851,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1923x942","1920x941",NA,NA,NA,"BIQ (Charlotte)",2,"In","EFDGCHBIAJ","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM81666"
"1",1691429070235,"07/08/2023 17:24:30",1691432670235,1,"07/08/2023 19:24:30",139282,42,"questionnaire-uu2n",NA,31091854,9216438,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,NA,"BIQ (Charlotte)",2,"In","DECFBGAHJI","","study_2 (video_feedback and feedback_list_2)","VF_1st","In","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM83190"
"2",1691429094106,"07/08/2023 17:24:54",1691432694106,1,"07/08/2023 19:24:54",139282,42,"questionnaire-uu2n",NA,31091854,9216438,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,NA,"BIQ (Charlotte)",2,"In","DECFBGAHJI","","study_2 (video_feedback and feedback_list_2)","VF_1st","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",23878.0260000119,23874.32,23878.0260000119,23878.0260000119,23874.32,23878.0260000119,1,23878.0260000119,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPTM83190"
"3",1691429094107,"07/08/2023 17:24:54",1691432694107,1,"07/08/2023 19:24:54",139282,42,"questionnaire-uu2n",NA,31091854,9216438,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,NA,"BIQ (Charlotte)",2,"In","DECFBGAHJI","","study_2 (video_feedback and feedback_list_2)","VF_1st","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",13883.808,23874.32,23881.825999994,13883.808,23874.32,23881.825999994,1,13883.808,9998.01799999404,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPTM83190"
"4",1691429094107,"07/08/2023 17:24:54",1691432694107,1,"07/08/2023 19:24:54",139282,42,"questionnaire-uu2n",NA,31091854,9216438,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,NA,"BIQ (Charlotte)",2,"In","DECFBGAHJI","","study_2 (video_feedback and feedback_list_2)","VF_1st","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",20913.008,23874.32,23882.226,20913.008,23874.32,23882.226,1,20913.008,2969.218,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPTM83190"
"5",1691429094107,"07/08/2023 17:24:54",1691432694107,1,"07/08/2023 19:24:54",139282,42,"questionnaire-uu2n",NA,31091854,9216438,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,NA,"BIQ (Charlotte)",2,"In","DECFBGAHJI","","study_2 (video_feedback and feedback_list_2)","VF_1st","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",22543.5,23874.32,23882.325999994,22543.5,23874.32,23882.325999994,1,22543.5,1338.82599999404,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPTM83190"
"6",1691429108677,"07/08/2023 17:25:08",1691432708677,1,"07/08/2023 19:25:08",139282,42,"questionnaire-uu2n",NA,31091854,9216438,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,NA,"BIQ (Charlotte)",2,"In","DECFBGAHJI","","study_2 (video_feedback and feedback_list_2)","VF_1st","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",14577.806000006,14574.277,14577.806000006,14577.806000006,14574.277,14577.806000006,1,14577.806000006,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPTM83190"
"7",1691429108679,"07/08/2023 17:25:08",1691432708679,1,"07/08/2023 19:25:08",139282,42,"questionnaire-uu2n",NA,31091854,9216438,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,NA,"BIQ (Charlotte)",2,"In","DECFBGAHJI","","study_2 (video_feedback and feedback_list_2)","VF_1st","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",7287.205,14574.277,14579.306000006,7287.205,14574.277,14579.306000006,1,7287.205,7292.10100000596,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPTM83190"
"8",1691429108679,"07/08/2023 17:25:08",1691432708679,1,"07/08/2023 19:25:08",139282,42,"questionnaire-uu2n",NA,31091854,9216438,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,NA,"BIQ (Charlotte)",2,"In","DECFBGAHJI","","study_2 (video_feedback and feedback_list_2)","VF_1st","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",10323.479,14574.277,14579.7060000119,10323.479,14574.277,14579.7060000119,1,10323.479,4256.22700001192,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPTM83190"
"9",1691429108679,"07/08/2023 17:25:08",1691432708679,1,"07/08/2023 19:25:08",139282,42,"questionnaire-uu2n",NA,31091854,9216438,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,NA,"BIQ (Charlotte)",2,"In","DECFBGAHJI","","study_2 (video_feedback and feedback_list_2)","VF_1st","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",14241.538,14574.277,14579.806000006,14241.538,14574.277,14579.806000006,1,14241.538,338.268000005963,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPTM83190"
"10",1691429111750,"07/08/2023 17:25:11",1691432711750,1,"07/08/2023 19:25:11",139282,42,"questionnaire-uu2n",NA,31091854,9216438,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,NA,"BIQ (Charlotte)",2,"In","DECFBGAHJI","","study_2 (video_feedback and feedback_list_2)","VF_1st","In","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",3075.92900001192,3069.555,3075.92900001192,3075.92900001192,3069.555,3075.92900001192,1,3075.92900001192,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPTM83190"
