"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","randomiser.lqqr","randomiser.28m8","randomiser.tf5j","branch.vlgf","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Spreadsheet..Index","Spreadsheet..X1","Spreadsheet..X2","Spreadsheet..Display","Spreadsheet..test_response_save","Manipulation..Spreadsheet","Store..test_response_save","Random_ID"
"1",1691005733286,"02/08/2023 19:48:53",1691009333286,1,"02/08/2023 21:48:53",139282,42,"task-lqy7",NA,31015924,9199072,NA,"complete",NA,NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 114.0.0.0","1920x1080","1920x905",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"",NA,NA,"","","",NA,NA,NA,"SUPTM61449"
"2",1691005735967,"02/08/2023 19:48:55",1691009335967,1,"02/08/2023 21:48:55",139282,42,"task-lqy7",NA,31015924,9199072,NA,"complete",NA,NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 114.0.0.0","1920x1080","1920x905",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",1,"Instructions","Screen 3","6w7c99",1,"continue","",2707.06199999981,2700.023,2707.06199999981,2707.06199999981,2700.023,2707.06199999981,1,2707.06199999981,0,0,NA,"Click To Continue","Continue Button",2,"object-29",NA,NA,"","","Instructions",NA,NA,NA,"SUPTM61449"
"3",1691005737291,"02/08/2023 19:48:57",1691009337291,1,"02/08/2023 21:48:57",139282,42,"task-lqy7",NA,31015924,9199072,NA,"complete",NA,NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 114.0.0.0","1920x1080","1920x905",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",1,"Instructions","Screen 4","4vof69",2,"continue","",1332.53899999981,1316.639,1332.53899999981,1332.53899999981,1316.639,1332.53899999981,1,1332.53899999981,0,0,NA,"Click To Continue","Continue Button",2,"object-41",NA,NA,"","","Instructions",NA,NA,NA,"SUPTM61449"
"4",1691005822564,"02/08/2023 19:50:22",1691009422564,1,"02/08/2023 21:50:22",139282,42,"task-lqy7",NA,31015924,9199072,NA,"complete",NA,NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 114.0.0.0","1920x1080","1920x905",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",1,"Task","Screen 1","113qg5",1,"continue","",85288.1,85284.077,85288.1,85288.1,85284.077,85288.1,1,85288.1,0,0,NA,"Click To Continue","Text_left_X2",3,"object-19",NA,1,"I could easily picture what you were describing.","You seemed very in-control.","Task",NA,NA,NA,"SUPTM61449"
"5",1691005824328,"02/08/2023 19:50:24",1691009424328,1,"02/08/2023 21:50:24",139282,42,"task-lqy7",NA,31015924,9199072,NA,"complete",NA,NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 114.0.0.0","1920x1080","1920x905",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",1,"Task","Screen 3","izqege",2,"continue","",1766.833,1766.833,1766.833,1766.833,1766.833,1766.833,1,1766.833,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"I could easily picture what you were describing.","You seemed very in-control.","Task",NA,NA,NA,"SUPTM61449"
"6",1691005829612,"02/08/2023 19:50:29",1691009429612,1,"02/08/2023 21:50:29",139282,42,"task-lqy7",NA,31015924,9199072,NA,"complete",NA,NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 114.0.0.0","1920x1080","1920x905",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",2,"Task","Screen 1","113qg5",1,"continue","",5285.69,5283.139,5285.69,5285.69,5283.139,5285.69,1,5285.69,0,0,NA,"Click To Continue","Text_left_X2",3,"object-19",NA,1,"That was perfect.","You are really engaging when you speak.","Task",NA,NA,NA,"SUPTM61449"
"7",1691005831377,"02/08/2023 19:50:31",1691009431377,1,"02/08/2023 21:50:31",139282,42,"task-lqy7",NA,31015924,9199072,NA,"complete",NA,NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 114.0.0.0","1920x1080","1920x905",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",2,"Task","Screen 3","izqege",2,"continue","",1766.92600000001,1766.92600000001,1766.92600000001,1766.92600000001,1766.92600000001,1766.92600000001,1,1766.92600000001,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"That was perfect.","You are really engaging when you speak.","Task",NA,NA,NA,"SUPTM61449"
"8",1691005865928,"02/08/2023 19:51:05",1691009465928,1,"02/08/2023 21:51:05",139282,42,"task-lqy7",NA,31015924,9199072,NA,"complete",NA,NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 114.0.0.0","1920x1080","1920x905",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",3,"Task","Screen 1","113qg5",1,"continue","",34551.4250000007,34550.107,34551.4250000007,34551.4250000007,34550.107,34551.4250000007,1,34551.4250000007,0,0,NA,"Click To Continue","Text_left_X1",2,"object-18",NA,1,"That was decent.","You said all the right things.","Task",NA,NA,NA,"SUPTM61449"
"9",1691005867694,"02/08/2023 19:51:07",1691009467694,1,"02/08/2023 21:51:07",139282,42,"task-lqy7",NA,31015924,9199072,NA,"complete",NA,NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 114.0.0.0","1920x1080","1920x905",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",3,"Task","Screen 3","izqege",2,"continue","",1766.897,1766.897,1766.897,1766.897,1766.897,1766.897,1,1766.897,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"That was decent.","You said all the right things.","Task",NA,NA,NA,"SUPTM61449"
"10",1691005959264,"02/08/2023 19:52:39",1691009559264,1,"02/08/2023 21:52:39",139282,42,"task-lqy7",NA,31015924,9199072,NA,"complete",NA,NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 114.0.0.0","1920x1080","1920x905",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",4,"Task","Screen 1","113qg5",1,"continue","",91570.9210000008,91565.708,91570.9210000008,91570.9210000008,91565.708,91570.9210000008,1,91570.9210000008,0,0,NA,"Click To Continue","Text_left_X1",2,"object-18",NA,1,"That was decent.","Well done!","Task",NA,NA,NA,"SUPTM61449"
"11",1691005961029,"02/08/2023 19:52:41",1691009561029,1,"02/08/2023 21:52:41",139282,42,"task-lqy7",NA,31015924,9199072,NA,"complete",NA,NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 114.0.0.0","1920x1080","1920x905",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",4,"Task","Screen 3","izqege",2,"continue","",1768.43400000001,1768.43400000001,1768.43400000001,1768.43400000001,1768.43400000001,1768.43400000001,1,1768.43400000001,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"That was decent.","Well done!","Task",NA,NA,NA,"SUPTM61449"
"12",1691005963101,"02/08/2023 19:52:43",1691009563101,1,"02/08/2023 21:52:43",139282,42,"task-lqy7",NA,31015924,9199072,NA,"complete",NA,NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 114.0.0.0","1920x1080","1920x905",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",5,"Task","Screen 1","113qg5",1,"continue","",2072.87900000036,2066.60499999998,2072.87900000036,2072.87900000036,2066.60499999998,2072.87900000036,1,2072.87900000036,0,0,NA,"Click To Continue","Text_left_X1",2,"object-18",NA,1,"You appeared very confident.","You appear very smart.","Task",NA,NA,NA,"SUPTM61449"
"13",1691005964863,"02/08/2023 19:52:44",1691009564863,1,"02/08/2023 21:52:44",139282,42,"task-lqy7",NA,31015924,9199072,NA,"complete",NA,NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 114.0.0.0","1920x1080","1920x905",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",5,"Task","Screen 3","izqege",2,"continue","",1766.76700000002,1766.76700000002,1766.76700000002,1766.76700000002,1766.76700000002,1766.76700000002,1,1766.76700000002,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"You appeared very confident.","You appear very smart.","Task",NA,NA,NA,"SUPTM61449"
"14",1691005966557,"02/08/2023 19:52:46",1691009566557,1,"02/08/2023 21:52:46",139282,42,"task-lqy7",NA,31015924,9199072,NA,"complete",NA,NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 114.0.0.0","1920x1080","1920x905",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",6,"Task","Screen 1","113qg5",1,"continue","",1696.00700000036,1683.288,1696.00700000036,1696.00700000036,1683.288,1696.00700000036,1,1696.00700000036,0,0,NA,"Click To Continue","Text_left_X1",2,"object-18",NA,1,"Well done!","You appear very smart.","Task",NA,NA,NA,"SUPTM61449"
"15",1691005968312,"02/08/2023 19:52:48",1691009568312,1,"02/08/2023 21:52:48",139282,42,"task-lqy7",NA,31015924,9199072,NA,"complete",NA,NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 114.0.0.0","1920x1080","1920x905",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",6,"Task","Screen 3","izqege",2,"continue","",1766.73799999998,1766.73799999998,1766.73799999998,1766.73799999998,1766.73799999998,1766.73799999998,1,1766.73799999998,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"Well done!","You appear very smart.","Task",NA,NA,NA,"SUPTM61449"
"16",1691005988381,"02/08/2023 19:53:08",1691009588381,1,"02/08/2023 21:53:08",139282,42,"task-lqy7",NA,31015924,9199072,NA,"complete",NA,NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 114.0.0.0","1920x1080","1920x905",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",7,"Task","Screen 1","113qg5",1,"continue","",20070.2809999993,20065.882,20070.2809999993,20070.2809999993,20065.882,20070.2809999993,1,20070.2809999993,0,0,NA,"Click To Continue","Text_left_X2",3,"object-19",NA,1,"That was satisfactory.","You appeared very confident.","Task",NA,NA,NA,"SUPTM61449"
"17",1691005990146,"02/08/2023 19:53:10",1691009590146,1,"02/08/2023 21:53:10",139282,42,"task-lqy7",NA,31015924,9199072,NA,"complete",NA,NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 114.0.0.0","1920x1080","1920x905",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",7,"Task","Screen 3","izqege",2,"continue","",1767.63399999999,1767.63399999999,1767.63399999999,1767.63399999999,1767.63399999999,1767.63399999999,1,1767.63399999999,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"That was satisfactory.","You appeared very confident.","Task",NA,NA,NA,"SUPTM61449"
"18",1691005992141,"02/08/2023 19:53:12",1691009592141,1,"02/08/2023 21:53:12",139282,42,"task-lqy7",NA,31015924,9199072,NA,"complete",NA,NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 114.0.0.0","1920x1080","1920x905",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",8,"Task","Screen 1","113qg5",1,"continue","",1996.16499999963,1983.27499999999,1996.16499999963,1996.16499999963,1983.27499999999,1996.16499999963,1,1996.16499999963,0,0,NA,"Click To Continue","Text_left_X1",2,"object-18",NA,1,"You're very articulate.","You appear very smart.","Task",NA,NA,NA,"SUPTM61449"
"19",1691005993896,"02/08/2023 19:53:13",1691009593896,1,"02/08/2023 21:53:13",139282,42,"task-lqy7",NA,31015924,9199072,NA,"complete",NA,NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 114.0.0.0","1920x1080","1920x905",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",8,"Task","Screen 3","izqege",2,"continue","",1766.77100000001,1766.77100000001,1766.77100000001,1766.77100000001,1766.77100000001,1766.77100000001,1,1766.77100000001,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"You're very articulate.","You appear very smart.","Task",NA,NA,NA,"SUPTM61449"
"20",1691005997447,"02/08/2023 19:53:17",1691009597447,1,"02/08/2023 21:53:17",139282,42,"task-lqy7",NA,31015924,9199072,NA,"complete",NA,NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 114.0.0.0","1920x1080","1920x905",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",9,"Task","Screen 1","113qg5",1,"continue","",3552.61899999963,3549.867,3552.61899999963,3552.61899999963,3549.867,3552.61899999963,1,3552.61899999963,0,0,NA,"Click To Continue","Text_left_X2",3,"object-19",NA,1,"That was decent.","Excellent!","Task",NA,NA,NA,"SUPTM61449"
"21",1691005999213,"02/08/2023 19:53:19",1691009599213,1,"02/08/2023 21:53:19",139282,42,"task-lqy7",NA,31015924,9199072,NA,"complete",NA,NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 114.0.0.0","1920x1080","1920x905",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",9,"Task","Screen 3","izqege",2,"continue","",1766.821,1766.821,1766.821,1766.821,1766.821,1766.821,1,1766.821,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"That was decent.","Excellent!","Task",NA,NA,NA,"SUPTM61449"
"22",1691006000502,"02/08/2023 19:53:20",1691009600502,1,"02/08/2023 21:53:20",139282,42,"task-lqy7",NA,31015924,9199072,NA,"complete",NA,NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 114.0.0.0","1920x1080","1920x905",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",10,"Task","Screen 1","113qg5",1,"continue","",1290.63100000075,1283.304,1290.63100000075,1290.63100000075,1283.304,1290.63100000075,1,1290.63100000075,0,0,NA,"Click To Continue","Text_left_X1",2,"object-18",NA,1,"Well done!","You appeared very confident.","Task",NA,NA,NA,"SUPTM61449"
"23",1691006002262,"02/08/2023 19:53:22",1691009602262,1,"02/08/2023 21:53:22",139282,42,"task-lqy7",NA,31015924,9199072,NA,"complete",NA,NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 114.0.0.0","1920x1080","1920x905",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",10,"Task","Screen 3","izqege",2,"continue","",1766.72399999999,1766.72399999999,1766.72399999999,1766.72399999999,1766.72399999999,1766.72399999999,1,1766.72399999999,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"Well done!","You appeared very confident.","Task",NA,NA,NA,"SUPTM61449"
"24",1691006003653,"02/08/2023 19:53:23",1691009603653,1,"02/08/2023 21:53:23",139282,42,"task-lqy7",NA,31015924,9199072,NA,"complete",NA,NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 114.0.0.0","1920x1080","1920x905",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",11,"Task","Screen 1","113qg5",1,"continue","",1391.30300000001,1383.29500000004,1391.30300000001,1391.30300000001,1383.29500000004,1391.30300000001,1,1391.30300000001,0,0,NA,"Click To Continue","Text_left_X1",2,"object-18",NA,1,"Your description was very insightful.","That was perfect.","Task",NA,NA,NA,"SUPTM61449"
"25",1691006005413,"02/08/2023 19:53:25",1691009605413,1,"02/08/2023 21:53:25",139282,42,"task-lqy7",NA,31015924,9199072,NA,"complete",NA,NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 114.0.0.0","1920x1080","1920x905",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",11,"Task","Screen 3","izqege",2,"continue","",1766.734,1766.734,1766.734,1766.734,1766.734,1766.734,1,1766.734,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"Your description was very insightful.","That was perfect.","Task",NA,NA,NA,"SUPTM61449"
"26",1691006006901,"02/08/2023 19:53:26",1691009606901,1,"02/08/2023 21:53:26",139282,42,"task-lqy7",NA,31015924,9199072,NA,"complete",NA,NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 114.0.0.0","1920x1080","1920x905",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",12,"Task","Screen 1","113qg5",1,"continue","",1489.47399999923,1483.28499999997,1489.47399999923,1489.47399999923,1483.28499999997,1489.47399999923,1,1489.47399999923,0,0,NA,"Click To Continue","Text_left_X2",3,"object-19",NA,1,"That was satisfactory.","That was decent.","Task",NA,NA,NA,"SUPTM61449"
"27",1691006008663,"02/08/2023 19:53:28",1691009608663,1,"02/08/2023 21:53:28",139282,42,"task-lqy7",NA,31015924,9199072,NA,"complete",NA,NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 114.0.0.0","1920x1080","1920x905",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",12,"Task","Screen 3","izqege",2,"continue","",1766.73999999999,1766.73999999999,1766.73999999999,1766.73999999999,1766.73999999999,1766.73999999999,1,1766.73999999999,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"That was satisfactory.","That was decent.","Task",NA,NA,NA,"SUPTM61449"
"28",1691006219736,"02/08/2023 19:56:59",1691009819736,1,"02/08/2023 21:56:59",139282,42,"task-lqy7",NA,31015924,9199072,NA,"complete",NA,NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 114.0.0.0","1920x1080","1920x905",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",13,"Task","Screen 1","113qg5",1,"continue","",211074.948999999,211066.951,211074.948999999,211074.948999999,211066.951,211074.948999999,1,211074.948999999,0,0,NA,"Click To Continue","Text_left_X2",3,"object-19",NA,1,"You did what was asked of you.","You said all the right things.","Task",NA,NA,NA,"SUPTM61449"
"29",1691006221497,"02/08/2023 19:57:01",1691009821497,1,"02/08/2023 21:57:01",139282,42,"task-lqy7",NA,31015924,9199072,NA,"complete",NA,NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 114.0.0.0","1920x1080","1920x905",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",13,"Task","Screen 3","izqege",2,"continue","",1767.96500000003,1767.96500000003,1767.96500000003,1767.96500000003,1767.96500000003,1767.96500000003,1,1767.96500000003,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"You did what was asked of you.","You said all the right things.","Task",NA,NA,NA,"SUPTM61449"
"30",1691006223231,"02/08/2023 19:57:03",1691009823231,1,"02/08/2023 21:57:03",139282,42,"task-lqy7",NA,31015924,9199072,NA,"complete",NA,NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 114.0.0.0","1920x1080","1920x905",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",14,"Task","Screen 1","113qg5",1,"continue","",1733.28299999994,1716.61699999997,1733.28299999994,1733.28299999994,1716.61699999997,1733.28299999994,1,1733.28299999994,0,0,NA,"Click To Continue","Text_left_X2",3,"object-19",NA,1,"That was satisfactory.","That was perfect.","Task",NA,NA,NA,"SUPTM61449"
"31",1691006224981,"02/08/2023 19:57:04",1691009824981,1,"02/08/2023 21:57:04",139282,42,"task-lqy7",NA,31015924,9199072,NA,"complete",NA,NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 114.0.0.0","1920x1080","1920x905",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",14,"Task","Screen 3","izqege",2,"continue","",1766.74400000001,1766.74400000001,1766.74400000001,1766.74400000001,1766.74400000001,1766.74400000001,1,1766.74400000001,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"That was satisfactory.","That was perfect.","Task",NA,NA,NA,"SUPTM61449"
"32",1691006226759,"02/08/2023 19:57:06",1691009826759,1,"02/08/2023 21:57:06",139282,42,"task-lqy7",NA,31015924,9199072,NA,"complete",NA,NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 114.0.0.0","1920x1080","1920x905",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",15,"Task","Screen 1","113qg5",1,"continue","",1779.37200000038,1766.62300000002,1779.37200000038,1779.37200000038,1766.62300000002,1779.37200000038,1,1779.37200000038,0,0,NA,"Click To Continue","Text_left_X1",2,"object-18",NA,1,"Your description was very insightful.","You appeared very confident.","Task",NA,NA,NA,"SUPTM61449"
"33",1691006228515,"02/08/2023 19:57:08",1691009828515,1,"02/08/2023 21:57:08",139282,42,"task-lqy7",NA,31015924,9199072,NA,"complete",NA,NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 114.0.0.0","1920x1080","1920x905",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",15,"Task","Screen 3","izqege",2,"continue","",1766.734,1766.734,1766.734,1766.734,1766.734,1766.734,1,1766.734,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"Your description was very insightful.","You appeared very confident.","Task",NA,NA,NA,"SUPTM61449"
"34",1691006229456,"02/08/2023 19:57:09",1691009829456,1,"02/08/2023 21:57:09",139282,42,"task-lqy7",NA,31015924,9199072,NA,"complete",NA,NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 114.0.0.0","1920x1080","1920x905",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",16,"Task","Screen 1","113qg5",1,"continue","",942.515000000363,933.321999999986,942.515000000363,942.515000000363,933.321999999986,942.515000000363,1,942.515000000363,0,0,NA,"Click To Continue","Text_left_X2",3,"object-19",NA,1,"Excellent!","That was perfect.","Task",NA,NA,NA,"SUPTM61449"
"35",1691006231214,"02/08/2023 19:57:11",1691009831214,1,"02/08/2023 21:57:11",139282,42,"task-lqy7",NA,31015924,9199072,NA,"complete",NA,NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 114.0.0.0","1920x1080","1920x905",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",16,"Task","Screen 3","izqege",2,"continue","",1766.69500000001,1766.69500000001,1766.69500000001,1766.69500000001,1766.69500000001,1766.69500000001,1,1766.69500000001,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"Excellent!","That was perfect.","Task",NA,NA,NA,"SUPTM61449"
"36",1691006232328,"02/08/2023 19:57:12",1691009832328,1,"02/08/2023 21:57:12",139282,42,"task-lqy7",NA,31015924,9199072,NA,"complete",NA,NA,"computer","Desktop or Laptop","Linux x86_64","Chrome 114.0.0.0","1920x1080","1920x905",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","HIGJFAEBDC",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",17,"Task","Screen 1","113qg5",1,"continue","",1115.098,1099.97899999999,1115.098,1115.098,1099.97899999999,1115.098,1,1115.098,0,0,NA,"Click To Continue","Text_left_X1",2,"object-18",NA,1,"Your description was very insightful.","You seemed very in-control.","Task",NA,NA,NA,"SUPTM61449"
