"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","randomiser.lqqr","randomiser.28m8","randomiser.tf5j","branch.vlgf","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Spreadsheet..Index","Spreadsheet..X1","Spreadsheet..X2","Spreadsheet..Display","Spreadsheet..test_response_save","Manipulation..Spreadsheet","Store..test_response_save","Random_ID"
"41",1691237655082,"05/08/2023 12:14:15",1691241255082,1,"05/08/2023 14:14:15",139282,42,"task-lqy7",NA,31067537,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",19,"Task","Screen 3","izqege",2,"continue","",1767,1767,1767,1767,1767,1767,1,1767,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"Excellent!","You appeared very confident.","Task",NA,NA,NA,"SUPTM20104"
"42",1691237675911,"05/08/2023 12:14:35",1691241275911,1,"05/08/2023 14:14:35",139282,42,"task-lqy7",NA,31067537,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",20,"Task","Screen 1","113qg5",1,"continue","",20829,20815,20829,20829,20815,20829,1,20829,0,0,NA,"Click To Continue","Text_left_X2",3,"object-19",NA,1,"You seemed very in-control.","You are really engaging when you speak.","Task",NA,NA,NA,"SUPTM20104"
"43",1691237677663,"05/08/2023 12:14:37",1691241277663,1,"05/08/2023 14:14:37",139282,42,"task-lqy7",NA,31067537,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",20,"Task","Screen 3","izqege",2,"continue","",1767,1767,1767,1767,1767,1767,1,1767,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"You seemed very in-control.","You are really engaging when you speak.","Task",NA,NA,NA,"SUPTM20104"
"44",1691237679234,"05/08/2023 12:14:39",1691241279234,1,"05/08/2023 14:14:39",139282,42,"task-lqy7",NA,31067537,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",21,"Task","Screen 1","113qg5",1,"continue","",1570,1566,1570,1570,1566,1570,1,1570,0,0,NA,"Click To Continue","Text_left_X1",2,"object-18",NA,1,"Your description was very insightful.","You seemed very in-control.","Task",NA,NA,NA,"SUPTM20104"
"45",1691237680996,"05/08/2023 12:14:40",1691241280996,1,"05/08/2023 14:14:40",139282,42,"task-lqy7",NA,31067537,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",21,"Task","Screen 3","izqege",2,"continue","",1767,1767,1767,1767,1767,1767,1,1767,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"Your description was very insightful.","You seemed very in-control.","Task",NA,NA,NA,"SUPTM20104"
"46",1691237690490,"05/08/2023 12:14:50",1691241290490,1,"05/08/2023 14:14:50",139282,42,"task-lqy7",NA,31067537,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",22,"Task","Screen 1","113qg5",1,"continue","",9493,9482,9493,9493,9482,9493,1,9493,0,0,NA,"Click To Continue","Text_left_X2",3,"object-19",NA,1,"You did what was asked of you.","You seemed very in-control.","Task",NA,NA,NA,"SUPTM20104"
"47",1691237692247,"05/08/2023 12:14:52",1691241292247,1,"05/08/2023 14:14:52",139282,42,"task-lqy7",NA,31067537,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",22,"Task","Screen 3","izqege",2,"continue","",1767,1767,1767,1767,1767,1767,1,1767,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"You did what was asked of you.","You seemed very in-control.","Task",NA,NA,NA,"SUPTM20104"
"48",1691237693961,"05/08/2023 12:14:53",1691241293961,1,"05/08/2023 14:14:53",139282,42,"task-lqy7",NA,31067537,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",23,"Task","Screen 1","113qg5",1,"continue","",1716,1700,1716,1716,1700,1716,1,1716,0,0,NA,"Click To Continue","Text_left_X2",3,"object-19",NA,1,"That was decent.","You're very articulate.","Task",NA,NA,NA,"SUPTM20104"
"49",1691237695712,"05/08/2023 12:14:55",1691241295712,1,"05/08/2023 14:14:55",139282,42,"task-lqy7",NA,31067537,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",23,"Task","Screen 3","izqege",2,"continue","",1766,1766,1766,1766,1766,1766,1,1766,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"That was decent.","You're very articulate.","Task",NA,NA,NA,"SUPTM20104"
"50",1691237698410,"05/08/2023 12:14:58",1691241298410,1,"05/08/2023 14:14:58",139282,42,"task-lqy7",NA,31067537,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",24,"Task","Screen 1","113qg5",1,"continue","",2698,2683,2698,2698,2683,2698,1,2698,0,0,NA,"Click To Continue","Text_left_X1",2,"object-18",NA,1,"I could easily picture what you were describing.","You appear very smart.","Task",NA,NA,NA,"SUPTM20104"
"51",1691237700162,"05/08/2023 12:15:00",1691241300162,1,"05/08/2023 14:15:00",139282,42,"task-lqy7",NA,31067537,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",24,"Task","Screen 3","izqege",2,"continue","",1767,1767,1767,1767,1767,1767,1,1767,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"I could easily picture what you were describing.","You appear very smart.","Task",NA,NA,NA,"SUPTM20104"
"52",1691237703246,"05/08/2023 12:15:03",1691241303246,1,"05/08/2023 14:15:03",139282,42,"task-lqy7",NA,31067537,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",25,"Task","Screen 1","113qg5",1,"continue","",3084,3083,3084,3084,3083,3084,1,3084,0,0,NA,"Click To Continue","Text_left_X1",2,"object-18",NA,1,"Well done!","You seemed very in-control.","Task",NA,NA,NA,"SUPTM20104"
"53",1691237705012,"05/08/2023 12:15:05",1691241305012,1,"05/08/2023 14:15:05",139282,42,"task-lqy7",NA,31067537,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",25,"Task","Screen 3","izqege",2,"continue","",1766,1766,1766,1766,1766,1766,1,1766,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"Well done!","You seemed very in-control.","Task",NA,NA,NA,"SUPTM20104"
"54",1691237706642,"05/08/2023 12:15:06",1691241306642,1,"05/08/2023 14:15:06",139282,42,"task-lqy7",NA,31067537,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",26,"Task","Screen 1","113qg5",1,"continue","",1631,1617,1631,1631,1617,1631,1,1631,0,0,NA,"Click To Continue","Text_left_X2",3,"object-19",NA,1,"You did what was asked of you.","Excellent!","Task",NA,NA,NA,"SUPTM20104"
"55",1691237708395,"05/08/2023 12:15:08",1691241308395,1,"05/08/2023 14:15:08",139282,42,"task-lqy7",NA,31067537,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",26,"Task","Screen 3","izqege",2,"continue","",1767,1767,1767,1767,1767,1767,1,1767,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"You did what was asked of you.","Excellent!","Task",NA,NA,NA,"SUPTM20104"
"56",1691237709883,"05/08/2023 12:15:09",1691241309883,1,"05/08/2023 14:15:09",139282,42,"task-lqy7",NA,31067537,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",27,"Task","Screen 1","113qg5",1,"continue","",1488,1483,1488,1488,1483,1488,1,1488,0,0,NA,"Click To Continue","Text_left_X2",3,"object-19",NA,1,"You're very articulate.","You came across really well.","Task",NA,NA,NA,"SUPTM20104"
"57",1691237711644,"05/08/2023 12:15:11",1691241311644,1,"05/08/2023 14:15:11",139282,42,"task-lqy7",NA,31067537,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",27,"Task","Screen 3","izqege",2,"continue","",1766,1766,1766,1766,1766,1766,1,1766,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"You're very articulate.","You came across really well.","Task",NA,NA,NA,"SUPTM20104"
"58",1691237720511,"05/08/2023 12:15:20",1691241320511,1,"05/08/2023 14:15:20",139282,42,"task-lqy7",NA,31067537,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",28,"Task","Screen 1","113qg5",1,"continue","",8867,8866,8867,8867,8866,8867,1,8867,0,0,NA,"Click To Continue","Text_left_X1",2,"object-18",NA,1,"That was perfect.","You appear very smart.","Task",NA,NA,NA,"SUPTM20104"
"59",1691237722277,"05/08/2023 12:15:22",1691241322277,1,"05/08/2023 14:15:22",139282,42,"task-lqy7",NA,31067537,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",28,"Task","Screen 3","izqege",2,"continue","",1767,1767,1767,1767,1767,1767,1,1767,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"That was perfect.","You appear very smart.","Task",NA,NA,NA,"SUPTM20104"
"60",1691237741733,"05/08/2023 12:15:41",1691241341733,1,"05/08/2023 14:15:41",139282,42,"task-lqy7",NA,31067537,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",29,"Task","Screen 1","113qg5",1,"continue","",19456,19448,19456,19456,19448,19456,1,19456,0,0,NA,"Click To Continue","Text_left_X2",3,"object-19",NA,1,"Well done!","Your description was very insightful.","Task",NA,NA,NA,"SUPTM20104"
"61",1691237743492,"05/08/2023 12:15:43",1691241343492,1,"05/08/2023 14:15:43",139282,42,"task-lqy7",NA,31067537,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",29,"Task","Screen 3","izqege",2,"continue","",1767,1767,1767,1767,1767,1767,1,1767,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"Well done!","Your description was very insightful.","Task",NA,NA,NA,"SUPTM20104"
"62",1691237747195,"05/08/2023 12:15:47",1691241347195,1,"05/08/2023 14:15:47",139282,42,"task-lqy7",NA,31067537,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",30,"Task","Screen 1","113qg5",1,"continue","",3703,3700,3703,3703,3700,3703,1,3703,0,0,NA,"Click To Continue","Text_left_X1",2,"object-18",NA,1,"You're very articulate.","You appear very smart.","Task",NA,NA,NA,"SUPTM20104"
"63",1691237748958,"05/08/2023 12:15:48",1691241348958,1,"05/08/2023 14:15:48",139282,42,"task-lqy7",NA,31067537,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",30,"Task","Screen 3","izqege",2,"continue","",1766,1766,1766,1766,1766,1766,1,1766,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"You're very articulate.","You appear very smart.","Task",NA,NA,NA,"SUPTM20104"
"64",1691237750648,"05/08/2023 12:15:50",1691241350648,1,"05/08/2023 14:15:50",139282,42,"task-lqy7",NA,31067537,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",31,"Task","Screen 1","113qg5",1,"continue","",1690,1683,1690,1690,1683,1690,1,1690,0,0,NA,"Click To Continue","Text_left_X2",3,"object-19",NA,1,"That was decent.","Well done!","Task",NA,NA,NA,"SUPTM20104"
"65",1691237752408,"05/08/2023 12:15:52",1691241352408,1,"05/08/2023 14:15:52",139282,42,"task-lqy7",NA,31067537,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",31,"Task","Screen 3","izqege",2,"continue","",1767,1767,1767,1767,1767,1767,1,1767,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"That was decent.","Well done!","Task",NA,NA,NA,"SUPTM20104"
"66",1691237753593,"05/08/2023 12:15:53",1691241353593,1,"05/08/2023 14:15:53",139282,42,"task-lqy7",NA,31067537,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",32,"Task","Screen 1","113qg5",1,"continue","",1184,1167,1184,1184,1167,1184,1,1184,0,0,NA,"Click To Continue","Text_left_X2",3,"object-19",NA,1,"That was satisfactory.","Excellent!","Task",NA,NA,NA,"SUPTM20104"
"67",1691237755342,"05/08/2023 12:15:55",1691241355342,1,"05/08/2023 14:15:55",139282,42,"task-lqy7",NA,31067537,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",32,"Task","Screen 3","izqege",2,"continue","",1766,1766,1766,1766,1766,1766,1,1766,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"That was satisfactory.","Excellent!","Task",NA,NA,NA,"SUPTM20104"
"68",1691237756861,"05/08/2023 12:15:56",1691241356861,1,"05/08/2023 14:15:56",139282,42,"task-lqy7",NA,31067537,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",33,"Task","Screen 1","113qg5",1,"continue","",1521,1517,1521,1521,1517,1521,1,1521,0,0,NA,"Click To Continue","Text_left_X2",3,"object-19",NA,1,"You did what was asked of you.","That was perfect.","Task",NA,NA,NA,"SUPTM20104"
"69",1691237758625,"05/08/2023 12:15:58",1691241358625,1,"05/08/2023 14:15:58",139282,42,"task-lqy7",NA,31067537,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",33,"Task","Screen 3","izqege",2,"continue","",1766,1766,1766,1766,1766,1766,1,1766,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"You did what was asked of you.","That was perfect.","Task",NA,NA,NA,"SUPTM20104"
"70",1691237759954,"05/08/2023 12:15:59",1691241359954,1,"05/08/2023 14:15:59",139282,42,"task-lqy7",NA,31067537,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",34,"Task","Screen 1","113qg5",1,"continue","",1330,1317,1330,1330,1317,1330,1,1330,0,0,NA,"Click To Continue","Text_left_X2",3,"object-19",NA,1,"Well done!","You're very articulate.","Task",NA,NA,NA,"SUPTM20104"
"71",1691237761707,"05/08/2023 12:16:01",1691241361707,1,"05/08/2023 14:16:01",139282,42,"task-lqy7",NA,31067537,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",34,"Task","Screen 3","izqege",2,"continue","",1766,1766,1766,1766,1766,1766,1,1766,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"Well done!","You're very articulate.","Task",NA,NA,NA,"SUPTM20104"
"72",1691237762851,"05/08/2023 12:16:02",1691241362851,1,"05/08/2023 14:16:02",139282,42,"task-lqy7",NA,31067537,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",35,"Task","Screen 1","113qg5",1,"continue","",1144,1134,1144,1144,1134,1144,1,1144,0,0,NA,"Click To Continue","Text_left_X2",3,"object-19",NA,1,"Well done!","You are really engaging when you speak.","Task",NA,NA,NA,"SUPTM20104"
"73",1691237764607,"05/08/2023 12:16:04",1691241364607,1,"05/08/2023 14:16:04",139282,42,"task-lqy7",NA,31067537,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",35,"Task","Screen 3","izqege",2,"continue","",1766,1766,1766,1766,1766,1766,1,1766,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"Well done!","You are really engaging when you speak.","Task",NA,NA,NA,"SUPTM20104"
"74",1691237766156,"05/08/2023 12:16:06",1691241366156,1,"05/08/2023 14:16:06",139282,42,"task-lqy7",NA,31067537,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",36,"Task","Screen 1","113qg5",1,"continue","",1549,1533,1549,1549,1533,1549,1,1549,0,0,NA,"Click To Continue","Text_left_X2",3,"object-19",NA,1,"You did what was asked of you.","Your description was very insightful.","Task",NA,NA,NA,"SUPTM20104"
"75",1691237767907,"05/08/2023 12:16:07",1691241367907,1,"05/08/2023 14:16:07",139282,42,"task-lqy7",NA,31067537,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",36,"Task","Screen 3","izqege",2,"continue","",1767,1767,1767,1767,1767,1767,1,1767,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"You did what was asked of you.","Your description was very insightful.","Task",NA,NA,NA,"SUPTM20104"
"76",1691237770466,"05/08/2023 12:16:10",1691241370466,1,"05/08/2023 14:16:10",139282,42,"task-lqy7",NA,31067537,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",37,"Task","Screen 1","113qg5",1,"continue","",2559,2550,2559,2559,2550,2559,1,2559,0,0,NA,"Click To Continue","Text_left_X1",2,"object-18",NA,1,"You're very articulate.","You appeared very confident.","Task",NA,NA,NA,"SUPTM20104"
"77",1691237772223,"05/08/2023 12:16:12",1691241372223,1,"05/08/2023 14:16:12",139282,42,"task-lqy7",NA,31067537,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",37,"Task","Screen 3","izqege",2,"continue","",1766,1766,1766,1766,1766,1766,1,1766,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"You're very articulate.","You appeared very confident.","Task",NA,NA,NA,"SUPTM20104"
"78",1691237773830,"05/08/2023 12:16:13",1691241373830,1,"05/08/2023 14:16:13",139282,42,"task-lqy7",NA,31067537,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",38,"Task","Screen 1","113qg5",1,"continue","",1607,1600,1607,1607,1600,1607,1,1607,0,0,NA,"Click To Continue","Text_left_X2",3,"object-19",NA,1,"That was decent.","You appear very smart.","Task",NA,NA,NA,"SUPTM20104"
"79",1691237775590,"05/08/2023 12:16:15",1691241375590,1,"05/08/2023 14:16:15",139282,42,"task-lqy7",NA,31067537,9210346,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x792","1707x786",NA,NA,NA,"Feedback Phrases Task - List 2",8,"In","BCADJEIFHG",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st","In","Feedback Phrases List 2","Feedback Phrases List 2",38,"Task","Screen 3","izqege",2,"continue","",1767,1767,1767,1767,1767,1767,1,1767,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"That was decent.","You appear very smart.","Task",NA,NA,NA,"SUPTM20104"
