"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","counterbalance.huxg","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"6",1709607208702,"05/03/2024 02:53:28",1709585608702,-6,"04/03/2024 14:53:28",169741,4,"task-gjqt",NA,35782111,10575393,NA,"complete",NA,"65e685496786b51f9b6f0999","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 121.0.0.0","1366x768","1366x633",NA,NA,0,"BIQ (Charlotte)",3,"IJHAGBFCED","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",95104.6000000001,95091.2,95104.6000000001,95104.6000000001,95091.2,95104.6000000001,1,95104.6000000001,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPPRF66448"
"7",1709607208708,"05/03/2024 02:53:28",1709585608708,-6,"04/03/2024 14:53:28",169741,4,"task-gjqt",NA,35782111,10575393,NA,"complete",NA,"65e685496786b51f9b6f0999","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 121.0.0.0","1366x768","1366x633",NA,NA,0,"BIQ (Charlotte)",3,"IJHAGBFCED","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",75889.6,95091.2,95107.9,75889.6,95091.2,95107.9,1,75889.6,19218.3,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPPRF66448"
"8",1709607208709,"05/03/2024 02:53:28",1709585608709,-6,"04/03/2024 14:53:28",169741,4,"task-gjqt",NA,35782111,10575393,NA,"complete",NA,"65e685496786b51f9b6f0999","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 121.0.0.0","1366x768","1366x633",NA,NA,0,"BIQ (Charlotte)",3,"IJHAGBFCED","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","8",82173.5,95091.2,95107.9,82173.5,95091.2,95107.9,1,82173.5,12934.4,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPPRF66448"
"9",1709607208710,"05/03/2024 02:53:28",1709585608710,-6,"04/03/2024 14:53:28",169741,4,"task-gjqt",NA,35782111,10575393,NA,"complete",NA,"65e685496786b51f9b6f0999","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 121.0.0.0","1366x768","1366x633",NA,NA,0,"BIQ (Charlotte)",3,"IJHAGBFCED","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",93624.4,95091.2,95107.9,93624.4,95091.2,95107.9,1,93624.4,1483.5,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPPRF66448"
"10",1709607229432,"05/03/2024 02:53:49",1709585629432,-6,"04/03/2024 14:53:49",169741,4,"task-gjqt",NA,35782111,10575393,NA,"complete",NA,"65e685496786b51f9b6f0999","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 121.0.0.0","1366x768","1366x633",NA,NA,0,"BIQ (Charlotte)",3,"IJHAGBFCED","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",20742.6000000001,20735.1,20742.6000000001,20742.6000000001,20735.1,20742.6000000001,1,20742.6000000001,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPPRF66448"
"11",1709607229437,"05/03/2024 02:53:49",1709585629437,-6,"04/03/2024 14:53:49",169741,4,"task-gjqt",NA,35782111,10575393,NA,"complete",NA,"65e685496786b51f9b6f0999","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 121.0.0.0","1366x768","1366x633",NA,NA,0,"BIQ (Charlotte)",3,"IJHAGBFCED","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",10434.2,20735.1,20748.5,10434.2,20735.1,20748.5,1,10434.2,10314.3,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPPRF66448"
"12",1709607229438,"05/03/2024 02:53:49",1709585629438,-6,"04/03/2024 14:53:49",169741,4,"task-gjqt",NA,35782111,10575393,NA,"complete",NA,"65e685496786b51f9b6f0999","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 121.0.0.0","1366x768","1366x633",NA,NA,0,"BIQ (Charlotte)",3,"IJHAGBFCED","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","7",16018,20735.1,20749.5,16018,20735.1,20749.5,1,16018,4731.5,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPPRF66448"
"13",1709607229439,"05/03/2024 02:53:49",1709585629439,-6,"04/03/2024 14:53:49",169741,4,"task-gjqt",NA,35782111,10575393,NA,"complete",NA,"65e685496786b51f9b6f0999","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 121.0.0.0","1366x768","1366x633",NA,NA,0,"BIQ (Charlotte)",3,"IJHAGBFCED","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","7",19401.6,20735.1,20750.6000000001,19401.6,20735.1,20750.6000000001,1,19401.6,1349.00000000009,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPPRF66448"
"14",1709607229447,"05/03/2024 02:53:49",1709585629447,-6,"04/03/2024 14:53:49",169741,4,"task-gjqt",NA,35782111,10575393,NA,"complete",NA,"65e685496786b51f9b6f0999","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 121.0.0.0","1366x768","1366x633",NA,NA,0,"BIQ (Charlotte)",3,"IJHAGBFCED","Passed AC2","","Chocking_second","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF66448"
"1",1709610761522,"05/03/2024 03:52:41",1709585561522,-7,"04/03/2024 13:52:41",169741,4,"task-gjqt",NA,35782984,10575436,NA,"complete",NA,"65e68bb756a92539d1f5fc9a","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1440x900","1440x788",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Chocking_first","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF36163"
"2",1709610808537,"05/03/2024 03:53:28",1709585608537,-7,"04/03/2024 13:53:28",169741,4,"task-gjqt",NA,35782984,10575436,NA,"complete",NA,"65e68bb756a92539d1f5fc9a","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1440x900","1440x788",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",47038.6,47021.2,47038.6,47038.6,47021.2,47038.6,1,47038.6,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF36163"
"3",1709610808541,"05/03/2024 03:53:28",1709585608541,-7,"04/03/2024 13:53:28",169741,4,"task-gjqt",NA,35782984,10575436,NA,"complete",NA,"65e68bb756a92539d1f5fc9a","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1440x900","1440x788",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","8",30224.7,47021.2,47038.6,30224.7,47021.2,47038.6,1,30224.7,16813.9,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPPRF36163"
"4",1709610808542,"05/03/2024 03:53:28",1709585608542,-7,"04/03/2024 13:53:28",169741,4,"task-gjqt",NA,35782984,10575436,NA,"complete",NA,"65e68bb756a92539d1f5fc9a","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1440x900","1440x788",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",38911.1,47021.2,47038.6,38911.1,47021.2,47038.6,1,38911.1,8127.5,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPPRF36163"
"5",1709610808542,"05/03/2024 03:53:28",1709585608542,-7,"04/03/2024 13:53:28",169741,4,"task-gjqt",NA,35782984,10575436,NA,"complete",NA,"65e68bb756a92539d1f5fc9a","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1440x900","1440x788",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","2",44688.3,47021.2,47038.6,44688.3,47021.2,47038.6,1,44688.3,2350.3,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPPRF36163"
"6",1709610839317,"05/03/2024 03:53:59",1709585639317,-7,"04/03/2024 13:53:59",169741,4,"task-gjqt",NA,35782984,10575436,NA,"complete",NA,"65e68bb756a92539d1f5fc9a","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1440x900","1440x788",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",30803.8,30802.5,30803.8,30803.8,30802.5,30803.8,1,30803.8,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPPRF36163"
"7",1709610839321,"05/03/2024 03:53:59",1709585639321,-7,"04/03/2024 13:53:59",169741,4,"task-gjqt",NA,35782984,10575436,NA,"complete",NA,"65e68bb756a92539d1f5fc9a","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1440x900","1440x788",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",9743.9,30802.5,30803.8,9743.9,30802.5,30803.8,1,9743.9,21059.9,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPPRF36163"
"8",1709610839322,"05/03/2024 03:53:59",1709585639322,-7,"04/03/2024 13:53:59",169741,4,"task-gjqt",NA,35782984,10575436,NA,"complete",NA,"65e68bb756a92539d1f5fc9a","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1440x900","1440x788",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","2",22322.4,30802.5,30803.8,22322.4,30802.5,30803.8,1,22322.4,8481.40000000001,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPPRF36163"
"9",1709610839322,"05/03/2024 03:53:59",1709585639322,-7,"04/03/2024 13:53:59",169741,4,"task-gjqt",NA,35782984,10575436,NA,"complete",NA,"65e68bb756a92539d1f5fc9a","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1440x900","1440x788",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",30218,30802.5,30803.8,30218,30802.5,30803.8,1,30218,585.800000000003,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPPRF36163"
"10",1709610863148,"05/03/2024 03:54:23",1709585663148,-7,"04/03/2024 13:54:23",169741,4,"task-gjqt",NA,35782984,10575436,NA,"complete",NA,"65e68bb756a92539d1f5fc9a","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1440x900","1440x788",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",23835.3000000007,23830.7,23835.3000000007,23835.3000000007,23830.7,23835.3000000007,1,23835.3000000007,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPPRF36163"
"11",1709610863153,"05/03/2024 03:54:23",1709585663153,-7,"04/03/2024 13:54:23",169741,4,"task-gjqt",NA,35782984,10575436,NA,"complete",NA,"65e68bb756a92539d1f5fc9a","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1440x900","1440x788",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","3",6091.2,23830.7,23840.8000000007,6091.2,23830.7,23840.8000000007,1,6091.2,17749.6000000007,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPPRF36163"
"12",1709610863154,"05/03/2024 03:54:23",1709585663154,-7,"04/03/2024 13:54:23",169741,4,"task-gjqt",NA,35782984,10575436,NA,"complete",NA,"65e68bb756a92539d1f5fc9a","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1440x900","1440x788",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","8",17755.4,23830.7,23841.5999999996,17755.4,23830.7,23841.5999999996,1,17755.4,6086.19999999963,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPPRF36163"
"13",1709610863155,"05/03/2024 03:54:23",1709585663155,-7,"04/03/2024 13:54:23",169741,4,"task-gjqt",NA,35782984,10575436,NA,"complete",NA,"65e68bb756a92539d1f5fc9a","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1440x900","1440x788",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","2",21515.5,23830.7,23842.3000000007,21515.5,23830.7,23842.3000000007,1,21515.5,2326.80000000075,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPPRF36163"
"14",1709610863165,"05/03/2024 03:54:23",1709585663165,-7,"04/03/2024 13:54:23",169741,4,"task-gjqt",NA,35782984,10575436,NA,"complete",NA,"65e68bb756a92539d1f5fc9a","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1440x900","1440x788",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Chocking_first","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF36163"
"1",1709619375384,"05/03/2024 06:16:15",1709597775384,-6,"04/03/2024 18:16:15",169741,4,"task-gjqt",NA,35783936,10575786,NA,"complete",NA,"65e6b46bf75de275fad2d819","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1710x1112","1200x689",NA,NA,0,"BIQ (Charlotte)",3,"CDBEAFJGIH","Passed AC2","","Chocking_second","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF72420"
"2",1709619393684,"05/03/2024 06:16:33",1709597793684,-6,"04/03/2024 18:16:33",169741,4,"task-gjqt",NA,35783936,10575786,NA,"complete",NA,"65e6b46bf75de275fad2d819","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1710x1112","1200x689",NA,NA,0,"BIQ (Charlotte)",3,"CDBEAFJGIH","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",18316.19,18299.524,18316.19,18316.19,18299.524,18316.19,1,18316.19,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF72420"
"3",1709619393686,"05/03/2024 06:16:33",1709597793686,-6,"04/03/2024 18:16:33",169741,4,"task-gjqt",NA,35783936,10575786,NA,"complete",NA,"65e6b46bf75de275fad2d819","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1710x1112","1200x689",NA,NA,0,"BIQ (Charlotte)",3,"CDBEAFJGIH","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","2",8299.668,18299.524,18316.19,8299.668,18299.524,18316.19,1,8299.668,10016.522,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPPRF72420"
"4",1709619393686,"05/03/2024 06:16:33",1709597793686,-6,"04/03/2024 18:16:33",169741,4,"task-gjqt",NA,35783936,10575786,NA,"complete",NA,"65e6b46bf75de275fad2d819","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1710x1112","1200x689",NA,NA,0,"BIQ (Charlotte)",3,"CDBEAFJGIH","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",12983.07,18299.524,18316.19,12983.07,18299.524,18316.19,1,12983.07,5333.12,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPPRF72420"
"5",1709619393686,"05/03/2024 06:16:33",1709597793686,-6,"04/03/2024 18:16:33",169741,4,"task-gjqt",NA,35783936,10575786,NA,"complete",NA,"65e6b46bf75de275fad2d819","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1710x1112","1200x689",NA,NA,0,"BIQ (Charlotte)",3,"CDBEAFJGIH","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",15216.314,18299.524,18316.19,15216.314,18299.524,18316.19,1,15216.314,3099.876,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPPRF72420"
"6",1709619412437,"05/03/2024 06:16:52",1709597812437,-6,"04/03/2024 18:16:52",169741,4,"task-gjqt",NA,35783936,10575786,NA,"complete",NA,"65e6b46bf75de275fad2d819","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1710x1112","1200x689",NA,NA,0,"BIQ (Charlotte)",3,"CDBEAFJGIH","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",18775.9499999523,18766.694,18775.9499999523,18775.9499999523,18766.694,18775.9499999523,1,18775.9499999523,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPPRF72420"
"7",1709619412441,"05/03/2024 06:16:52",1709597812441,-6,"04/03/2024 18:16:52",169741,4,"task-gjqt",NA,35783936,10575786,NA,"complete",NA,"65e6b46bf75de275fad2d819","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1710x1112","1200x689",NA,NA,0,"BIQ (Charlotte)",3,"CDBEAFJGIH","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",4650.256,18766.694,18779.3499998093,4650.256,18766.694,18779.3499998093,1,4650.256,14129.0939998093,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPPRF72420"
"8",1709619412441,"05/03/2024 06:16:52",1709597812441,-6,"04/03/2024 18:16:52",169741,4,"task-gjqt",NA,35783936,10575786,NA,"complete",NA,"65e6b46bf75de275fad2d819","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1710x1112","1200x689",NA,NA,0,"BIQ (Charlotte)",3,"CDBEAFJGIH","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",10817.012,18766.694,18779.9499999523,10817.012,18766.694,18779.9499999523,1,10817.012,7962.93799995232,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPPRF72420"
"9",1709619412442,"05/03/2024 06:16:52",1709597812442,-6,"04/03/2024 18:16:52",169741,4,"task-gjqt",NA,35783936,10575786,NA,"complete",NA,"65e6b46bf75de275fad2d819","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1710x1112","1200x689",NA,NA,0,"BIQ (Charlotte)",3,"CDBEAFJGIH","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","3",17983.392,18766.694,18780.3499998093,17983.392,18766.694,18780.3499998093,1,17983.392,796.957999809267,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPPRF72420"
"10",1709619429756,"05/03/2024 06:17:09",1709597829756,-6,"04/03/2024 18:17:09",169741,4,"task-gjqt",NA,35783936,10575786,NA,"complete",NA,"65e6b46bf75de275fad2d819","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1710x1112","1200x689",NA,NA,0,"BIQ (Charlotte)",3,"CDBEAFJGIH","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",17326.7559999523,17316.627,17326.7559999523,17326.7559999523,17316.627,17326.7559999523,1,17326.7559999523,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPPRF72420"
"11",1709619429760,"05/03/2024 06:17:09",1709597829760,-6,"04/03/2024 18:17:09",169741,4,"task-gjqt",NA,35783936,10575786,NA,"complete",NA,"65e6b46bf75de275fad2d819","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1710x1112","1200x689",NA,NA,0,"BIQ (Charlotte)",3,"CDBEAFJGIH","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","2",10266.613,17316.627,17331.456,10266.613,17316.627,17331.456,1,10266.613,7064.843,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPPRF72420"
"12",1709619429760,"05/03/2024 06:17:09",1709597829760,-6,"04/03/2024 18:17:09",169741,4,"task-gjqt",NA,35783936,10575786,NA,"complete",NA,"65e6b46bf75de275fad2d819","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1710x1112","1200x689",NA,NA,0,"BIQ (Charlotte)",3,"CDBEAFJGIH","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","3",12950.135,17316.627,17331.956,12950.135,17316.627,17331.956,1,12950.135,4381.821,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPPRF72420"
"13",1709619429761,"05/03/2024 06:17:09",1709597829761,-6,"04/03/2024 18:17:09",169741,4,"task-gjqt",NA,35783936,10575786,NA,"complete",NA,"65e6b46bf75de275fad2d819","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1710x1112","1200x689",NA,NA,0,"BIQ (Charlotte)",3,"CDBEAFJGIH","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","6",16349.999,17316.627,17332.3559998569,16349.999,17316.627,17332.3559998569,1,16349.999,982.356999856951,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPPRF72420"
"14",1709619429766,"05/03/2024 06:17:09",1709597829766,-6,"04/03/2024 18:17:09",169741,4,"task-gjqt",NA,35783936,10575786,NA,"complete",NA,"65e6b46bf75de275fad2d819","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1710x1112","1200x689",NA,NA,0,"BIQ (Charlotte)",3,"CDBEAFJGIH","Passed AC2","","Chocking_second","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF72420"
"1",1709621408934,"05/03/2024 06:50:08",1709625008934,1,"05/03/2024 08:50:08",169741,4,"task-gjqt",NA,35784135,10575824,NA,"complete",NA,"65e6bb04450757d4d44e6d9f","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1366x768","1366x599",NA,NA,0,"BIQ (Charlotte)",3,"DECFBGAHJI","Passed AC2","","Chocking_first","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF28837"
"2",1709621450174,"05/03/2024 06:50:50",1709625050174,1,"05/03/2024 08:50:50",169741,4,"task-gjqt",NA,35784135,10575824,NA,"complete",NA,"65e6bb04450757d4d44e6d9f","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1366x768","1366x599",NA,NA,0,"BIQ (Charlotte)",3,"DECFBGAHJI","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",41284.1,41267.4,41284.1,41284.1,41267.4,41284.1,1,41284.1,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF28837"
"3",1709621450177,"05/03/2024 06:50:50",1709625050177,1,"05/03/2024 08:50:50",169741,4,"task-gjqt",NA,35784135,10575824,NA,"complete",NA,"65e6bb04450757d4d44e6d9f","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1366x768","1366x599",NA,NA,0,"BIQ (Charlotte)",3,"DECFBGAHJI","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",18123.4,41267.4,41284.1,18123.4,41267.4,41284.1,1,18123.4,23160.7,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPPRF28837"
"4",1709621450177,"05/03/2024 06:50:50",1709625050177,1,"05/03/2024 08:50:50",169741,4,"task-gjqt",NA,35784135,10575824,NA,"complete",NA,"65e6bb04450757d4d44e6d9f","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1366x768","1366x599",NA,NA,0,"BIQ (Charlotte)",3,"DECFBGAHJI","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",23468.5,41267.4,41284.1,23468.5,41267.4,41284.1,1,23468.5,17815.6,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPPRF28837"
"5",1709621450178,"05/03/2024 06:50:50",1709625050178,1,"05/03/2024 08:50:50",169741,4,"task-gjqt",NA,35784135,10575824,NA,"complete",NA,"65e6bb04450757d4d44e6d9f","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1366x768","1366x599",NA,NA,0,"BIQ (Charlotte)",3,"DECFBGAHJI","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",40568.1,41267.4,41284.1,40568.1,41267.4,41284.1,1,40568.1,716.000000000015,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPPRF28837"
