"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
1,1711374421814,"25/03/2024 13:47:01",1711360021814,-4,"25/03/2024 05:47:01",172741,4,"task-kvtv",NA,36416382,NA,"complete",NA,"66017d3ddf20d46323ba2ab7","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1280x720","1280x598",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"ABICHDGEF","Passed AC2","","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF97228"
2,1711374426467,"25/03/2024 13:47:06",1711360026467,-4,"25/03/2024 05:47:06",172741,4,"task-kvtv",NA,36416382,NA,"complete",NA,"66017d3ddf20d46323ba2ab7","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1280x720","1280x598",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"ABICHDGEF","Passed AC2","","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",4115.5,4098.8,4115.5,4115.5,4098.8,4115.5,1,4115.5,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPPRF97228"
3,1711374429507,"25/03/2024 13:47:09",1711360029507,-4,"25/03/2024 05:47:09",172741,4,"task-kvtv",NA,36416382,NA,"complete",NA,"66017d3ddf20d46323ba2ab7","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1280x720","1280x598",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"ABICHDGEF","Passed AC2","","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",3062.50000001192,3048.9,3062.50000001192,3062.50000001192,3048.9,3062.50000001192,1,3062.50000001192,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPPRF97228"
4,1711374448117,"25/03/2024 13:47:28",1711360048117,-4,"25/03/2024 05:47:28",172741,4,"task-kvtv",NA,36416382,NA,"complete",NA,"66017d3ddf20d46323ba2ab7","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1280x720","1280x598",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"ABICHDGEF","Passed AC2","","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",18623.5000000179,18612.9,18623.5000000179,18623.5000000179,18612.9,18623.5000000179,1,18623.5000000179,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPPRF97228"
5,1711374463992,"25/03/2024 13:47:43",1711360063992,-4,"25/03/2024 05:47:43",172741,4,"task-kvtv",NA,36416382,NA,"complete",NA,"66017d3ddf20d46323ba2ab7","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1280x720","1280x598",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"ABICHDGEF","Passed AC2","","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",15886.0000000238,15876.3,15886.0000000238,15886.0000000238,15876.3,15886.0000000238,1,15886.0000000238,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPPRF97228"
6,1711374473686,"25/03/2024 13:47:53",1711360073686,-4,"25/03/2024 05:47:53",172741,4,"task-kvtv",NA,36416382,NA,"complete",NA,"66017d3ddf20d46323ba2ab7","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1280x720","1280x598",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"ABICHDGEF","Passed AC2","","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",9696.6,9680,9696.6,9696.6,9680,9696.6,1,9696.6,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPPRF97228"
7,1711374478987,"25/03/2024 13:47:58",1711360078987,-4,"25/03/2024 05:47:58",172741,4,"task-kvtv",NA,36416382,NA,"complete",NA,"66017d3ddf20d46323ba2ab7","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1280x720","1280x598",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"ABICHDGEF","Passed AC2","","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",5324.70000002384,5314.7,5324.70000002384,5324.70000002384,5314.7,5324.70000002384,1,5324.70000002384,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPPRF97228"
8,1711374482198,"25/03/2024 13:48:02",1711360082198,-4,"25/03/2024 05:48:02",172741,4,"task-kvtv",NA,36416382,NA,"complete",NA,"66017d3ddf20d46323ba2ab7","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1280x720","1280x598",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"ABICHDGEF","Passed AC2","","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",3216.00000000001,3199.3,3216.00000000001,3216.00000000001,3199.3,3216.00000000001,1,3216.00000000001,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPPRF97228"
9,1711374485430,"25/03/2024 13:48:05",1711360085430,-4,"25/03/2024 05:48:05",172741,4,"task-kvtv",NA,36416382,NA,"complete",NA,"66017d3ddf20d46323ba2ab7","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1280x720","1280x598",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"ABICHDGEF","Passed AC2","","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",3249.2,3232.6,3249.2,3249.2,3232.6,3249.2,1,3249.2,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPPRF97228"
10,1711374485432,"25/03/2024 13:48:05",1711360085432,-4,"25/03/2024 05:48:05",172741,4,"task-kvtv",NA,36416382,NA,"complete",NA,"66017d3ddf20d46323ba2ab7","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1280x720","1280x598",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"ABICHDGEF","Passed AC2","","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF97228"
1,1711375993219,"25/03/2024 14:13:13",1711375993219,0,"25/03/2024 14:13:13",172741,4,"task-kvtv",NA,36418510,NA,"complete",NA,"660182ca861e0cd143091963","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1440x815",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"CDBEAFIGH","Passed AC2","","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF95311"
2,1711375997687,"25/03/2024 14:13:17",1711375997687,0,"25/03/2024 14:13:17",172741,4,"task-kvtv",NA,36418510,NA,"complete",NA,"660182ca861e0cd143091963","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1440x815",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"CDBEAFIGH","Passed AC2","","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",4381.17199992847,4366.754,4381.17199992847,4381.17199992847,4366.754,4381.17199992847,1,4381.17199992847,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPPRF95311"
3,1711376000934,"25/03/2024 14:13:20",1711376000934,0,"25/03/2024 14:13:20",172741,4,"task-kvtv",NA,36418510,NA,"complete",NA,"660182ca861e0cd143091963","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1440x815",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"CDBEAFIGH","Passed AC2","","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",3262.11799997616,3250.567,3262.11799997616,3262.11799997616,3250.567,3262.11799997616,1,3262.11799997616,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPPRF95311"
4,1711376023289,"25/03/2024 14:13:43",1711376023289,0,"25/03/2024 14:13:43",172741,4,"task-kvtv",NA,36418510,NA,"complete",NA,"660182ca861e0cd143091963","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1440x815",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"CDBEAFIGH","Passed AC2","","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",22365.9509999523,22351.446,22365.9509999523,22365.9509999523,22351.446,22365.9509999523,1,22365.9509999523,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPPRF95311"
5,1711376044615,"25/03/2024 14:14:04",1711376044615,0,"25/03/2024 14:14:04",172741,4,"task-kvtv",NA,36418510,NA,"complete",NA,"660182ca861e0cd143091963","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1440x815",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"CDBEAFIGH","Passed AC2","","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",21339.205,21334.733,21339.205,21339.205,21334.733,21339.205,1,21339.205,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPPRF95311"
6,1711376054746,"25/03/2024 14:14:14",1711376054746,0,"25/03/2024 14:14:14",172741,4,"task-kvtv",NA,36418510,NA,"complete",NA,"660182ca861e0cd143091963","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1440x815",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"CDBEAFIGH","Passed AC2","","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",10133.935,10117.268,10133.935,10133.935,10117.268,10133.935,1,10133.935,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPPRF95311"
7,1711376060248,"25/03/2024 14:14:20",1711376060248,0,"25/03/2024 14:14:20",172741,4,"task-kvtv",NA,36418510,NA,"complete",NA,"660182ca861e0cd143091963","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1440x815",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"CDBEAFIGH","Passed AC2","","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",5520.40399992847,5517.36599999999,5520.40399992847,5520.40399992847,5517.36599999999,5520.40399992847,1,5520.40399992847,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPPRF95311"
8,1711376063534,"25/03/2024 14:14:23",1711376063534,0,"25/03/2024 14:14:23",172741,4,"task-kvtv",NA,36418510,NA,"complete",NA,"660182ca861e0cd143091963","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1440x815",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"CDBEAFIGH","Passed AC2","","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",3288.63799995232,3283.399,3288.63799995232,3288.63799995232,3283.399,3288.63799995232,1,3288.63799995232,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPPRF95311"
9,1711376066820,"25/03/2024 14:14:26",1711376066820,0,"25/03/2024 14:14:26",172741,4,"task-kvtv",NA,36418510,NA,"complete",NA,"660182ca861e0cd143091963","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1440x815",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"CDBEAFIGH","Passed AC2","","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",3291.03900002384,3283.399,3291.03900002384,3291.03900002384,3283.399,3291.03900002384,1,3291.03900002384,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPPRF95311"
10,1711376066827,"25/03/2024 14:14:26",1711376066827,0,"25/03/2024 14:14:26",172741,4,"task-kvtv",NA,36418510,NA,"complete",NA,"660182ca861e0cd143091963","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1440x815",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"CDBEAFIGH","Passed AC2","","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF95311"
1,1711377079873,"25/03/2024 14:31:19",1711377079873,0,"25/03/2024 14:31:19",172741,4,"task-kvtv",NA,36420087,NA,"complete",NA,"660186cda1c64256036bb336","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1366x768","1151x598",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"DECFBGAHI","Passed AC2","","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF48071"
2,1711377083531,"25/03/2024 14:31:23",1711377083531,0,"25/03/2024 14:31:23",172741,4,"task-kvtv",NA,36420087,NA,"complete",NA,"660186cda1c64256036bb336","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1366x768","1151x598",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"DECFBGAHI","Passed AC2","","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",3613.9,3600.9,3613.9,3613.9,3600.9,3613.9,1,3613.9,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPPRF48071"
3,1711377086641,"25/03/2024 14:31:26",1711377086641,0,"25/03/2024 14:31:26",172741,4,"task-kvtv",NA,36420087,NA,"complete",NA,"660186cda1c64256036bb336","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1366x768","1151x598",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"DECFBGAHI","Passed AC2","","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",3123.10000000894,3116.6,3123.10000000894,3123.10000000894,3116.6,3123.10000000894,1,3123.10000000894,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPPRF48071"
4,1711377102567,"25/03/2024 14:31:42",1711377102567,0,"25/03/2024 14:31:42",172741,4,"task-kvtv",NA,36420087,NA,"complete",NA,"660186cda1c64256036bb336","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1366x768","1151x598",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"DECFBGAHI","Passed AC2","","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",15932.199999997,15916.7,15932.199999997,15932.199999997,15916.7,15932.199999997,1,15932.199999997,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPPRF48071"
5,1711377113900,"25/03/2024 14:31:53",1711377113900,0,"25/03/2024 14:31:53",172741,4,"task-kvtv",NA,36420087,NA,"complete",NA,"660186cda1c64256036bb336","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1366x768","1151x598",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"DECFBGAHI","Passed AC2","","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",11348.900000003,11333.4,11348.900000003,11348.900000003,11333.4,11348.900000003,1,11348.900000003,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPPRF48071"
6,1711377127081,"25/03/2024 14:32:07",1711377127081,0,"25/03/2024 14:32:07",172741,4,"task-kvtv",NA,36420087,NA,"complete",NA,"660186cda1c64256036bb336","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1366x768","1151x598",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"DECFBGAHI","Passed AC2","","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",13195.8,13183.3,13195.8,13195.8,13183.3,13195.8,1,13195.8,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPPRF48071"
7,1711377137570,"25/03/2024 14:32:17",1711377137570,0,"25/03/2024 14:32:17",172741,4,"task-kvtv",NA,36420087,NA,"complete",NA,"660186cda1c64256036bb336","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1366x768","1151x598",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"DECFBGAHI","Passed AC2","","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",10500.799999997,10499,10500.799999997,10500.799999997,10499,10500.799999997,1,10500.799999997,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPPRF48071"
8,1711377142822,"25/03/2024 14:32:22",1711377142822,0,"25/03/2024 14:32:22",172741,4,"task-kvtv",NA,36420087,NA,"complete",NA,"660186cda1c64256036bb336","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1366x768","1151x598",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"DECFBGAHI","Passed AC2","","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",5254.10000000894,5251,5254.10000000894,5254.10000000894,5251,5254.10000000894,1,5254.10000000894,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPPRF48071"
9,1711377145572,"25/03/2024 14:32:25",1711377145572,0,"25/03/2024 14:32:25",172741,4,"task-kvtv",NA,36420087,NA,"complete",NA,"660186cda1c64256036bb336","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1366x768","1151x598",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"DECFBGAHI","Passed AC2","","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",2752.29999999702,2749.60000000001,2752.29999999702,2752.29999999702,2749.60000000001,2752.29999999702,1,2752.29999999702,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPPRF48071"
10,1711377145575,"25/03/2024 14:32:25",1711377145575,0,"25/03/2024 14:32:25",172741,4,"task-kvtv",NA,36420087,NA,"complete",NA,"660186cda1c64256036bb336","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1366x768","1151x598",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"DECFBGAHI","Passed AC2","","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF48071"
1,1711377655814,"25/03/2024 14:40:55",1711377655814,0,"25/03/2024 14:40:55",172741,4,"task-kvtv",NA,36420846,NA,"complete",NA,"66018a9e515ef50a88317f5e","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1470x956","1325x733",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"EFDGCHBIA","Passed AC2","","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF72649"
2,1711377670500,"25/03/2024 14:41:10",1711377670500,0,"25/03/2024 14:41:10",172741,4,"task-kvtv",NA,36420846,NA,"complete",NA,"66018a9e515ef50a88317f5e","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1470x956","1325x733",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"EFDGCHBIA","Passed AC2","","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",14480.8000000715,14465.7,14480.8000000715,14480.8000000715,14465.7,14480.8000000715,1,14480.8000000715,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPPRF72649"
3,1711377675331,"25/03/2024 14:41:15",1711377675331,0,"25/03/2024 14:41:15",172741,4,"task-kvtv",NA,36420846,NA,"complete",NA,"66018a9e515ef50a88317f5e","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1470x956","1325x733",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"EFDGCHBIA","Passed AC2","","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",4845.50000004768,4834.3,4845.50000004768,4845.50000004768,4834.3,4845.50000004768,1,4845.50000004768,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPPRF72649"
4,1711377679595,"25/03/2024 14:41:19",1711377679595,0,"25/03/2024 14:41:19",172741,4,"task-kvtv",NA,36420846,NA,"complete",NA,"66018a9e515ef50a88317f5e","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1470x956","1325x733",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"EFDGCHBIA","Passed AC2","","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",4275.40000009537,4266.7,4275.40000009537,4275.40000009537,4266.7,4275.40000009537,1,4275.40000009537,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPPRF72649"
5,1711377749500,"25/03/2024 14:42:29",1711377749500,0,"25/03/2024 14:42:29",172741,4,"task-kvtv",NA,36420846,NA,"complete",NA,"66018a9e515ef50a88317f5e","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1470x956","1325x733",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"EFDGCHBIA","Passed AC2","","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",69913.9000000238,69899.3,69913.9000000238,69913.9000000238,69899.3,69913.9000000238,1,69913.9000000238,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPPRF72649"
6,1711377764137,"25/03/2024 14:42:44",1711377764137,0,"25/03/2024 14:42:44",172741,4,"task-kvtv",NA,36420846,NA,"complete",NA,"66018a9e515ef50a88317f5e","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1470x956","1325x733",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"EFDGCHBIA","Passed AC2","","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",14650.8,14634.1,14650.8,14650.8,14634.1,14650.8,1,14650.8,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPPRF72649"
7,1711377774371,"25/03/2024 14:42:54",1711377774371,0,"25/03/2024 14:42:54",172741,4,"task-kvtv",NA,36420846,NA,"complete",NA,"66018a9e515ef50a88317f5e","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1470x956","1325x733",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"EFDGCHBIA","Passed AC2","","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",10251.6000000477,10249.4,10251.6000000477,10251.6000000477,10249.4,10251.6000000477,1,10251.6000000477,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPPRF72649"
8,1711377782686,"25/03/2024 14:43:02",1711377782686,0,"25/03/2024 14:43:02",172741,4,"task-kvtv",NA,36420846,NA,"complete",NA,"66018a9e515ef50a88317f5e","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1470x956","1325x733",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"EFDGCHBIA","Passed AC2","","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",8316.10000000001,8299.8,8316.10000000001,8316.10000000001,8299.8,8316.10000000001,1,8316.10000000001,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPPRF72649"
9,1711377787776,"25/03/2024 14:43:07",1711377787776,0,"25/03/2024 14:43:07",172741,4,"task-kvtv",NA,36420846,NA,"complete",NA,"66018a9e515ef50a88317f5e","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1470x956","1325x733",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"EFDGCHBIA","Passed AC2","","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",5107.80000002384,5100.90000000001,5107.80000002384,5107.80000002384,5100.90000000001,5107.80000002384,1,5107.80000002384,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPPRF72649"
10,1711377787782,"25/03/2024 14:43:07",1711377787782,0,"25/03/2024 14:43:07",172741,4,"task-kvtv",NA,36420846,NA,"complete",NA,"66018a9e515ef50a88317f5e","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1470x956","1325x733",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"EFDGCHBIA","Passed AC2","","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF72649"
1,1711394882107,"25/03/2024 19:28:02",1711380482107,-4,"25/03/2024 11:28:02",172741,4,"task-kvtv",NA,36436533,NA,"complete",NA,"6601cb868c4c847f2e11c901","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1322x696",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"HIGAFBECD","Passed AC2","","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF75031"
