"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","Multiple.Choice.Grid.object.2.I.swim.across.the.Atlantic.Ocean.to.get.to.work.every.day","Multiple.Choice.Grid.object.2.I.swim.across.the.Atlantic.Ocean.to.get.to.work.every.day.Quantised","Random_ID"
"1",1709921459904,"08/03/2024 18:10:59",1709921459904,0,"08/03/2024 18:10:59",170281,5,"questionnaire-wop8",NA,35908957,10612565,NA,"complete",NA,"65eb4fa1ce545fd232f32bc7","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1920x1080","1920x945",NA,NA,0,"Attention Check 2 (Clone)",1,"ABJCIDHEGF","Passed AC2",NA,"1-0","1","SUPPRF56573"
"1",1709922201731,"08/03/2024 18:23:21",1709922201731,0,"08/03/2024 18:23:21",170281,5,"questionnaire-wop8",NA,35909209,10612676,NA,"complete",NA,"65eb54d246acd454e8d845b7","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"Attention Check 2 (Clone)",1,"BCADJEIFHG","Passed AC2",NA,"1-0","1","SUPPRF16178"
"1",1709924580156,"08/03/2024 19:03:00",1709928180156,1,"08/03/2024 21:03:00",170281,5,"questionnaire-wop8",NA,35910221,10612855,NA,"complete",NA,"65eb5c6c46acd454e8d84784","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1366x768","1034x612",NA,NA,0,"Attention Check 2 (Clone)",1,"CDBEAFJGIH","Passed AC2",NA,"1-0","1","SUPPRF43122"
"1",1709924688642,"08/03/2024 19:04:48",1709924688642,0,"08/03/2024 19:04:48",170281,5,"questionnaire-wop8",NA,35910250,10612882,NA,"complete",NA,"65eb5cdca87a76dad829ae54","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","2560x1440","2560x1353",NA,NA,0,"Attention Check 2 (Clone)",1,"DECFBGAHJI","Passed AC2",NA,"1-0","1","SUPPRF18284"
"1",1709925143483,"08/03/2024 19:12:23",1709925143483,0,"08/03/2024 19:12:23",170281,5,"questionnaire-wop8",NA,35910408,10612931,NA,"complete",NA,"65eb5f1446acd454e8d8483e","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"Attention Check 2 (Clone)",1,"EFDGCHBIAJ","Passed AC2",NA,"1-0","1","SUPPRF79823"
"1",1709926039656,"08/03/2024 19:27:19",1709929639656,1,"08/03/2024 21:27:19",170281,5,"questionnaire-wop8",NA,35910647,10612996,NA,"complete",NA,"65eb56995e6079ddf5fedc25","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1280x720","1280x598",NA,NA,0,"Attention Check 2 (Clone)",1,"FGEHDICJBA","Passed AC2",NA,"1-0","1","SUPPRF20445"
"1",1709927313131,"08/03/2024 19:48:33",1709909313131,-5,"08/03/2024 09:48:33",170281,5,"questionnaire-wop8",NA,35911137,10613094,NA,"complete",NA,"65eb687df10847cd0277edfc","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1280x720","1280x551",NA,NA,0,"Attention Check 2 (Clone)",1,"GHFIEJDACB","Passed AC2",NA,"1-0","1","SUPPRF25498"
"1",1709928080236,"08/03/2024 20:01:20",1709910080236,-5,"08/03/2024 10:01:20",170281,5,"questionnaire-wop8",NA,35911429,10613150,NA,"complete",NA,"65eb6af1674b59807821cea5","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","2560x1440","2540x1222",NA,NA,0,"Attention Check 2 (Clone)",1,"IJHAGBFCED","Passed AC2",NA,"1-0","1","SUPPRF02691"
"1",1709927923323,"08/03/2024 19:58:43",1709927923323,0,"08/03/2024 19:58:43",170281,5,"questionnaire-wop8",NA,35911362,10613153,NA,"complete",NA,"65eb6b37bc066fbabecd9723","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","850x728",NA,NA,0,"Attention Check 2 (Clone)",1,"HIGJFAEBDC","Passed AC2",NA,"1-0","1","SUPPRF64782"
"1",1709928164624,"08/03/2024 20:02:44",1709910164624,-5,"08/03/2024 10:02:44",170281,5,"questionnaire-wop8",NA,35911465,10613185,NA,"complete",NA,"65eb6ba3d55abbe87ac74158","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1440x900","1440x783",NA,NA,0,"Attention Check 2 (Clone)",1,"ABJCIDHEGF","Passed AC2",NA,"1-0","1","SUPPRF04400"
