"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","randomiser.lqqr","randomiser.28m8","randomiser.tf5j","branch.vlgf","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Spreadsheet..stimulus","Spreadsheet..P","Spreadsheet..N","Manipulation..Spreadsheet","Random_ID"
"28",1691097983744,"03/08/2023 21:26:23",1691101583744,1,"03/08/2023 23:26:23",139282,42,"task-f6fg",NA,31043429,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,4,"Positive Feedback","Video","w2ir4b",1,"response","The description of the position of people was helpful to imagine ",21697.36,93304.782,93315.177000006,21697.36,93304.782,93315.177000006,1,21697.36,71617.817000006,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P3_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM79155"
"29",1691097984700,"03/08/2023 21:26:24",1691101584700,1,"03/08/2023 23:26:24",139282,42,"task-f6fg",NA,31043429,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,4,"Positive Feedback","Fixation","mtm832",2,"continue","",966.601000000024,966.601000000024,966.601000000024,966.601000000024,966.601000000024,966.601000000024,1,966.601000000024,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P3_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM79155"
"30",1691098045013,"03/08/2023 21:27:25",1691101645013,1,"03/08/2023 23:27:25",139282,42,"task-f6fg",NA,31043429,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,4,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",60313.594000003,60308.895,60313.594000003,60313.594000003,60308.895,60313.594000003,1,60313.594000003,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P5_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM79155"
"31",1691098045016,"03/08/2023 21:27:25",1691101645016,1,"03/08/2023 23:27:25",139282,42,"task-f6fg",NA,31043429,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,4,"Neutral Feedback","Screen 1","3zrml3",1,"response","Your words are easy to understand",43761.059,60308.895,60315.894,43761.059,60308.895,60315.894,1,43761.059,16554.835,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P5_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM79155"
"32",1691098045016,"03/08/2023 21:27:25",1691101645016,1,"03/08/2023 23:27:25",139282,42,"task-f6fg",NA,31043429,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,4,"Neutral Feedback","Screen 1","3zrml3",1,"response","You seem comfortable ",11548.3119999999,60308.895,60316.1940000044,11548.3119999999,60308.895,60316.1940000044,1,11548.3119999999,48767.8820000045,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P5_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM79155"
"33",1691098045976,"03/08/2023 21:27:25",1691101645976,1,"03/08/2023 23:27:25",139282,42,"task-f6fg",NA,31043429,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,4,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",966.673999999999,966.673999999999,966.673999999999,966.673999999999,966.673999999999,966.673999999999,1,966.673999999999,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P5_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM79155"
"34",1691098075552,"03/08/2023 21:27:55",1691101675552,1,"03/08/2023 23:27:55",139282,42,"task-f6fg",NA,31043429,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,5,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",29576.825,29562.48,29576.825,29576.825,29562.48,29576.825,1,29576.825,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P1_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM79155"
"35",1691098075554,"03/08/2023 21:27:55",1691101675554,1,"03/08/2023 23:27:55",139282,42,"task-f6fg",NA,31043429,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,5,"Neutral Feedback","Screen 1","3zrml3",1,"response","You don't seem social ",13014.664,29562.48,29578.8,13014.664,29562.48,29578.8,1,13014.664,16564.1360000001,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P1_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM79155"
"36",1691098075555,"03/08/2023 21:27:55",1691101675555,1,"03/08/2023 23:27:55",139282,42,"task-f6fg",NA,31043429,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,5,"Neutral Feedback","Screen 1","3zrml3",1,"response","You seem like a shy person",4432.44899999991,29562.48,29578.8,4432.44899999991,29562.48,29578.8,1,4432.44899999991,25146.3510000001,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P1_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM79155"
"37",1691098076505,"03/08/2023 21:27:56",1691101676505,1,"03/08/2023 23:27:56",139282,42,"task-f6fg",NA,31043429,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,5,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",966.598999999929,966.598999999929,966.598999999929,966.598999999929,966.598999999929,966.598999999929,1,966.598999999929,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P1_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM79155"
"38",1691098105793,"03/08/2023 21:28:25",1691101705793,1,"03/08/2023 23:28:25",139282,42,"task-f6fg",NA,31043429,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,5,"Positive Feedback","Video","w2ir4b",1,"continue","",29288.446000003,29279.6320000001,29288.446000003,29288.446000003,29279.6320000001,29288.446000003,1,29288.446000003,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM79155"
"39",1691098105795,"03/08/2023 21:28:25",1691101705795,1,"03/08/2023 23:28:25",139282,42,"task-f6fg",NA,31043429,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,5,"Positive Feedback","Video","w2ir4b",1,"response","You seem like a friendly person ",14798.219,29279.6320000001,29290.646000006,14798.219,29279.6320000001,29290.646000006,1,14798.219,14492.427000006,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM79155"
"40",1691098105796,"03/08/2023 21:28:25",1691101705796,1,"03/08/2023 23:28:25",139282,42,"task-f6fg",NA,31043429,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,5,"Positive Feedback","Video","w2ir4b",1,"response","You look like a person who is always in a positive mood",3599.53500000003,29279.6320000001,29290.946000003,3599.53500000003,29279.6320000001,29290.946000003,1,3599.53500000003,25691.411000003,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM79155"
"41",1691098106752,"03/08/2023 21:28:26",1691101706752,1,"03/08/2023 23:28:26",139282,42,"task-f6fg",NA,31043429,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,5,"Positive Feedback","Fixation","mtm832",2,"continue","",966.622999999905,966.622999999905,966.622999999905,966.622999999905,966.622999999905,966.622999999905,1,966.622999999905,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM79155"
"42",1691098106762,"03/08/2023 21:28:26",1691101706762,1,"03/08/2023 23:28:26",139282,42,"task-f6fg",NA,31043429,9205048,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x720","1280x571",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","JAIBHCGDFE",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","","","","",NA,"SUPTM79155"
"1",1690980825428,"02/08/2023 12:53:45",1690984425428,1,"02/08/2023 14:53:45",139282,42,"task-f6fg",NA,31007102,9196981,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 114.0.0.0","1241x697","1194x627",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","FGEHDICJBA",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","","","","",NA,"SUPTM66122"
"2",1690980916259,"02/08/2023 12:55:16",1690984516259,1,"02/08/2023 14:55:16",139282,42,"task-f6fg",NA,31007102,9196981,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 114.0.0.0","1241x697","1194x627",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","FGEHDICJBA",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,1,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",89996.456,89979.782,89996.456,89996.456,89979.782,89996.456,1,89996.456,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM66122"
"3",1690980916272,"02/08/2023 12:55:16",1690984516272,1,"02/08/2023 14:55:16",139282,42,"task-f6fg",NA,31007102,9196981,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 114.0.0.0","1241x697","1194x627",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","FGEHDICJBA",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,1,"Neutral Feedback","Screen 1","3zrml3",1,"response","You adequetly described some of the the people in the scene ",61415.018,89979.782,89996.456,61415.018,89979.782,89996.456,1,61415.018,28581.438,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM66122"
"4",1690980916274,"02/08/2023 12:55:16",1690984516274,1,"02/08/2023 14:55:16",139282,42,"task-f6fg",NA,31007102,9196981,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 114.0.0.0","1241x697","1194x627",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","FGEHDICJBA",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,1,"Neutral Feedback","Screen 1","3zrml3",1,"response","Your description of the room was alright.",51910.007,89979.782,89996.456,51910.007,89979.782,89996.456,1,51910.007,38086.449,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM66122"
"5",1690980917206,"02/08/2023 12:55:17",1690984517206,1,"02/08/2023 14:55:17",139282,42,"task-f6fg",NA,31007102,9196981,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 114.0.0.0","1241x697","1194x627",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","FGEHDICJBA",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,1,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",967.119000000006,967.119000000006,967.119000000006,967.119000000006,967.119000000006,967.119000000006,1,967.119000000006,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM66122"
"6",1690980959730,"02/08/2023 12:55:59",1690984559730,1,"02/08/2023 14:55:59",139282,42,"task-f6fg",NA,31007102,9196981,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 114.0.0.0","1241x697","1194x627",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","FGEHDICJBA",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,1,"Positive Feedback","Video","w2ir4b",1,"continue","",42521.587,42504.913,42521.587,42521.587,42504.913,42521.587,1,42521.587,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM66122"
"7",1690980959742,"02/08/2023 12:55:59",1690984559742,1,"02/08/2023 14:55:59",139282,42,"task-f6fg",NA,31007102,9196981,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 114.0.0.0","1241x697","1194x627",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","FGEHDICJBA",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,1,"Positive Feedback","Video","w2ir4b",1,"response","You broke down the bigger elements of the scene/people then the smaller elements really well.",20910.657,42504.913,42521.587,20910.657,42504.913,42521.587,1,20910.657,21610.93,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM66122"
"8",1690980959744,"02/08/2023 12:55:59",1690984559744,1,"02/08/2023 14:55:59",139282,42,"task-f6fg",NA,31007102,9196981,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 114.0.0.0","1241x697","1194x627",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","FGEHDICJBA",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,1,"Positive Feedback","Video","w2ir4b",1,"response","You described the scene in a logical way.",11155.671,42504.913,42521.587,11155.671,42504.913,42521.587,1,11155.671,31365.916,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM66122"
"9",1690980960678,"02/08/2023 12:56:00",1690984560678,1,"02/08/2023 14:56:00",139282,42,"task-f6fg",NA,31007102,9196981,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 114.0.0.0","1241x697","1194x627",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","FGEHDICJBA",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,1,"Positive Feedback","Fixation","mtm832",2,"continue","",967.195000000007,967.195000000007,967.195000000007,967.195000000007,967.195000000007,967.195000000007,1,967.195000000007,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM66122"
"10",1690981019394,"02/08/2023 12:56:59",1690984619394,1,"02/08/2023 14:56:59",139282,42,"task-f6fg",NA,31007102,9196981,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 114.0.0.0","1241x697","1194x627",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","FGEHDICJBA",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,2,"Positive Feedback","Video","w2ir4b",1,"continue","",58713.624,58696.95,58713.624,58713.624,58696.95,58713.624,1,58713.624,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM66122"
"11",1690981019408,"02/08/2023 12:56:59",1690984619408,1,"02/08/2023 14:56:59",139282,42,"task-f6fg",NA,31007102,9196981,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 114.0.0.0","1241x697","1194x627",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","FGEHDICJBA",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,2,"Positive Feedback","Video","w2ir4b",1,"response","You were able to depict a vivid and lively scene through your description.",34150.847,58696.95,58713.624,34150.847,58696.95,58713.624,1,34150.847,24562.777,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM66122"
"12",1690981019410,"02/08/2023 12:56:59",1690984619410,1,"02/08/2023 14:56:59",139282,42,"task-f6fg",NA,31007102,9196981,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 114.0.0.0","1241x697","1194x627",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","FGEHDICJBA",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,2,"Positive Feedback","Video","w2ir4b",1,"response","You described the scene with good emotional depth/interpretation.",14240.764,58696.95,58713.624,14240.764,58696.95,58713.624,1,14240.764,44472.86,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM66122"
"13",1690981020342,"02/08/2023 12:57:00",1690984620342,1,"02/08/2023 14:57:00",139282,42,"task-f6fg",NA,31007102,9196981,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 114.0.0.0","1241x697","1194x627",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","FGEHDICJBA",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,2,"Positive Feedback","Fixation","mtm832",2,"continue","",966.987999999983,966.987999999983,966.987999999983,966.987999999983,966.987999999983,966.987999999983,1,966.987999999983,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM66122"
"14",1690981089489,"02/08/2023 12:58:09",1690984689489,1,"02/08/2023 14:58:09",139282,42,"task-f6fg",NA,31007102,9196981,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 114.0.0.0","1241x697","1194x627",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","FGEHDICJBA",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,2,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",69148.9410000002,69135.677,69148.9410000002,69148.9410000002,69135.677,69148.9410000002,1,69148.9410000002,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM66122"
"15",1690981089506,"02/08/2023 12:58:09",1690984689506,1,"02/08/2023 14:58:09",139282,42,"task-f6fg",NA,31007102,9196981,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 114.0.0.0","1241x697","1194x627",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","FGEHDICJBA",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,2,"Neutral Feedback","Screen 1","3zrml3",1,"response","Your explanation of the scene was so-so.",48358.296,69135.677,69152.351,48358.296,69135.677,69152.351,1,48358.296,20794.055,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM66122"
"16",1690981089507,"02/08/2023 12:58:09",1690984689507,1,"02/08/2023 14:58:09",139282,42,"task-f6fg",NA,31007102,9196981,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 114.0.0.0","1241x697","1194x627",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","FGEHDICJBA",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,2,"Neutral Feedback","Screen 1","3zrml3",1,"response","Your description of the people involved was alright.",30248.852,69135.677,69152.351,30248.852,69135.677,69152.351,1,30248.852,38903.499,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM66122"
"17",1690981090446,"02/08/2023 12:58:10",1690984690446,1,"02/08/2023 14:58:10",139282,42,"task-f6fg",NA,31007102,9196981,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 114.0.0.0","1241x697","1194x627",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","FGEHDICJBA",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,2,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",967.170000000042,967.170000000042,967.170000000042,967.170000000042,967.170000000042,967.170000000042,1,967.170000000042,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM66122"
"18",1690981149857,"02/08/2023 12:59:09",1690984749857,1,"02/08/2023 14:59:09",139282,42,"task-f6fg",NA,31007102,9196981,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 114.0.0.0","1241x697","1194x627",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","FGEHDICJBA",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,3,"Positive Feedback","Video","w2ir4b",1,"continue","",59413.563,59396.889,59413.563,59413.563,59396.889,59413.563,1,59413.563,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P1_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM66122"
"19",1690981149871,"02/08/2023 12:59:09",1690984749871,1,"02/08/2023 14:59:09",139282,42,"task-f6fg",NA,31007102,9196981,NA,"complete",NA,NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 114.0.0.0","1241x697","1194x627",NA,NA,NA,"Video Feedback Task (Clone)",6,"In","FGEHDICJBA",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","In",1,1,3,"Positive Feedback","Video","w2ir4b",1,"response","You built up a scene with your words very well.",45306.51,59396.889,59413.563,45306.51,59396.889,59413.563,1,45306.51,14107.053,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P1_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM66122"
