"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","Multiple.Choice.Grid.object.2.I.swim.across.the.Atlantic.Ocean.to.get.to.work.every.day","Multiple.Choice.Grid.object.2.I.swim.across.the.Atlantic.Ocean.to.get.to.work.every.day.Quantised","Random_ID"
"1",1706636873538,"30/01/2024 17:47:53",1706636873538,0,"30/01/2024 17:47:53",160285,9,"questionnaire-wop8",NA,34620729,10236980,NA,"rejected - time limit reached",NA,"65b93341b6198f15a1f527da","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1366x768","1366x645",NA,NA,0,"Attention Check 2 (Clone)",1,"ABJCIDHEGF","Passed AC2","","1-0","1","SUPPRF05583"
"1",1706637638186,"30/01/2024 18:00:38",1706637638186,0,"30/01/2024 18:00:38",160285,9,"questionnaire-wop8",NA,34621043,10237064,NA,"complete",NA,"65b934a1ca7bf6ac7d3875bf","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1280x720","1280x632",NA,NA,0,"Attention Check 2 (Clone)",1,"CDBEAFJGIH","Passed AC2","","1-0","1","SUPPRF27447"
"1",1706637923447,"30/01/2024 18:05:23",1706641523447,1,"30/01/2024 20:05:23",160285,9,"questionnaire-wop8",NA,34621333,10237168,NA,"complete",NA,"65b93679f5c895675cbe6a17","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1280x720","1280x585",NA,NA,0,"Attention Check 2 (Clone)",1,"EFDGCHBIAJ","Passed AC2","","1-0","1","SUPPRF29912"
"1",1706638605949,"30/01/2024 18:16:45",1706638605949,0,"30/01/2024 18:16:45",160285,9,"questionnaire-wop8",NA,34621801,10237233,NA,"rejected - time limit reached",NA,"65b9385c8f9fe441709b5b97","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1280x720","1280x559",NA,NA,0,"Attention Check 2 (Clone)",1,"FGEHDICJBA","Passed AC2","","1-0","1","SUPPRF66921"
"1",1706641654280,"30/01/2024 19:07:34",1706645254280,1,"30/01/2024 21:07:34",160285,9,"questionnaire-wop8",NA,34623446,10237469,NA,"complete",NA,"65b93c284fe43c33e97b9b59","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1600x900","1600x811",NA,NA,0,"Attention Check 2 (Clone)",1,"BCADJEIFHG","Passed AC2","","1-0","1","SUPPRF44011"
"1",1706640422688,"30/01/2024 18:47:02",1706640422688,0,"30/01/2024 18:47:02",160285,9,"questionnaire-wop8",NA,34622809,10237476,NA,"complete",NA,"65b93c4e140ee61d635ffcb2","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1280x720","1920x890",NA,NA,0,"Attention Check 2 (Clone)",1,"HIGJFAEBDC","Failed AC2","Passed AC1","0-2","3","SUPPRF25907"
"1",1706639357722,"30/01/2024 18:29:17",1706639357722,0,"30/01/2024 18:29:17",160285,9,"questionnaire-wop8",NA,34622248,10237521,NA,"complete",NA,"65b93c595218375a56b9948a","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 120.0.0.0","1512x982","1512x750",NA,NA,0,"Attention Check 2 (Clone)",1,"IJHAGBFCED","Passed AC2","","1-0","1","SUPPRF71272"
"1",1706639940474,"30/01/2024 18:39:00",1706639940474,0,"30/01/2024 18:39:00",160285,9,"questionnaire-wop8",NA,34622591,10237528,NA,"complete",NA,"65b93d35ac03d251521aae93","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1280x720","1280x585",NA,NA,0,"Attention Check 2 (Clone)",1,"ABJCIDHEGF","Passed AC2","","1-0","1","SUPPRF88615"
"1",1706639522217,"30/01/2024 18:32:02",1706639522217,0,"30/01/2024 18:32:02",160285,9,"questionnaire-wop8",NA,34622339,10237598,NA,"complete",NA,"65b93d52c40c91afef7b12c0","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x963",NA,NA,0,"Attention Check 2 (Clone)",1,"CDBEAFJGIH","Passed AC2","","1-0","1","SUPPRF39438"
"1",1706639820554,"30/01/2024 18:37:00",1706639820554,0,"30/01/2024 18:37:00",160285,9,"questionnaire-wop8",NA,34622515,10237616,NA,"complete",NA,"65b93f0c16182d8aeb3546d2","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1280x800","1280x679",NA,NA,0,"Attention Check 2 (Clone)",1,"DECFBGAHJI","Passed AC2","","1-0","1","SUPPRF38416"
"1",1706639801210,"30/01/2024 18:36:41",1706639801210,0,"30/01/2024 18:36:41",160285,9,"questionnaire-wop8",NA,34622501,10237636,NA,"complete",NA,"65b93a437cad71e32263e958","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x641",NA,NA,0,"Attention Check 2 (Clone)",1,"EFDGCHBIAJ","Passed AC2","","1-0","1","SUPPRF28966"
"1",1706640501749,"30/01/2024 18:48:21",1706622501749,-5,"30/01/2024 08:48:21",160285,9,"questionnaire-wop8",NA,34622845,10237714,NA,"complete",NA,"65b941764042a1bfcfc84fb5","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x783",NA,NA,0,"Attention Check 2 (Clone)",1,"HIGJFAEBDC","Passed AC2","","1-0","1","SUPPRF79593"
"1",1706640625357,"30/01/2024 18:50:25",1706640625357,0,"30/01/2024 18:50:25",160285,9,"questionnaire-wop8",NA,34622896,10237689,NA,"complete",NA,"65b9409896d6a5850d7296a9","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x695",NA,NA,0,"Attention Check 2 (Clone)",1,"GHFIEJDACB","Passed AC2","","1-0","1","SUPPRF95951"
"1",1706641261119,"30/01/2024 19:01:01",1706641261119,0,"30/01/2024 19:01:01",160285,9,"questionnaire-wop8",NA,34623250,10237746,NA,"complete",NA,"65b93edcda85461a21b462d5","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1536x864","1536x730",NA,NA,0,"Attention Check 2 (Clone)",1,"IJHAGBFCED","Passed AC2","","1-0","1","SUPPRF49315"
"1",1706641661816,"30/01/2024 19:07:41",1706645261816,1,"30/01/2024 21:07:41",160285,9,"questionnaire-wop8",NA,34623445,10237831,NA,"complete",NA,"65b94525c4cfa70acd2aff3b","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1366x768","1366x651",NA,NA,0,"Attention Check 2 (Clone)",1,"JAIBHCGDFE","Passed AC2","","1-0","1","SUPPRF17407"
"1",1706641998295,"30/01/2024 19:13:18",1706641998295,0,"30/01/2024 19:13:18",160285,9,"questionnaire-wop8",NA,34623604,10237906,NA,"complete",NA,"65b9479756b8a36db50cb6da","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 120.0.0.0","1440x900","1440x815",NA,NA,0,"Attention Check 2 (Clone)",1,"ABJCIDHEGF","Passed AC2","","1-0","1","SUPPRF27209"
"1",1706642732833,"30/01/2024 19:25:32",1706617532833,-7,"30/01/2024 05:25:32",160285,9,"questionnaire-wop8",NA,34623912,10237977,NA,"complete",NA,"65b949be4042a1bfcfc85306","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 120.0.0.0","1517x852","1517x731",NA,NA,0,"Attention Check 2 (Clone)",1,"DECFBGAHJI","Passed AC2","","1-0","1","SUPPRF95369"
"1",1706642898503,"30/01/2024 19:28:18",1706642898503,0,"30/01/2024 19:28:18",160285,9,"questionnaire-wop8",NA,34624011,10237992,NA,"complete",NA,"65b93a0ac871916672fce370","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 120.0.0.0","1536x960","1536x873",NA,NA,0,"Attention Check 2 (Clone)",1,"FGEHDICJBA","Passed AC2","","1-0","1","SUPPRF96708"
"1",1706643028911,"30/01/2024 19:30:28",1706614228911,-8,"30/01/2024 03:30:28",160285,9,"questionnaire-wop8",NA,34624069,10237949,NA,"rejected - time limit reached",NA,"65b948beee81b5ccfc2b002a","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1280x720","1280x585",NA,NA,0,"Attention Check 2 (Clone)",1,"EFDGCHBIAJ","Passed AC2","","1-0","1","SUPPRF00235"
"1",1706643060328,"30/01/2024 19:31:00",1706643060328,0,"30/01/2024 19:31:00",160285,9,"questionnaire-wop8",NA,34624092,10238049,NA,"complete",NA,"65b94c65e6bd3ccc7af9b69f","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 120.0.0.0","1440x900","1440x813",NA,NA,0,"Attention Check 2 (Clone)",1,"IJHAGBFCED","Passed AC2","","1-0","1","SUPPRF30914"
"1",1706643321675,"30/01/2024 19:35:21",1706643321675,0,"30/01/2024 19:35:21",160285,9,"questionnaire-wop8",NA,34624216,10238034,NA,"complete",NA,"65b94b85d41d16322b40a4db","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1536x864","1304x687",NA,NA,0,"Attention Check 2 (Clone)",1,"JAIBHCGDFE","Passed AC2","","1-0","1","SUPPRF64933"
"1",1706643337081,"30/01/2024 19:35:37",1706643337081,0,"30/01/2024 19:35:37",160285,9,"questionnaire-wop8",NA,34624225,10238019,NA,"complete",NA,"65b947ff125acabee7b20e2d","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x919",NA,NA,0,"Attention Check 2 (Clone)",1,"HIGJFAEBDC","Passed AC2","","1-0","1","SUPPRF67727"
"1",1706643562142,"30/01/2024 19:39:22",1706647162142,1,"30/01/2024 21:39:22",160285,9,"questionnaire-wop8",NA,34624310,10237865,NA,"complete",NA,"65b945bd56b8a36db50cb616","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1280x720","1707x780",NA,NA,0,"Attention Check 2 (Clone)",1,"BCADJEIFHG","Passed AC2","","1-0","1","SUPPRF33233"
"1",1706644287405,"30/01/2024 19:51:27",1706622687405,-6,"30/01/2024 07:51:27",160285,9,"questionnaire-wop8",NA,34624556,10238072,NA,"complete",NA,"65b94cf1e6bd3ccc7af9b6b8","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1280x800","1280x715",NA,NA,0,"Attention Check 2 (Clone)",1,"BCADJEIFHG","Passed AC2","","1-0","1","SUPPRF07686"
"1",1706644518958,"30/01/2024 19:55:18",1706644518958,0,"30/01/2024 19:55:18",160285,9,"questionnaire-wop8",NA,34624659,10238222,NA,"complete",NA,"65b952a19cfd88a62aa22f32","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 120.0.0.0","1440x900","1440x815",NA,NA,0,"Attention Check 2 (Clone)",1,"FGEHDICJBA","Passed AC2","","1-0","1","SUPPRF19818"
"1",1706644599942,"30/01/2024 19:56:39",1706626599942,-5,"30/01/2024 09:56:39",160285,9,"questionnaire-wop8",NA,34624692,10238220,NA,"complete",NA,"65b95241e0c1e4e39a52f250","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x599",NA,NA,0,"Attention Check 2 (Clone)",1,"EFDGCHBIAJ","Passed AC2","","1-0","1","SUPPRF80126"
"1",1706645037170,"30/01/2024 20:03:57",1706648637170,1,"30/01/2024 22:03:57",160285,9,"questionnaire-wop8",NA,34624855,10238122,NA,"complete",NA,"65b94e29e230bcd49de66cef","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1600x900","1600x765",NA,NA,0,"Attention Check 2 (Clone)",1,"DECFBGAHJI","Passed AC2","","1-0","1","SUPPRF91381"
"1",1706645069195,"30/01/2024 20:04:29",1706648669195,1,"30/01/2024 22:04:29",160285,9,"questionnaire-wop8",NA,34624881,10238118,NA,"complete",NA,"65b94e551db6ef53d7b46011","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1366x768","1366x641",NA,NA,0,"Attention Check 2 (Clone)",1,"CDBEAFJGIH","Passed AC2","","1-0","1","SUPPRF01396"
"1",1706645540374,"30/01/2024 20:12:20",1706645540374,0,"30/01/2024 20:12:20",160285,9,"questionnaire-wop8",NA,34625114,10238177,NA,"complete",NA,"65b950c6c2390cdc4143c12c","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 120.0.0.0","1920x1080","1920x945",NA,NA,0,"Attention Check 2 (Clone)",1,"GHFIEJDACB","Passed AC2","","1-0","1","SUPPRF40213"
"1",1706645695295,"30/01/2024 20:14:55",1706645695295,0,"30/01/2024 20:14:55",160285,9,"questionnaire-wop8",NA,34625189,10238357,NA,"complete",NA,"65b9573560df1c8cd45b4fd6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 120.0.0.0","1470x956","1470x833",NA,NA,0,"Attention Check 2 (Clone)",1,"IJHAGBFCED","Failed AC2","Passed AC1","0-2","3","SUPPRF84418"
