"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","Consent.Form.object.2.I.have.read.and.understood.the.information.sheet.and.hereby.give.my.consent.to.take.part.in.this.experiment.in.full.knowledge.that.data.is.being.recorded...I.Agree.","Consent.Form.object.2.I.have.read.the.information.above.and.understand.I.can.email.the.researchers.with.any.questions...I.Agree.","Consent.Form.object.2.I.consent.to.the.collection.of.the.following.types.of.research.data..Mental.health.questionnaires.and.performance.on.computerised.tasks..video.and.audio.recordings...I.Agree.","Consent.Form.object.2.I.understand.that.no.identifiable.personal.information.will.be.collected.and.that.my.data.will.be.stored.securely.and.anonymously...I.Agree.","Consent.Form.object.2.I.understand.that.participation.is.completely.voluntary.and.that.I.can.withdraw.at.any.point.without.giving.any.reason.and.without.any.penalty..simply.by.closing.my.browser...I.Agree.","Consent.Form.object.2.I.understand.that.confidentiality.will.be.strictly.adhered.to.and.it.will.not.be.possible.to.identify.me.in.any.publications.or.presentations...I.Agree.","Consent.Form.object.2.I.understand.the.benefits.of.participating.as.stated.in.the.Information.Sheet..including.the.receipt.of.financial.compensation...I.Agree.","Consent.Form.object.2.I.understand.that.only.fully.anonymised.research.data.from.the.study.will.be.presented..published.or.archived.in.an.open.access.repository..which.might.be.used.for.future.analysis.by.other.researchers.not.connected.with.UCL...I.Agree.","Consent.Form.object.2.I.hereby.confirm.that....a..I.understand.the.inclusion.criteria.as.detailed.in.the.Study.Description..b..I.meet.these.criteria..and.do.not.meet.any.of.the.exclusion.criteria..c..I.do.not.have.current.or.past.experiences.of.psychosis.or.neurological.conditions....I.Agree.","Consent.Form.object.2.I.confirm.that.I.have.a.good.internet.connection...I.Agree.","Consent.Form.object.2.I.consent.to.take.part.in.the.study...I.Agree.","Random_ID"
"1",1700676543205,"22/11/2023 18:09:03",1700676543205,0,"22/11/2023 18:09:03",151512,7,"questionnaire-s6dh",NA,33140038,9813252,NA,"complete",NA,"655e43a8d5167a59c54d7e70","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 115.0.0.0","1366x768","1366x683",NA,NA,0,"Consent (Clone)",7,"CDBEAFJGIH","Passed AC2","","1","1","1","1","1","1","1","1","1","1","1","SUPPRF61705"
"1",1700677004197,"22/11/2023 18:16:44",1700677004197,0,"22/11/2023 18:16:44",151512,7,"questionnaire-s6dh",NA,33140278,9813318,NA,"complete",NA,"655e456d3a127b54be513454","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x783",NA,NA,0,"Consent (Clone)",7,"DECFBGAHJI","Passed AC2","","1","1","1","1","1","1","1","1","1","1","1","SUPPRF47953"
"1",1700677267359,"22/11/2023 18:21:07",1700677267359,0,"22/11/2023 18:21:07",151512,7,"questionnaire-s6dh",NA,33140462,9813364,NA,"complete",NA,"655e4392238c069fd97b2ec2","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1536x747",NA,NA,0,"Consent (Clone)",7,"EFDGCHBIAJ","Passed AC2","","1","1","1","1","1","1","1","1","1","1","1","SUPPRF88145"
"1",1700677769020,"22/11/2023 18:29:29",1700677769020,0,"22/11/2023 18:29:29",151512,7,"questionnaire-s6dh",NA,33140762,9813418,NA,"complete",NA,"655e487524637b6a6078ed93","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1280x720","1280x593",NA,NA,0,"Consent (Clone)",7,"FGEHDICJBA","Passed AC2","","1","1","1","1","1","1","1","1","1","1","1","SUPPRF80130"
"1",1700679887655,"22/11/2023 19:04:47",1700658287655,-6,"22/11/2023 07:04:47",151512,7,"questionnaire-s6dh",NA,33141808,9813699,NA,"complete",NA,"655e50c78ab0de64179c7dd9","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1858x971",NA,NA,0,"Consent (Clone)",7,"GHFIEJDACB","Passed AC2","","1","1","1","1","1","1","1","1","1","1","1","SUPPRF97792"
"1",1700680582120,"22/11/2023 19:16:22",1700680582120,0,"22/11/2023 19:16:22",151512,7,"questionnaire-s6dh",NA,33142215,9813796,NA,"complete",NA,"655e5372280f4045afb4fd41","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x668",NA,NA,0,"Consent (Clone)",7,"HIGJFAEBDC","Passed AC2","","1","1","1","1","1","1","1","1","1","1","1","SUPPRF09619"
"1",1700681796927,"22/11/2023 19:36:36",1700681796927,0,"22/11/2023 19:36:36",151512,7,"questionnaire-s6dh",NA,33142915,9813937,NA,"complete",NA,"655e57bac825fe6ca37d88a1","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1280x720","1280x563",NA,NA,0,"Consent (Clone)",7,"IJHAGBFCED","Passed AC2","","1","1","1","1","1","1","1","1","1","1","1","SUPPRF96614"
"1",1700687926478,"22/11/2023 21:18:46",1700687926478,0,"22/11/2023 21:18:46",151512,7,"questionnaire-s6dh",NA,33145875,9814645,NA,"complete",NA,"655e6dc1e9ada5668842e2b1","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1536x739",NA,NA,0,"Consent (Clone)",7,"ABJCIDHEGF","Failed AC2","Passed AC1","1","1","1","1","1","1","1","1","1","1","1","SUPPRF47214"
"1",1700688472512,"22/11/2023 21:27:52",1700688472512,0,"22/11/2023 21:27:52",151512,7,"questionnaire-s6dh",NA,33146086,9814708,NA,"complete",NA,"655e724aa578f8d8519f2ae2","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1440x731",NA,NA,0,"Consent (Clone)",7,"BCADJEIFHG","Passed AC2","","1","1","1","1","1","1","1","1","1","1","1","SUPPRF23161"
"1",1700695847739,"22/11/2023 23:30:47",1700695847739,0,"22/11/2023 23:30:47",151512,7,"questionnaire-s6dh",NA,33147994,9815260,NA,"complete",NA,"655e8f1867c92d8505b1dd65","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1536x739",NA,NA,0,"Consent (Clone)",7,"CDBEAFJGIH","Passed AC2","","1","1","1","1","1","1","1","1","1","1","1","SUPPRF13297"
"1",1700699230168,"23/11/2023 00:27:10",1700702830168,1,"23/11/2023 02:27:10",151512,7,"questionnaire-s6dh",NA,33148483,9815398,NA,"complete",NA,"655e6db4d0a6130a864d8405","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1366x768","1366x651",NA,NA,0,"Consent (Clone)",7,"DECFBGAHJI","Passed AC2","","1","1","1","1","1","1","1","1","1","1","1","SUPPRF71413"
"1",1700747151236,"23/11/2023 13:45:51",1700747151236,0,"23/11/2023 13:45:51",151512,7,"questionnaire-s6dh",NA,33160891,9818675,NA,"complete",NA,"655f56f419524da66a3c2993","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x815",NA,NA,0,"Consent (Clone)",7,"FGEHDICJBA","Passed AC2","","1","1","1","1","1","1","1","1","1","1","1","SUPPRF54929"
"1",1700753074838,"23/11/2023 15:24:34",1700753074838,0,"23/11/2023 15:24:34",151512,7,"questionnaire-s6dh",NA,33164884,9819862,NA,"complete",NA,"655f6e8fc7bc1e677aafb12e","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1366x768","1366x633",NA,NA,0,"Consent (Clone)",7,"GHFIEJDACB","Passed AC2","","1","1","1","1","1","1","1","1","1","1","1","SUPPRF03254"
"1",1700753183609,"23/11/2023 15:26:23",1700753183609,0,"23/11/2023 15:26:23",151512,7,"questionnaire-s6dh",NA,33164951,9819886,NA,"complete",NA,"655f6f12c013c805619d27dc","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x791",NA,NA,0,"Consent (Clone)",7,"HIGJFAEBDC","Passed AC2","","1","1","1","1","1","1","1","1","1","1","1","SUPPRF74387"
"1",1700763230759,"23/11/2023 18:13:50",1700763230759,0,"23/11/2023 18:13:50",151512,7,"questionnaire-s6dh",NA,33171041,9821628,NA,"complete",NA,"655f95f98a6d110a094f9cb7","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1280x720","1422x670",NA,NA,0,"Consent (Clone)",7,"IJHAGBFCED","Passed AC2","","1","1","1","1","1","1","1","1","1","1","1","SUPPRF95208"
"1",1700767118533,"23/11/2023 19:18:38",1700767118533,0,"23/11/2023 19:18:38",151512,7,"questionnaire-s6dh",NA,33172701,9822048,NA,"complete",NA,"655fa57d8cd8e51c8db6d092","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1280x800","1280x658",NA,NA,0,"Consent (Clone)",7,"ABJCIDHEGF","Passed AC2","","1","1","1","1","1","1","1","1","1","1","1","SUPPRF98797"
"1",1700768904690,"23/11/2023 19:48:24",1700768904690,0,"23/11/2023 19:48:24",151512,7,"questionnaire-s6dh",NA,33173664,9822322,NA,"complete",NA,"655fac6c1d929a68de5558f4","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x788",NA,NA,0,"Consent (Clone)",7,"BCADJEIFHG","Passed AC2","","1","1","1","1","1","1","1","1","1","1","1","SUPPRF06127"
