"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","Multiple.Choice.Grid.object.2.I.swim.across.the.Atlantic.Ocean.to.get.to.work.every.day","Multiple.Choice.Grid.object.2.I.swim.across.the.Atlantic.Ocean.to.get.to.work.every.day.Quantised","Random_ID"
"1",1699640143363,"10/11/2023 18:15:43",1699640143363,0,"10/11/2023 18:15:43",151512,5,"questionnaire-wop8",NA,32874829,9735633,NA,"complete",NA,"654e710ffcc1748009be7272","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x702",NA,NA,0,"Attention Check 2 (Clone)",1,"ABJCIDHEGF","Passed AC2",NA,"1-0","1","SUPPRF45424"
"1",1699644580237,"10/11/2023 19:29:40",1699644580237,0,"10/11/2023 19:29:40",151512,5,"questionnaire-wop8",NA,32875841,9736150,NA,"complete",NA,"654e81a2df6fc908052b2c4a","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1280x720","1280x603",NA,NA,0,"Attention Check 2 (Clone)",1,"BCADJEIFHG","Passed AC2",NA,"1-0","1","SUPPRF89348"
"1",1699644867981,"10/11/2023 19:34:27",1699644867981,0,"10/11/2023 19:34:27",151512,5,"questionnaire-wop8",NA,32875938,9736180,NA,"complete",NA,"654e7dc17634b6d7df3e7554","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1920x1039",NA,NA,0,"Attention Check 2 (Clone)",1,"DECFBGAHJI","Passed AC2",NA,"1-0","1","SUPPRF70595"
"1",1699645138056,"10/11/2023 19:38:58",1699645138056,0,"10/11/2023 19:38:58",151512,5,"questionnaire-wop8",NA,32876019,9736164,NA,"complete",NA,"654e824c01da0346f7d0bf9b","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1280x720","1280x595",NA,NA,0,"Attention Check 2 (Clone)",1,"CDBEAFJGIH","Passed AC2",NA,"1-0","1","SUPPRF45704"
"1",1699645978615,"10/11/2023 19:52:58",1699624378615,-6,"10/11/2023 07:52:58",151512,5,"questionnaire-wop8",NA,32876329,9736283,NA,"complete",NA,"654e8774ec3e795cee9c8c76","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1536x864","1536x695",NA,NA,0,"Attention Check 2 (Clone)",1,"GHFIEJDACB","Passed AC2",NA,"1-0","1","SUPPRF54185"
"1",1699646307887,"10/11/2023 19:58:27",1699646307887,0,"10/11/2023 19:58:27",151512,5,"questionnaire-wop8",NA,32876466,9736304,NA,"complete",NA,"654e87b6c618dea49325448a","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1536x747",NA,NA,0,"Attention Check 2 (Clone)",1,"HIGJFAEBDC","Passed AC2",NA,"1-0","1","SUPPRF14173"
"1",1699647115548,"10/11/2023 20:11:55",1699629115548,-5,"10/11/2023 10:11:55",151512,5,"questionnaire-wop8",NA,32876926,9736452,NA,"complete",NA,"654e8d398eacfdd3d39eabfc","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1280x575","1280x573",NA,NA,0,"Attention Check 2 (Clone)",1,"EFDGCHBIAJ","Passed AC2",NA,"1-0","1","SUPPRF56870"
"1",1699647132619,"10/11/2023 20:12:12",1699629132619,-5,"10/11/2023 10:12:12",151512,5,"questionnaire-wop8",NA,32876935,9736332,NA,"complete",NA,"654e88c2ded265c5d1c67475","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 117.0.0.0","1440x900","1440x721",NA,NA,0,"Attention Check 2 (Clone)",1,"JAIBHCGDFE","Passed AC2",NA,"1-0","1","SUPPRF18662"
"1",1699647167488,"10/11/2023 20:12:47",1699647167488,0,"10/11/2023 20:12:47",151512,5,"questionnaire-wop8",NA,32876955,9736323,NA,"complete",NA,"654e88e1e05e35d574cedefe","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1164x655","931x405",NA,NA,0,"Attention Check 2 (Clone)",1,"CDBEAFJGIH","Passed AC2",NA,"1-0","1","SUPPRF70880"
"1",1699648003238,"10/11/2023 20:26:43",1699648003238,0,"10/11/2023 20:26:43",151512,5,"questionnaire-wop8",NA,32877336,9736443,NA,"complete",NA,"654e8cad78caccc654b40be2","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1366x768","1366x644",NA,NA,0,"Attention Check 2 (Clone)",1,"DECFBGAHJI","Passed AC2",NA,"1-0","1","SUPPRF78305"
"1",1699648062304,"10/11/2023 20:27:42",1699619262304,-8,"10/11/2023 04:27:42",151512,5,"questionnaire-wop8",NA,32877368,9736448,NA,"complete",NA,"654e8aebc909ed72997ee012","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1366x768","1366x641",NA,NA,0,"Attention Check 2 (Clone)",1,"FGEHDICJBA","Passed AC2",NA,"1-0","1","SUPPRF71639"
"1",1699648520566,"10/11/2023 20:35:20",1699648520566,0,"10/11/2023 20:35:20",151512,5,"questionnaire-wop8",NA,32877585,9736517,NA,"complete",NA,"654e8ea629c9163bda2b2c90","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1280x720","1280x595",NA,NA,0,"Attention Check 2 (Clone)",1,"GHFIEJDACB","Passed AC2",NA,"1-0","1","SUPPRF12592"
"1",1699648809230,"10/11/2023 20:40:09",1699648809230,0,"10/11/2023 20:40:09",151512,5,"questionnaire-wop8",NA,32877716,9736478,NA,"complete",NA,"654e8e12eb2bfc6a86d4511d","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1366x768","1366x611",NA,NA,0,"Attention Check 2 (Clone)",1,"JAIBHCGDFE","Passed AC2",NA,"1-0","1","SUPPRF86502"
"1",1699649006657,"10/11/2023 20:43:26",1699627406657,-6,"10/11/2023 08:43:26",151512,5,"questionnaire-wop8",NA,32877820,9736585,NA,"complete",NA,"654e93e48c82e7ef2c94ad9e","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1470x956","1470x749",NA,NA,0,"Attention Check 2 (Clone)",1,"ABJCIDHEGF","Passed AC2",NA,"1-0","1","SUPPRF53463"
"1",1699649052591,"10/11/2023 20:44:12",1699631052591,-5,"10/11/2023 10:44:12",151512,5,"questionnaire-wop8",NA,32877838,9736544,NA,"complete",NA,"654e91b16820a1510682b4e1","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 115.0.0.0","1440x900","1440x815",NA,NA,0,"Attention Check 2 (Clone)",1,"HIGJFAEBDC","Passed AC2",NA,"1-0","1","SUPPRF17225"
"1",1699650395462,"10/11/2023 21:06:35",1699632395462,-5,"10/11/2023 11:06:35",151512,5,"questionnaire-wop8",NA,32878313,9736663,NA,"complete",NA,"654e9831d2cecbb0572b0e0c","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1366x768","1366x651",NA,NA,0,"Attention Check 2 (Clone)",1,"BCADJEIFHG","Passed AC2",NA,"1-0","1","SUPPRF34408"
"1",1699650336598,"10/11/2023 21:05:36",1699628736598,-6,"10/11/2023 09:05:36",151512,5,"questionnaire-wop8",NA,32878365,9736679,NA,"complete",NA,"654e8caeeb2bfc6a86d450c5","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1536x739",NA,NA,0,"Attention Check 2 (Clone)",1,"CDBEAFJGIH","Passed AC2",NA,"1-0","1","SUPPRF78865"
"1",1699651126946,"10/11/2023 21:18:46",1699625926946,-7,"10/11/2023 07:18:46",151512,5,"questionnaire-wop8",NA,32878585,9736713,NA,"complete",NA,"654e9ab67634b6d7df3e7ab5","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","2560x1440","2560x1315",NA,NA,0,"Attention Check 2 (Clone)",1,"EFDGCHBIAJ","Passed AC2",NA,"1-0","1","SUPPRF62860"
"1",1699651192989,"10/11/2023 21:19:52",1699633192989,-5,"10/11/2023 11:19:52",151512,5,"questionnaire-wop8",NA,32878608,9736705,NA,"complete",NA,"654e9ac010b0368c6d32ee16","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1388x733",NA,NA,0,"Attention Check 2 (Clone)",1,"DECFBGAHJI","Passed AC2",NA,"1-0","1","SUPPRF65333"
