"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","Multiple.Choice.object.2.Response","Multiple.Choice.object.2.Quantised","Random_ID"
1,1711129797766,"22/03/2024 17:49:57",1711129797766,0,"22/03/2024 17:49:57",172741,3,"questionnaire-xamc",NA,36356892,NA,"complete",NA,"65fdc439d78b83735eacceca","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 118.0.0.0","1440x900","1440x783",NA,NA,0,"Attention Check 1 (Clone)",1,"ABJCIDHEGF","Passed AC2",NA,1,2,"SUPPRF61251"
1,1711132767892,"22/03/2024 18:39:27",1711132767892,0,"22/03/2024 18:39:27",172741,3,"questionnaire-xamc",NA,36358575,NA,"complete",NA,"65fdc810943d2c23752a24a8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"Attention Check 1 (Clone)",1,"EFDGCHBIAJ","Passed AC2",NA,1,2,"SUPPRF06189"
1,1711151970934,"22/03/2024 23:59:30",1711151970934,0,"22/03/2024 23:59:30",172741,3,"questionnaire-xamc",NA,36365561,NA,"complete",NA,"65fe1b1d1e16876d59dc5f42","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1470x956","1470x833",NA,NA,0,"Attention Check 1 (Clone)",1,"HIGJFAEBDC","Passed AC2",NA,1,2,"SUPPRF00748"
1,1711297839411,"24/03/2024 16:30:39",1711297839411,0,"24/03/2024 16:30:39",172741,3,"questionnaire-xamc",NA,36394210,NA,"complete",NA,"660054d858ab804f5f5af5b8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","2304x1094",NA,NA,0,"Attention Check 1 (Clone)",1,"FGEHDICJBA","Passed AC2",NA,1,2,"SUPPRF44269"
