"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
24,1711132923773,"22/03/2024 18:42:03",1711132923773,0,"22/03/2024 18:42:03",172741,3,"task-gjqt",NA,36358607,NA,"complete",NA,"65fdc810943d2c23752a24a8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"EFDGCHBIAJ","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",17783.4680000238,17773.368,17783.4680000238,17783.4680000238,17773.368,17783.4680000238,1,17783.4680000238,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF06189"
25,1711132923962,"22/03/2024 18:42:03",1711132923962,0,"22/03/2024 18:42:03",172741,3,"task-gjqt",NA,36358607,NA,"complete",NA,"65fdc810943d2c23752a24a8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"EFDGCHBIAJ","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",17972.6679999523,17957.168,17972.6679999523,17972.6679999523,17957.168,17972.6679999523,1,17972.6679999523,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF06189"
26,1711132924137,"22/03/2024 18:42:04",1711132924137,0,"22/03/2024 18:42:04",172741,3,"task-gjqt",NA,36358607,NA,"complete",NA,"65fdc810943d2c23752a24a8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"EFDGCHBIAJ","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",18148.2679999762,18140.368,18148.2679999762,18148.2679999762,18140.368,18148.2679999762,1,18148.2679999762,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF06189"
27,1711132924316,"22/03/2024 18:42:04",1711132924316,0,"22/03/2024 18:42:04",172741,3,"task-gjqt",NA,36358607,NA,"complete",NA,"65fdc810943d2c23752a24a8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"EFDGCHBIAJ","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",18327.0679999285,18323.668,18327.0679999285,18327.0679999285,18323.668,18327.0679999285,1,18327.0679999285,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF06189"
28,1711132924500,"22/03/2024 18:42:04",1711132924500,0,"22/03/2024 18:42:04",172741,3,"task-gjqt",NA,36358607,NA,"complete",NA,"65fdc810943d2c23752a24a8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"EFDGCHBIAJ","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",18510.9680000238,18507.168,18510.9680000238,18510.9680000238,18507.168,18510.9680000238,1,18510.9680000238,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF06189"
29,1711132924740,"22/03/2024 18:42:04",1711132924740,0,"22/03/2024 18:42:04",172741,3,"task-gjqt",NA,36358607,NA,"complete",NA,"65fdc810943d2c23752a24a8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"EFDGCHBIAJ","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",18751.0679999285,18740.668,18751.0679999285,18751.0679999285,18740.668,18751.0679999285,1,18751.0679999285,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF06189"
30,1711132925373,"22/03/2024 18:42:05",1711132925373,0,"22/03/2024 18:42:05",172741,3,"task-gjqt",NA,36358607,NA,"complete",NA,"65fdc810943d2c23752a24a8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"EFDGCHBIAJ","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",19383.6679999523,19374.268,19383.6679999523,19383.6679999523,19374.268,19383.6679999523,1,19383.6679999523,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF06189"
31,1711132925566,"22/03/2024 18:42:05",1711132925566,0,"22/03/2024 18:42:05",172741,3,"task-gjqt",NA,36358607,NA,"complete",NA,"65fdc810943d2c23752a24a8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"EFDGCHBIAJ","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",19576.6679999523,19574.268,19576.6679999523,19576.6679999523,19574.268,19576.6679999523,1,19576.6679999523,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF06189"
32,1711132925741,"22/03/2024 18:42:05",1711132925741,0,"22/03/2024 18:42:05",172741,3,"task-gjqt",NA,36358607,NA,"complete",NA,"65fdc810943d2c23752a24a8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"EFDGCHBIAJ","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",19751.4680000238,19740.968,19751.4680000238,19751.4680000238,19740.968,19751.4680000238,1,19751.4680000238,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF06189"
33,1711132925870,"22/03/2024 18:42:05",1711132925870,0,"22/03/2024 18:42:05",172741,3,"task-gjqt",NA,36358607,NA,"complete",NA,"65fdc810943d2c23752a24a8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"EFDGCHBIAJ","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",19880.6679999523,19874.568,19880.6679999523,19880.6679999523,19874.568,19880.6679999523,1,19880.6679999523,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF06189"
34,1711132926024,"22/03/2024 18:42:06",1711132926024,0,"22/03/2024 18:42:06",172741,3,"task-gjqt",NA,36358607,NA,"complete",NA,"65fdc810943d2c23752a24a8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"EFDGCHBIAJ","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",20034.4680000238,20024.468,20034.4680000238,20034.4680000238,20024.468,20034.4680000238,1,20034.4680000238,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF06189"
35,1711132926198,"22/03/2024 18:42:06",1711132926198,0,"22/03/2024 18:42:06",172741,3,"task-gjqt",NA,36358607,NA,"complete",NA,"65fdc810943d2c23752a24a8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"EFDGCHBIAJ","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",20208.168,20191.268,20208.168,20208.168,20191.268,20208.168,1,20208.168,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF06189"
36,1711132926320,"22/03/2024 18:42:06",1711132926320,0,"22/03/2024 18:42:06",172741,3,"task-gjqt",NA,36358607,NA,"complete",NA,"65fdc810943d2c23752a24a8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"EFDGCHBIAJ","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",20330.7679999762,20324.368,20330.7679999762,20330.7679999762,20324.368,20330.7679999762,1,20330.7679999762,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF06189"
37,1711132933289,"22/03/2024 18:42:13",1711132933289,0,"22/03/2024 18:42:13",172741,3,"task-gjqt",NA,36358607,NA,"complete",NA,"65fdc810943d2c23752a24a8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"EFDGCHBIAJ","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",27300.368,27293.768,27300.368,27300.368,27293.768,27300.368,1,27300.368,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF06189"
38,1711132946402,"22/03/2024 18:42:26",1711132946402,0,"22/03/2024 18:42:26",172741,3,"task-gjqt",NA,36358607,NA,"complete",NA,"65fdc810943d2c23752a24a8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"EFDGCHBIAJ","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",40413.0679999285,40398.868,40413.0679999285,40413.0679999285,40398.868,40413.0679999285,1,40413.0679999285,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF06189"
39,1711132946406,"22/03/2024 18:42:26",1711132946406,0,"22/03/2024 18:42:26",172741,3,"task-gjqt",NA,36358607,NA,"complete",NA,"65fdc810943d2c23752a24a8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"EFDGCHBIAJ","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",3501.368,40398.868,40415.368,3501.368,40398.868,40415.368,1,3501.368,36914,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPPRF06189"
40,1711132946406,"22/03/2024 18:42:26",1711132946406,0,"22/03/2024 18:42:26",172741,3,"task-gjqt",NA,36358607,NA,"complete",NA,"65fdc810943d2c23752a24a8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"EFDGCHBIAJ","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","0",38264.668,40398.868,40415.368,38264.668,40398.868,40415.368,1,38264.668,2150.7,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPPRF06189"
41,1711132946406,"22/03/2024 18:42:26",1711132946406,0,"22/03/2024 18:42:26",172741,3,"task-gjqt",NA,36358607,NA,"complete",NA,"65fdc810943d2c23752a24a8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"EFDGCHBIAJ","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",15105.968,40398.868,40415.368,15105.968,40398.868,40415.368,1,15105.968,25309.4,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPPRF06189"
42,1711132967383,"22/03/2024 18:42:47",1711132967383,0,"22/03/2024 18:42:47",172741,3,"task-gjqt",NA,36358607,NA,"complete",NA,"65fdc810943d2c23752a24a8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"EFDGCHBIAJ","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",20994.8999999762,20991.5,20994.8999999762,20994.8999999762,20991.5,20994.8999999762,1,20994.8999999762,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPPRF06189"
43,1711132967385,"22/03/2024 18:42:47",1711132967385,0,"22/03/2024 18:42:47",172741,3,"task-gjqt",NA,36358607,NA,"complete",NA,"65fdc810943d2c23752a24a8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"EFDGCHBIAJ","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",19707.2,20991.5,20996.6000000238,19707.2,20991.5,20996.6000000238,1,19707.2,1289.40000002384,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPPRF06189"
44,1711132967385,"22/03/2024 18:42:47",1711132967385,0,"22/03/2024 18:42:47",172741,3,"task-gjqt",NA,36358607,NA,"complete",NA,"65fdc810943d2c23752a24a8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"EFDGCHBIAJ","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","3",10987.4,20991.5,20996.7999999523,10987.4,20991.5,20996.7999999523,1,10987.4,10009.3999999523,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPPRF06189"
45,1711132967385,"22/03/2024 18:42:47",1711132967385,0,"22/03/2024 18:42:47",172741,3,"task-gjqt",NA,36358607,NA,"complete",NA,"65fdc810943d2c23752a24a8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"EFDGCHBIAJ","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","3",13571.9,20991.5,20996.8999999762,13571.9,20991.5,20996.8999999762,1,13571.9,7424.99999997616,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPPRF06189"
46,1711132977917,"22/03/2024 18:42:57",1711132977917,0,"22/03/2024 18:42:57",172741,3,"task-gjqt",NA,36358607,NA,"complete",NA,"65fdc810943d2c23752a24a8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"EFDGCHBIAJ","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",10536.7,10520.3,10536.7,10536.7,10520.3,10536.7,1,10536.7,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPPRF06189"
47,1711132977919,"22/03/2024 18:42:57",1711132977919,0,"22/03/2024 18:42:57",172741,3,"task-gjqt",NA,36358607,NA,"complete",NA,"65fdc810943d2c23752a24a8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"EFDGCHBIAJ","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","4",3417.6,10520.3,10536.7,3417.6,10520.3,10536.7,1,3417.6,7119.10000000001,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPPRF06189"
48,1711132977919,"22/03/2024 18:42:57",1711132977919,0,"22/03/2024 18:42:57",172741,3,"task-gjqt",NA,36358607,NA,"complete",NA,"65fdc810943d2c23752a24a8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"EFDGCHBIAJ","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","3",6018.60000000001,10520.3,10536.7,6018.60000000001,10520.3,10536.7,1,6018.60000000001,4518.10000000001,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPPRF06189"
49,1711132977919,"22/03/2024 18:42:57",1711132977919,0,"22/03/2024 18:42:57",172741,3,"task-gjqt",NA,36358607,NA,"complete",NA,"65fdc810943d2c23752a24a8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"EFDGCHBIAJ","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","3",8352.89999999999,10520.3,10536.7,8352.89999999999,10520.3,10536.7,1,8352.89999999999,2183.80000000002,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPPRF06189"
50,1711132977922,"22/03/2024 18:42:57",1711132977922,0,"22/03/2024 18:42:57",172741,3,"task-gjqt",NA,36358607,NA,"complete",NA,"65fdc810943d2c23752a24a8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"EFDGCHBIAJ","Passed AC2",NA,"Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF06189"
1,1711152124437,"23/03/2024 00:02:04",1711152124437,0,"23/03/2024 00:02:04",172741,3,"task-gjqt",NA,36365583,NA,"complete",NA,"65fe1b1d1e16876d59dc5f42","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1470x956","1470x833",NA,NA,0,"BIQ (Charlotte)",3,"HIGJFAEBDC","Passed AC2",NA,"Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF00748"
2,1711152150271,"23/03/2024 00:02:30",1711152150271,0,"23/03/2024 00:02:30",172741,3,"task-gjqt",NA,36365583,NA,"complete",NA,"65fe1b1d1e16876d59dc5f42","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1470x956","1470x833",NA,NA,0,"BIQ (Charlotte)",3,"HIGJFAEBDC","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",25844.2000000007,25833.2,25844.2000000007,25844.2000000007,25833.2,25844.2000000007,1,25844.2000000007,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF00748"
3,1711152158210,"23/03/2024 00:02:38",1711152158210,0,"23/03/2024 00:02:38",172741,3,"task-gjqt",NA,36365583,NA,"complete",NA,"65fe1b1d1e16876d59dc5f42","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1470x956","1470x833",NA,NA,0,"BIQ (Charlotte)",3,"HIGJFAEBDC","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",33783.4,33766.5,33783.4,33783.4,33766.5,33783.4,1,33783.4,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF00748"
4,1711152159121,"23/03/2024 00:02:39",1711152159121,0,"23/03/2024 00:02:39",172741,3,"task-gjqt",NA,36365583,NA,"complete",NA,"65fe1b1d1e16876d59dc5f42","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1470x956","1470x833",NA,NA,0,"BIQ (Charlotte)",3,"HIGJFAEBDC","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",34694.4,34683.1,34694.4,34694.4,34683.1,34694.4,1,34694.4,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF00748"
5,1711152159308,"23/03/2024 00:02:39",1711152159308,0,"23/03/2024 00:02:39",172741,3,"task-gjqt",NA,36365583,NA,"complete",NA,"65fe1b1d1e16876d59dc5f42","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1470x956","1470x833",NA,NA,0,"BIQ (Charlotte)",3,"HIGJFAEBDC","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",34880.7999999985,34866.4,34880.7999999985,34880.7999999985,34866.4,34880.7999999985,1,34880.7999999985,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF00748"
6,1711152159494,"23/03/2024 00:02:39",1711152159494,0,"23/03/2024 00:02:39",172741,3,"task-gjqt",NA,36365583,NA,"complete",NA,"65fe1b1d1e16876d59dc5f42","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1470x956","1470x833",NA,NA,0,"BIQ (Charlotte)",3,"HIGJFAEBDC","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",35066.5,35049.8,35066.5,35066.5,35049.8,35066.5,1,35066.5,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF00748"
7,1711152160023,"23/03/2024 00:02:40",1711152160023,0,"23/03/2024 00:02:40",172741,3,"task-gjqt",NA,36365583,NA,"complete",NA,"65fe1b1d1e16876d59dc5f42","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1470x956","1470x833",NA,NA,0,"BIQ (Charlotte)",3,"HIGJFAEBDC","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",35596.7000000007,35583,35596.7000000007,35596.7000000007,35583,35596.7000000007,1,35596.7000000007,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF00748"
8,1711152187716,"23/03/2024 00:03:07",1711152187716,0,"23/03/2024 00:03:07",172741,3,"task-gjqt",NA,36365583,NA,"complete",NA,"65fe1b1d1e16876d59dc5f42","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1470x956","1470x833",NA,NA,0,"BIQ (Charlotte)",3,"HIGJFAEBDC","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",63289.5000000015,63282.9,63289.5000000015,63289.5000000015,63282.9,63289.5000000015,1,63289.5000000015,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF00748"
9,1711152187723,"23/03/2024 00:03:07",1711152187723,0,"23/03/2024 00:03:07",172741,3,"task-gjqt",NA,36365583,NA,"complete",NA,"65fe1b1d1e16876d59dc5f42","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1470x956","1470x833",NA,NA,0,"BIQ (Charlotte)",3,"HIGJFAEBDC","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",10566.6,63282.9,63296.7999999985,10566.6,63282.9,63296.7999999985,1,10566.6,52730.1999999985,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPPRF00748"
10,1711152187724,"23/03/2024 00:03:07",1711152187724,0,"23/03/2024 00:03:07",172741,3,"task-gjqt",NA,36365583,NA,"complete",NA,"65fe1b1d1e16876d59dc5f42","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1470x956","1470x833",NA,NA,0,"BIQ (Charlotte)",3,"HIGJFAEBDC","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","2",54248.7,63282.9,63297.2999999985,54248.7,63282.9,63297.2999999985,1,54248.7,9048.59999999851,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPPRF00748"
11,1711152187724,"23/03/2024 00:03:07",1711152187724,0,"23/03/2024 00:03:07",172741,3,"task-gjqt",NA,36365583,NA,"complete",NA,"65fe1b1d1e16876d59dc5f42","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1470x956","1470x833",NA,NA,0,"BIQ (Charlotte)",3,"HIGJFAEBDC","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","3",62082.9,63282.9,63297.7000000007,62082.9,63282.9,63297.7000000007,1,62082.9,1214.80000000075,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPPRF00748"
12,1711152207406,"23/03/2024 00:03:27",1711152207406,0,"23/03/2024 00:03:27",172741,3,"task-gjqt",NA,36365583,NA,"complete",NA,"65fe1b1d1e16876d59dc5f42","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1470x956","1470x833",NA,NA,0,"BIQ (Charlotte)",3,"HIGJFAEBDC","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",19695.8000000007,19683.1,19695.8000000007,19695.8000000007,19683.1,19695.8000000007,1,19695.8000000007,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPPRF00748"
13,1711152212510,"23/03/2024 00:03:32",1711152212510,0,"23/03/2024 00:03:32",172741,3,"task-gjqt",NA,36365583,NA,"complete",NA,"65fe1b1d1e16876d59dc5f42","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1470x956","1470x833",NA,NA,0,"BIQ (Charlotte)",3,"HIGJFAEBDC","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",24799.7,24783.1,24799.7,24799.7,24783.1,24799.7,1,24799.7,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPPRF00748"
14,1711152212511,"23/03/2024 00:03:32",1711152212511,0,"23/03/2024 00:03:32",172741,3,"task-gjqt",NA,36365583,NA,"complete",NA,"65fe1b1d1e16876d59dc5f42","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1470x956","1470x833",NA,NA,0,"BIQ (Charlotte)",3,"HIGJFAEBDC","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","2",23115.9,24783.1,24799.7,23115.9,24783.1,24799.7,1,23115.9,1683.80000000002,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPPRF00748"
15,1711152212511,"23/03/2024 00:03:32",1711152212511,0,"23/03/2024 00:03:32",172741,3,"task-gjqt",NA,36365583,NA,"complete",NA,"65fe1b1d1e16876d59dc5f42","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1470x956","1470x833",NA,NA,0,"BIQ (Charlotte)",3,"HIGJFAEBDC","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","3",9966.60000000001,24783.1,24799.7,9966.60000000001,24783.1,24799.7,1,9966.60000000001,14833.1,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPPRF00748"
16,1711152212511,"23/03/2024 00:03:32",1711152212511,0,"23/03/2024 00:03:32",172741,3,"task-gjqt",NA,36365583,NA,"complete",NA,"65fe1b1d1e16876d59dc5f42","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1470x956","1470x833",NA,NA,0,"BIQ (Charlotte)",3,"HIGJFAEBDC","Passed AC2",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",15849.8,24783.1,24799.7,15849.8,24783.1,24799.7,1,15849.8,8949.90000000001,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPPRF00748"
