"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
1,1711133300949,"22/03/2024 18:48:20",1711133300949,0,"22/03/2024 18:48:20",172741,3,"task-kvtv",NA,36358866,NA,"complete",NA,"65fdc810943d2c23752a24a8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"EFDGCHBIAJ","Passed AC2",NA,"Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF06189"
2,1711133304652,"22/03/2024 18:48:24",1711133304652,0,"22/03/2024 18:48:24",172741,3,"task-kvtv",NA,36358866,NA,"complete",NA,"65fdc810943d2c23752a24a8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"EFDGCHBIAJ","Passed AC2",NA,"Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",3513.30000007153,3501.6,3513.30000007153,3513.30000007153,3501.6,3513.30000007153,1,3513.30000007153,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPPRF06189"
3,1711133308690,"22/03/2024 18:48:28",1711133308690,0,"22/03/2024 18:48:28",172741,3,"task-kvtv",NA,36358866,NA,"complete",NA,"65fdc810943d2c23752a24a8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"EFDGCHBIAJ","Passed AC2",NA,"Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",4050.10000004768,4034.9,4050.10000004768,4050.10000004768,4034.9,4050.10000004768,1,4050.10000004768,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPPRF06189"
4,1711133312088,"22/03/2024 18:48:32",1711133312088,0,"22/03/2024 18:48:32",172741,3,"task-kvtv",NA,36358866,NA,"complete",NA,"65fdc810943d2c23752a24a8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"EFDGCHBIAJ","Passed AC2",NA,"Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",3413.39999997616,3401.2,3413.39999997616,3413.39999997616,3401.2,3413.39999997616,1,3413.39999997616,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPPRF06189"
5,1711133315130,"22/03/2024 18:48:35",1711133315130,0,"22/03/2024 18:48:35",172741,3,"task-kvtv",NA,36358866,NA,"complete",NA,"65fdc810943d2c23752a24a8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"EFDGCHBIAJ","Passed AC2",NA,"Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",3054.10000007152,3051.3,3054.10000007152,3054.10000007152,3051.3,3054.10000007152,1,3054.10000007152,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPPRF06189"
6,1711133317684,"22/03/2024 18:48:37",1711133317684,0,"22/03/2024 18:48:37",172741,3,"task-kvtv",NA,36358866,NA,"complete",NA,"65fdc810943d2c23752a24a8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"EFDGCHBIAJ","Passed AC2",NA,"Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",2556.70000004768,2550.7,2556.70000004768,2556.70000004768,2550.7,2556.70000004768,1,2556.70000004768,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPPRF06189"
7,1711133323236,"22/03/2024 18:48:43",1711133323236,0,"22/03/2024 18:48:43",172741,3,"task-kvtv",NA,36358866,NA,"complete",NA,"65fdc810943d2c23752a24a8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"EFDGCHBIAJ","Passed AC2",NA,"Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",5558.19999997616,5552.4,5558.19999997616,5558.19999997616,5552.4,5558.19999997616,1,5558.19999997616,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPPRF06189"
8,1711133326668,"22/03/2024 18:48:46",1711133326668,0,"22/03/2024 18:48:46",172741,3,"task-kvtv",NA,36358866,NA,"complete",NA,"65fdc810943d2c23752a24a8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"EFDGCHBIAJ","Passed AC2",NA,"Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",3438.00000002384,3434.4,3438.00000002384,3438.00000002384,3434.4,3438.00000002384,1,3438.00000002384,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPPRF06189"
9,1711133330152,"22/03/2024 18:48:50",1711133330152,0,"22/03/2024 18:48:50",172741,3,"task-kvtv",NA,36358866,NA,"complete",NA,"65fdc810943d2c23752a24a8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"EFDGCHBIAJ","Passed AC2",NA,"Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",3487.39999997616,3484.7,3487.39999997616,3487.39999997616,3484.7,3487.39999997616,1,3487.39999997616,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPPRF06189"
10,1711133330154,"22/03/2024 18:48:50",1711133330154,0,"22/03/2024 18:48:50",172741,3,"task-kvtv",NA,36358866,NA,"complete",NA,"65fdc810943d2c23752a24a8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"EFDGCHBIAJ","Passed AC2",NA,"Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF06189"
1,1711152497129,"23/03/2024 00:08:17",1711152497129,0,"23/03/2024 00:08:17",172741,3,"task-kvtv",NA,36365631,NA,"complete",NA,"65fe1b1d1e16876d59dc5f42","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1470x956","1470x833",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"HIGJFAEBDC","Passed AC2",NA,"Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF00748"
2,1711152502105,"23/03/2024 00:08:22",1711152502105,0,"23/03/2024 00:08:22",172741,3,"task-kvtv",NA,36365631,NA,"complete",NA,"65fe1b1d1e16876d59dc5f42","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1470x956","1470x833",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"HIGJFAEBDC","Passed AC2",NA,"Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",4894.40000000075,4883.3,4894.40000000075,4894.40000000075,4883.3,4894.40000000075,1,4894.40000000075,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPPRF00748"
3,1711152505177,"23/03/2024 00:08:25",1711152505177,0,"23/03/2024 00:08:25",172741,3,"task-kvtv",NA,36365631,NA,"complete",NA,"65fe1b1d1e16876d59dc5f42","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1470x956","1470x833",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"HIGJFAEBDC","Passed AC2",NA,"Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",3083.4,3066.7,3083.4,3083.4,3066.7,3083.4,1,3083.4,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPPRF00748"
4,1711152527830,"23/03/2024 00:08:47",1711152527830,0,"23/03/2024 00:08:47",172741,3,"task-kvtv",NA,36365631,NA,"complete",NA,"65fe1b1d1e16876d59dc5f42","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1470x956","1470x833",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"HIGJFAEBDC","Passed AC2",NA,"Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",22669.4000000007,22666.5,22669.4000000007,22669.4000000007,22666.5,22669.4000000007,1,22669.4000000007,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPPRF00748"
5,1711152544929,"23/03/2024 00:09:04",1711152544929,0,"23/03/2024 00:09:04",172741,3,"task-kvtv",NA,36365631,NA,"complete",NA,"65fe1b1d1e16876d59dc5f42","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1470x956","1470x833",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"HIGJFAEBDC","Passed AC2",NA,"Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",17102.300000003,17099.9,17102.300000003,17102.300000003,17099.9,17102.300000003,1,17102.300000003,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPPRF00748"
6,1711152551314,"23/03/2024 00:09:11",1711152551314,0,"23/03/2024 00:09:11",172741,3,"task-kvtv",NA,36365631,NA,"complete",NA,"65fe1b1d1e16876d59dc5f42","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1470x956","1470x833",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"HIGJFAEBDC","Passed AC2",NA,"Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",6386.90000000298,6382.8,6386.90000000298,6386.90000000298,6382.8,6386.90000000298,1,6386.90000000298,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPPRF00748"
7,1711152555998,"23/03/2024 00:09:15",1711152555998,0,"23/03/2024 00:09:15",172741,3,"task-kvtv",NA,36365631,NA,"complete",NA,"65fe1b1d1e16876d59dc5f42","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1470x956","1470x833",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"HIGJFAEBDC","Passed AC2",NA,"Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",4688.50000000149,4683.8,4688.50000000149,4688.50000000149,4683.8,4688.50000000149,1,4688.50000000149,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPPRF00748"
8,1711152559683,"23/03/2024 00:09:19",1711152559683,0,"23/03/2024 00:09:19",172741,3,"task-kvtv",NA,36365631,NA,"complete",NA,"65fe1b1d1e16876d59dc5f42","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1470x956","1470x833",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"HIGJFAEBDC","Passed AC2",NA,"Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",3689.70000000149,3683.2,3689.70000000149,3689.70000000149,3683.2,3689.70000000149,1,3689.70000000149,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPPRF00748"
9,1711152562049,"23/03/2024 00:09:22",1711152562049,0,"23/03/2024 00:09:22",172741,3,"task-kvtv",NA,36365631,NA,"complete",NA,"65fe1b1d1e16876d59dc5f42","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1470x956","1470x833",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"HIGJFAEBDC","Passed AC2",NA,"Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",2372.20000000075,2366.7,2372.20000000075,2372.20000000075,2366.7,2372.20000000075,1,2372.20000000075,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPPRF00748"
10,1711152562052,"23/03/2024 00:09:22",1711152562052,0,"23/03/2024 00:09:22",172741,3,"task-kvtv",NA,36365631,NA,"complete",NA,"65fe1b1d1e16876d59dc5f42","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1470x956","1470x833",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"HIGJFAEBDC","Passed AC2",NA,"Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF00748"
1,1711298958905,"24/03/2024 16:49:18",1711298958905,0,"24/03/2024 16:49:18",172741,3,"task-kvtv",NA,36394772,NA,"complete",NA,"660054d858ab804f5f5af5b8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1920x912",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"FGEHDICJBA","Passed AC2",NA,"Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF44269"
2,1711298962518,"24/03/2024 16:49:22",1711298962518,0,"24/03/2024 16:49:22",172741,3,"task-kvtv",NA,36394772,NA,"complete",NA,"660054d858ab804f5f5af5b8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1920x912",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"FGEHDICJBA","Passed AC2",NA,"Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",3341.60000002384,3333.2,3341.60000002384,3341.60000002384,3333.2,3341.60000002384,1,3341.60000002384,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPPRF44269"
3,1711298973451,"24/03/2024 16:49:33",1711298973451,0,"24/03/2024 16:49:33",172741,3,"task-kvtv",NA,36394772,NA,"complete",NA,"660054d858ab804f5f5af5b8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1920x912",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"FGEHDICJBA","Passed AC2",NA,"Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",10941.4000000238,10933.3,10941.4000000238,10941.4000000238,10933.3,10941.4000000238,1,10941.4000000238,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPPRF44269"
4,1711298988020,"24/03/2024 16:49:48",1711298988020,0,"24/03/2024 16:49:48",172741,3,"task-kvtv",NA,36394772,NA,"complete",NA,"660054d858ab804f5f5af5b8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1920x912",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"FGEHDICJBA","Passed AC2",NA,"Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",14576.7000000477,14567,14576.7000000477,14576.7000000477,14567,14576.7000000477,1,14576.7000000477,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPPRF44269"
5,1711299259445,"24/03/2024 16:54:19",1711299259445,0,"24/03/2024 16:54:19",172741,3,"task-kvtv",NA,36394772,NA,"complete",NA,"660054d858ab804f5f5af5b8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1920x912",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"FGEHDICJBA","Passed AC2",NA,"Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",271435,271419.4,271435,271435,271419.4,271435,1,271435,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPPRF44269"
6,1711299274169,"24/03/2024 16:54:34",1711299274169,0,"24/03/2024 16:54:34",172741,3,"task-kvtv",NA,36394772,NA,"complete",NA,"660054d858ab804f5f5af5b8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1920x912",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"FGEHDICJBA","Passed AC2",NA,"Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",14739.4999999761,14733.7,14739.4999999761,14739.4999999761,14733.7,14739.4999999761,1,14739.4999999761,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPPRF44269"
7,1711299289794,"24/03/2024 16:54:49",1711299289794,0,"24/03/2024 16:54:49",172741,3,"task-kvtv",NA,36394772,NA,"complete",NA,"660054d858ab804f5f5af5b8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1920x912",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"FGEHDICJBA","Passed AC2",NA,"Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",15631.5000000239,15616.9,15631.5000000239,15631.5000000239,15616.9,15631.5000000239,1,15631.5000000239,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPPRF44269"
8,1711299294415,"24/03/2024 16:54:54",1711299294415,0,"24/03/2024 16:54:54",172741,3,"task-kvtv",NA,36394772,NA,"complete",NA,"660054d858ab804f5f5af5b8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1920x912",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"FGEHDICJBA","Passed AC2",NA,"Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",4635.79999995232,4633.40000000002,4635.79999995232,4635.79999995232,4633.40000000002,4635.79999995232,1,4635.79999995232,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPPRF44269"
9,1711299298172,"24/03/2024 16:54:58",1711299298172,0,"24/03/2024 16:54:58",172741,3,"task-kvtv",NA,36394772,NA,"complete",NA,"660054d858ab804f5f5af5b8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1920x912",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"FGEHDICJBA","Passed AC2",NA,"Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",3758.70000002382,3749.89999999997,3758.70000002382,3758.70000002382,3749.89999999997,3758.70000002382,1,3758.70000002382,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPPRF44269"
