"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","Multiple.Choice.Grid.object.2.I.swim.across.the.Atlantic.Ocean.to.get.to.work.every.day","Multiple.Choice.Grid.object.2.I.swim.across.the.Atlantic.Ocean.to.get.to.work.every.day.Quantised","Random_ID"
1,1711130823064,"22/03/2024 18:07:03",1711130823064,0,"22/03/2024 18:07:03",172741,3,"questionnaire-wop8",NA,36357505,NA,"complete",NA,"65fdc439d78b83735eacceca","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 118.0.0.0","1440x900","1128x705",NA,NA,0,"Attention Check 2 (Clone)",1,"ABJCIDHEGF","Passed AC2",NA,"1-0",1,"SUPPRF61251"
1,1711133292624,"22/03/2024 18:48:12",1711133292624,0,"22/03/2024 18:48:12",172741,3,"questionnaire-wop8",NA,36358862,NA,"complete",NA,"65fdc810943d2c23752a24a8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"Attention Check 2 (Clone)",1,"EFDGCHBIAJ","Passed AC2",NA,"1-0",1,"SUPPRF06189"
1,1711152485272,"23/03/2024 00:08:05",1711152485272,0,"23/03/2024 00:08:05",172741,3,"questionnaire-wop8",NA,36365630,NA,"complete",NA,"65fe1b1d1e16876d59dc5f42","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1470x956","1470x833",NA,NA,0,"Attention Check 2 (Clone)",1,"HIGJFAEBDC","Passed AC2",NA,"1-0",1,"SUPPRF00748"
1,1711298950397,"24/03/2024 16:49:10",1711298950397,0,"24/03/2024 16:49:10",172741,3,"questionnaire-wop8",NA,36394766,NA,"complete",NA,"660054d858ab804f5f5af5b8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1920x912",NA,NA,0,"Attention Check 2 (Clone)",1,"FGEHDICJBA","Passed AC2",NA,"1-0",1,"SUPPRF44269"
