"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.ln1a","randomiser.vzsr","branch.hkzp","randomiser.ywar","randomiser.q6ah","order.ot79","randomiser.ahe2","randomiser.ckhi","randomiser.lqqr","randomiser.pobd","randomiser.8gdj","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Spreadsheet..stimulus","Manipulation..Spreadsheet","Random_ID"
"1",1689006994865,"10/07/2023 16:36:34",1689010594865,1,"10/07/2023 18:36:34",137495,33,"task-71ex",NA,30600265,9085468,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x720","1280x720",NA,NA,NA,"JV Task P1",8,"Anxious",NA,"In",NA,NA,"CDBEAFKGJHI",NA,NA,"B (MDot First)",2,213,"SS1","SS1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","","",NA,"SUPTM50909"
"2",1689006998617,"10/07/2023 16:36:38",1689010598617,1,"10/07/2023 18:36:38",137495,33,"task-71ex",NA,30600265,9085468,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x720","1280x720",NA,NA,NA,"JV Task P1",8,"Anxious",NA,"In",NA,NA,"CDBEAFKGJHI",NA,NA,"B (MDot First)",2,213,"SS1","SS1",1,"J","Judginess","w2ir4b",1,"continue","",3120.36600014305,3114.297,3120.36600014305,3120.36600014305,3114.297,3120.36600014305,1,3120.36600014305,0,0,NA,"Click To Continue","Continue Button",1,"object-14","J","CFD-AF-233-190-N.jpg",NA,"SUPTM50909"
"3",1689006998617,"10/07/2023 16:36:38",1689010598617,1,"10/07/2023 18:36:38",137495,33,"task-71ex",NA,30600265,9085468,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x720","1280x720",NA,NA,NA,"JV Task P1",8,"Anxious",NA,"In",NA,NA,"CDBEAFKGJHI",NA,NA,"B (MDot First)",2,213,"SS1","SS1",1,"J","Judginess","w2ir4b",1,"response","62",2414.807,3114.297,3121.06600019073,2414.807,3114.297,3121.06600019073,1,2414.807,706.259000190735,0,NA,"Slider","J",3,"object-18","J","CFD-AF-233-190-N.jpg",NA,"SUPTM50909"
"4",1689006999577,"10/07/2023 16:36:39",1689010599577,1,"10/07/2023 18:36:39",137495,33,"task-71ex",NA,30600265,9085468,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x720","1280x720",NA,NA,NA,"JV Task P1",8,"Anxious",NA,"In",NA,NA,"CDBEAFKGJHI",NA,NA,"B (MDot First)",2,213,"SS1","SS1",1,"J","Fixation","mtm832",2,"continue","",966.104,966.104,966.104,966.104,966.104,966.104,1,966.104,0,0,NA,"Fixation Timing","Fixation",1,"object-65","J","CFD-AF-233-190-N.jpg",NA,"SUPTM50909"
"5",1689007002529,"10/07/2023 16:36:42",1689010602529,1,"10/07/2023 18:36:42",137495,33,"task-71ex",NA,30600265,9085468,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x720","1280x720",NA,NA,NA,"JV Task P1",8,"Anxious",NA,"In",NA,NA,"CDBEAFKGJHI",NA,NA,"B (MDot First)",2,213,"SS1","SS1",1,"V","Valence","sn1sjn",1,"continue","",2952.96500014305,2947.2,2952.96500014305,2952.96500014305,2947.2,2952.96500014305,1,2952.96500014305,0,0,NA,"Click To Continue","Continue Button",1,"object-25","V","CFD-AM-225-102-H.jpeg",NA,"SUPTM50909"
"6",1689007002530,"10/07/2023 16:36:42",1689010602530,1,"10/07/2023 18:36:42",137495,33,"task-71ex",NA,30600265,9085468,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x720","1280x720",NA,NA,NA,"JV Task P1",8,"Anxious",NA,"In",NA,NA,"CDBEAFKGJHI",NA,NA,"B (MDot First)",2,213,"SS1","SS1",1,"V","Valence","sn1sjn",1,"response","66",2014.779,2947.2,2953.26500009537,2014.779,2947.2,2953.26500009537,1,2014.779,938.486000095368,0,NA,"Slider","J",3,"object-27","V","CFD-AM-225-102-H.jpeg",NA,"SUPTM50909"
"7",1689007003490,"10/07/2023 16:36:43",1689010603490,1,"10/07/2023 18:36:43",137495,33,"task-71ex",NA,30600265,9085468,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x720","1280x720",NA,NA,NA,"JV Task P1",8,"Anxious",NA,"In",NA,NA,"CDBEAFKGJHI",NA,NA,"B (MDot First)",2,213,"SS1","SS1",1,"V","Fixation","aydkg3",2,"continue","",965.876,965.876,965.876,965.876,965.876,965.876,1,965.876,0,0,NA,"Fixation Timing","Fixation",1,"object-21","V","CFD-AM-225-102-H.jpeg",NA,"SUPTM50909"
"8",1689007008426,"10/07/2023 16:36:48",1689010608426,1,"10/07/2023 18:36:48",137495,33,"task-71ex",NA,30600265,9085468,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x720","1280x720",NA,NA,NA,"JV Task P1",8,"Anxious",NA,"In",NA,NA,"CDBEAFKGJHI",NA,NA,"B (MDot First)",2,213,"SS1","SS1",2,"J","Judginess","w2ir4b",1,"continue","",4935.98900004768,4929.287,4935.98900004768,4935.98900004768,4929.287,4935.98900004768,1,4935.98900004768,0,0,NA,"Click To Continue","Continue Button",1,"object-14","J","CFD-WF-030-002-N.jpg",NA,"SUPTM50909"
"9",1689007008429,"10/07/2023 16:36:48",1689010608429,1,"10/07/2023 18:36:48",137495,33,"task-71ex",NA,30600265,9085468,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x720","1280x720",NA,NA,NA,"JV Task P1",8,"Anxious",NA,"In",NA,NA,"CDBEAFKGJHI",NA,NA,"B (MDot First)",2,213,"SS1","SS1",2,"J","Judginess","w2ir4b",1,"response","63",3980.199,4929.287,4939.88900014305,3980.199,4929.287,4939.88900014305,1,3980.199,959.690000143051,0,NA,"Slider","J",3,"object-18","J","CFD-WF-030-002-N.jpg",NA,"SUPTM50909"
"10",1689007009385,"10/07/2023 16:36:49",1689010609385,1,"10/07/2023 18:36:49",137495,33,"task-71ex",NA,30600265,9085468,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x720","1280x720",NA,NA,NA,"JV Task P1",8,"Anxious",NA,"In",NA,NA,"CDBEAFKGJHI",NA,NA,"B (MDot First)",2,213,"SS1","SS1",2,"J","Fixation","mtm832",2,"continue","",965.849,965.849,965.849,965.849,965.849,965.849,1,965.849,0,0,NA,"Fixation Timing","Fixation",1,"object-65","J","CFD-WF-030-002-N.jpg",NA,"SUPTM50909"
