"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.ln1a","randomiser.vzsr","branch.hkzp","randomiser.ywar","randomiser.q6ah","order.ot79","randomiser.ahe2","randomiser.ckhi","randomiser.lqqr","randomiser.pobd","randomiser.8gdj","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"1",1689014111127,"10/07/2023 18:35:11",1689017711127,1,"10/07/2023 20:35:11",137495,33,"task-o14k",NA,30602131,9085792,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x960","1707x809",NA,NA,NA,"Pre-MDoT",6,"NonAnxious",NA,"In","B",NA,"FGEHDICJBKA","A",NA,NA,NA,NA,"Spreadsheet1","Spreadsheet1",NA,NA,"","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"",NA,NA,"SUPTM34679"
"2",1689014115006,"10/07/2023 18:35:15",1689017715006,1,"10/07/2023 20:35:15",137495,33,"task-o14k",NA,30602131,9085792,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x960","1707x809",NA,NA,NA,"Pre-MDoT",6,"NonAnxious",NA,"In","B",NA,"FGEHDICJBKA","A",NA,NA,NA,NA,"Spreadsheet1","Spreadsheet1",1,1,"Screen 1","sxe7vp",1,"continue","",3905.556,3899.862,3905.556,3905.556,3899.862,3905.556,1,3905.556,0,0,NA,"Click To Continue","Click To Continue",2,"object-5",1,NA,"SUPTM34679"
"3",1689014115007,"10/07/2023 18:35:15",1689017715007,1,"10/07/2023 20:35:15",137495,33,"task-o14k",NA,30602131,9085792,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x960","1707x809",NA,NA,NA,"Pre-MDoT",6,"NonAnxious",NA,"In","B",NA,"FGEHDICJBKA","A",NA,NA,NA,NA,"Spreadsheet1","Spreadsheet1",NA,NA,"","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"",NA,NA,"SUPTM34679"
"1",1689002642425,"10/07/2023 15:24:02",1689006242425,1,"10/07/2023 17:24:02",137495,33,"task-o14k",NA,30599089,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"Pre-MDoT",6,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A",NA,NA,NA,NA,"Spreadsheet1","Spreadsheet1",NA,NA,"","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"",NA,NA,"SUPTM15998"
"2",1689002657975,"10/07/2023 15:24:17",1689006257975,1,"10/07/2023 17:24:17",137495,33,"task-o14k",NA,30599089,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"Pre-MDoT",6,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A",NA,NA,NA,NA,"Spreadsheet1","Spreadsheet1",1,1,"Screen 1","sxe7vp",1,"continue","",15568.7350000238,15566.926,15568.7350000238,15568.7350000238,15566.926,15568.7350000238,1,15568.7350000238,0,0,NA,"Click To Continue","Click To Continue",2,"object-5",1,NA,"SUPTM15998"
"3",1689002657978,"10/07/2023 15:24:17",1689006257978,1,"10/07/2023 17:24:17",137495,33,"task-o14k",NA,30599089,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"Pre-MDoT",6,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A",NA,NA,NA,NA,"Spreadsheet1","Spreadsheet1",NA,NA,"","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"",NA,NA,"SUPTM15998"
