"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.ln1a","randomiser.vzsr","branch.hkzp","randomiser.ywar","randomiser.q6ah","order.ot79","randomiser.ahe2","randomiser.ckhi","randomiser.lqqr","randomiser.pobd","randomiser.8gdj","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Spreadsheet..stimulus","Manipulation..Spreadsheet","Random_ID"
"1",1689004316841,"10/07/2023 15:51:56",1688989916841,-4,"10/07/2023 07:51:56",137495,33,"task-x17x",NA,30599620,9084322,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1370x703","1366x699",NA,NA,NA,"JV Task P1",8,"Anxious",NA,"In",NA,NA,"IJHKGAFBECD",NA,NA,"B (MDot First)",1,231,"SS1","SS1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","","",NA,"SUPTM96648"
"2",1689004332261,"10/07/2023 15:52:12",1688989932261,-4,"10/07/2023 07:52:12",137495,33,"task-x17x",NA,30599620,9084322,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1370x703","1366x699",NA,NA,NA,"JV Task P1",8,"Anxious",NA,"In",NA,NA,"IJHKGAFBECD",NA,NA,"B (MDot First)",1,231,"SS1","SS1",1,"V","Valence","sn1sjn",1,"continue","",8085,8068,8085,8085,8068,8085,1,8085,0,0,NA,"Click To Continue","Continue Button",1,"object-25","V","CFD-AM-223-138-N.jpg",NA,"SUPTM96648"
"3",1689004332264,"10/07/2023 15:52:12",1688989932264,-4,"10/07/2023 07:52:12",137495,33,"task-x17x",NA,30599620,9084322,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1370x703","1366x699",NA,NA,NA,"JV Task P1",8,"Anxious",NA,"In",NA,NA,"IJHKGAFBECD",NA,NA,"B (MDot First)",1,231,"SS1","SS1",1,"V","Valence","sn1sjn",1,"response","41",6071,8068,8085,6071,8068,8085,1,6071,2014,0,NA,"Slider","J",3,"object-27","V","CFD-AM-223-138-N.jpg",NA,"SUPTM96648"
"4",1689004333207,"10/07/2023 15:52:13",1688989933207,-4,"10/07/2023 07:52:13",137495,33,"task-x17x",NA,30599620,9084322,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1370x703","1366x699",NA,NA,NA,"JV Task P1",8,"Anxious",NA,"In",NA,NA,"IJHKGAFBECD",NA,NA,"B (MDot First)",1,231,"SS1","SS1",1,"V","Fixation","aydkg3",2,"continue","",964,964,964,964,964,964,1,964,0,0,NA,"Fixation Timing","Fixation",1,"object-21","V","CFD-AM-223-138-N.jpg",NA,"SUPTM96648"
"5",1689004341099,"10/07/2023 15:52:21",1688989941099,-4,"10/07/2023 07:52:21",137495,33,"task-x17x",NA,30599620,9084322,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1370x703","1366x699",NA,NA,NA,"JV Task P1",8,"Anxious",NA,"In",NA,NA,"IJHKGAFBECD",NA,NA,"B (MDot First)",1,231,"SS1","SS1",2,"V","Valence","sn1sjn",1,"continue","",4665,4657,4665,4665,4657,4665,1,4665,0,0,NA,"Click To Continue","Continue Button",1,"object-25","V","CFD-MF-315-002-N.jpg",NA,"SUPTM96648"
"6",1689004341100,"10/07/2023 15:52:21",1688989941100,-4,"10/07/2023 07:52:21",137495,33,"task-x17x",NA,30599620,9084322,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1370x703","1366x699",NA,NA,NA,"JV Task P1",8,"Anxious",NA,"In",NA,NA,"IJHKGAFBECD",NA,NA,"B (MDot First)",1,231,"SS1","SS1",2,"V","Valence","sn1sjn",1,"response","64",2711,4657,4666,2711,4657,4666,1,2711,1955,0,NA,"Slider","J",3,"object-27","V","CFD-MF-315-002-N.jpg",NA,"SUPTM96648"
"7",1689004342058,"10/07/2023 15:52:22",1688989942058,-4,"10/07/2023 07:52:22",137495,33,"task-x17x",NA,30599620,9084322,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1370x703","1366x699",NA,NA,NA,"JV Task P1",8,"Anxious",NA,"In",NA,NA,"IJHKGAFBECD",NA,NA,"B (MDot First)",1,231,"SS1","SS1",2,"V","Fixation","aydkg3",2,"continue","",965,965,965,965,965,965,1,965,0,0,NA,"Fixation Timing","Fixation",1,"object-21","V","CFD-MF-315-002-N.jpg",NA,"SUPTM96648"
"8",1689004344603,"10/07/2023 15:52:24",1688989944603,-4,"10/07/2023 07:52:24",137495,33,"task-x17x",NA,30599620,9084322,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1370x703","1366x699",NA,NA,NA,"JV Task P1",8,"Anxious",NA,"In",NA,NA,"IJHKGAFBECD",NA,NA,"B (MDot First)",1,231,"SS1","SS1",1,"J","Judginess","w2ir4b",1,"continue","",2544,2528,2544,2544,2528,2544,1,2544,0,0,NA,"Click To Continue","Continue Button",1,"object-14","J","CFD-BM-016-036-N.jpg",NA,"SUPTM96648"
"9",1689004344608,"10/07/2023 15:52:24",1688989944608,-4,"10/07/2023 07:52:24",137495,33,"task-x17x",NA,30599620,9084322,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1370x703","1366x699",NA,NA,NA,"JV Task P1",8,"Anxious",NA,"In",NA,NA,"IJHKGAFBECD",NA,NA,"B (MDot First)",1,231,"SS1","SS1",1,"J","Judginess","w2ir4b",1,"response","37",1397,2528,2544,1397,2528,2544,1,1397,1147,0,NA,"Slider","J",3,"object-18","J","CFD-BM-016-036-N.jpg",NA,"SUPTM96648"
"10",1689004345549,"10/07/2023 15:52:25",1688989945549,-4,"10/07/2023 07:52:25",137495,33,"task-x17x",NA,30599620,9084322,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1370x703","1366x699",NA,NA,NA,"JV Task P1",8,"Anxious",NA,"In",NA,NA,"IJHKGAFBECD",NA,NA,"B (MDot First)",1,231,"SS1","SS1",1,"J","Fixation","mtm832",2,"continue","",965,965,965,965,965,965,1,965,0,0,NA,"Fixation Timing","Fixation",1,"object-65","J","CFD-BM-016-036-N.jpg",NA,"SUPTM96648"
"11",1689004349068,"10/07/2023 15:52:29",1688989949068,-4,"10/07/2023 07:52:29",137495,33,"task-x17x",NA,30599620,9084322,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1370x703","1366x699",NA,NA,NA,"JV Task P1",8,"Anxious",NA,"In",NA,NA,"IJHKGAFBECD",NA,NA,"B (MDot First)",1,231,"SS1","SS1",3,"V","Valence","sn1sjn",1,"continue","",3519,3510,3519,3519,3510,3519,1,3519,0,0,NA,"Click To Continue","Continue Button",1,"object-25","V","CFD-WF-024-003-S.jpeg",NA,"SUPTM96648"
