"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.ln1a","randomiser.vzsr","branch.hkzp","randomiser.ywar","randomiser.q6ah","order.ot79","randomiser.ahe2","randomiser.ckhi","randomiser.lqqr","randomiser.pobd","randomiser.8gdj","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Spreadsheet..stimulus","Spreadsheet..P","Spreadsheet..N","Manipulation..Spreadsheet","Random_ID"
"35",1688988572482,"10/07/2023 11:29:32",1688992172482,1,"10/07/2023 13:29:32",137495,33,"task-p9mv",NA,30591175,9082357,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x657",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In",NA,NA,"BCADKEJFIGH","B","B",NA,NA,NA,1,1,4,"Positive Feedback","Fixation","mtm832",2,"continue","",966.527999999991,966.527999999991,966.527999999991,966.527999999991,966.527999999991,966.527999999991,1,966.527999999991,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P3_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM45532"
"36",1688988698621,"10/07/2023 11:31:38",1688992298621,1,"10/07/2023 13:31:38",137495,33,"task-p9mv",NA,30591175,9082357,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x657",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In",NA,NA,"BCADKEJFIGH","B","B",NA,NA,NA,1,1,4,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",126146.121000048,126131.568,126146.121000048,126146.121000048,126131.568,126146.121000048,1,126146.121000048,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P5_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM45532"
"37",1688988698626,"10/07/2023 11:31:38",1688992298626,1,"10/07/2023 13:31:38",137495,33,"task-p9mv",NA,30591175,9082357,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x657",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In",NA,NA,"BCADKEJFIGH","B","B",NA,NA,NA,1,1,4,"Neutral Feedback","Screen 1","3zrml3",1,"response","Mid result",27129.487,126131.568,126148.241,27129.487,126131.568,126148.241,1,27129.487,99018.754,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P5_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM45532"
"38",1688988698627,"10/07/2023 11:31:38",1688992298627,1,"10/07/2023 13:31:38",137495,33,"task-p9mv",NA,30591175,9082357,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x657",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In",NA,NA,"BCADKEJFIGH","B","B",NA,NA,NA,1,1,4,"Neutral Feedback","Screen 1","3zrml3",1,"response","Normal standard",14114.601,126131.568,126148.241,14114.601,126131.568,126148.241,1,14114.601,112033.64,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P5_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM45532"
"39",1688988699573,"10/07/2023 11:31:39",1688992299573,1,"10/07/2023 13:31:39",137495,33,"task-p9mv",NA,30591175,9082357,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x657",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In",NA,NA,"BCADKEJFIGH","B","B",NA,NA,NA,1,1,4,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",966.542000000016,966.542000000016,966.542000000016,966.542000000016,966.542000000016,966.542000000016,1,966.542000000016,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P5_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM45532"
"40",1688988733678,"10/07/2023 11:32:13",1688992333678,1,"10/07/2023 13:32:13",137495,33,"task-p9mv",NA,30591175,9082357,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x657",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In",NA,NA,"BCADKEJFIGH","B","B",NA,NA,NA,1,1,5,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",34094.409,34078.39,34094.409,34094.409,34078.39,34094.409,1,34094.409,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P1_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM45532"
"41",1688988733684,"10/07/2023 11:32:13",1688992333684,1,"10/07/2023 13:32:13",137495,33,"task-p9mv",NA,30591175,9082357,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x657",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In",NA,NA,"BCADKEJFIGH","B","B",NA,NA,NA,1,1,5,"Neutral Feedback","Screen 1","3zrml3",1,"response","Normal flow",16980.934,34078.39,34094.409,16980.934,34078.39,34094.409,1,16980.934,17113.475,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P1_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM45532"
"42",1688988733686,"10/07/2023 11:32:13",1688992333686,1,"10/07/2023 13:32:13",137495,33,"task-p9mv",NA,30591175,9082357,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x657",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In",NA,NA,"BCADKEJFIGH","B","B",NA,NA,NA,1,1,5,"Neutral Feedback","Screen 1","3zrml3",1,"response","Average",4849.20699999999,34078.39,34094.409,4849.20699999999,34078.39,34094.409,1,4849.20699999999,29245.202,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P1_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM45532"
"43",1688988734626,"10/07/2023 11:32:14",1688992334626,1,"10/07/2023 13:32:14",137495,33,"task-p9mv",NA,30591175,9082357,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x657",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In",NA,NA,"BCADKEJFIGH","B","B",NA,NA,NA,1,1,5,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",966.466999999946,966.466999999946,966.466999999946,966.466999999946,966.466999999946,966.466999999946,1,966.466999999946,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P1_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM45532"
"44",1688988918003,"10/07/2023 11:35:18",1688992518003,1,"10/07/2023 13:35:18",137495,33,"task-p9mv",NA,30591175,9082357,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x657",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In",NA,NA,"BCADKEJFIGH","B","B",NA,NA,NA,1,1,NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","","","","",NA,"SUPTM45532"
"45",1688988946512,"10/07/2023 11:35:46",1688992546512,1,"10/07/2023 13:35:46",137495,33,"task-p9mv",NA,30591175,9082357,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x657",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In",NA,NA,"BCADKEJFIGH","B","B",NA,NA,NA,1,1,5,"Positive Feedback","Video","w2ir4b",1,"continue","",25962.3719999762,25946.339,25962.3719999762,25962.3719999762,25946.339,25962.3719999762,1,25962.3719999762,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM45532"
"46",1688988946519,"10/07/2023 11:35:46",1688992546519,1,"10/07/2023 13:35:46",137495,33,"task-p9mv",NA,30591175,9082357,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x657",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In",NA,NA,"BCADKEJFIGH","B","B",NA,NA,NA,1,1,5,"Positive Feedback","Video","w2ir4b",1,"response","Nice approach",14197.962,25946.339,25962.963,14197.962,25946.339,25962.963,1,14197.962,11765.001,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM45532"
"47",1688988946520,"10/07/2023 11:35:46",1688992546520,1,"10/07/2023 13:35:46",137495,33,"task-p9mv",NA,30591175,9082357,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x657",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In",NA,NA,"BCADKEJFIGH","B","B",NA,NA,NA,1,1,5,"Positive Feedback","Video","w2ir4b",1,"response","Job well done",6149.081,25946.339,25962.963,6149.081,25946.339,25962.963,1,6149.081,19813.882,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM45532"
"48",1688988947461,"10/07/2023 11:35:47",1688992547461,1,"10/07/2023 13:35:47",137495,33,"task-p9mv",NA,30591175,9082357,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x657",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In",NA,NA,"BCADKEJFIGH","B","B",NA,NA,NA,1,1,5,"Positive Feedback","Fixation","mtm832",2,"continue","",966.553,966.553,966.553,966.553,966.553,966.553,1,966.553,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM45532"
"49",1688988947473,"10/07/2023 11:35:47",1688992547473,1,"10/07/2023 13:35:47",137495,33,"task-p9mv",NA,30591175,9082357,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x657",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In",NA,NA,"BCADKEJFIGH","B","B",NA,NA,NA,1,1,NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","","","","",NA,"SUPTM45532"
"1",1688996293876,"10/07/2023 13:38:13",1688981893876,-4,"10/07/2023 05:38:13",137495,33,"task-p9mv",NA,30594626,9083342,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1920x1080","1920x927",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In",NA,NA,"HIGJFKEADBC","B","B",NA,NA,NA,1,1,NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","","","","",NA,"SUPTM14619"
"2",1688998125503,"10/07/2023 14:08:45",1688983725503,-4,"10/07/2023 06:08:45",137495,33,"task-p9mv",NA,30594626,9083342,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1920x1080","1920x927",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In",NA,NA,"HIGJFKEADBC","B","B",NA,NA,NA,1,1,NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","","","","",NA,"SUPTM14619"
"3",1688998445496,"10/07/2023 14:14:05",1688984045496,-4,"10/07/2023 06:14:05",137495,33,"task-p9mv",NA,30594626,9083342,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1920x1080","1920x927",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In",NA,NA,"HIGJFKEADBC","B","B",NA,NA,NA,1,1,1,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",319258.725,319247.036,319258.725,319258.725,319247.036,319258.725,1,319258.725,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM14619"
"4",1688998445499,"10/07/2023 14:14:05",1688984045499,-4,"10/07/2023 06:14:05",137495,33,"task-p9mv",NA,30594626,9083342,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1920x1080","1920x927",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In",NA,NA,"HIGJFKEADBC","B","B",NA,NA,NA,1,1,1,"Neutral Feedback","Screen 1","3zrml3",1,"response","People",316646.925,319247.036,319263.741,316646.925,319247.036,319263.741,1,316646.925,2616.81600000005,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM14619"
"5",1688998445499,"10/07/2023 14:14:05",1688984045499,-4,"10/07/2023 06:14:05",137495,33,"task-p9mv",NA,30594626,9083342,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1920x1080","1920x927",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In",NA,NA,"HIGJFKEADBC","B","B",NA,NA,NA,1,1,1,"Neutral Feedback","Screen 1","3zrml3",1,"response","Friendship",257577.68,319247.036,319263.741,257577.68,319247.036,319263.741,1,257577.68,61686.061,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM14619"
"6",1688998446448,"10/07/2023 14:14:06",1688984046448,-4,"10/07/2023 06:14:06",137495,33,"task-p9mv",NA,30594626,9083342,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1920x1080","1920x927",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In",NA,NA,"HIGJFKEADBC","B","B",NA,NA,NA,1,1,1,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",966.693999999959,966.693999999959,966.693999999959,966.693999999959,966.693999999959,966.693999999959,1,966.693999999959,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM14619"
"7",1688999125362,"10/07/2023 14:25:25",1688984725362,-4,"10/07/2023 06:25:25",137495,33,"task-p9mv",NA,30594626,9083342,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1920x1080","1920x927",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In",NA,NA,"HIGJFKEADBC","B","B",NA,NA,NA,1,1,1,"Positive Feedback","Video","w2ir4b",1,"continue","",678911.795,678895.676,678911.795,678911.795,678895.676,678911.795,1,678911.795,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM14619"
"8",1688999125366,"10/07/2023 14:25:25",1688984725366,-4,"10/07/2023 06:25:25",137495,33,"task-p9mv",NA,30594626,9083342,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1920x1080","1920x927",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In",NA,NA,"HIGJFKEADBC","B","B",NA,NA,NA,1,1,1,"Positive Feedback","Video","w2ir4b",1,"response","Everything is in harmony and with good vibes.",678728.961,678895.676,678912.345,678728.961,678895.676,678912.345,1,678728.961,183.383999999962,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM14619"
"9",1688999125367,"10/07/2023 14:25:25",1688984725367,-4,"10/07/2023 06:25:25",137495,33,"task-p9mv",NA,30594626,9083342,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1920x1080","1920x927",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In",NA,NA,"HIGJFKEADBC","B","B",NA,NA,NA,1,1,1,"Positive Feedback","Video","w2ir4b",1,"response","People coming together who are in a very nice situation.",661161.592,678895.676,678912.345,661161.592,678895.676,678912.345,1,661161.592,17750.7529999999,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM14619"
"10",1688999126310,"10/07/2023 14:25:26",1688984726310,-4,"10/07/2023 06:25:26",137495,33,"task-p9mv",NA,30594626,9083342,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1920x1080","1920x927",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In",NA,NA,"HIGJFKEADBC","B","B",NA,NA,NA,1,1,1,"Positive Feedback","Fixation","mtm832",2,"continue","",966.698000000091,966.698000000091,966.698000000091,966.698000000091,966.698000000091,966.698000000091,1,966.698000000091,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM14619"
"11",1688999419705,"10/07/2023 14:30:19",1688985019705,-4,"10/07/2023 06:30:19",137495,33,"task-p9mv",NA,30594626,9083342,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1920x1080","1920x927",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In",NA,NA,"HIGJFKEADBC","B","B",NA,NA,NA,1,1,2,"Positive Feedback","Video","w2ir4b",1,"continue","",293394.421,293379.154,293394.421,293394.421,293379.154,293394.421,1,293394.421,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM14619"
"12",1688999419707,"10/07/2023 14:30:19",1688985019707,-4,"10/07/2023 06:30:19",137495,33,"task-p9mv",NA,30594626,9083342,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1920x1080","1920x927",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In",NA,NA,"HIGJFKEADBC","B","B",NA,NA,NA,1,1,2,"Positive Feedback","Video","w2ir4b",1,"response","They are watching something they really like.",293079.126,293379.154,293395.805,293079.126,293379.154,293395.805,1,293079.126,316.678999999771,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM14619"
"13",1688999419707,"10/07/2023 14:30:19",1688985019707,-4,"10/07/2023 06:30:19",137495,33,"task-p9mv",NA,30594626,9083342,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1920x1080","1920x927",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In",NA,NA,"HIGJFKEADBC","B","B",NA,NA,NA,1,1,2,"Positive Feedback","Video","w2ir4b",1,"response","people are very excited.",206125.492,293379.154,293395.805,206125.492,293379.154,293395.805,1,206125.492,87270.3129999998,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM14619"
"14",1688999420657,"10/07/2023 14:30:20",1688985020657,-4,"10/07/2023 06:30:20",137495,33,"task-p9mv",NA,30594626,9083342,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1920x1080","1920x927",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In",NA,NA,"HIGJFKEADBC","B","B",NA,NA,NA,1,1,2,"Positive Feedback","Fixation","mtm832",2,"continue","",966.756000000052,966.756000000052,966.756000000052,966.756000000052,966.756000000052,966.756000000052,1,966.756000000052,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM14619"
"15",1688999627816,"10/07/2023 14:33:47",1688985227816,-4,"10/07/2023 06:33:47",137495,33,"task-p9mv",NA,30594626,9083342,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1920x1080","1920x927",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In",NA,NA,"HIGJFKEADBC","B","B",NA,NA,NA,1,1,2,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",207160.411,207158.786,207160.411,207160.411,207158.786,207160.411,1,207160.411,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM14619"
"16",1688999627819,"10/07/2023 14:33:47",1688985227819,-4,"10/07/2023 06:33:47",137495,33,"task-p9mv",NA,30594626,9083342,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1920x1080","1920x927",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In",NA,NA,"HIGJFKEADBC","B","B",NA,NA,NA,1,1,2,"Neutral Feedback","Screen 1","3zrml3",1,"response","many people tasting food..",155289.966,207158.786,207162.611,155289.966,207158.786,207162.611,1,155289.966,51872.645,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM14619"
"17",1688999627819,"10/07/2023 14:33:47",1688985227819,-4,"10/07/2023 06:33:47",137495,33,"task-p9mv",NA,30594626,9083342,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1920x1080","1920x927",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In",NA,NA,"HIGJFKEADBC","B","B",NA,NA,NA,1,1,2,"Neutral Feedback","Screen 1","3zrml3",1,"response","just people eating.",125805.381,207158.786,207163.011,125805.381,207158.786,207163.011,1,125805.381,81357.6299999999,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM14619"
"18",1688999628782,"10/07/2023 14:33:48",1688985228782,-4,"10/07/2023 06:33:48",137495,33,"task-p9mv",NA,30594626,9083342,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1920x1080","1920x927",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In",NA,NA,"HIGJFKEADBC","B","B",NA,NA,NA,1,1,2,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",966.749000000069,966.749000000069,966.749000000069,966.749000000069,966.749000000069,966.749000000069,1,966.749000000069,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM14619"
"19",1688999858714,"10/07/2023 14:37:38",1688985458714,-4,"10/07/2023 06:37:38",137495,33,"task-p9mv",NA,30594626,9083342,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1920x1080","1920x927",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In",NA,NA,"HIGJFKEADBC","B","B",NA,NA,NA,1,1,3,"Positive Feedback","Video","w2ir4b",1,"continue","",229933.076,229926.465,229933.076,229933.076,229926.465,229933.076,1,229933.076,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P1_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM14619"
"20",1688999858716,"10/07/2023 14:37:38",1688985458716,-4,"10/07/2023 06:37:38",137495,33,"task-p9mv",NA,30594626,9083342,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1920x1080","1920x927",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In",NA,NA,"HIGJFKEADBC","B","B",NA,NA,NA,1,1,3,"Positive Feedback","Video","w2ir4b",1,"response","Everyone speaks in a very kind and friendly manner.",229376.385,229926.465,229934.776,229376.385,229926.465,229934.776,1,229376.385,558.390999999829,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P1_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM14619"
"21",1688999858716,"10/07/2023 14:37:38",1688985458716,-4,"10/07/2023 06:37:38",137495,33,"task-p9mv",NA,30594626,9083342,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1920x1080","1920x927",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In",NA,NA,"HIGJFKEADBC","B","B",NA,NA,NA,1,1,3,"Positive Feedback","Video","w2ir4b",1,"response","People inside a room talking among friends.",203875.367,229926.465,229935.076,203875.367,229926.465,229935.076,1,203875.367,26059.709,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P1_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM14619"
