"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.ln1a","randomiser.vzsr","branch.hkzp","randomiser.ywar","randomiser.q6ah","order.ot79","randomiser.ahe2","randomiser.ckhi","randomiser.lqqr","randomiser.pobd","randomiser.8gdj","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Spreadsheet..stimulus","Manipulation..Spreadsheet","Random_ID"
"1",1689006568065,"10/07/2023 16:29:28",1689010168065,1,"10/07/2023 18:29:28",137495,33,"task-r1zi",NA,30600154,9085468,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x720","1280x720",NA,NA,NA,"JV Task P2",11,"Anxious",NA,"In",NA,NA,"CDBEAFKGJHI",NA,NA,"B (MDot First)",2,213,"SS1","SS1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","","",NA,"SUPTM50909"
"2",1689006573146,"10/07/2023 16:29:33",1689010173146,1,"10/07/2023 18:29:33",137495,33,"task-r1zi",NA,30600154,9085468,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x720","1280x720",NA,NA,NA,"JV Task P2",11,"Anxious",NA,"In",NA,NA,"CDBEAFKGJHI",NA,NA,"B (MDot First)",2,213,"SS1","SS1",1,"J","Judginess","y8ii7g",1,"continue","",4199.28799995232,4196.719,4199.28799995232,4199.28799995232,4196.719,4199.28799995232,1,4199.28799995232,0,0,NA,"Click To Continue","Continue Button",1,"object-14","J","CFD-IM-711-011-N.jpg",NA,"SUPTM50909"
"3",1689006573147,"10/07/2023 16:29:33",1689010173147,1,"10/07/2023 18:29:33",137495,33,"task-r1zi",NA,30600154,9085468,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x720","1280x720",NA,NA,NA,"JV Task P2",11,"Anxious",NA,"In",NA,NA,"CDBEAFKGJHI",NA,NA,"B (MDot First)",2,213,"SS1","SS1",1,"J","Judginess","y8ii7g",1,"response","48",3330.883,4196.719,4199.988,3330.883,4196.719,4199.988,1,3330.883,869.105,0,NA,"Slider","J",3,"object-18","J","CFD-IM-711-011-N.jpg",NA,"SUPTM50909"
"4",1689006574110,"10/07/2023 16:29:34",1689010174110,1,"10/07/2023 18:29:34",137495,33,"task-r1zi",NA,30600154,9085468,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x720","1280x720",NA,NA,NA,"JV Task P2",11,"Anxious",NA,"In",NA,NA,"CDBEAFKGJHI",NA,NA,"B (MDot First)",2,213,"SS1","SS1",1,"J","Fixation","w9zir9",2,"continue","",966.046,966.046,966.046,966.046,966.046,966.046,1,966.046,0,0,NA,"Fixation Timing","Fixation",1,"object-65","J","CFD-IM-711-011-N.jpg",NA,"SUPTM50909"
"5",1689006579143,"10/07/2023 16:29:39",1689010179143,1,"10/07/2023 18:29:39",137495,33,"task-r1zi",NA,30600154,9085468,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x720","1280x720",NA,NA,NA,"JV Task P2",11,"Anxious",NA,"In",NA,NA,"CDBEAFKGJHI",NA,NA,"B (MDot First)",2,213,"SS1","SS1",1,"V","Valence","xyoebq",1,"continue","",5032.82299990463,5029.192,5032.82299990463,5032.82299990463,5029.192,5032.82299990463,1,5032.82299990463,0,0,NA,"Click To Continue","Continue Button",1,"object-25","V","CFD-AM-225-102-S.jpeg",NA,"SUPTM50909"
"6",1689006579146,"10/07/2023 16:29:39",1689010179146,1,"10/07/2023 18:29:39",137495,33,"task-r1zi",NA,30600154,9085468,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x720","1280x720",NA,NA,NA,"JV Task P2",11,"Anxious",NA,"In",NA,NA,"CDBEAFKGJHI",NA,NA,"B (MDot First)",2,213,"SS1","SS1",1,"V","Valence","xyoebq",1,"response","30",4412.835,5029.192,5036.12300009537,4412.835,5029.192,5036.12300009537,1,4412.835,623.288000095368,0,NA,"Slider","J",3,"object-27","V","CFD-AM-225-102-S.jpeg",NA,"SUPTM50909"
"7",1689006580106,"10/07/2023 16:29:40",1689010180106,1,"10/07/2023 18:29:40",137495,33,"task-r1zi",NA,30600154,9085468,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x720","1280x720",NA,NA,NA,"JV Task P2",11,"Anxious",NA,"In",NA,NA,"CDBEAFKGJHI",NA,NA,"B (MDot First)",2,213,"SS1","SS1",1,"V","Fixation","68owkj",2,"continue","",965.943000000001,965.943000000001,965.943000000001,965.943000000001,965.943000000001,965.943000000001,1,965.943000000001,0,0,NA,"Fixation Timing","Fixation",1,"object-21","V","CFD-AM-225-102-S.jpeg",NA,"SUPTM50909"
"8",1689006583915,"10/07/2023 16:29:43",1689010183915,1,"10/07/2023 18:29:43",137495,33,"task-r1zi",NA,30600154,9085468,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x720","1280x720",NA,NA,NA,"JV Task P2",11,"Anxious",NA,"In",NA,NA,"CDBEAFKGJHI",NA,NA,"B (MDot First)",2,213,"SS1","SS1",2,"J","Judginess","y8ii7g",1,"continue","",3810.48800009537,3796.716,3810.48800009537,3810.48800009537,3796.716,3810.48800009537,1,3810.48800009537,0,0,NA,"Click To Continue","Continue Button",1,"object-14","J","CFD-MF-315-002-N.jpg",NA,"SUPTM50909"
"9",1689006583916,"10/07/2023 16:29:43",1689010183916,1,"10/07/2023 18:29:43",137495,33,"task-r1zi",NA,30600154,9085468,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x720","1280x720",NA,NA,NA,"JV Task P2",11,"Anxious",NA,"In",NA,NA,"CDBEAFKGJHI",NA,NA,"B (MDot First)",2,213,"SS1","SS1",2,"J","Judginess","y8ii7g",1,"response","58",2997.473,3796.716,3810.78800004768,2997.473,3796.716,3810.78800004768,1,2997.473,813.315000047683,0,NA,"Slider","J",3,"object-18","J","CFD-MF-315-002-N.jpg",NA,"SUPTM50909"
"10",1689006584868,"10/07/2023 16:29:44",1689010184868,1,"10/07/2023 18:29:44",137495,33,"task-r1zi",NA,30600154,9085468,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x720","1280x720",NA,NA,NA,"JV Task P2",11,"Anxious",NA,"In",NA,NA,"CDBEAFKGJHI",NA,NA,"B (MDot First)",2,213,"SS1","SS1",2,"J","Fixation","w9zir9",2,"continue","",966.016,966.016,966.016,966.016,966.016,966.016,1,966.016,0,0,NA,"Fixation Timing","Fixation",1,"object-65","J","CFD-MF-315-002-N.jpg",NA,"SUPTM50909"
