"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.ln1a","randomiser.vzsr","branch.hkzp","randomiser.ywar","randomiser.q6ah","order.ot79","randomiser.ahe2","randomiser.ckhi","randomiser.lqqr","randomiser.pobd","randomiser.8gdj","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Spreadsheet..stimulus","Spreadsheet..P","Spreadsheet..N","Manipulation..Spreadsheet","Random_ID"
"32",1689002492242,"10/07/2023 15:21:32",1689006092242,1,"10/07/2023 17:21:32",137495,33,"task-175m",NA,30598744,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A",NA,NA,NA,NA,1,1,4,"Neutral Feedback","Screen 1","3zrml3",1,"response","The video's volume is a little loud. ",38066.993,74433.9260000001,74450.5870000002,38066.993,74433.9260000001,74450.5870000002,1,38066.993,36383.5940000002,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P5_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM15998"
"33",1689002493190,"10/07/2023 15:21:33",1689006093190,1,"10/07/2023 17:21:33",137495,33,"task-175m",NA,30598744,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A",NA,NA,NA,NA,1,1,4,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",966.711999999941,966.711999999941,966.711999999941,966.711999999941,966.711999999941,966.711999999941,1,966.711999999941,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P5_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM15998"
"34",1689002575112,"10/07/2023 15:22:55",1689006175112,1,"10/07/2023 17:22:55",137495,33,"task-175m",NA,30598744,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A",NA,NA,NA,NA,1,1,5,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",81922.3640000119,81917.231,81922.3640000119,81922.3640000119,81917.231,81922.3640000119,1,81922.3640000119,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P1_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM15998"
"35",1689002575114,"10/07/2023 15:22:55",1689006175114,1,"10/07/2023 17:22:55",137495,33,"task-175m",NA,30598744,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A",NA,NA,NA,NA,1,1,5,"Neutral Feedback","Screen 1","3zrml3",1,"response","Her description is not that unclear. ",47100.34,81917.231,81924.564,47100.34,81917.231,81924.564,1,47100.34,34824.224,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P1_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM15998"
"36",1689002575114,"10/07/2023 15:22:55",1689006175114,1,"10/07/2023 17:22:55",137495,33,"task-175m",NA,30598744,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A",NA,NA,NA,NA,1,1,5,"Neutral Feedback","Screen 1","3zrml3",1,"response","Her voice is a little well spoken. ",29816.813,81917.231,81924.8640000119,29816.813,81917.231,81924.8640000119,1,29816.813,52108.051000012,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P1_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM15998"
"37",1689002576074,"10/07/2023 15:22:56",1689006176074,1,"10/07/2023 17:22:56",137495,33,"task-175m",NA,30598744,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A",NA,NA,NA,NA,1,1,5,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",966.73199999996,966.73199999996,966.73199999996,966.73199999996,966.73199999996,966.73199999996,1,966.73199999996,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P1_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM15998"
"38",1689002638032,"10/07/2023 15:23:58",1689006238032,1,"10/07/2023 17:23:58",137495,33,"task-175m",NA,30598744,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A",NA,NA,NA,NA,1,1,5,"Positive Feedback","Video","w2ir4b",1,"continue","",61959.4010000119,61950.4330000001,61959.4010000119,61959.4010000119,61950.4330000001,61959.4010000119,1,61959.4010000119,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM15998"
"39",1689002638036,"10/07/2023 15:23:58",1689006238036,1,"10/07/2023 17:23:58",137495,33,"task-175m",NA,30598744,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A",NA,NA,NA,NA,1,1,5,"Positive Feedback","Video","w2ir4b",1,"response","Highly detailed description. ",53300.39,61950.4330000001,61963.2010000239,53300.39,61950.4330000001,61963.2010000239,1,53300.39,8662.81100002385,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM15998"
"40",1689002638036,"10/07/2023 15:23:58",1689006238036,1,"10/07/2023 17:23:58",137495,33,"task-175m",NA,30598744,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A",NA,NA,NA,NA,1,1,5,"Positive Feedback","Video","w2ir4b",1,"response","Very good inference. ",45550.36,61950.4330000001,61963.4010000119,45550.36,61950.4330000001,61963.4010000119,1,45550.36,16413.041000012,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM15998"
"41",1689002638991,"10/07/2023 15:23:58",1689006238991,1,"10/07/2023 17:23:58",137495,33,"task-175m",NA,30598744,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A",NA,NA,NA,NA,1,1,5,"Positive Feedback","Fixation","mtm832",2,"continue","",966.67499999993,966.67499999993,966.67499999993,966.67499999993,966.67499999993,966.67499999993,1,966.67499999993,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM15998"
"42",1689002638996,"10/07/2023 15:23:58",1689006238996,1,"10/07/2023 17:23:58",137495,33,"task-175m",NA,30598744,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A",NA,NA,NA,NA,1,1,NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","","","","",NA,"SUPTM15998"
