"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.ln1a","randomiser.vzsr","branch.hkzp","randomiser.ywar","randomiser.q6ah","order.ot79","randomiser.ahe2","randomiser.ckhi","randomiser.lqqr","randomiser.pobd","randomiser.8gdj","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Spreadsheet..stimulus","Spreadsheet..P","Spreadsheet..N","Manipulation..Spreadsheet","Random_ID"
"39",1689014108118,"10/07/2023 18:35:08",1689017708118,1,"10/07/2023 20:35:08",137495,33,"task-175m",NA,30601956,9085792,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x960","1707x809",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In","B",NA,"FGEHDICJBKA","A",NA,NA,NA,NA,1,1,5,"Positive Feedback","Video","w2ir4b",1,"response","she describes the emotions of the people ",35062.1799999999,49627.6379999999,49638.9359998569,35062.1799999999,49627.6379999999,49638.9359998569,1,35062.1799999999,14576.755999857,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM34679"
"40",1689014108118,"10/07/2023 18:35:08",1689017708118,1,"10/07/2023 20:35:08",137495,33,"task-175m",NA,30601956,9085792,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x960","1707x809",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In","B",NA,"FGEHDICJBKA","A",NA,NA,NA,NA,1,1,5,"Positive Feedback","Video","w2ir4b",1,"response","the person gives an animated description ",24279.5429999999,49627.6379999999,49639.2359998092,24279.5429999999,49627.6379999999,49639.2359998092,1,24279.5429999999,25359.6929998093,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM34679"
"41",1689014109074,"10/07/2023 18:35:09",1689017709074,1,"10/07/2023 20:35:09",137495,33,"task-175m",NA,30601956,9085792,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x960","1707x809",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In","B",NA,"FGEHDICJBKA","A",NA,NA,NA,NA,1,1,5,"Positive Feedback","Fixation","mtm832",2,"continue","",966.668999999994,966.668999999994,966.668999999994,966.668999999994,966.668999999994,966.668999999994,1,966.668999999994,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM34679"
"42",1689014109077,"10/07/2023 18:35:09",1689017709077,1,"10/07/2023 20:35:09",137495,33,"task-175m",NA,30601956,9085792,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x960","1707x809",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In","B",NA,"FGEHDICJBKA","A",NA,NA,NA,NA,1,1,NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","","","","",NA,"SUPTM34679"
"1",1689001756368,"10/07/2023 15:09:16",1689005356368,1,"10/07/2023 17:09:16",137495,33,"task-175m",NA,30598744,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A",NA,NA,NA,NA,1,1,NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","","","","",NA,"SUPTM15998"
"2",1689001865917,"10/07/2023 15:11:05",1689005465917,1,"10/07/2023 17:11:05",137495,33,"task-175m",NA,30598744,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A",NA,NA,NA,NA,1,1,1,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",108883.482000036,108867.309,108883.482000036,108883.482000036,108867.309,108883.482000036,1,108883.482000036,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM15998"
"3",1689001865919,"10/07/2023 15:11:05",1689005465919,1,"10/07/2023 17:11:05",137495,33,"task-175m",NA,30598744,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A",NA,NA,NA,NA,1,1,1,"Neutral Feedback","Screen 1","3zrml3",1,"response","A little descriptive with some clarity. ",95650.504,108867.309,108884.016,95650.504,108867.309,108884.016,1,95650.504,13233.512,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM15998"
"4",1689001865920,"10/07/2023 15:11:05",1689005465920,1,"10/07/2023 17:11:05",137495,33,"task-175m",NA,30598744,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A",NA,NA,NA,NA,1,1,1,"Neutral Feedback","Screen 1","3zrml3",1,"response","Creates a somewhat clear image in my head. ",71250.286,108867.309,108884.016,71250.286,108867.309,108884.016,1,71250.286,37633.73,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM15998"
"5",1689001866869,"10/07/2023 15:11:06",1689005466869,1,"10/07/2023 17:11:06",137495,33,"task-175m",NA,30598744,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A",NA,NA,NA,NA,1,1,1,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",966.652000000002,966.652000000002,966.652000000002,966.652000000002,966.652000000002,966.652000000002,1,966.652000000002,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM15998"
"6",1689001962182,"10/07/2023 15:12:42",1689005562182,1,"10/07/2023 17:12:42",137495,33,"task-175m",NA,30598744,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A",NA,NA,NA,NA,1,1,1,"Positive Feedback","Video","w2ir4b",1,"continue","",95313.8210000477,95300.702,95313.8210000477,95313.8210000477,95300.702,95313.8210000477,1,95313.8210000477,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM15998"
"7",1689001962184,"10/07/2023 15:12:42",1689005562184,1,"10/07/2023 17:12:42",137495,33,"task-175m",NA,30598744,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A",NA,NA,NA,NA,1,1,1,"Positive Feedback","Video","w2ir4b",1,"response","The description is highly descriptive and specific. ",81033.944,95300.702,95315.8210000477,81033.944,95300.702,95315.8210000477,1,81033.944,14281.8770000477,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM15998"
"8",1689001962184,"10/07/2023 15:12:42",1689005562184,1,"10/07/2023 17:12:42",137495,33,"task-175m",NA,30598744,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A",NA,NA,NA,NA,1,1,1,"Positive Feedback","Video","w2ir4b",1,"response","Her voice is clear and easy to understand. ",62017.127,95300.702,95316.0210000358,62017.127,95300.702,95316.0210000358,1,62017.127,33298.8940000358,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM15998"
"9",1689001963137,"10/07/2023 15:12:43",1689005563137,1,"10/07/2023 17:12:43",137495,33,"task-175m",NA,30598744,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A",NA,NA,NA,NA,1,1,1,"Positive Feedback","Fixation","mtm832",2,"continue","",966.744999999995,966.744999999995,966.744999999995,966.744999999995,966.744999999995,966.744999999995,1,966.744999999995,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM15998"
"10",1689002098946,"10/07/2023 15:14:58",1689005698946,1,"10/07/2023 17:14:58",137495,33,"task-175m",NA,30598744,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A",NA,NA,NA,NA,1,1,2,"Positive Feedback","Video","w2ir4b",1,"continue","",135811.174,135800.948,135811.174,135811.174,135800.948,135811.174,1,135811.174,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM15998"
"11",1689002098948,"10/07/2023 15:14:58",1689005698948,1,"10/07/2023 17:14:58",137495,33,"task-175m",NA,30598744,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A",NA,NA,NA,NA,1,1,2,"Positive Feedback","Video","w2ir4b",1,"response","She even mentions the emotions of people which helps add more depth. ",95534.056,135800.948,135813.174,95534.056,135800.948,135813.174,1,95534.056,40279.118,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM15998"
"12",1689002098949,"10/07/2023 15:14:58",1689005698949,1,"10/07/2023 17:14:58",137495,33,"task-175m",NA,30598744,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A",NA,NA,NA,NA,1,1,2,"Positive Feedback","Video","w2ir4b",1,"response","The description helps create a clear image in my mind. ",62617.04,135800.948,135813.474000012,62617.04,135800.948,135813.474000012,1,62617.04,73196.4340000119,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM15998"
"13",1689002099903,"10/07/2023 15:14:59",1689005699903,1,"10/07/2023 17:14:59",137495,33,"task-175m",NA,30598744,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A",NA,NA,NA,NA,1,1,2,"Positive Feedback","Fixation","mtm832",2,"continue","",966.738000000012,966.738000000012,966.738000000012,966.738000000012,966.738000000012,966.738000000012,1,966.738000000012,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM15998"
"14",1689002190152,"10/07/2023 15:16:30",1689005790152,1,"10/07/2023 17:16:30",137495,33,"task-175m",NA,30598744,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A",NA,NA,NA,NA,1,1,2,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",90248.2880000119,90234.039,90248.2880000119,90248.2880000119,90234.039,90248.2880000119,1,90248.2880000119,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM15998"
"15",1689002190154,"10/07/2023 15:16:30",1689005790154,1,"10/07/2023 17:16:30",137495,33,"task-175m",NA,30598744,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A",NA,NA,NA,NA,1,1,2,"Neutral Feedback","Screen 1","3zrml3",1,"response","His description is average. ",80633.872,90234.039,90250.6880000477,80633.872,90234.039,90250.6880000477,1,80633.872,9616.81600004766,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM15998"
"16",1689002190154,"10/07/2023 15:16:30",1689005790154,1,"10/07/2023 17:16:30",137495,33,"task-175m",NA,30598744,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A",NA,NA,NA,NA,1,1,2,"Neutral Feedback","Screen 1","3zrml3",1,"response","His voice is quite well spoken. ",45300.285,90234.039,90250.691,45300.285,90234.039,90250.691,1,45300.285,44950.406,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM15998"
"17",1689002191105,"10/07/2023 15:16:31",1689005791105,1,"10/07/2023 17:16:31",137495,33,"task-175m",NA,30598744,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A",NA,NA,NA,NA,1,1,2,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",966.703000000038,966.703000000038,966.703000000038,966.703000000038,966.703000000038,966.703000000038,1,966.703000000038,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM15998"
"18",1689002239431,"10/07/2023 15:17:19",1689005839431,1,"10/07/2023 17:17:19",137495,33,"task-175m",NA,30598744,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A",NA,NA,NA,NA,1,1,3,"Positive Feedback","Video","w2ir4b",1,"continue","",48327.246,48317.008,48327.246,48327.246,48317.008,48327.246,1,48327.246,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P1_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM15998"
"19",1689002239434,"10/07/2023 15:17:19",1689005839434,1,"10/07/2023 17:17:19",137495,33,"task-175m",NA,30598744,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A",NA,NA,NA,NA,1,1,3,"Positive Feedback","Video","w2ir4b",1,"response","Clear voice. ",43183.605,48317.008,48329.746,43183.605,48317.008,48329.746,1,43183.605,5146.141,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P1_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM15998"
"20",1689002239434,"10/07/2023 15:17:19",1689005839434,1,"10/07/2023 17:17:19",137495,33,"task-175m",NA,30598744,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A",NA,NA,NA,NA,1,1,3,"Positive Feedback","Video","w2ir4b",1,"response","Highly detailed and descriptive.",29166.806,48317.008,48330.0460000119,29166.806,48317.008,48330.0460000119,1,29166.806,19163.2400000119,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P1_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM15998"
"21",1689002240388,"10/07/2023 15:17:20",1689005840388,1,"10/07/2023 17:17:20",137495,33,"task-175m",NA,30598744,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A",NA,NA,NA,NA,1,1,3,"Positive Feedback","Fixation","mtm832",2,"continue","",966.619999999995,966.619999999995,966.619999999995,966.619999999995,966.619999999995,966.619999999995,1,966.619999999995,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P1_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM15998"
"22",1689002321131,"10/07/2023 15:18:41",1689005921131,1,"10/07/2023 17:18:41",137495,33,"task-175m",NA,30598744,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A",NA,NA,NA,NA,1,1,3,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",80743.4180000119,80733.9720000001,80743.4180000119,80743.4180000119,80733.9720000001,80743.4180000119,1,80743.4180000119,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P4_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM15998"
"23",1689002321132,"10/07/2023 15:18:41",1689005921132,1,"10/07/2023 17:18:41",137495,33,"task-175m",NA,30598744,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A",NA,NA,NA,NA,1,1,3,"Neutral Feedback","Screen 1","3zrml3",1,"response","The video quality is average. ",44483.669,80733.9720000001,80745.3180000477,44483.669,80733.9720000001,80745.3180000477,1,44483.669,36261.6490000477,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P4_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM15998"
"24",1689002321133,"10/07/2023 15:18:41",1689005921133,1,"10/07/2023 17:18:41",137495,33,"task-175m",NA,30598744,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A",NA,NA,NA,NA,1,1,3,"Neutral Feedback","Screen 1","3zrml3",1,"response","Her description is not too bad. ",34000.35,80733.9720000001,80745.5180000358,34000.35,80733.9720000001,80745.5180000358,1,34000.35,46745.1680000357,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P4_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM15998"
"25",1689002322088,"10/07/2023 15:18:42",1689005922088,1,"10/07/2023 17:18:42",137495,33,"task-175m",NA,30598744,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A",NA,NA,NA,NA,1,1,3,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",966.726999999955,966.726999999955,966.726999999955,966.726999999955,966.726999999955,966.726999999955,1,966.726999999955,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P4_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM15998"
"26",1689002416834,"10/07/2023 15:20:16",1689006016834,1,"10/07/2023 17:20:16",137495,33,"task-175m",NA,30598744,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A",NA,NA,NA,NA,1,1,4,"Positive Feedback","Video","w2ir4b",1,"continue","",94746.1190000477,94734.068,94746.1190000477,94746.1190000477,94734.068,94746.1190000477,1,94746.1190000477,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P3_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM15998"
"27",1689002416836,"10/07/2023 15:20:16",1689006016836,1,"10/07/2023 17:20:16",137495,33,"task-175m",NA,30598744,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A",NA,NA,NA,NA,1,1,4,"Positive Feedback","Video","w2ir4b",1,"response","A highly positive image was described. ",50767.0329999999,94734.068,94748.1190000477,50767.0329999999,94734.068,94748.1190000477,1,50767.0329999999,43981.0860000477,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P3_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM15998"
"28",1689002416837,"10/07/2023 15:20:16",1689006016837,1,"10/07/2023 17:20:16",137495,33,"task-175m",NA,30598744,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A",NA,NA,NA,NA,1,1,4,"Positive Feedback","Video","w2ir4b",1,"response","Described with good clarity. ",38433.616,94734.068,94748.3190000358,38433.616,94734.068,94748.3190000358,1,38433.616,56314.7030000357,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P3_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM15998"
"29",1689002417790,"10/07/2023 15:20:17",1689006017790,1,"10/07/2023 17:20:17",137495,33,"task-175m",NA,30598744,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A",NA,NA,NA,NA,1,1,4,"Positive Feedback","Fixation","mtm832",2,"continue","",966.648999999976,966.648999999976,966.648999999976,966.648999999976,966.648999999976,966.648999999976,1,966.648999999976,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P3_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPTM15998"
"30",1689002492240,"10/07/2023 15:21:32",1689006092240,1,"10/07/2023 17:21:32",137495,33,"task-175m",NA,30598744,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A",NA,NA,NA,NA,1,1,4,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",74450.5870000002,74433.9260000001,74450.5870000002,74450.5870000002,74433.9260000001,74450.5870000002,1,74450.5870000002,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P5_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM15998"
"31",1689002492242,"10/07/2023 15:21:32",1689006092242,1,"10/07/2023 17:21:32",137495,33,"task-175m",NA,30598744,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"Video Feedback Task",13,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A",NA,NA,NA,NA,1,1,4,"Neutral Feedback","Screen 1","3zrml3",1,"response","Her description is alright, nothing special. ",55783.726,74433.9260000001,74450.5870000002,55783.726,74433.9260000001,74450.5870000002,1,55783.726,18666.8610000001,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P5_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPTM15998"
