"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.ln1a","randomiser.vzsr","branch.hkzp","randomiser.ywar","randomiser.q6ah","order.ot79","randomiser.ahe2","randomiser.ckhi","randomiser.lqqr","randomiser.pobd","randomiser.8gdj","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"11",1688985996313,"10/07/2023 10:46:36",1688989596313,1,"10/07/2023 12:46:36",137495,33,"questionnaire-uu2n",NA,30590154,9082357,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x657",NA,NA,NA,"BIQ (Charlotte)",2,"NonAnxious",NA,"In","",NA,"BCADKEJFIGH","B","B","",NA,NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",3949.24400000001,16314.039,16330.673,3949.24400000001,16314.039,16330.673,1,3949.24400000001,12381.429,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPTM45532"
"12",1688985996314,"10/07/2023 10:46:36",1688989596314,1,"10/07/2023 12:46:36",137495,33,"questionnaire-uu2n",NA,30590154,9082357,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x657",NA,NA,NA,"BIQ (Charlotte)",2,"NonAnxious",NA,"In","",NA,"BCADKEJFIGH","B","B","",NA,NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",13164.502,16314.039,16330.673,13164.502,16314.039,16330.673,1,13164.502,3166.17100000003,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPTM45532"
"13",1688985996315,"10/07/2023 10:46:36",1688989596315,1,"10/07/2023 12:46:36",137495,33,"questionnaire-uu2n",NA,30590154,9082357,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x657",NA,NA,NA,"BIQ (Charlotte)",2,"NonAnxious",NA,"In","",NA,"BCADKEJFIGH","B","B","",NA,NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",15164.238,16314.039,16330.673,15164.238,16314.039,16330.673,1,15164.238,1166.435,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPTM45532"
"14",1688985996321,"10/07/2023 10:46:36",1688989596321,1,"10/07/2023 12:46:36",137495,33,"questionnaire-uu2n",NA,30590154,9082357,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x657",NA,NA,NA,"BIQ (Charlotte)",2,"NonAnxious",NA,"In","",NA,"BCADKEJFIGH","B","B","",NA,NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM45532"
"1",1688986857786,"10/07/2023 11:00:57",1688972457786,-4,"10/07/2023 03:00:57",137495,33,"questionnaire-uu2n",NA,30590655,9082545,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 113.0.0.0","1920x1080","1920x969",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"EFDGCHBIAJK","","","B (MDot First)",1,123,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM14738"
"2",1688986900015,"10/07/2023 11:01:40",1688972500015,-4,"10/07/2023 03:01:40",137495,33,"questionnaire-uu2n",NA,30590655,9082545,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 113.0.0.0","1920x1080","1920x969",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"EFDGCHBIAJK","","","B (MDot First)",1,123,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",48099.211,48082.52,48099.211,48099.211,48082.52,48099.211,1,48099.211,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPTM14738"
"3",1688986900017,"10/07/2023 11:01:40",1688972500017,-4,"10/07/2023 03:01:40",137495,33,"questionnaire-uu2n",NA,30590655,9082545,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 113.0.0.0","1920x1080","1920x969",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"EFDGCHBIAJK","","","B (MDot First)",1,123,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",26025.721,48082.52,48099.211,26025.721,48082.52,48099.211,1,26025.721,22073.49,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPTM14738"
"4",1688986900018,"10/07/2023 11:01:40",1688972500018,-4,"10/07/2023 03:01:40",137495,33,"questionnaire-uu2n",NA,30590655,9082545,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 113.0.0.0","1920x1080","1920x969",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"EFDGCHBIAJK","","","B (MDot First)",1,123,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",40663.563,48082.52,48099.211,40663.563,48082.52,48099.211,1,40663.563,7435.64799999999,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPTM14738"
"5",1688986900019,"10/07/2023 11:01:40",1688972500019,-4,"10/07/2023 03:01:40",137495,33,"questionnaire-uu2n",NA,30590655,9082545,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 113.0.0.0","1920x1080","1920x969",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"EFDGCHBIAJK","","","B (MDot First)",1,123,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",45181.623,48082.52,48099.211,45181.623,48082.52,48099.211,1,45181.623,2917.588,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPTM14738"
"6",1688986918918,"10/07/2023 11:01:58",1688972518918,-4,"10/07/2023 03:01:58",137495,33,"questionnaire-uu2n",NA,30590655,9082545,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 113.0.0.0","1920x1080","1920x969",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"EFDGCHBIAJK","","","B (MDot First)",1,123,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",18931.0800000015,18922.432,18931.0800000015,18931.0800000015,18922.432,18931.0800000015,1,18931.0800000015,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPTM14738"
"7",1688986918920,"10/07/2023 11:01:58",1688972518920,-4,"10/07/2023 03:01:58",137495,33,"questionnaire-uu2n",NA,30590655,9082545,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 113.0.0.0","1920x1080","1920x969",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"EFDGCHBIAJK","","","B (MDot First)",1,123,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",5401.649,18922.432,18933.180000003,5401.649,18922.432,18933.180000003,1,5401.649,13531.531000003,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPTM14738"
"8",1688986918921,"10/07/2023 11:01:58",1688972518921,-4,"10/07/2023 03:01:58",137495,33,"questionnaire-uu2n",NA,30590655,9082545,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 113.0.0.0","1920x1080","1920x969",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"EFDGCHBIAJK","","","B (MDot First)",1,123,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",9586.258,18922.432,18933.7800000045,9586.258,18922.432,18933.7800000045,1,9586.258,9347.52200000447,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPTM14738"
"9",1688986918921,"10/07/2023 11:01:58",1688972518921,-4,"10/07/2023 03:01:58",137495,33,"questionnaire-uu2n",NA,30590655,9082545,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 113.0.0.0","1920x1080","1920x969",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"EFDGCHBIAJK","","","B (MDot First)",1,123,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",16805.144,18922.432,18934.680000003,16805.144,18922.432,18934.680000003,1,16805.144,2129.53600000298,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPTM14738"
"10",1688986949012,"10/07/2023 11:02:29",1688972549012,-4,"10/07/2023 03:02:29",137495,33,"questionnaire-uu2n",NA,30590655,9082545,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 113.0.0.0","1920x1080","1920x969",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"EFDGCHBIAJK","","","B (MDot First)",1,123,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",30103.248000003,30092.58,30103.248000003,30103.248000003,30092.58,30103.248000003,1,30103.248000003,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPTM14738"
"11",1688986949015,"10/07/2023 11:02:29",1688972549015,-4,"10/07/2023 03:02:29",137495,33,"questionnaire-uu2n",NA,30590655,9082545,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 113.0.0.0","1920x1080","1920x969",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"EFDGCHBIAJK","","","B (MDot First)",1,123,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","2",14987.935,30092.58,30105.6480000015,14987.935,30092.58,30105.6480000015,1,14987.935,15117.7130000015,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPTM14738"
"12",1688986949016,"10/07/2023 11:02:29",1688972549016,-4,"10/07/2023 03:02:29",137495,33,"questionnaire-uu2n",NA,30590655,9082545,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 113.0.0.0","1920x1080","1920x969",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"EFDGCHBIAJK","","","B (MDot First)",1,123,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","5",23907.36,30092.58,30106.6480000015,23907.36,30092.58,30106.6480000015,1,23907.36,6199.28800000148,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPTM14738"
"13",1688986949018,"10/07/2023 11:02:29",1688972549018,-4,"10/07/2023 03:02:29",137495,33,"questionnaire-uu2n",NA,30590655,9082545,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 113.0.0.0","1920x1080","1920x969",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"EFDGCHBIAJK","","","B (MDot First)",1,123,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","5",28842.196,30092.58,30108.748000003,28842.196,30092.58,30108.748000003,1,28842.196,1266.55200000298,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPTM14738"
"14",1688986949023,"10/07/2023 11:02:29",1688972549023,-4,"10/07/2023 03:02:29",137495,33,"questionnaire-uu2n",NA,30590655,9082545,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 113.0.0.0","1920x1080","1920x969",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",NA,"In","",NA,"EFDGCHBIAJK","","","B (MDot First)",1,123,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM14738"
"1",1688987679654,"10/07/2023 11:14:39",1688973279654,-4,"10/07/2023 03:14:39",137495,33,"questionnaire-uu2n",NA,30590968,9082638,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x1024","1280x881",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",321,"In","",1,"FGEHDICJBKA","","","A (JV first)",NA,NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM12782"
"2",1688987722567,"10/07/2023 11:15:22",1688973322567,-4,"10/07/2023 03:15:22",137495,33,"questionnaire-uu2n",NA,30590968,9082638,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x1024","1280x881",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",321,"In","",1,"FGEHDICJBKA","","","A (JV first)",NA,NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",42919.118,42902.471,42919.118,42919.118,42902.471,42919.118,1,42919.118,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPTM12782"
"3",1688987722573,"10/07/2023 11:15:22",1688973322573,-4,"10/07/2023 03:15:22",137495,33,"questionnaire-uu2n",NA,30590968,9082638,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x1024","1280x881",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",321,"In","",1,"FGEHDICJBKA","","","A (JV first)",NA,NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",21909.478,42902.471,42919.118,21909.478,42902.471,42919.118,1,21909.478,21009.64,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPTM12782"
"4",1688987722574,"10/07/2023 11:15:22",1688973322574,-4,"10/07/2023 03:15:22",137495,33,"questionnaire-uu2n",NA,30590968,9082638,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x1024","1280x881",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",321,"In","",1,"FGEHDICJBKA","","","A (JV first)",NA,NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",34905.134,42902.471,42919.118,34905.134,42902.471,42919.118,1,34905.134,8013.984,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPTM12782"
"5",1688987722575,"10/07/2023 11:15:22",1688973322575,-4,"10/07/2023 03:15:22",137495,33,"questionnaire-uu2n",NA,30590968,9082638,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x1024","1280x881",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",321,"In","",1,"FGEHDICJBKA","","","A (JV first)",NA,NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","2",42102.653,42902.471,42919.118,42102.653,42902.471,42919.118,1,42102.653,816.464999999997,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPTM12782"
"6",1688987791981,"10/07/2023 11:16:31",1688973391981,-4,"10/07/2023 03:16:31",137495,33,"questionnaire-uu2n",NA,30590968,9082638,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x1024","1280x881",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",321,"In","",1,"FGEHDICJBKA","","","A (JV first)",NA,NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",69450.002,69443.522,69450.002,69450.002,69443.522,69450.002,1,69450.002,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPTM12782"
"7",1688987791988,"10/07/2023 11:16:31",1688973391988,-4,"10/07/2023 03:16:31",137495,33,"questionnaire-uu2n",NA,30590968,9082638,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x1024","1280x881",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",321,"In","",1,"FGEHDICJBKA","","","A (JV first)",NA,NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",50616.462,69443.522,69457.502,50616.462,69443.522,69457.502,1,50616.462,18841.04,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPTM12782"
"8",1688987791990,"10/07/2023 11:16:31",1688973391990,-4,"10/07/2023 03:16:31",137495,33,"questionnaire-uu2n",NA,30590968,9082638,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x1024","1280x881",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",321,"In","",1,"FGEHDICJBKA","","","A (JV first)",NA,NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",60629.79,69443.522,69459.002,60629.79,69443.522,69459.002,1,60629.79,8829.21200000001,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPTM12782"
"9",1688987791992,"10/07/2023 11:16:31",1688973391992,-4,"10/07/2023 03:16:31",137495,33,"questionnaire-uu2n",NA,30590968,9082638,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x1024","1280x881",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",321,"In","",1,"FGEHDICJBKA","","","A (JV first)",NA,NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",68493.884,69443.522,69460.204,68493.884,69443.522,69460.204,1,68493.884,966.319999999978,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPTM12782"
"10",1688987843084,"10/07/2023 11:17:23",1688973443084,-4,"10/07/2023 03:17:23",137495,33,"questionnaire-uu2n",NA,30590968,9082638,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x1024","1280x881",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",321,"In","",1,"FGEHDICJBKA","","","A (JV first)",NA,NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",51109.6800000477,51099.63,51109.6800000477,51109.6800000477,51099.63,51109.6800000477,1,51109.6800000477,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPTM12782"
"11",1688987843092,"10/07/2023 11:17:23",1688973443092,-4,"10/07/2023 03:17:23",137495,33,"questionnaire-uu2n",NA,30590968,9082638,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x1024","1280x881",NA,NA,NA,"BIQ (Charlotte)",2,"Anxious",321,"In","",1,"FGEHDICJBKA","","","A (JV first)",NA,NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","6",39786.724,51099.63,51116.238,39786.724,51099.63,51116.238,1,39786.724,11329.514,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPTM12782"
