"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.ln1a","randomiser.vzsr","branch.hkzp","randomiser.ywar","randomiser.q6ah","order.ot79","randomiser.ahe2","randomiser.ckhi","randomiser.lqqr","randomiser.pobd","randomiser.8gdj","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"3",1689000524078,"10/07/2023 14:48:44",1688986124078,-4,"10/07/2023 06:48:44",137495,33,"task-n9i1",NA,30598106,9084322,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1370x703","1366x699",NA,NA,NA,"Pre-Task Notice",2,"Anxious",NA,"In","",NA,"IJHKGAFBECD","","","B (MDot First)",1,231,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM96648"
"1",1689001476375,"10/07/2023 15:04:36",1689005076375,1,"10/07/2023 17:04:36",137495,33,"task-n9i1",NA,30598615,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"Pre-Task Notice",2,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A","","",NA,NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM15998"
"2",1689001484946,"10/07/2023 15:04:44",1689005084946,1,"10/07/2023 17:04:44",137495,33,"task-n9i1",NA,30598615,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"Pre-Task Notice",2,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A","","",NA,NA,"Spreadsheet1","Spreadsheet1",1,"Screen","Screen 1","xrjwiw",1,"continue","",8597.43099995232,8583.525,8597.43099995232,8597.43099995232,8583.525,8597.43099995232,1,8597.43099995232,0,0,NA,"Click To Continue","Continue Button",2,"object-4","Screen",NA,"SUPTM15998"
"3",1689001484948,"10/07/2023 15:04:44",1689005084948,1,"10/07/2023 17:04:44",137495,33,"task-n9i1",NA,30598615,9084892,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x760",NA,NA,NA,"Pre-Task Notice",2,"NonAnxious",NA,"In","A",NA,"ABKCJDIEHFG","A","","",NA,NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM15998"
"1",1689004262759,"10/07/2023 15:51:02",1689007862759,1,"10/07/2023 17:51:02",137495,33,"task-n9i1",NA,30599609,9085338,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x714",NA,NA,NA,"Pre-Task Notice",2,"Anxious",132,"In","",2,"BCADKEJFIGH","","","A (JV first)",NA,NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM05489"
"2",1689004295455,"10/07/2023 15:51:35",1689007895455,1,"10/07/2023 17:51:35",137495,33,"task-n9i1",NA,30599609,9085338,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x714",NA,NA,NA,"Pre-Task Notice",2,"Anxious",132,"In","",2,"BCADKEJFIGH","","","A (JV first)",NA,NA,"Spreadsheet1","Spreadsheet1",1,"Screen","Screen 1","xrjwiw",1,"continue","",33459.1000001431,33450.504,33459.1000001431,33459.1000001431,33450.504,33459.1000001431,1,33459.1000001431,0,0,NA,"Click To Continue","Continue Button",2,"object-4","Screen",NA,"SUPTM05489"
"3",1689004295458,"10/07/2023 15:51:35",1689007895458,1,"10/07/2023 17:51:35",137495,33,"task-n9i1",NA,30599609,9085338,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x714",NA,NA,NA,"Pre-Task Notice",2,"Anxious",132,"In","",2,"BCADKEJFIGH","","","A (JV first)",NA,NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM05489"
"1",1689005030451,"10/07/2023 16:03:50",1689008630451,1,"10/07/2023 18:03:50",137495,33,"task-n9i1",NA,30599791,9085468,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x720","1280x720",NA,NA,NA,"Pre-Task Notice",2,"Anxious",NA,"In","",NA,"CDBEAFKGJHI","","","B (MDot First)",2,213,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM50909"
"2",1689005037192,"10/07/2023 16:03:57",1689008637192,1,"10/07/2023 18:03:57",137495,33,"task-n9i1",NA,30599791,9085468,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x720","1280x720",NA,NA,NA,"Pre-Task Notice",2,"Anxious",NA,"In","",NA,"CDBEAFKGJHI","","","B (MDot First)",2,213,"Spreadsheet1","Spreadsheet1",1,"Screen","Screen 1","xrjwiw",1,"continue","",6761.421,6744.747,6761.421,6761.421,6744.747,6761.421,1,6761.421,0,0,NA,"Click To Continue","Continue Button",2,"object-4","Screen",NA,"SUPTM50909"
"3",1689005037194,"10/07/2023 16:03:57",1689008637194,1,"10/07/2023 18:03:57",137495,33,"task-n9i1",NA,30599791,9085468,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x720","1280x720",NA,NA,NA,"Pre-Task Notice",2,"Anxious",NA,"In","",NA,"CDBEAFKGJHI","","","B (MDot First)",2,213,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM50909"
"1",1689005643381,"10/07/2023 16:14:03",1689009243381,1,"10/07/2023 18:14:03",137495,33,"task-n9i1",NA,30599919,9085500,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 115.0","1920x1080","958x954",NA,NA,NA,"Pre-Task Notice",2,"Anxious",NA,"In","",NA,"DECFBGAHKIJ","","","B (MDot First)",1,231,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM05151"
"2",1689005646866,"10/07/2023 16:14:06",1689009246866,1,"10/07/2023 18:14:06",137495,33,"task-n9i1",NA,30599919,9085500,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 115.0","1920x1080","958x954",NA,NA,NA,"Pre-Task Notice",2,"Anxious",NA,"In","",NA,"DECFBGAHKIJ","","","B (MDot First)",1,231,"Spreadsheet1","Spreadsheet1",1,"Screen","Screen 1","xrjwiw",1,"continue","",3483.32,3466.66,3483.32,3483.32,3466.66,3483.32,1,3483.32,0,0,NA,"Click To Continue","Continue Button",2,"object-4","Screen",NA,"SUPTM05151"
"3",1689005646871,"10/07/2023 16:14:06",1689009246871,1,"10/07/2023 18:14:06",137495,33,"task-n9i1",NA,30599919,9085500,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 115.0","1920x1080","958x954",NA,NA,NA,"Pre-Task Notice",2,"Anxious",NA,"In","",NA,"DECFBGAHKIJ","","","B (MDot First)",1,231,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM05151"
"1",1689009587597,"10/07/2023 17:19:47",1689013187597,1,"10/07/2023 19:19:47",137495,33,"task-n9i1",NA,30600972,9085742,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x714",NA,NA,NA,"Pre-Task Notice",2,"Anxious",NA,"In","",NA,"EFDGCHBIAJK","","","B (MDot First)",2,123,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM31721"
"2",1689009592814,"10/07/2023 17:19:52",1689013192814,1,"10/07/2023 19:19:52",137495,33,"task-n9i1",NA,30600972,9085742,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x714",NA,NA,NA,"Pre-Task Notice",2,"Anxious",NA,"In","",NA,"EFDGCHBIAJK","","","B (MDot First)",2,123,"Spreadsheet1","Spreadsheet1",1,"Screen","Screen 1","xrjwiw",1,"continue","",5223.80200004768,5220.108,5223.80200004768,5223.80200004768,5220.108,5223.80200004768,1,5223.80200004768,0,0,NA,"Click To Continue","Continue Button",2,"object-4","Screen",NA,"SUPTM31721"
"3",1689009592815,"10/07/2023 17:19:52",1689013192815,1,"10/07/2023 19:19:52",137495,33,"task-n9i1",NA,30600972,9085742,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x714",NA,NA,NA,"Pre-Task Notice",2,"Anxious",NA,"In","",NA,"EFDGCHBIAJK","","","B (MDot First)",2,123,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM31721"
"1",1689013068087,"10/07/2023 18:17:48",1689016668087,1,"10/07/2023 20:17:48",137495,33,"task-n9i1",NA,30601925,9085792,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x960","1707x809",NA,NA,NA,"Pre-Task Notice",2,"NonAnxious",NA,"In","B",NA,"FGEHDICJBKA","A","","",NA,NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM34679"
"2",1689013106558,"10/07/2023 18:18:26",1689016706558,1,"10/07/2023 20:18:26",137495,33,"task-n9i1",NA,30601925,9085792,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x960","1707x809",NA,NA,NA,"Pre-Task Notice",2,"NonAnxious",NA,"In","B",NA,"FGEHDICJBKA","A","","",NA,NA,"Spreadsheet1","Spreadsheet1",1,"Screen","Screen 1","xrjwiw",1,"continue","",38475.7680000477,38470.476,38475.7680000477,38475.7680000477,38470.476,38475.7680000477,1,38475.7680000477,0,0,NA,"Click To Continue","Continue Button",2,"object-4","Screen",NA,"SUPTM34679"
"3",1689013106563,"10/07/2023 18:18:26",1689016706563,1,"10/07/2023 20:18:26",137495,33,"task-n9i1",NA,30601925,9085792,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1707x960","1707x809",NA,NA,NA,"Pre-Task Notice",2,"NonAnxious",NA,"In","B",NA,"FGEHDICJBKA","A","","",NA,NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM34679"
"1",1689017776512,"10/07/2023 19:36:16",1689021376512,1,"10/07/2023 21:36:16",137495,33,"task-n9i1",NA,30602866,9086165,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1041x586","1157x494",NA,NA,NA,"Pre-Task Notice",2,"Anxious",NA,"In","",NA,"GHFIEJDKCAB","","","B (MDot First)",1,213,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM84507"
"2",1689017784235,"10/07/2023 19:36:24",1689021384235,1,"10/07/2023 21:36:24",137495,33,"task-n9i1",NA,30602866,9086165,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1041x586","1157x494",NA,NA,NA,"Pre-Task Notice",2,"Anxious",NA,"In","",NA,"GHFIEJDKCAB","","","B (MDot First)",1,213,"Spreadsheet1","Spreadsheet1",1,"Screen","Screen 1","xrjwiw",1,"continue","",7738.94200000009,7732.352,7738.94200000009,7738.94200000009,7732.352,7738.94200000009,1,7738.94200000009,0,0,NA,"Click To Continue","Continue Button",2,"object-4","Screen",NA,"SUPTM84507"
"3",1689017784236,"10/07/2023 19:36:24",1689021384236,1,"10/07/2023 21:36:24",137495,33,"task-n9i1",NA,30602866,9086165,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1041x586","1157x494",NA,NA,NA,"Pre-Task Notice",2,"Anxious",NA,"In","",NA,"GHFIEJDKCAB","","","B (MDot First)",1,213,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM84507"
"1",1689023512301,"10/07/2023 21:11:52",1689027112301,1,"10/07/2023 23:11:52",137495,33,"task-n9i1",NA,30604002,9086484,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Edge 114.0.1823.67","1536x864","1147x557",NA,NA,NA,"Pre-Task Notice",2,"Anxious",NA,"In","",NA,"HIGJFKEADBC","","","B (MDot First)",2,321,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM16544"
"2",1689023517320,"10/07/2023 21:11:57",1689027117320,1,"10/07/2023 23:11:57",137495,33,"task-n9i1",NA,30604002,9086484,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Edge 114.0.1823.67","1536x864","1147x557",NA,NA,NA,"Pre-Task Notice",2,"Anxious",NA,"In","",NA,"HIGJFKEADBC","","","B (MDot First)",2,321,"Spreadsheet1","Spreadsheet1",1,"Screen","Screen 1","xrjwiw",1,"continue","",5031.13700009537,5016.436,5031.13700009537,5031.13700009537,5016.436,5031.13700009537,1,5031.13700009537,0,0,NA,"Click To Continue","Continue Button",2,"object-4","Screen",NA,"SUPTM16544"
"3",1689023517322,"10/07/2023 21:11:57",1689027117322,1,"10/07/2023 23:11:57",137495,33,"task-n9i1",NA,30604002,9086484,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Edge 114.0.1823.67","1536x864","1147x557",NA,NA,NA,"Pre-Task Notice",2,"Anxious",NA,"In","",NA,"HIGJFKEADBC","","","B (MDot First)",2,321,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM16544"
