"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.ln1a","randomiser.vzsr","branch.hkzp","randomiser.ywar","randomiser.q6ah","order.ot79","randomiser.ahe2","randomiser.ckhi","randomiser.lqqr","randomiser.pobd","randomiser.8gdj","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"1",1688986234085,"10/07/2023 10:50:34",1688989834085,1,"10/07/2023 12:50:34",137495,33,"task-n9i1",NA,30590392,9082357,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x657",NA,NA,NA,"Pre-Task Notice",2,"NonAnxious",NA,"In","",NA,"BCADKEJFIGH","B","B","",NA,NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM45532"
"2",1688986249361,"10/07/2023 10:50:49",1688989849361,1,"10/07/2023 12:50:49",137495,33,"task-n9i1",NA,30590392,9082357,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x657",NA,NA,NA,"Pre-Task Notice",2,"NonAnxious",NA,"In","",NA,"BCADKEJFIGH","B","B","",NA,NA,"Spreadsheet1","Spreadsheet1",1,"Screen","Screen 1","xrjwiw",1,"continue","",22115.959,22099.275,22115.959,22115.959,22099.275,22115.959,1,22115.959,0,0,NA,"Click To Continue","Continue Button",2,"object-4","Screen",NA,"SUPTM45532"
"3",1688986249369,"10/07/2023 10:50:49",1688989849369,1,"10/07/2023 12:50:49",137495,33,"task-n9i1",NA,30590392,9082357,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x657",NA,NA,NA,"Pre-Task Notice",2,"NonAnxious",NA,"In","",NA,"BCADKEJFIGH","B","B","",NA,NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM45532"
"1",1688987944830,"10/07/2023 11:19:04",1688973544830,-4,"10/07/2023 03:19:04",137495,33,"task-n9i1",NA,30591100,9082545,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 113.0.0.0","1920x1080","1920x969",NA,NA,NA,"Pre-Task Notice",2,"Anxious",NA,"In","",NA,"EFDGCHBIAJK","","","B (MDot First)",1,123,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM14738"
"2",1688987954714,"10/07/2023 11:19:14",1688973554714,-4,"10/07/2023 03:19:14",137495,33,"task-n9i1",NA,30591100,9082545,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 113.0.0.0","1920x1080","1920x969",NA,NA,NA,"Pre-Task Notice",2,"Anxious",NA,"In","",NA,"EFDGCHBIAJK","","","B (MDot First)",1,123,"Spreadsheet1","Spreadsheet1",1,"Screen","Screen 1","xrjwiw",1,"continue","",9907.51,9903.17,9907.51,9907.51,9903.17,9907.51,1,9907.51,0,0,NA,"Click To Continue","Continue Button",2,"object-4","Screen",NA,"SUPTM14738"
"3",1688987954718,"10/07/2023 11:19:14",1688973554718,-4,"10/07/2023 03:19:14",137495,33,"task-n9i1",NA,30591100,9082545,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 113.0.0.0","1920x1080","1920x969",NA,NA,NA,"Pre-Task Notice",2,"Anxious",NA,"In","",NA,"EFDGCHBIAJK","","","B (MDot First)",1,123,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM14738"
"1",1688989190932,"10/07/2023 11:39:50",1688974790932,-4,"10/07/2023 03:39:50",137495,33,"task-n9i1",NA,30591499,9082638,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x1024","1280x881",NA,NA,NA,"Pre-Task Notice",2,"Anxious",321,"In","",1,"FGEHDICJBKA","","","A (JV first)",NA,NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM12782"
"2",1688989204449,"10/07/2023 11:40:04",1688974804449,-4,"10/07/2023 03:40:04",137495,33,"task-n9i1",NA,30591499,9082638,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x1024","1280x881",NA,NA,NA,"Pre-Task Notice",2,"Anxious",321,"In","",1,"FGEHDICJBKA","","","A (JV first)",NA,NA,"Spreadsheet1","Spreadsheet1",1,"Screen","Screen 1","xrjwiw",1,"continue","",13556.4240001907,13545.55,13556.4240001907,13556.4240001907,13545.55,13556.4240001907,1,13556.4240001907,0,0,NA,"Click To Continue","Continue Button",2,"object-4","Screen",NA,"SUPTM12782"
"3",1688989204466,"10/07/2023 11:40:04",1688974804466,-4,"10/07/2023 03:40:04",137495,33,"task-n9i1",NA,30591499,9082638,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x1024","1280x881",NA,NA,NA,"Pre-Task Notice",2,"Anxious",321,"In","",1,"FGEHDICJBKA","","","A (JV first)",NA,NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM12782"
"1",1688993967599,"10/07/2023 12:59:27",1688979567599,-4,"10/07/2023 04:59:27",137495,33,"task-n9i1",NA,30593657,9083342,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1920x1080","1920x927",NA,NA,NA,"Pre-Task Notice",2,"NonAnxious",NA,"In","",NA,"HIGJFKEADBC","B","B","",NA,NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM14619"
"2",1688993984381,"10/07/2023 12:59:44",1688979584381,-4,"10/07/2023 04:59:44",137495,33,"task-n9i1",NA,30593657,9083342,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1920x1080","1920x927",NA,NA,NA,"Pre-Task Notice",2,"NonAnxious",NA,"In","",NA,"HIGJFKEADBC","B","B","",NA,NA,"Spreadsheet1","Spreadsheet1",1,"Screen","Screen 1","xrjwiw",1,"continue","",34536,34532.319,34536,34536,34532.319,34536,1,34536,0,0,NA,"Click To Continue","Continue Button",2,"object-4","Screen",NA,"SUPTM14619"
"3",1688993984384,"10/07/2023 12:59:44",1688979584384,-4,"10/07/2023 04:59:44",137495,33,"task-n9i1",NA,30593657,9083342,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1920x1080","1920x927",NA,NA,NA,"Pre-Task Notice",2,"NonAnxious",NA,"In","",NA,"HIGJFKEADBC","B","B","",NA,NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM14619"
"1",1689000514355,"10/07/2023 14:48:34",1688986114355,-4,"10/07/2023 06:48:34",137495,33,"task-n9i1",NA,30598106,9084322,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1370x703","1366x699",NA,NA,NA,"Pre-Task Notice",2,"Anxious",NA,"In","",NA,"IJHKGAFBECD","","","B (MDot First)",1,231,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM96648"
"2",1689000524071,"10/07/2023 14:48:44",1688986124071,-4,"10/07/2023 06:48:44",137495,33,"task-n9i1",NA,30598106,9084322,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1370x703","1366x699",NA,NA,NA,"Pre-Task Notice",2,"Anxious",NA,"In","",NA,"IJHKGAFBECD","","","B (MDot First)",1,231,"Spreadsheet1","Spreadsheet1",1,"Screen","Screen 1","xrjwiw",1,"continue","",9762,9746,9762,9762,9746,9762,1,9762,0,0,NA,"Click To Continue","Continue Button",2,"object-4","Screen",NA,"SUPTM96648"
