"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.ln1a","randomiser.vzsr","branch.hkzp","randomiser.ywar","randomiser.q6ah","order.ot79","randomiser.ahe2","randomiser.ckhi","randomiser.lqqr","randomiser.pobd","randomiser.8gdj","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Spreadsheet..stimulus","Manipulation..Spreadsheet","Random_ID"
"1",1688990740878,"10/07/2023 12:05:40",1688976340878,-4,"10/07/2023 04:05:40",137495,33,"task-empj",NA,30591956,9082545,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 113.0.0.0","1920x1080","1920x969",NA,NA,NA,"JV Task P1",8,"Anxious",NA,"In",NA,NA,"EFDGCHBIAJK",NA,NA,"B (MDot First)",1,123,"SS1","SS1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","","",NA,"SUPTM14738"
"2",1688990750631,"10/07/2023 12:05:50",1688976350631,-4,"10/07/2023 04:05:50",137495,33,"task-empj",NA,30591956,9082545,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 113.0.0.0","1920x1080","1920x969",NA,NA,NA,"JV Task P1",8,"Anxious",NA,"In",NA,NA,"EFDGCHBIAJK",NA,NA,"B (MDot First)",1,123,"SS1","SS1",1,"J","Judginess","w2ir4b",1,"continue","",6999.188,6985.491,6999.188,6999.188,6985.491,6999.188,1,6999.188,0,0,NA,"Click To Continue","Continue Button",1,"object-14","J","CFD-WF-017-003-H.jpeg",NA,"SUPTM14738"
"3",1688990750632,"10/07/2023 12:05:50",1688976350632,-4,"10/07/2023 04:05:50",137495,33,"task-empj",NA,30591956,9082545,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 113.0.0.0","1920x1080","1920x969",NA,NA,NA,"JV Task P1",8,"Anxious",NA,"In",NA,NA,"EFDGCHBIAJK",NA,NA,"B (MDot First)",1,123,"SS1","SS1",1,"J","Judginess","w2ir4b",1,"response","80",5885.167,6985.491,7000.78800000149,5885.167,6985.491,7000.78800000149,1,5885.167,1115.62100000149,0,NA,"Slider","J",3,"object-18","J","CFD-WF-017-003-H.jpeg",NA,"SUPTM14738"
"4",1688990751584,"10/07/2023 12:05:51",1688976351584,-4,"10/07/2023 04:05:51",137495,33,"task-empj",NA,30591956,9082545,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 113.0.0.0","1920x1080","1920x969",NA,NA,NA,"JV Task P1",8,"Anxious",NA,"In",NA,NA,"EFDGCHBIAJK",NA,NA,"B (MDot First)",1,123,"SS1","SS1",1,"J","Fixation","mtm832",2,"continue","",966.969000000001,966.969000000001,966.969000000001,966.969000000001,966.969000000001,966.969000000001,1,966.969000000001,0,0,NA,"Fixation Timing","Fixation",1,"object-65","J","CFD-WF-017-003-H.jpeg",NA,"SUPTM14738"
"5",1688990757575,"10/07/2023 12:05:57",1688976357575,-4,"10/07/2023 04:05:57",137495,33,"task-empj",NA,30591956,9082545,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 113.0.0.0","1920x1080","1920x969",NA,NA,NA,"JV Task P1",8,"Anxious",NA,"In",NA,NA,"EFDGCHBIAJK",NA,NA,"B (MDot First)",1,123,"SS1","SS1",2,"J","Judginess","w2ir4b",1,"continue","",5540.96599999851,5534.999,5540.96599999851,5540.96599999851,5534.999,5540.96599999851,1,5540.96599999851,0,0,NA,"Click To Continue","Continue Button",1,"object-14","J","CFD-WF-012-002-N.jpg",NA,"SUPTM14738"
"6",1688990757577,"10/07/2023 12:05:57",1688976357577,-4,"10/07/2023 04:05:57",137495,33,"task-empj",NA,30591956,9082545,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 113.0.0.0","1920x1080","1920x969",NA,NA,NA,"JV Task P1",8,"Anxious",NA,"In",NA,NA,"EFDGCHBIAJK",NA,NA,"B (MDot First)",1,123,"SS1","SS1",2,"J","Judginess","w2ir4b",1,"response","15",4868.146,5534.999,5542.76600000298,4868.146,5534.999,5542.76600000298,1,4868.146,674.620000002978,0,NA,"Slider","J",3,"object-18","J","CFD-WF-012-002-N.jpg",NA,"SUPTM14738"
"7",1688990758536,"10/07/2023 12:05:58",1688976358536,-4,"10/07/2023 04:05:58",137495,33,"task-empj",NA,30591956,9082545,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 113.0.0.0","1920x1080","1920x969",NA,NA,NA,"JV Task P1",8,"Anxious",NA,"In",NA,NA,"EFDGCHBIAJK",NA,NA,"B (MDot First)",1,123,"SS1","SS1",2,"J","Fixation","mtm832",2,"continue","",966.971999999998,966.971999999998,966.971999999998,966.971999999998,966.971999999998,966.971999999998,1,966.971999999998,0,0,NA,"Fixation Timing","Fixation",1,"object-65","J","CFD-WF-012-002-N.jpg",NA,"SUPTM14738"
"8",1688990762344,"10/07/2023 12:06:02",1688976362344,-4,"10/07/2023 04:06:02",137495,33,"task-empj",NA,30591956,9082545,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 113.0.0.0","1920x1080","1920x969",NA,NA,NA,"JV Task P1",8,"Anxious",NA,"In",NA,NA,"EFDGCHBIAJK",NA,NA,"B (MDot First)",1,123,"SS1","SS1",3,"J","Judginess","w2ir4b",1,"continue","",3807.89499999702,3801.177,3807.89499999702,3807.89499999702,3801.177,3807.89499999702,1,3807.89499999702,0,0,NA,"Click To Continue","Continue Button",1,"object-14","J","CFD-WM-001-014-N.jpg",NA,"SUPTM14738"
"9",1688990762347,"10/07/2023 12:06:02",1688976362347,-4,"10/07/2023 04:06:02",137495,33,"task-empj",NA,30591956,9082545,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 113.0.0.0","1920x1080","1920x969",NA,NA,NA,"JV Task P1",8,"Anxious",NA,"In",NA,NA,"EFDGCHBIAJK",NA,NA,"B (MDot First)",1,123,"SS1","SS1",3,"J","Judginess","w2ir4b",1,"response","11",3067.612,3801.177,3811.595,3067.612,3801.177,3811.595,1,3067.612,743.983,0,NA,"Slider","J",3,"object-18","J","CFD-WM-001-014-N.jpg",NA,"SUPTM14738"
"10",1688990763304,"10/07/2023 12:06:03",1688976363304,-4,"10/07/2023 04:06:03",137495,33,"task-empj",NA,30591956,9082545,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 113.0.0.0","1920x1080","1920x969",NA,NA,NA,"JV Task P1",8,"Anxious",NA,"In",NA,NA,"EFDGCHBIAJK",NA,NA,"B (MDot First)",1,123,"SS1","SS1",3,"J","Fixation","mtm832",2,"continue","",966.962000000003,966.962000000003,966.962000000003,966.962000000003,966.962000000003,966.962000000003,1,966.962000000003,0,0,NA,"Fixation Timing","Fixation",1,"object-65","J","CFD-WM-001-014-N.jpg",NA,"SUPTM14738"
