"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","randomiser.lqqr","randomiser.28m8","randomiser.tf5j","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"2",1692016101709,"14/08/2023 12:28:21",1692019701709,1,"14/08/2023 14:28:21",140743,17,"task-w8vi",NA,31175876,9242399,NA,"complete",NA,"64da217fbeca8340a86d1818","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x963",NA,NA,0,"Pre-Video Feedback Task (Clone)",6,"CDBEAFJGIH",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"Instructions","Screen 1","by7fw4",1,"continue","",4565.53800000019,4554.541,4565.53800000019,4565.53800000019,4554.541,4565.53800000019,1,4565.53800000019,0,0,NA,"Click To Continue","Continue Button",2,"object-15","Instructions",NA,"SUPPRF27407"
"3",1692016103167,"14/08/2023 12:28:23",1692019703167,1,"14/08/2023 14:28:23",140743,17,"task-w8vi",NA,31175876,9242399,NA,"complete",NA,"64da217fbeca8340a86d1818","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x963",NA,NA,0,"Pre-Video Feedback Task (Clone)",6,"CDBEAFJGIH",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"Instructions","Screen 2","32ryug",2,"continue","",1468.286,1451.603,1468.286,1468.286,1451.603,1468.286,1,1468.286,0,0,NA,"Click To Continue","Continue Button",2,"object-18","Instructions",NA,"SUPPRF27407"
"4",1692016109730,"14/08/2023 12:28:29",1692019709730,1,"14/08/2023 14:28:29",140743,17,"task-w8vi",NA,31175876,9242399,NA,"complete",NA,"64da217fbeca8340a86d1818","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x963",NA,NA,0,"Pre-Video Feedback Task (Clone)",6,"CDBEAFJGIH",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"Instructions","Screen 6","qfz25j",3,"continue","",6581.39400000019,6572.924,6581.39400000019,6581.39400000019,6572.924,6581.39400000019,1,6581.39400000019,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Instructions",NA,"SUPPRF27407"
"5",1692016113897,"14/08/2023 12:28:33",1692019713897,1,"14/08/2023 14:28:33",140743,17,"task-w8vi",NA,31175876,9242399,NA,"complete",NA,"64da217fbeca8340a86d1818","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x963",NA,NA,0,"Pre-Video Feedback Task (Clone)",6,"CDBEAFJGIH",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"Instructions","Screen 3","oiajeu",4,"continue","",4175.37000000056,4171.013,4175.37000000056,4175.37000000056,4171.013,4175.37000000056,1,4175.37000000056,0,0,NA,"Click To Continue","Continue Button",2,"object-21","Instructions",NA,"SUPPRF27407"
"6",1692016123354,"14/08/2023 12:28:43",1692019723354,1,"14/08/2023 14:28:43",140743,17,"task-w8vi",NA,31175876,9242399,NA,"complete",NA,"64da217fbeca8340a86d1818","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x963",NA,NA,0,"Pre-Video Feedback Task (Clone)",6,"CDBEAFJGIH",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"Instructions","Screen 4","x6yf73",5,"continue","",9459.284,9442.601,9459.284,9459.284,9442.601,9459.284,1,9459.284,0,0,NA,"Click To Continue","Continue Button",2,"object-24","Instructions",NA,"SUPPRF27407"
"7",1692016124623,"14/08/2023 12:28:44",1692019724623,1,"14/08/2023 14:28:44",140743,17,"task-w8vi",NA,31175876,9242399,NA,"complete",NA,"64da217fbeca8340a86d1818","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x963",NA,NA,0,"Pre-Video Feedback Task (Clone)",6,"CDBEAFJGIH",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"Instructions","Screen 7","rb1b6r",6,"continue","",1288.45600000074,1284.778,1288.45600000074,1288.45600000074,1284.778,1288.45600000074,1,1288.45600000074,0,0,NA,"Click To Continue","Continue Button",2,"object-49","Instructions",NA,"SUPPRF27407"
"8",1692016157744,"14/08/2023 12:29:17",1692019757744,1,"14/08/2023 14:29:17",140743,17,"task-w8vi",NA,31175876,9242399,NA,"complete",NA,"64da217fbeca8340a86d1818","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x963",NA,NA,0,"Pre-Video Feedback Task (Clone)",6,"CDBEAFJGIH",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"Practice run","Screen 1","ncwxmk",1,"continue","",33100.457,33083.774,33100.457,33100.457,33083.774,33100.457,1,33100.457,0,0,NA,"Click To Continue","Continue Button",2,"object-29","Practice run",NA,"SUPPRF27407"
"9",1692016157752,"14/08/2023 12:29:17",1692019757752,1,"14/08/2023 14:29:17",140743,17,"task-w8vi",NA,31175876,9242399,NA,"complete",NA,"64da217fbeca8340a86d1818","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x963",NA,NA,0,"Pre-Video Feedback Task (Clone)",6,"CDBEAFJGIH",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"Practice run","Screen 1","ncwxmk",1,"response","Came across very clear.",15081.695,33083.774,33100.457,15081.695,33083.774,33100.457,1,15081.695,18018.762,0,NA,"Text Entry","Text Entry",5,"object-38","Practice run",NA,"SUPPRF27407"
"10",1692016157753,"14/08/2023 12:29:17",1692019757753,1,"14/08/2023 14:29:17",140743,17,"task-w8vi",NA,31175876,9242399,NA,"complete",NA,"64da217fbeca8340a86d1818","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x963",NA,NA,0,"Pre-Video Feedback Task (Clone)",6,"CDBEAFJGIH",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"Practice run","Screen 1","ncwxmk",1,"response","was very easy to understand",27877.806,33083.774,33100.457,27877.806,33083.774,33100.457,1,27877.806,5222.651,0,NA,"Text Entry","Text Entry",6,"object-40","Practice run",NA,"SUPPRF27407"
"11",1692016157754,"14/08/2023 12:29:17",1692019757754,1,"14/08/2023 14:29:17",140743,17,"task-w8vi",NA,31175876,9242399,NA,"complete",NA,"64da217fbeca8340a86d1818","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x963",NA,NA,0,"Pre-Video Feedback Task (Clone)",6,"CDBEAFJGIH",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF27407"
"1",1692014715615,"14/08/2023 12:05:15",1692018315615,1,"14/08/2023 14:05:15",140743,17,"task-w8vi",NA,31175371,9242371,NA,"complete",NA,"64da21b55d753010d019b257","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 115.0.0.0","1440x900","1440x789",NA,NA,0,"Pre-Video Feedback Task (Clone)",6,"ABJCIDHEGF",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF71024"
"2",1692014719576,"14/08/2023 12:05:19",1692018319576,1,"14/08/2023 14:05:19",140743,17,"task-w8vi",NA,31175371,9242371,NA,"complete",NA,"64da21b55d753010d019b257","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 115.0.0.0","1440x900","1440x789",NA,NA,0,"Pre-Video Feedback Task (Clone)",6,"ABJCIDHEGF",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"Instructions","Screen 1","by7fw4",1,"continue","",3979.68300000028,3966.508,3979.68300000028,3979.68300000028,3966.508,3979.68300000028,1,3979.68300000028,0,0,NA,"Click To Continue","Continue Button",2,"object-15","Instructions",NA,"SUPPRF71024"
"3",1692014721207,"14/08/2023 12:05:21",1692018321207,1,"14/08/2023 14:05:21",140743,17,"task-w8vi",NA,31175371,9242371,NA,"complete",NA,"64da21b55d753010d019b257","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 115.0.0.0","1440x900","1440x789",NA,NA,0,"Pre-Video Feedback Task (Clone)",6,"ABJCIDHEGF",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"Instructions","Screen 2","32ryug",2,"continue","",1644.875,1633.268,1644.875,1644.875,1633.268,1644.875,1,1644.875,0,0,NA,"Click To Continue","Continue Button",2,"object-18","Instructions",NA,"SUPPRF71024"
"4",1692014725779,"14/08/2023 12:05:25",1692018325779,1,"14/08/2023 14:05:25",140743,17,"task-w8vi",NA,31175371,9242371,NA,"complete",NA,"64da21b55d753010d019b257","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 115.0.0.0","1440x900","1440x789",NA,NA,0,"Pre-Video Feedback Task (Clone)",6,"ABJCIDHEGF",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"Instructions","Screen 6","qfz25j",3,"continue","",4583.50699999991,4571.934,4583.50699999991,4583.50699999991,4571.934,4583.50699999991,1,4583.50699999991,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Instructions",NA,"SUPPRF71024"
"5",1692014729496,"14/08/2023 12:05:29",1692018329496,1,"14/08/2023 14:05:29",140743,17,"task-w8vi",NA,31175371,9242371,NA,"complete",NA,"64da21b55d753010d019b257","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 115.0.0.0","1440x900","1440x789",NA,NA,0,"Pre-Video Feedback Task (Clone)",6,"ABJCIDHEGF",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"Instructions","Screen 3","oiajeu",4,"continue","",3728.87300000019,3716.518,3728.87300000019,3728.87300000019,3716.518,3728.87300000019,1,3728.87300000019,0,0,NA,"Click To Continue","Continue Button",2,"object-21","Instructions",NA,"SUPPRF71024"
"6",1692014736458,"14/08/2023 12:05:36",1692018336458,1,"14/08/2023 14:05:36",140743,17,"task-w8vi",NA,31175371,9242371,NA,"complete",NA,"64da21b55d753010d019b257","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 115.0.0.0","1440x900","1440x789",NA,NA,0,"Pre-Video Feedback Task (Clone)",6,"ABJCIDHEGF",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"Instructions","Screen 4","x6yf73",5,"continue","",6973.95500000028,6963.533,6973.95500000028,6973.95500000028,6963.533,6973.95500000028,1,6973.95500000028,0,0,NA,"Click To Continue","Continue Button",2,"object-24","Instructions",NA,"SUPPRF71024"
"7",1692014737464,"14/08/2023 12:05:37",1692018337464,1,"14/08/2023 14:05:37",140743,17,"task-w8vi",NA,31175371,9242371,NA,"complete",NA,"64da21b55d753010d019b257","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 115.0.0.0","1440x900","1440x789",NA,NA,0,"Pre-Video Feedback Task (Clone)",6,"ABJCIDHEGF",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"Instructions","Screen 7","rb1b6r",6,"continue","",1016.42200000028,999.959999999999,1016.42200000028,1016.42200000028,999.959999999999,1016.42200000028,1,1016.42200000028,0,0,NA,"Click To Continue","Continue Button",2,"object-49","Instructions",NA,"SUPPRF71024"
"8",1692014782746,"14/08/2023 12:06:22",1692018382746,1,"14/08/2023 14:06:22",140743,17,"task-w8vi",NA,31175371,9242371,NA,"complete",NA,"64da21b55d753010d019b257","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 115.0.0.0","1440x900","1440x789",NA,NA,0,"Pre-Video Feedback Task (Clone)",6,"ABJCIDHEGF",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"Practice run","Screen 1","ncwxmk",1,"continue","",45290.3620000002,45279.842,45290.3620000002,45290.3620000002,45279.842,45290.3620000002,1,45290.3620000002,0,0,NA,"Click To Continue","Continue Button",2,"object-29","Practice run",NA,"SUPPRF71024"
"9",1692014782749,"14/08/2023 12:06:22",1692018382749,1,"14/08/2023 14:06:22",140743,17,"task-w8vi",NA,31175371,9242371,NA,"complete",NA,"64da21b55d753010d019b257","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 115.0.0.0","1440x900","1440x789",NA,NA,0,"Pre-Video Feedback Task (Clone)",6,"ABJCIDHEGF",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"Practice run","Screen 1","ncwxmk",1,"response","Set out what was in the room",26143.653,45279.842,45296.508,26143.653,45279.842,45296.508,1,26143.653,19152.855,0,NA,"Text Entry","Text Entry",5,"object-38","Practice run",NA,"SUPPRF71024"
"10",1692014782749,"14/08/2023 12:06:22",1692018382749,1,"14/08/2023 14:06:22",140743,17,"task-w8vi",NA,31175371,9242371,NA,"complete",NA,"64da21b55d753010d019b257","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 115.0.0.0","1440x900","1440x789",NA,NA,0,"Pre-Video Feedback Task (Clone)",6,"ABJCIDHEGF",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"Practice run","Screen 1","ncwxmk",1,"response","Told us who was there in a basic manner",38139.568,45279.842,45296.508,38139.568,45279.842,45296.508,1,38139.568,7156.93999999999,0,NA,"Text Entry","Text Entry",6,"object-40","Practice run",NA,"SUPPRF71024"
"11",1692014782750,"14/08/2023 12:06:22",1692018382750,1,"14/08/2023 14:06:22",140743,17,"task-w8vi",NA,31175371,9242371,NA,"complete",NA,"64da21b55d753010d019b257","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 115.0.0.0","1440x900","1440x789",NA,NA,0,"Pre-Video Feedback Task (Clone)",6,"ABJCIDHEGF",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF71024"
