"","Submission.id","Status","Started.at","Completed.at","Reviewed.at","Archived.at","Time.taken","Completion.code","Total.approvals","Current.uk.area.of.residence","Fluent.languages","Age","Sex","Ethnicity.simplified","Country.of.birth","Country.of.residence","Nationality","Language","Student.status","Employment.status","Custom.study.tncs.accepted.at","Random_ID"
"21","64da33cb039cd8a237b8ae7e","APPROVED","2023-08-14T14:03:05.168000Z","2023-08-14T14:58:09.989000Z","2023-08-15T16:40:26.420000Z","2023-08-14T14:58:11.791077Z",3305,"C18Q2QU1",200,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)","English","24","Female","White","United Kingdom","United Kingdom","United Kingdom","English","Yes","Full-Time","","SUPPRF02797"
"22","64da50a5b280d5d8e5e9eb1f","APPROVED","2023-08-14T16:10:33.842000Z","2023-08-14T17:44:34.613000Z","2023-08-15T16:40:27.928000Z","2023-08-14T17:44:35.217201Z",5641,"C18Q2QU1",1045,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)","English","20","Male","White","United Kingdom","United Kingdom","United Kingdom","English","Yes","Part-Time","","SUPPRF53772"
"23","64da54ae60b9358d64ee4f59","APPROVED","2023-08-14T16:22:13.002000Z","2023-08-14T16:47:49.787000Z","2023-08-15T16:40:30.011000Z","2023-08-14T16:47:50.323528Z",1537,"C18Q2QU1",637,"Scotland","English","19","Male","Asian","Sri Lanka","United Kingdom","Sri Lanka","English","Yes","Part-Time","","SUPPRF59606"
"24","64da57bf281e21980598870b","APPROVED","2023-08-14T16:35:16.521000Z","2023-08-14T17:09:29.746000Z","2023-08-15T16:40:31.954000Z","2023-08-14T17:09:30.480975Z",2054,"C18Q2QU1",563,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)","English, French","21","Female","White","United Kingdom","United Kingdom","United Kingdom","English","No","Due to start a new job within the next month","","SUPPRF84507"
"25","64da6f1a5aac95015e309356","APPROVED","2023-08-14T18:14:55.869000Z","2023-08-14T18:36:56.060000Z","2023-08-15T16:40:34.805000Z","2023-08-14T18:36:56.677661Z",1321,"C18Q2QU1",217,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)","English","21","Female","White","United Kingdom","United Kingdom","United Kingdom","English","Yes","Part-Time","","SUPPRF13522"
"26","64da722cd7dae2d981f16215","APPROVED","2023-08-14T18:31:07.586000Z","2023-08-14T19:10:47.859000Z","2023-08-15T16:40:36.917000Z","2023-08-14T19:12:31.477042Z",2381,"C18Q2QU1",591,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)","English","25","Female","White","United Kingdom","United Kingdom","United Kingdom","English","No","Full-Time","","SUPPRF02973"
"27","64db3028111b0ff40205a905","APPROVED","2023-08-15T07:58:58.705000Z","2023-08-15T08:53:52.357000Z","2023-08-15T16:40:38.619000Z","2023-08-15T08:53:52.972140Z",3294,"C18Q2QU1",410,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)","English, French, Italian","23","Female","White","United Kingdom","United Kingdom","United Kingdom","English","No","Full-Time","","SUPPRF66474"
"28","64db3ff30b0051af402a25df","APPROVED","2023-08-15T09:05:59.318000Z","2023-08-15T09:48:53.295000Z","2023-08-15T16:40:40.722000Z","2023-08-15T09:48:53.765844Z",2574,"C18Q2QU1",65,"North East, England    (Tees Valley, Durham, Northumberland and Tyne and Wear)","English","22","Female","White","United Kingdom","United Kingdom","United Kingdom","English","Yes","Not in paid work (e.g. homemaker', 'retired or disabled)","","SUPPRF09311"
"29","64db50e8d7831bdd4833328b","APPROVED","2023-08-15T10:18:35.475000Z","2023-08-15T10:51:01.242000Z","2023-08-15T16:40:43.048000Z","2023-08-15T10:51:01.658742Z",1946,"C18Q2QU1",33,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)","English","24","Male","White","United Kingdom","United Kingdom","United Kingdom","English","No","Full-Time","","SUPPRF42960"
"30","64db6ece74bc187ddeca4ef7","APPROVED","2023-08-15T12:25:54.790000Z","2023-08-15T13:14:00.583000Z","2023-08-15T16:40:44.893000Z","2023-08-15T13:14:01.098288Z",2886,"C18Q2QU1",967,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)","English","24","Female","White","United Kingdom","United Kingdom","United Kingdom","English","Yes","Part-Time","","SUPPRF50626"
"31","64db7694cf9ebb92b4a19732","APPROVED","2023-08-15T12:59:15.417000Z","2023-08-15T13:36:44.019000Z","2023-08-15T16:40:48.327000Z","2023-08-15T13:36:44.538890Z",2249,"C18Q2QU1",434,"London, England ","English","24","Male","Asian","United Kingdom","United Kingdom","United Kingdom","English","No","Full-Time","","SUPPRF66122"
"32","64dbf4ff504719270ed3ce00","APPROVED","2023-08-15T21:58:31.055000Z","2023-08-15T22:32:52.822000Z","2023-08-17T16:41:13.034000Z","2023-08-15T22:32:53.615038Z",2062,"C18Q2QU1",136,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)","English","21","Female","White","United Kingdom","United Kingdom","United Kingdom","English","Yes","Part-Time","","SUPPRF08258"
"33","64dc7ddf7404cae9c3a1d3e9","APPROVED","2023-08-16T07:44:34.026000Z","2023-08-16T09:15:13.967000Z","2023-08-17T16:41:15.471000Z","2023-08-16T09:15:14.448065Z",5440,"C18Q2QU1",79,"Scotland","English","24","Male","White","United Kingdom","United Kingdom","United Kingdom","English","No","Full-Time","","SUPPRF09500"
"34","64dcd5b8efb53854496a7580","APPROVED","2023-08-16T13:57:17.894000Z","2023-08-16T14:34:39.173000Z","2023-08-17T16:41:17.753000Z","2023-08-16T14:34:39.630041Z",2242,"C18Q2QU1",1033,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)","Chinese, English","23","Male","Asian","Hong Kong","United Kingdom","Hong Kong","English","Yes","Full-Time","","SUPPRF02309"
"35","64dcdc11738dec7846d76850","APPROVED","2023-08-16T14:24:22.131000Z","2023-08-16T14:55:55.326000Z","2023-08-17T16:41:18.774000Z","2023-08-16T14:56:02.088201Z",1894,"C18Q2QU1",45,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)","English","19","Male","White","United Kingdom","United Kingdom","United Kingdom","English","Yes","Part-Time","","SUPPRF89096"
"36","64dcecf2571803aaf952ef5f","APPROVED","2023-08-16T15:36:26.003000Z","2023-08-16T16:42:28.775000Z","2023-08-17T16:41:20.625000Z","2023-08-16T16:42:29.533674Z",3963,"C18Q2QU1",468,"Scotland","English","22","Female","White","United Kingdom","United Kingdom","United Kingdom","English","No","Part-Time","","SUPPRF01588"
"37","64dd297fdd1a9cc9afa673f8","APPROVED","2023-08-16T19:57:05.936000Z","2023-08-16T20:33:46.685000Z","2023-08-17T16:41:22.100000Z","2023-08-16T20:33:56.469348Z",2201,"C18Q2QU1",424,"East Midlands, England (Derbyshire and Nottinghamshire, Leicestershire, Rutland and Northamptonshire, Lincolnshire)","English","23","Male","White","United Kingdom","United Kingdom","United Kingdom","English","Yes","DATA_EXPIRED","","SUPPRF36650"
"38","64de2cb7ebaf7c001ec7e37a","APPROVED","2023-08-17T14:20:39.668000Z","2023-08-17T15:05:30.316000Z","2023-08-17T16:41:24.393000Z","2023-08-17T15:05:30.890591Z",2691,"C18Q2QU1",584,"North East, England    (Tees Valley, Durham, Northumberland and Tyne and Wear)","Dutch, English","22","Male","White","Netherlands","United Kingdom","United Kingdom","Dutch","Yes","Full-Time","","SUPPRF73191"
"39","64df66dd18f0e4168f29a35f","APPROVED","2023-08-18T12:41:03.863000Z","2023-08-18T13:12:47.579000Z","2023-09-08T00:00:10.211000Z","2023-08-18T13:12:48.068525Z",1904,"C18Q2QU1",983,"London, England ","English, Polish","25","Female","White","Poland","United Kingdom","Poland","Polish","No","Full-Time","","SUPPRF05489"
"40","64e0bcd5bf3ef3ff724048a9","APPROVED","2023-08-19T13:00:10.012000Z","2023-08-19T13:29:37.385000Z","2023-09-08T16:44:35.206000Z","2023-08-19T13:29:37.863622Z",1768,"C18Q2QU1",200,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)","English","21","Female","White","United Kingdom","United Kingdom","United Kingdom","English","Yes","Unemployed (and job seeking)","","SUPPRF88097"
"41","64e252d5b92f3bcf49791cfd","APPROVED","2023-08-20T17:52:25.509000Z","2023-08-20T18:39:03.712000Z","2023-09-08T16:44:38.456000Z","2023-08-20T18:39:04.248959Z",2799,"C18Q2QU1",443,"London, England ","Arabic, English","21","Female","Other","United Kingdom","United Kingdom","United Kingdom","Arabic","Yes","Other","","SUPPRF06732"
"42","64e32be7ed0d2f797828c1a4","APPROVED","2023-08-21T09:18:33.752000Z","2023-08-21T10:02:00.881000Z","2023-09-08T16:44:38Z","2023-08-21T10:02:01.412597Z",2608,"C18Q2QU1",454,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)","English","25","Female","White","United Kingdom","United Kingdom","United Kingdom","English","No","Not in paid work (e.g. homemaker', 'retired or disabled)","","SUPPRF05565"
"43","64e4fc72a6b2df27331b7045","APPROVED","2023-08-22T18:20:42.392000Z","2023-08-22T19:01:58.346000Z","2023-09-08T16:44:37.144000Z","2023-08-22T19:03:27.197149Z",2476,"C18Q2QU1",489,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)","English, Welsh","21","Prefer not to say","White","United Kingdom","United Kingdom","United Kingdom","English","No","Due to start a new job within the next month","","SUPPRF42249"
"44","64ea0abb4fcce2d50f284df2","APPROVED","2023-08-26T14:22:57.275000Z","2023-08-26T14:46:59.051000Z","2023-09-08T16:44:40.137000Z","2023-08-26T14:46:59.531415Z",1442,"C18Q2QU1",711,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)","English","24","Female","White","United Kingdom","United Kingdom","United Kingdom","English","Yes","Full-Time","","SUPPRF79831"
"45","64ea39f32f86c94c9af361b5","APPROVED","2023-08-26T17:44:23.982000Z","2023-08-26T18:30:16.644000Z","2023-09-08T16:44:41.716000Z","2023-08-26T18:30:18.821192Z",2753,"C18Q2QU1",368,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)","English","23","Female","White","United Kingdom","United Kingdom","United Kingdom","English","DATA_EXPIRED","DATA_EXPIRED","","SUPPRF14738"
"46","64ec9ceab0ce5040c12ad22a","APPROVED","2023-08-28T13:14:07.773000Z","2023-08-28T13:50:25.628000Z","2023-09-08T16:44:43.100000Z","2023-08-28T13:50:27.864197Z",2178,"C18Q2QU1",435,"London, England ","English","25","Female","White","United Kingdom","United Kingdom","United Kingdom","English","DATA_EXPIRED","DATA_EXPIRED","","SUPPRF13138"
"47","64eceed14556d1516f0479e9","APPROVED","2023-08-28T19:00:36.235000Z","2023-08-28T19:23:26.069000Z","2023-09-08T16:44:44.759000Z","2023-08-28T19:25:16.749605Z",1370,"C18Q2QU1",1539,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)","English","24","Male","White","United Kingdom","United Kingdom","United Kingdom","English","No","Full-Time","","SUPPRF20104"
"48","64da05a71c32eab0c06d4c53","RETURNED","2023-08-14T10:54:55.085000Z","","","",NA,"",898,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","Not Applicable","SUPPRF70702"
"49","64da2748ce5fe5c1a11dc9af","RETURNED","2023-08-14T13:08:28.515000Z","","","",NA,"",475,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","Not Applicable","SUPPRF65249"
"50","64da35e5e9a4ad4df297dd6a","RETURNED","2023-08-14T14:18:02.210000Z","","","",NA,"",729,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","Not Applicable","SUPPRF12782"
"51","64da4329fba44832bc2edcd4","RETURNED","2023-08-14T15:08:24.239000Z","2023-08-14T15:12:19.048000Z","","2023-08-14T15:12:20.267000Z",NA,"NOCODE",649,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","Not Applicable","SUPPRF32263"
"52","64da4340d3d2ee671133c944","RETURNED","2023-08-14T15:08:46.807000Z","","","",NA,"",194,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","Not Applicable","SUPPRF32156"
"53","64da69baba4f89c53e852fed","RETURNED","2023-08-14T17:51:58.545000Z","","","",NA,"",1862,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","Not Applicable","SUPPRF73286"
"54","64db2ccf5ea14742997493b9","RETURNED","2023-08-15T07:44:22.160000Z","","","",NA,"",790,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","Not Applicable","SUPPRF00664"
"55","64db498cbe74e9e388c7d084","RETURNED","2023-08-15T09:46:56.092000Z","","","",NA,"",222,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","Not Applicable","SUPPRF75167"
"56","64db4c39917966f28b05e2cf","RETURNED","2023-08-15T09:58:22.696000Z","","","",NA,"",748,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","Not Applicable","SUPPRF23119"
"57","64dbe769538531d36586ded8","TIMED-OUT","2023-08-15T21:00:52.365000Z","","","",29174819,"",531,"Scotland","English","22","Female","White","United Kingdom","United Kingdom","United Kingdom","English","DATA_EXPIRED","Full-Time","Not Applicable","SUPPRF50909"
"58","64dc9a81f5c0b48bc0f02f77","RETURNED","2023-08-16T09:44:44.539000Z","","","",NA,"",935,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","Not Applicable","SUPPRF51662"
"59","64dccafa43dc0bf2cf557bdc","RETURNED","2023-08-16T13:11:27.119000Z","","","",NA,"",83,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","Not Applicable","SUPPRF91602"
"60","64de33272c4ae9fb8f6b89fc","RETURNED","2023-08-17T14:48:20.737000Z","","","",NA,"",554,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","Not Applicable","SUPPRF05151"
"61","64df9dc331fbcb3358648257","RETURNED","2023-08-18T16:35:20.722000Z","","","",NA,"",1086,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","Not Applicable","SUPPRF96993"
"62","64e2101b98e365600fa272dd","RETURNED","2023-08-20T13:07:41.698000Z","","","",NA,"",801,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","Not Applicable","SUPPRF54374"
"63","64e4abdbbffb38aabe384d50","RETURNED","2023-08-22T12:36:52.249000Z","","","",NA,"",1807,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","Not Applicable","SUPPRF38981"
"64","64e5ce0d7e84a7b6d686e33b","RETURNED","2023-08-23T09:14:53.987000Z","","","",NA,"",850,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","Not Applicable","SUPPRF56429"
"65","64d9ff3c7251de5e68eab8bb","APPROVED","2023-08-14T10:17:32.125000Z","2023-08-14T11:19:12.568000Z","2023-08-15T16:39:49.504000Z","2023-08-14T11:19:13.339000Z",3701,"C18Q2QU1",553,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)","Polish, English","23","Female","White","Poland","United Kingdom","Poland","English","No","Full-Time","Not Applicable","SUPPRF73133"
"66","64d9ff59202825d1e987df74","APPROVED","2023-08-14T10:18:09.792000Z","2023-08-14T11:06:49.177000Z","2023-08-15T16:39:52.240000Z","2023-08-14T11:06:49.921000Z",2920,"C18Q2QU1",210,"East Midlands, England (Derbyshire and Nottinghamshire, Leicestershire, Rutland and Northamptonshire, Lincolnshire)","English","22","Female","White","United Kingdom","United Kingdom","United Kingdom","English","Yes","Not in paid work (e.g. homemaker', 'retired or disabled)","Not Applicable","SUPPRF13097"
"67","64d9ff71624435bf2a23761d","APPROVED","2023-08-14T10:22:02.019000Z","2023-08-14T10:46:53.407000Z","2023-08-15T16:39:55.095000Z","2023-08-14T10:46:54.185000Z",1492,"C18Q2QU1",1349,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)","English","26","Male","Asian","United Kingdom","United Kingdom","United Kingdom","English","No","Unemployed (and job seeking)","Not Applicable","SUPPRF16300"
"68","64d9ff8d839c19319fab2911","APPROVED","2023-08-14T10:18:53.367000Z","2023-08-14T11:04:06.238000Z","2023-08-15T16:39:54.036000Z","2023-08-14T11:04:07.148000Z",2713,"C18Q2QU1",225,"London, England ","English, Spanish","21","Male","Other","United Kingdom","United Kingdom","Spain","Spanish","Yes","Part-Time","Not Applicable","SUPPRF18538"
"69","64da000bb77c30175cda1703","APPROVED","2023-08-14T10:22:45.828000Z","2023-08-14T10:56:16.658000Z","2023-08-15T16:39:56.092000Z","2023-08-14T10:56:17.440000Z",2011,"C18Q2QU1",786,"London, England ","English, Tagalog-Filipino","22","Female","Asian","Philippines","United Kingdom","Ireland","English","Yes","Full-Time","Not Applicable","SUPPRF20908"
"70","64da01617f4e2f7acbe39dd7","APPROVED","2023-08-14T10:33:12.517000Z","2023-08-14T11:07:32.306000Z","2023-08-15T16:39:59.424000Z","2023-08-14T11:07:33.426000Z",2060,"C18Q2QU1",1658,"Scotland","English","24","Male","White","United Kingdom","United Kingdom","United Kingdom","English","Yes","Part-Time","Not Applicable","SUPPRF56705"
"71","64da02835a5052b70ee79e36","APPROVED","2023-08-14T10:31:55.119000Z","2023-08-14T11:00:23.521000Z","2023-08-15T16:39:58.103000Z","2023-08-14T11:00:24.521000Z",1709,"C18Q2QU1",1472,"London, England ","English","24","Female","Asian","United Kingdom","United Kingdom","Pakistan","English","No","Full-Time","Not Applicable","SUPPRF98941"
"72","64da041f0e6d392fff657804","APPROVED","2023-08-14T10:38:35.578000Z","2023-08-14T11:17:29.003000Z","2023-08-15T16:40:04.755000Z","2023-08-14T11:17:29.738000Z",2334,"C18Q2QU1",98,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)","English","24","Female","Mixed","United Kingdom","United Kingdom","United Kingdom","English","No","Full-Time","Not Applicable","SUPPRF15001"
"73","64da04919351a898f9c3ea48","APPROVED","2023-08-14T10:40:44.905000Z","2023-08-14T11:26:11.760000Z","2023-08-15T16:40:05.907000Z","2023-08-14T11:26:12.809000Z",2727,"C18Q2QU1",2222,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)","English","24","Female","White","United Kingdom","United Kingdom","United Kingdom","English","No","Part-Time","Not Applicable","SUPPRF41746"
"74","64da05cb6b98735afb657801","APPROVED","2023-08-14T10:45:44.430000Z","2023-08-14T11:16:25.959000Z","2023-08-15T16:40:07.324000Z","2023-08-14T11:16:26.846000Z",1842,"C18Q2QU1",560,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)","Czech, English, Slovak","26","Female","White","Slovakia","United Kingdom","Slovakia","Slovak","No","Full-Time","Not Applicable","SUPPRF94218"
"75","64da217fbeca8340a86d1818","APPROVED","2023-08-14T12:49:56.438000Z","2023-08-14T13:33:51.024000Z","2023-08-15T16:40:09.567000Z","2023-08-14T13:33:52.065000Z",2635,"C18Q2QU1",1027,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)","English","25","Male","White","United Kingdom","United Kingdom","United Kingdom","English","No","Full-Time","Not Applicable","SUPPRF27407"
