"","Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","randomiser.lqqr","randomiser.28m8","randomiser.tf5j","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Spreadsheet..Index","Spreadsheet..X1","Spreadsheet..X2","Spreadsheet..Display","Spreadsheet..test_response_save","Manipulation..Spreadsheet","Store..test_response_save","Random_ID"
"1",1,1692005536357,"14/08/2023 09:32:16",1692009136357,1,"14/08/2023 11:32:16",140743,17,"task-5vg1",NA,31172407,NA,"complete",NA,"64d9ff71624435bf2a23761d","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"CDBEAFJGIH",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Feedback Phrases List 2",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"",NA,NA,"","","",NA,NA,NA,"SUPPRF16300"
"2",2,1692005553499,"14/08/2023 09:32:33",1692009153499,1,"14/08/2023 11:32:33",140743,17,"task-5vg1",NA,31172407,NA,"complete",NA,"64d9ff71624435bf2a23761d","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"CDBEAFJGIH",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Feedback Phrases List 2",1,"Instructions","Screen 3","6w7c99",1,"continue","",17150.098,17133.354,17150.098,17150.098,17133.354,17150.098,1,17150.098,0,0,NA,"Click To Continue","Continue Button",2,"object-29",NA,NA,"","","Instructions",NA,NA,NA,"SUPPRF16300"
"3",3,1692005557012,"14/08/2023 09:32:37",1692009157012,1,"14/08/2023 11:32:37",140743,17,"task-5vg1",NA,31172407,NA,"complete",NA,"64d9ff71624435bf2a23761d","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"CDBEAFJGIH",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Feedback Phrases List 2",1,"Instructions","Screen 4","4vof69",2,"continue","",3533.569,3516.809,3533.569,3533.569,3516.809,3533.569,1,3533.569,0,0,NA,"Click To Continue","Continue Button",2,"object-41",NA,NA,"","","Instructions",NA,NA,NA,"SUPPRF16300"
"4",4,1692005562590,"14/08/2023 09:32:42",1692009162590,1,"14/08/2023 11:32:42",140743,17,"task-5vg1",NA,31172407,NA,"complete",NA,"64d9ff71624435bf2a23761d","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"CDBEAFJGIH",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Feedback Phrases List 2",1,"Task","Screen 1","113qg5",1,"response","Excellent!",5594.59799998808,5583.195,5594.59799998808,5594.59799998808,5583.195,5594.59799998808,1,5594.59799998808,0,0,NA,"Click Response","Text_right_X2",3,"object-19",NA,1,"You appeared very confident.","Excellent!","Task",NA,NA,NA,"SUPPRF16300"
"5",5,1692005564346,"14/08/2023 09:32:44",1692009164346,1,"14/08/2023 11:32:44",140743,17,"task-5vg1",NA,31172407,NA,"complete",NA,"64d9ff71624435bf2a23761d","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"CDBEAFJGIH",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Feedback Phrases List 2",1,"Task","Screen 3","izqege",2,"continue","",1766.795,1766.795,1766.795,1766.795,1766.795,1766.795,1,1766.795,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"You appeared very confident.","Excellent!","Task",NA,NA,NA,"SUPPRF16300"
"6",6,1692005566974,"14/08/2023 09:32:46",1692009166974,1,"14/08/2023 11:32:46",140743,17,"task-5vg1",NA,31172407,NA,"complete",NA,"64d9ff71624435bf2a23761d","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"CDBEAFJGIH",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Feedback Phrases List 2",2,"Task","Screen 1","113qg5",1,"response","You said all the right things.",2628.60799998808,2616.551,2628.60799998808,2628.60799998808,2616.551,2628.60799998808,1,2628.60799998808,0,0,NA,"Click Response","Text_left_X1",2,"object-18",NA,1,"You said all the right things.","That was perfect.","Task",NA,NA,NA,"SUPPRF16300"
"7",7,1692005568728,"14/08/2023 09:32:48",1692009168728,1,"14/08/2023 11:32:48",140743,17,"task-5vg1",NA,31172407,NA,"complete",NA,"64d9ff71624435bf2a23761d","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"CDBEAFJGIH",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Feedback Phrases List 2",2,"Task","Screen 3","izqege",2,"continue","",1766.597,1766.597,1766.597,1766.597,1766.597,1766.597,1,1766.597,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"You said all the right things.","That was perfect.","Task",NA,NA,NA,"SUPPRF16300"
"8",8,1692005569873,"14/08/2023 09:32:49",1692009169873,1,"14/08/2023 11:32:49",140743,17,"task-5vg1",NA,31172407,NA,"complete",NA,"64d9ff71624435bf2a23761d","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"CDBEAFJGIH",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Feedback Phrases List 2",3,"Task","Screen 1","113qg5",1,"response","You appeared very confident.",1145.76,1133.241,1145.76,1145.76,1133.241,1145.76,1,1145.76,0,0,NA,"Click Response","Text_right_X2",3,"object-19",NA,1,"That was decent.","You appeared very confident.","Task",NA,NA,NA,"SUPPRF16300"
"9",9,1692005571628,"14/08/2023 09:32:51",1692009171628,1,"14/08/2023 11:32:51",140743,17,"task-5vg1",NA,31172407,NA,"complete",NA,"64d9ff71624435bf2a23761d","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"CDBEAFJGIH",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Feedback Phrases List 2",3,"Task","Screen 3","izqege",2,"continue","",1766.833,1766.833,1766.833,1766.833,1766.833,1766.833,1,1766.833,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"That was decent.","You appeared very confident.","Task",NA,NA,NA,"SUPPRF16300"
"10",10,1692005574726,"14/08/2023 09:32:54",1692009174726,1,"14/08/2023 11:32:54",140743,17,"task-5vg1",NA,31172407,NA,"complete",NA,"64d9ff71624435bf2a23761d","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"CDBEAFJGIH",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Feedback Phrases List 2",4,"Task","Screen 1","113qg5",1,"response","Well done!",3099.186,3083.226,3099.186,3099.186,3083.226,3099.186,1,3099.186,0,0,NA,"Click Response","Text_right_X2",3,"object-19",NA,1,"That was satisfactory.","Well done!","Task",NA,NA,NA,"SUPPRF16300"
"11",11,1692005576478,"14/08/2023 09:32:56",1692009176478,1,"14/08/2023 11:32:56",140743,17,"task-5vg1",NA,31172407,NA,"complete",NA,"64d9ff71624435bf2a23761d","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"CDBEAFJGIH",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Feedback Phrases List 2",4,"Task","Screen 3","izqege",2,"continue","",1766.742,1766.742,1766.742,1766.742,1766.742,1766.742,1,1766.742,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"That was satisfactory.","Well done!","Task",NA,NA,NA,"SUPPRF16300"
"12",12,1692005578129,"14/08/2023 09:32:58",1692009178129,1,"14/08/2023 11:32:58",140743,17,"task-5vg1",NA,31172407,NA,"complete",NA,"64d9ff71624435bf2a23761d","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"CDBEAFJGIH",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Feedback Phrases List 2",5,"Task","Screen 1","113qg5",1,"response","You are really engaging when you speak.",1651.218,1649.937,1651.218,1651.218,1649.937,1651.218,1,1651.218,0,0,NA,"Click Response","Text_left_X1",2,"object-18",NA,1,"You are really engaging when you speak.","You did what was asked of you.","Task",NA,NA,NA,"SUPPRF16300"
"13",13,1692005579894,"14/08/2023 09:32:59",1692009179894,1,"14/08/2023 11:32:59",140743,17,"task-5vg1",NA,31172407,NA,"complete",NA,"64d9ff71624435bf2a23761d","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"CDBEAFJGIH",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Feedback Phrases List 2",5,"Task","Screen 3","izqege",2,"continue","",1766.587,1766.587,1766.587,1766.587,1766.587,1766.587,1,1766.587,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"You are really engaging when you speak.","You did what was asked of you.","Task",NA,NA,NA,"SUPPRF16300"
"14",14,1692005581462,"14/08/2023 09:33:01",1692009181462,1,"14/08/2023 11:33:01",140743,17,"task-5vg1",NA,31172407,NA,"complete",NA,"64d9ff71624435bf2a23761d","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"CDBEAFJGIH",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Feedback Phrases List 2",6,"Task","Screen 1","113qg5",1,"response","Excellent!",1566.87900000001,1550.147,1566.87900000001,1566.87900000001,1550.147,1566.87900000001,1,1566.87900000001,0,0,NA,"Click Response","Text_left_X1",2,"object-18",NA,1,"Excellent!","Well done!","Task",NA,NA,NA,"SUPPRF16300"
"15",15,1692005583212,"14/08/2023 09:33:03",1692009183212,1,"14/08/2023 11:33:03",140743,17,"task-5vg1",NA,31172407,NA,"complete",NA,"64d9ff71624435bf2a23761d","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"CDBEAFJGIH",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Feedback Phrases List 2",6,"Task","Screen 3","izqege",2,"continue","",1766.442,1766.442,1766.442,1766.442,1766.442,1766.442,1,1766.442,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"Excellent!","Well done!","Task",NA,NA,NA,"SUPPRF16300"
"16",16,1692005584822,"14/08/2023 09:33:04",1692009184822,1,"14/08/2023 11:33:04",140743,17,"task-5vg1",NA,31172407,NA,"complete",NA,"64d9ff71624435bf2a23761d","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"CDBEAFJGIH",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Feedback Phrases List 2",7,"Task","Screen 1","113qg5",1,"response","You seemed very in-control.",1611.80499998808,1600.06800000001,1611.80499998808,1611.80499998808,1600.06800000001,1611.80499998808,1,1611.80499998808,0,0,NA,"Click Response","Text_left_X1",2,"object-18",NA,1,"You seemed very in-control.","Well done!","Task",NA,NA,NA,"SUPPRF16300"
"17",17,1692005586578,"14/08/2023 09:33:06",1692009186578,1,"14/08/2023 11:33:06",140743,17,"task-5vg1",NA,31172407,NA,"complete",NA,"64d9ff71624435bf2a23761d","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"CDBEAFJGIH",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Feedback Phrases List 2",7,"Task","Screen 3","izqege",2,"continue","",1766.73499999999,1766.73499999999,1766.73499999999,1766.73499999999,1766.73499999999,1766.73499999999,1,1766.73499999999,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"You seemed very in-control.","Well done!","Task",NA,NA,NA,"SUPPRF16300"
"18",18,1692005588580,"14/08/2023 09:33:08",1692009188580,1,"14/08/2023 11:33:08",140743,17,"task-5vg1",NA,31172407,NA,"complete",NA,"64d9ff71624435bf2a23761d","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"CDBEAFJGIH",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Feedback Phrases List 2",8,"Task","Screen 1","113qg5",1,"response","You are really engaging when you speak.",2003.00199998808,1999.987,2003.00199998808,2003.00199998808,1999.987,2003.00199998808,1,2003.00199998808,0,0,NA,"Click Response","Text_left_X1",2,"object-18",NA,1,"You are really engaging when you speak.","You seemed very in-control.","Task",NA,NA,NA,"SUPPRF16300"
"19",19,1692005590344,"14/08/2023 09:33:10",1692009190344,1,"14/08/2023 11:33:10",140743,17,"task-5vg1",NA,31172407,NA,"complete",NA,"64d9ff71624435bf2a23761d","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"CDBEAFJGIH",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Feedback Phrases List 2",8,"Task","Screen 3","izqege",2,"continue","",1766.68900000001,1766.68900000001,1766.68900000001,1766.68900000001,1766.68900000001,1766.68900000001,1,1766.68900000001,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"You are really engaging when you speak.","You seemed very in-control.","Task",NA,NA,NA,"SUPPRF16300"
"20",20,1692005591414,"14/08/2023 09:33:11",1692009191414,1,"14/08/2023 11:33:11",140743,17,"task-5vg1",NA,31172407,NA,"complete",NA,"64d9ff71624435bf2a23761d","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"CDBEAFJGIH",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Feedback Phrases List 2",9,"Task","Screen 1","113qg5",1,"response","You're very articulate.",1070.42599998212,1066.63299999999,1070.42599998212,1070.42599998212,1066.63299999999,1070.42599998212,1,1070.42599998212,0,0,NA,"Click Response","Text_right_X2",3,"object-19",NA,1,"That was decent.","You're very articulate.","Task",NA,NA,NA,"SUPPRF16300"
"21",21,1692005593178,"14/08/2023 09:33:13",1692009193178,1,"14/08/2023 11:33:13",140743,17,"task-5vg1",NA,31172407,NA,"complete",NA,"64d9ff71624435bf2a23761d","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"CDBEAFJGIH",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Feedback Phrases List 2",9,"Task","Screen 3","izqege",2,"continue","",1766.683,1766.683,1766.683,1766.683,1766.683,1766.683,1,1766.683,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"That was decent.","You're very articulate.","Task",NA,NA,NA,"SUPPRF16300"
"22",22,1692005594619,"14/08/2023 09:33:14",1692009194619,1,"14/08/2023 11:33:14",140743,17,"task-5vg1",NA,31172407,NA,"complete",NA,"64d9ff71624435bf2a23761d","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"CDBEAFJGIH",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Feedback Phrases List 2",10,"Task","Screen 1","113qg5",1,"response","You seemed very in-control.",1441.60999998212,1433.197,1441.60999998212,1441.60999998212,1433.197,1441.60999998212,1,1441.60999998212,0,0,NA,"Click Response","Text_left_X1",2,"object-18",NA,1,"You seemed very in-control.","That was satisfactory.","Task",NA,NA,NA,"SUPPRF16300"
"23",23,1692005596378,"14/08/2023 09:33:16",1692009196378,1,"14/08/2023 11:33:16",140743,17,"task-5vg1",NA,31172407,NA,"complete",NA,"64d9ff71624435bf2a23761d","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"CDBEAFJGIH",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Feedback Phrases List 2",10,"Task","Screen 3","izqege",2,"continue","",1766.757,1766.757,1766.757,1766.757,1766.757,1766.757,1,1766.757,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"You seemed very in-control.","That was satisfactory.","Task",NA,NA,NA,"SUPPRF16300"
"24",24,1692005597546,"14/08/2023 09:33:17",1692009197546,1,"14/08/2023 11:33:17",140743,17,"task-5vg1",NA,31172407,NA,"complete",NA,"64d9ff71624435bf2a23761d","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"CDBEAFJGIH",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Feedback Phrases List 2",11,"Task","Screen 1","113qg5",1,"response","You appear very smart.",1168.55599998808,1166.723,1168.55599998808,1168.55599998808,1166.723,1168.55599998808,1,1168.55599998808,0,0,NA,"Click Response","Text_left_X1",2,"object-18",NA,1,"You appear very smart.","You appeared very confident.","Task",NA,NA,NA,"SUPPRF16300"
"25",25,1692005599311,"14/08/2023 09:33:19",1692009199311,1,"14/08/2023 11:33:19",140743,17,"task-5vg1",NA,31172407,NA,"complete",NA,"64d9ff71624435bf2a23761d","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"CDBEAFJGIH",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Feedback Phrases List 2",11,"Task","Screen 3","izqege",2,"continue","",1766.603,1766.603,1766.603,1766.603,1766.603,1766.603,1,1766.603,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"You appear very smart.","You appeared very confident.","Task",NA,NA,NA,"SUPPRF16300"
"26",26,1692005602330,"14/08/2023 09:33:22",1692009202330,1,"14/08/2023 11:33:22",140743,17,"task-5vg1",NA,31172407,NA,"complete",NA,"64d9ff71624435bf2a23761d","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"CDBEAFJGIH",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Feedback Phrases List 2",12,"Task","Screen 1","113qg5",1,"response","You are really engaging when you speak.",3019.43000000596,3016.59600000001,3019.43000000596,3019.43000000596,3016.59600000001,3019.43000000596,1,3019.43000000596,0,0,NA,"Click Response","Text_left_X1",2,"object-18",NA,1,"You are really engaging when you speak.","Well done!","Task",NA,NA,NA,"SUPPRF16300"
"27",27,1692005604095,"14/08/2023 09:33:24",1692009204095,1,"14/08/2023 11:33:24",140743,17,"task-5vg1",NA,31172407,NA,"complete",NA,"64d9ff71624435bf2a23761d","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"CDBEAFJGIH",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Feedback Phrases List 2",12,"Task","Screen 3","izqege",2,"continue","",1766.74099999999,1766.74099999999,1766.74099999999,1766.74099999999,1766.74099999999,1766.74099999999,1,1766.74099999999,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"You are really engaging when you speak.","Well done!","Task",NA,NA,NA,"SUPPRF16300"
"28",28,1692005604769,"14/08/2023 09:33:24",1692009204769,1,"14/08/2023 11:33:24",140743,17,"task-5vg1",NA,31172407,NA,"complete",NA,"64d9ff71624435bf2a23761d","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"CDBEAFJGIH",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Feedback Phrases List 2",13,"Task","Screen 1","113qg5",1,"response","Well done!",674.992999982118,666.667000000001,674.992999982118,674.992999982118,666.667000000001,674.992999982118,1,674.992999982118,0,0,NA,"Click Response","Text_left_X1",2,"object-18",NA,1,"Well done!","You came across really well.","Task",NA,NA,NA,"SUPPRF16300"
"29",29,1692005606528,"14/08/2023 09:33:26",1692009206528,1,"14/08/2023 11:33:26",140743,17,"task-5vg1",NA,31172407,NA,"complete",NA,"64d9ff71624435bf2a23761d","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"CDBEAFJGIH",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Feedback Phrases List 2",13,"Task","Screen 3","izqege",2,"continue","",1766.802,1766.802,1766.802,1766.802,1766.802,1766.802,1,1766.802,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"Well done!","You came across really well.","Task",NA,NA,NA,"SUPPRF16300"
"30",30,1692005608204,"14/08/2023 09:33:28",1692009208204,1,"14/08/2023 11:33:28",140743,17,"task-5vg1",NA,31172407,NA,"complete",NA,"64d9ff71624435bf2a23761d","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"CDBEAFJGIH",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Feedback Phrases List 2",14,"Task","Screen 1","113qg5",1,"response","That was perfect.",1676.92399998808,1666.49000000001,1676.92399998808,1676.92399998808,1666.49000000001,1676.92399998808,1,1676.92399998808,0,0,NA,"Click Response","Text_right_X2",3,"object-19",NA,1,"You appear very smart.","That was perfect.","Task",NA,NA,NA,"SUPPRF16300"
"31",31,1692005609961,"14/08/2023 09:33:29",1692009209961,1,"14/08/2023 11:33:29",140743,17,"task-5vg1",NA,31172407,NA,"complete",NA,"64d9ff71624435bf2a23761d","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"CDBEAFJGIH",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Feedback Phrases List 2",14,"Task","Screen 3","izqege",2,"continue","",1766.639,1766.639,1766.639,1766.639,1766.639,1766.639,1,1766.639,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"You appear very smart.","That was perfect.","Task",NA,NA,NA,"SUPPRF16300"
"32",32,1692005610816,"14/08/2023 09:33:30",1692009210816,1,"14/08/2023 11:33:30",140743,17,"task-5vg1",NA,31172407,NA,"complete",NA,"64d9ff71624435bf2a23761d","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"CDBEAFJGIH",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Feedback Phrases List 2",15,"Task","Screen 1","113qg5",1,"response","You said all the right things.",855.39499998212,850.013000000006,855.39499998212,855.39499998212,850.013000000006,855.39499998212,1,855.39499998212,0,0,NA,"Click Response","Text_right_X2",3,"object-19",NA,1,"You're very articulate.","You said all the right things.","Task",NA,NA,NA,"SUPPRF16300"
"33",33,1692005612578,"14/08/2023 09:33:32",1692009212578,1,"14/08/2023 11:33:32",140743,17,"task-5vg1",NA,31172407,NA,"complete",NA,"64d9ff71624435bf2a23761d","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"CDBEAFJGIH",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Feedback Phrases List 2",15,"Task","Screen 3","izqege",2,"continue","",1766.65699999999,1766.65699999999,1766.65699999999,1766.65699999999,1766.65699999999,1766.65699999999,1,1766.65699999999,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"You're very articulate.","You said all the right things.","Task",NA,NA,NA,"SUPPRF16300"
"34",34,1692005613606,"14/08/2023 09:33:33",1692009213606,1,"14/08/2023 11:33:33",140743,17,"task-5vg1",NA,31172407,NA,"complete",NA,"64d9ff71624435bf2a23761d","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"CDBEAFJGIH",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Feedback Phrases List 2",16,"Task","Screen 1","113qg5",1,"response","You appeared very confident.",1029.32500000596,1016.63500000001,1029.32500000596,1029.32500000596,1016.63500000001,1029.32500000596,1,1029.32500000596,0,0,NA,"Click Response","Text_left_X1",2,"object-18",NA,1,"You appeared very confident.","Well done!","Task",NA,NA,NA,"SUPPRF16300"
"35",35,1692005615361,"14/08/2023 09:33:35",1692009215361,1,"14/08/2023 11:33:35",140743,17,"task-5vg1",NA,31172407,NA,"complete",NA,"64d9ff71624435bf2a23761d","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x707",NA,NA,0,"Feedback Phrases Task - List 2 (Clone with new randomisation)",4,"CDBEAFJGIH",NA,"study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Feedback Phrases List 2",16,"Task","Screen 3","izqege",2,"continue","",1766.704,1766.704,1766.704,1766.704,1766.704,1766.704,1,1766.704,0,0,NA,"Fixation Timing","Fixation Cross",1,"object-48",NA,1,"You appeared very confident.","Well done!","Task",NA,NA,NA,"SUPPRF16300"
