"","Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","randomiser.lqqr","randomiser.28m8","randomiser.tf5j","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"1",1,1692005099962,"14/08/2023 09:24:59",1692008699962,1,"14/08/2023 11:24:59",140743,17,"questionnaire-uu2n",NA,31172295,NA,"complete",NA,"64d9ff3c7251de5e68eab8bb","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,0,"BIQ (Charlotte)",2,"EFDGCHBIAJ","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF73133"
"2",2,1692005135270,"14/08/2023 09:25:35",1692008735270,1,"14/08/2023 11:25:35",140743,17,"questionnaire-uu2n",NA,31172295,NA,"complete",NA,"64d9ff3c7251de5e68eab8bb","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,0,"BIQ (Charlotte)",2,"EFDGCHBIAJ","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",35343.313999994,35329.536,35343.313999994,35343.313999994,35329.536,35343.313999994,1,35343.313999994,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF73133"
"3",3,1692005135272,"14/08/2023 09:25:35",1692008735272,1,"14/08/2023 11:25:35",140743,17,"questionnaire-uu2n",NA,31172295,NA,"complete",NA,"64d9ff3c7251de5e68eab8bb","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,0,"BIQ (Charlotte)",2,"EFDGCHBIAJ","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","1",18264.202,35329.536,35345.813999994,18264.202,35329.536,35345.813999994,1,18264.202,17081.611999994,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPPRF73133"
"4",4,1692005135273,"14/08/2023 09:25:35",1692008735273,1,"14/08/2023 11:25:35",140743,17,"questionnaire-uu2n",NA,31172295,NA,"complete",NA,"64d9ff3c7251de5e68eab8bb","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,0,"BIQ (Charlotte)",2,"EFDGCHBIAJ","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","3",24757.243,35329.536,35345.991,24757.243,35329.536,35345.991,1,24757.243,10588.748,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPPRF73133"
"5",5,1692005135273,"14/08/2023 09:25:35",1692008735273,1,"14/08/2023 11:25:35",140743,17,"questionnaire-uu2n",NA,31172295,NA,"complete",NA,"64d9ff3c7251de5e68eab8bb","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,0,"BIQ (Charlotte)",2,"EFDGCHBIAJ","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",29036.088,35329.536,35345.991,29036.088,35329.536,35345.991,1,29036.088,6309.903,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPPRF73133"
"6",6,1692005154704,"14/08/2023 09:25:54",1692008754704,1,"14/08/2023 11:25:54",140743,17,"questionnaire-uu2n",NA,31172295,NA,"complete",NA,"64d9ff3c7251de5e68eab8bb","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,0,"BIQ (Charlotte)",2,"EFDGCHBIAJ","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",19448.3779999881,19446.128,19448.3779999881,19448.3779999881,19446.128,19448.3779999881,1,19448.3779999881,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPPRF73133"
"7",7,1692005154710,"14/08/2023 09:25:54",1692008754710,1,"14/08/2023 11:25:54",140743,17,"questionnaire-uu2n",NA,31172295,NA,"complete",NA,"64d9ff3c7251de5e68eab8bb","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,0,"BIQ (Charlotte)",2,"EFDGCHBIAJ","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",6093.658,19446.128,19453.4779999821,6093.658,19446.128,19453.4779999821,1,6093.658,13359.8199999821,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPPRF73133"
"8",8,1692005154711,"14/08/2023 09:25:54",1692008754711,1,"14/08/2023 11:25:54",140743,17,"questionnaire-uu2n",NA,31172295,NA,"complete",NA,"64d9ff3c7251de5e68eab8bb","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,0,"BIQ (Charlotte)",2,"EFDGCHBIAJ","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","3",9706.515,19446.128,19454.777999994,9706.515,19446.128,19454.777999994,1,9706.515,9748.26299999404,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPPRF73133"
"9",9,1692005154714,"14/08/2023 09:25:54",1692008754714,1,"14/08/2023 11:25:54",140743,17,"questionnaire-uu2n",NA,31172295,NA,"complete",NA,"64d9ff3c7251de5e68eab8bb","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,0,"BIQ (Charlotte)",2,"EFDGCHBIAJ","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","2",17781.212,19446.128,19456.578000006,17781.212,19446.128,19456.578000006,1,17781.212,1675.36600000596,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPPRF73133"
"10",10,1692005168245,"14/08/2023 09:26:08",1692008768245,1,"14/08/2023 11:26:08",140743,17,"questionnaire-uu2n",NA,31172295,NA,"complete",NA,"64d9ff3c7251de5e68eab8bb","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,0,"BIQ (Charlotte)",2,"EFDGCHBIAJ","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",13542.149999994,13535.945,13542.149999994,13542.149999994,13535.945,13542.149999994,1,13542.149999994,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPPRF73133"
"11",11,1692005168250,"14/08/2023 09:26:08",1692008768250,1,"14/08/2023 11:26:08",140743,17,"questionnaire-uu2n",NA,31172295,NA,"complete",NA,"64d9ff3c7251de5e68eab8bb","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,0,"BIQ (Charlotte)",2,"EFDGCHBIAJ","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",4695.305,13535.945,13547.450000006,4695.305,13535.945,13547.450000006,1,4695.305,8852.14500000596,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPPRF73133"
"12",12,1692005168251,"14/08/2023 09:26:08",1692008768251,1,"14/08/2023 11:26:08",140743,17,"questionnaire-uu2n",NA,31172295,NA,"complete",NA,"64d9ff3c7251de5e68eab8bb","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,0,"BIQ (Charlotte)",2,"EFDGCHBIAJ","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","4",7225.713,13535.945,13548.950000006,7225.713,13535.945,13548.950000006,1,7225.713,6323.23700000596,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPPRF73133"
"13",13,1692005168253,"14/08/2023 09:26:08",1692008768253,1,"14/08/2023 11:26:08",140743,17,"questionnaire-uu2n",NA,31172295,NA,"complete",NA,"64d9ff3c7251de5e68eab8bb","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,0,"BIQ (Charlotte)",2,"EFDGCHBIAJ","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","2",12054.049,13535.945,13550.2499999881,12054.049,13535.945,13550.2499999881,1,12054.049,1496.20099998808,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPPRF73133"
"14",14,1692005168264,"14/08/2023 09:26:08",1692008768264,1,"14/08/2023 11:26:08",140743,17,"questionnaire-uu2n",NA,31172295,NA,"complete",NA,"64d9ff3c7251de5e68eab8bb","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,0,"BIQ (Charlotte)",2,"EFDGCHBIAJ","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF73133"
"15",1,1692005248087,"14/08/2023 09:27:28",1692008848087,1,"14/08/2023 11:27:28",140743,17,"questionnaire-uu2n",NA,31172329,NA,"complete",NA,"64d9ff71624435bf2a23761d","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x707",NA,NA,0,"BIQ (Charlotte)",2,"CDBEAFJGIH","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF16300"
"16",2,1692005287775,"14/08/2023 09:28:07",1692008887775,1,"14/08/2023 11:28:07",140743,17,"questionnaire-uu2n",NA,31172329,NA,"complete",NA,"64d9ff71624435bf2a23761d","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x707",NA,NA,0,"BIQ (Charlotte)",2,"CDBEAFJGIH","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",39694.211,39683.208,39694.211,39694.211,39683.208,39694.211,1,39694.211,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF16300"
"17",3,1692005287777,"14/08/2023 09:28:07",1692008887777,1,"14/08/2023 11:28:07",140743,17,"questionnaire-uu2n",NA,31172329,NA,"complete",NA,"64d9ff71624435bf2a23761d","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x707",NA,NA,0,"BIQ (Charlotte)",2,"CDBEAFJGIH","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","1",22533.188,39683.208,39697.0109999821,22533.188,39683.208,39697.0109999821,1,22533.188,17163.8229999821,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPPRF16300"
"18",4,1692005287778,"14/08/2023 09:28:07",1692008887778,1,"14/08/2023 11:28:07",140743,17,"questionnaire-uu2n",NA,31172329,NA,"complete",NA,"64d9ff71624435bf2a23761d","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x707",NA,NA,0,"BIQ (Charlotte)",2,"CDBEAFJGIH","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","2",30966.578,39683.208,39698.211,30966.578,39683.208,39698.211,1,30966.578,8731.63300000001,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPPRF16300"
"19",5,1692005287779,"14/08/2023 09:28:07",1692008887779,1,"14/08/2023 11:28:07",140743,17,"questionnaire-uu2n",NA,31172329,NA,"complete",NA,"64d9ff71624435bf2a23761d","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x707",NA,NA,0,"BIQ (Charlotte)",2,"CDBEAFJGIH","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",39116.615,39683.208,39698.611000006,39116.615,39683.208,39698.611000006,1,39116.615,581.996000005958,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPPRF16300"
"20",6,1692005304030,"14/08/2023 09:28:24",1692008904030,1,"14/08/2023 11:28:24",140743,17,"questionnaire-uu2n",NA,31172329,NA,"complete",NA,"64d9ff71624435bf2a23761d","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x707",NA,NA,0,"BIQ (Charlotte)",2,"CDBEAFJGIH","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",16266.333,16249.83,16266.333,16266.333,16249.83,16266.333,1,16266.333,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPPRF16300"
"21",7,1692005304033,"14/08/2023 09:28:24",1692008904033,1,"14/08/2023 11:28:24",140743,17,"questionnaire-uu2n",NA,31172329,NA,"complete",NA,"64d9ff71624435bf2a23761d","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x707",NA,NA,0,"BIQ (Charlotte)",2,"CDBEAFJGIH","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","2",5766.634,16249.83,16266.333,5766.634,16249.83,16266.333,1,5766.634,10499.699,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPPRF16300"
"22",8,1692005304034,"14/08/2023 09:28:24",1692008904034,1,"14/08/2023 11:28:24",140743,17,"questionnaire-uu2n",NA,31172329,NA,"complete",NA,"64d9ff71624435bf2a23761d","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x707",NA,NA,0,"BIQ (Charlotte)",2,"CDBEAFJGIH","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","7",11483.527,16249.83,16266.333,11483.527,16249.83,16266.333,1,11483.527,4782.806,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPPRF16300"
"23",9,1692005304034,"14/08/2023 09:28:24",1692008904034,1,"14/08/2023 11:28:24",140743,17,"questionnaire-uu2n",NA,31172329,NA,"complete",NA,"64d9ff71624435bf2a23761d","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x707",NA,NA,0,"BIQ (Charlotte)",2,"CDBEAFJGIH","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","0",15499.923,16249.83,16266.333,15499.923,16249.83,16266.333,1,15499.923,766.409999999996,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPPRF16300"
"24",10,1692005458712,"14/08/2023 09:30:58",1692009058712,1,"14/08/2023 11:30:58",140743,17,"questionnaire-uu2n",NA,31172329,NA,"complete",NA,"64d9ff71624435bf2a23761d","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x707",NA,NA,0,"BIQ (Charlotte)",2,"CDBEAFJGIH","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",154699.531,154682.754,154699.531,154699.531,154682.754,154699.531,1,154699.531,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPPRF16300"
"25",11,1692005458716,"14/08/2023 09:30:58",1692009058716,1,"14/08/2023 11:30:58",140743,17,"questionnaire-uu2n",NA,31172329,NA,"complete",NA,"64d9ff71624435bf2a23761d","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x707",NA,NA,0,"BIQ (Charlotte)",2,"CDBEAFJGIH","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","3",149216.049,154682.754,154699.531,149216.049,154682.754,154699.531,1,149216.049,5483.48200000002,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPPRF16300"
"26",12,1692005458716,"14/08/2023 09:30:58",1692009058716,1,"14/08/2023 11:30:58",140743,17,"questionnaire-uu2n",NA,31172329,NA,"complete",NA,"64d9ff71624435bf2a23761d","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x707",NA,NA,0,"BIQ (Charlotte)",2,"CDBEAFJGIH","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","7",149949.325,154682.754,154699.531,149949.325,154682.754,154699.531,1,149949.325,4750.20600000001,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPPRF16300"
"27",13,1692005458716,"14/08/2023 09:30:58",1692009058716,1,"14/08/2023 11:30:58",140743,17,"questionnaire-uu2n",NA,31172329,NA,"complete",NA,"64d9ff71624435bf2a23761d","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x707",NA,NA,0,"BIQ (Charlotte)",2,"CDBEAFJGIH","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","7",152516.124,154682.754,154699.531,152516.124,154682.754,154699.531,1,152516.124,2183.40700000001,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPPRF16300"
"28",14,1692005458720,"14/08/2023 09:30:58",1692009058720,1,"14/08/2023 11:30:58",140743,17,"questionnaire-uu2n",NA,31172329,NA,"complete",NA,"64d9ff71624435bf2a23761d","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x707",NA,NA,0,"BIQ (Charlotte)",2,"CDBEAFJGIH","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF16300"
"29",1,1692005350342,"14/08/2023 09:29:10",1692008950342,1,"14/08/2023 11:29:10",140743,17,"questionnaire-uu2n",NA,31172344,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"BIQ (Charlotte)",2,"DECFBGAHJI","","study_2 (video_feedback and feedback_list_2)","VF_1st","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF20908"
"30",2,1692005389336,"14/08/2023 09:29:49",1692008989336,1,"14/08/2023 11:29:49",140743,17,"questionnaire-uu2n",NA,31172344,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"BIQ (Charlotte)",2,"DECFBGAHJI","","study_2 (video_feedback and feedback_list_2)","VF_1st","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",38993,38976,38993,38993,38976,38993,1,38993,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF20908"
"31",3,1692005389343,"14/08/2023 09:29:49",1692008989343,1,"14/08/2023 11:29:49",140743,17,"questionnaire-uu2n",NA,31172344,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"BIQ (Charlotte)",2,"DECFBGAHJI","","study_2 (video_feedback and feedback_list_2)","VF_1st","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",15087,38976,38993,15087,38976,38993,1,15087,23906,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPPRF20908"
"32",4,1692005389344,"14/08/2023 09:29:49",1692008989344,1,"14/08/2023 11:29:49",140743,17,"questionnaire-uu2n",NA,31172344,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"BIQ (Charlotte)",2,"DECFBGAHJI","","study_2 (video_feedback and feedback_list_2)","VF_1st","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",32168,38976,38993,32168,38976,38993,1,32168,6825,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPPRF20908"
"33",5,1692005389346,"14/08/2023 09:29:49",1692008989346,1,"14/08/2023 11:29:49",140743,17,"questionnaire-uu2n",NA,31172344,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"BIQ (Charlotte)",2,"DECFBGAHJI","","study_2 (video_feedback and feedback_list_2)","VF_1st","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","1",37933,38976,38993,37933,38976,38993,1,37933,1060,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPPRF20908"
"34",6,1692005406107,"14/08/2023 09:30:06",1692009006107,1,"14/08/2023 11:30:06",140743,17,"questionnaire-uu2n",NA,31172344,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"BIQ (Charlotte)",2,"DECFBGAHJI","","study_2 (video_feedback and feedback_list_2)","VF_1st","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",16796,16779,16796,16796,16779,16796,1,16796,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPPRF20908"
"35",7,1692005406116,"14/08/2023 09:30:06",1692009006116,1,"14/08/2023 11:30:06",140743,17,"questionnaire-uu2n",NA,31172344,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"BIQ (Charlotte)",2,"DECFBGAHJI","","study_2 (video_feedback and feedback_list_2)","VF_1st","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","8",4988,16779,16796,4988,16779,16796,1,4988,11808,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPPRF20908"
"36",8,1692005406117,"14/08/2023 09:30:06",1692009006117,1,"14/08/2023 11:30:06",140743,17,"questionnaire-uu2n",NA,31172344,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"BIQ (Charlotte)",2,"DECFBGAHJI","","study_2 (video_feedback and feedback_list_2)","VF_1st","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","0",8869,16779,16796,8869,16779,16796,1,8869,7927,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPPRF20908"
"37",9,1692005406119,"14/08/2023 09:30:06",1692009006119,1,"14/08/2023 11:30:06",140743,17,"questionnaire-uu2n",NA,31172344,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"BIQ (Charlotte)",2,"DECFBGAHJI","","study_2 (video_feedback and feedback_list_2)","VF_1st","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","0",16284,16779,16796,16284,16779,16796,1,16284,512,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPPRF20908"
"38",10,1692005415604,"14/08/2023 09:30:15",1692009015604,1,"14/08/2023 11:30:15",140743,17,"questionnaire-uu2n",NA,31172344,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"BIQ (Charlotte)",2,"DECFBGAHJI","","study_2 (video_feedback and feedback_list_2)","VF_1st","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",9512,9496,9512,9512,9496,9512,1,9512,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPPRF20908"
"39",11,1692005415606,"14/08/2023 09:30:15",1692009015606,1,"14/08/2023 11:30:15",140743,17,"questionnaire-uu2n",NA,31172344,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"BIQ (Charlotte)",2,"DECFBGAHJI","","study_2 (video_feedback and feedback_list_2)","VF_1st","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",3702,9496,9512,3702,9496,9512,1,3702,5810,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPPRF20908"
"40",12,1692005415607,"14/08/2023 09:30:15",1692009015607,1,"14/08/2023 11:30:15",140743,17,"questionnaire-uu2n",NA,31172344,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"BIQ (Charlotte)",2,"DECFBGAHJI","","study_2 (video_feedback and feedback_list_2)","VF_1st","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",5333,9496,9512,5333,9496,9512,1,5333,4179,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPPRF20908"
"41",13,1692005415609,"14/08/2023 09:30:15",1692009015609,1,"14/08/2023 11:30:15",140743,17,"questionnaire-uu2n",NA,31172344,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"BIQ (Charlotte)",2,"DECFBGAHJI","","study_2 (video_feedback and feedback_list_2)","VF_1st","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",9018,9496,9512,9018,9496,9512,1,9018,494,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPPRF20908"
