"","Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","randomiser.lqqr","randomiser.28m8","randomiser.tf5j","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"172",4,1692087011489,"15/08/2023 08:10:11",1692090611489,1,"15/08/2023 10:10:11",140743,17,"questionnaire-uu2n",NA,31187457,NA,"complete",NA,"64db3ff30b0051af402a25df","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 115.0.0.0","1440x900","1440x696",NA,NA,0,"BIQ (Charlotte)",2,"HIGJFAEBDC","A (JV first)","study_1 (JV and feedback_list_1)","","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","2",27867.506,32317.328,32333.685000003,27867.506,32317.328,32333.685000003,1,27867.506,4466.17900000298,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPPRF09311"
"173",5,1692087011489,"15/08/2023 08:10:11",1692090611489,1,"15/08/2023 10:10:11",140743,17,"questionnaire-uu2n",NA,31187457,NA,"complete",NA,"64db3ff30b0051af402a25df","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 115.0.0.0","1440x900","1440x696",NA,NA,0,"BIQ (Charlotte)",2,"HIGJFAEBDC","A (JV first)","study_1 (JV and feedback_list_1)","","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","2",30617.396,32317.328,32333.985,30617.396,32317.328,32333.985,1,30617.396,1716.589,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPPRF09311"
"174",6,1692087037014,"15/08/2023 08:10:37",1692090637014,1,"15/08/2023 10:10:37",140743,17,"questionnaire-uu2n",NA,31187457,NA,"complete",NA,"64db3ff30b0051af402a25df","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 115.0.0.0","1440x900","1440x696",NA,NA,0,"BIQ (Charlotte)",2,"HIGJFAEBDC","A (JV first)","study_1 (JV and feedback_list_1)","","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",25542.456999997,25534.215,25542.456999997,25542.456999997,25534.215,25542.456999997,1,25542.456999997,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPPRF09311"
"175",7,1692087037018,"15/08/2023 08:10:37",1692090637018,1,"15/08/2023 10:10:37",140743,17,"questionnaire-uu2n",NA,31187457,NA,"complete",NA,"64db3ff30b0051af402a25df","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 115.0.0.0","1440x900","1440x696",NA,NA,0,"BIQ (Charlotte)",2,"HIGJFAEBDC","A (JV first)","study_1 (JV and feedback_list_1)","","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","3",4900.407,25534.215,25546.157,4900.407,25534.215,25546.157,1,4900.407,20645.75,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPPRF09311"
"176",8,1692087037018,"15/08/2023 08:10:37",1692090637018,1,"15/08/2023 10:10:37",140743,17,"questionnaire-uu2n",NA,31187457,NA,"complete",NA,"64db3ff30b0051af402a25df","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 115.0.0.0","1440x900","1440x696",NA,NA,0,"BIQ (Charlotte)",2,"HIGJFAEBDC","A (JV first)","study_1 (JV and feedback_list_1)","","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","5",9383.561,25534.215,25546.756999994,9383.561,25534.215,25546.756999994,1,9383.561,16163.195999994,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPPRF09311"
"177",9,1692087037018,"15/08/2023 08:10:37",1692090637018,1,"15/08/2023 10:10:37",140743,17,"questionnaire-uu2n",NA,31187457,NA,"complete",NA,"64db3ff30b0051af402a25df","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 115.0.0.0","1440x900","1440x696",NA,NA,0,"BIQ (Charlotte)",2,"HIGJFAEBDC","A (JV first)","study_1 (JV and feedback_list_1)","","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",20183.731,25534.215,25547.157,20183.731,25534.215,25547.157,1,20183.731,5363.426,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPPRF09311"
"178",10,1692087055114,"15/08/2023 08:10:55",1692090655114,1,"15/08/2023 10:10:55",140743,17,"questionnaire-uu2n",NA,31187457,NA,"complete",NA,"64db3ff30b0051af402a25df","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 115.0.0.0","1440x900","1440x696",NA,NA,0,"BIQ (Charlotte)",2,"HIGJFAEBDC","A (JV first)","study_1 (JV and feedback_list_1)","","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",18108.8419999911,18100.508,18108.8419999911,18108.8419999911,18100.508,18108.8419999911,1,18108.8419999911,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPPRF09311"
"179",11,1692087055117,"15/08/2023 08:10:55",1692090655117,1,"15/08/2023 10:10:55",140743,17,"questionnaire-uu2n",NA,31187457,NA,"complete",NA,"64db3ff30b0051af402a25df","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 115.0.0.0","1440x900","1440x696",NA,NA,0,"BIQ (Charlotte)",2,"HIGJFAEBDC","A (JV first)","study_1 (JV and feedback_list_1)","","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",9316.916,18100.508,18112.241999997,9316.916,18100.508,18112.241999997,1,9316.916,8795.32599999702,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPPRF09311"
"180",12,1692087055118,"15/08/2023 08:10:55",1692090655118,1,"15/08/2023 10:10:55",140743,17,"questionnaire-uu2n",NA,31187457,NA,"complete",NA,"64db3ff30b0051af402a25df","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 115.0.0.0","1440x900","1440x696",NA,NA,0,"BIQ (Charlotte)",2,"HIGJFAEBDC","A (JV first)","study_1 (JV and feedback_list_1)","","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","6",13233.426,18100.508,18112.642000003,13233.426,18100.508,18112.642000003,1,13233.426,4879.21600000298,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPPRF09311"
"181",13,1692087055119,"15/08/2023 08:10:55",1692090655119,1,"15/08/2023 10:10:55",140743,17,"questionnaire-uu2n",NA,31187457,NA,"complete",NA,"64db3ff30b0051af402a25df","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 115.0.0.0","1440x900","1440x696",NA,NA,0,"BIQ (Charlotte)",2,"HIGJFAEBDC","A (JV first)","study_1 (JV and feedback_list_1)","","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","6",17183.878,18100.508,18114.142000003,17183.878,18100.508,18114.142000003,1,17183.878,930.264000002979,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPPRF09311"
"182",14,1692087055125,"15/08/2023 08:10:55",1692090655125,1,"15/08/2023 10:10:55",140743,17,"questionnaire-uu2n",NA,31187457,NA,"complete",NA,"64db3ff30b0051af402a25df","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 115.0.0.0","1440x900","1440x696",NA,NA,0,"BIQ (Charlotte)",2,"HIGJFAEBDC","A (JV first)","study_1 (JV and feedback_list_1)","","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF09311"
"183",1,1692091378587,"15/08/2023 09:22:58",1692094978587,1,"15/08/2023 11:22:58",140743,17,"questionnaire-uu2n",NA,31188451,NA,"complete",NA,"64db50e8d7831bdd4833328b","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x941",NA,NA,0,"BIQ (Charlotte)",2,"IJHAGBFCED","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF42960"
"184",2,1692091404078,"15/08/2023 09:23:24",1692095004078,1,"15/08/2023 11:23:24",140743,17,"questionnaire-uu2n",NA,31188451,NA,"complete",NA,"64db50e8d7831bdd4833328b","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x941",NA,NA,0,"BIQ (Charlotte)",2,"IJHAGBFCED","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",26915.8000000007,26908.513,26915.8000000007,26915.8000000007,26908.513,26915.8000000007,1,26915.8000000007,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF42960"
"185",3,1692091404079,"15/08/2023 09:23:24",1692095004079,1,"15/08/2023 11:23:24",140743,17,"questionnaire-uu2n",NA,31188451,NA,"complete",NA,"64db50e8d7831bdd4833328b","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x941",NA,NA,0,"BIQ (Charlotte)",2,"IJHAGBFCED","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",8708.563,26908.513,26918,8708.563,26908.513,26918,1,8708.563,18209.437,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPPRF42960"
"186",4,1692091404080,"15/08/2023 09:23:24",1692095004080,1,"15/08/2023 11:23:24",140743,17,"questionnaire-uu2n",NA,31188451,NA,"complete",NA,"64db50e8d7831bdd4833328b","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x941",NA,NA,0,"BIQ (Charlotte)",2,"IJHAGBFCED","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",19825.193,26908.513,26918.4000000004,19825.193,26908.513,26918.4000000004,1,19825.193,7093.20700000037,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPPRF42960"
"187",5,1692091404080,"15/08/2023 09:23:24",1692095004080,1,"15/08/2023 11:23:24",140743,17,"questionnaire-uu2n",NA,31188451,NA,"complete",NA,"64db50e8d7831bdd4833328b","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x941",NA,NA,0,"BIQ (Charlotte)",2,"IJHAGBFCED","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",26425.147,26908.513,26918.7000000002,26425.147,26908.513,26918.7000000002,1,26425.147,493.553000000185,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPPRF42960"
"188",6,1692091419467,"15/08/2023 09:23:39",1692095019467,1,"15/08/2023 11:23:39",140743,17,"questionnaire-uu2n",NA,31188451,NA,"complete",NA,"64db50e8d7831bdd4833328b","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x941",NA,NA,0,"BIQ (Charlotte)",2,"IJHAGBFCED","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",15397.2870000007,15383.295,15397.2870000007,15397.2870000007,15383.295,15397.2870000007,1,15397.2870000007,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPPRF42960"
"189",7,1692091419469,"15/08/2023 09:23:39",1692095019469,1,"15/08/2023 11:23:39",140743,17,"questionnaire-uu2n",NA,31188451,NA,"complete",NA,"64db50e8d7831bdd4833328b","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x941",NA,NA,0,"BIQ (Charlotte)",2,"IJHAGBFCED","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","7",3933.51,15383.295,15399.0870000006,3933.51,15383.295,15399.0870000006,1,3933.51,11465.5770000006,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPPRF42960"
"190",8,1692091419469,"15/08/2023 09:23:39",1692095019469,1,"15/08/2023 11:23:39",140743,17,"questionnaire-uu2n",NA,31188451,NA,"complete",NA,"64db50e8d7831bdd4833328b","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x941",NA,NA,0,"BIQ (Charlotte)",2,"IJHAGBFCED","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","2",10183.33,15383.295,15399.5870000006,10183.33,15383.295,15399.5870000006,1,10183.33,5216.25700000056,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPPRF42960"
"191",9,1692091419470,"15/08/2023 09:23:39",1692095019470,1,"15/08/2023 11:23:39",140743,17,"questionnaire-uu2n",NA,31188451,NA,"complete",NA,"64db50e8d7831bdd4833328b","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x941",NA,NA,0,"BIQ (Charlotte)",2,"IJHAGBFCED","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","1",14233.307,15383.295,15399.965,14233.307,15383.295,15399.965,1,14233.307,1166.658,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPPRF42960"
"192",10,1692091428699,"15/08/2023 09:23:48",1692095028699,1,"15/08/2023 11:23:48",140743,17,"questionnaire-uu2n",NA,31188451,NA,"complete",NA,"64db50e8d7831bdd4833328b","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x941",NA,NA,0,"BIQ (Charlotte)",2,"IJHAGBFCED","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",9245.79200000056,9233.31,9245.79200000056,9245.79200000056,9233.31,9245.79200000056,1,9245.79200000056,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPPRF42960"
"193",11,1692091428699,"15/08/2023 09:23:48",1692095028699,1,"15/08/2023 11:23:48",140743,17,"questionnaire-uu2n",NA,31188451,NA,"complete",NA,"64db50e8d7831bdd4833328b","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x941",NA,NA,0,"BIQ (Charlotte)",2,"IJHAGBFCED","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",3783.32,9233.31,9246.29200000056,3783.32,9233.31,9246.29200000056,1,3783.32,5462.97200000056,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPPRF42960"
"194",12,1692091428700,"15/08/2023 09:23:48",1692095028700,1,"15/08/2023 11:23:48",140743,17,"questionnaire-uu2n",NA,31188451,NA,"complete",NA,"64db50e8d7831bdd4833328b","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x941",NA,NA,0,"BIQ (Charlotte)",2,"IJHAGBFCED","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",5566.67200000001,9233.31,9246.49200000075,5566.67200000001,9233.31,9246.49200000075,1,5566.67200000001,3679.82000000074,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPPRF42960"
"195",13,1692091428700,"15/08/2023 09:23:48",1692095028700,1,"15/08/2023 11:23:48",140743,17,"questionnaire-uu2n",NA,31188451,NA,"complete",NA,"64db50e8d7831bdd4833328b","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x941",NA,NA,0,"BIQ (Charlotte)",2,"IJHAGBFCED","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","2",7883.27600000001,9233.31,9246.79200000056,7883.27600000001,9233.31,9246.79200000056,1,7883.27600000001,1363.51600000056,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPPRF42960"
"196",14,1692091428703,"15/08/2023 09:23:48",1692095028703,1,"15/08/2023 11:23:48",140743,17,"questionnaire-uu2n",NA,31188451,NA,"complete",NA,"64db50e8d7831bdd4833328b","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x941",NA,NA,0,"BIQ (Charlotte)",2,"IJHAGBFCED","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF42960"
"197",1,1692133680358,"15/08/2023 21:08:00",1692137280358,1,"15/08/2023 23:08:00",140743,17,"questionnaire-uu2n",NA,31213337,NA,"complete",NA,"64dbf4ff504719270ed3ce00","computer","Desktop or Laptop","Windows 10","Edge 115.0.1901.188","1536x864","1536x746",NA,NA,0,"BIQ (Charlotte)",2,"CDBEAFJGIH","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF08258"
"198",2,1692133720311,"15/08/2023 21:08:40",1692137320311,1,"15/08/2023 23:08:40",140743,17,"questionnaire-uu2n",NA,31213337,NA,"complete",NA,"64dbf4ff504719270ed3ce00","computer","Desktop or Laptop","Windows 10","Edge 115.0.1901.188","1536x864","1536x746",NA,NA,0,"BIQ (Charlotte)",2,"CDBEAFJGIH","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",39966.97,39963.64,39966.97,39966.97,39963.64,39966.97,1,39966.97,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF08258"
"199",3,1692133720313,"15/08/2023 21:08:40",1692137320313,1,"15/08/2023 23:08:40",140743,17,"questionnaire-uu2n",NA,31213337,NA,"complete",NA,"64dbf4ff504719270ed3ce00","computer","Desktop or Laptop","Windows 10","Edge 115.0.1901.188","1536x864","1536x746",NA,NA,0,"BIQ (Charlotte)",2,"CDBEAFJGIH","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",27397.74,39963.64,39969.2700001907,27397.74,39963.64,39969.2700001907,1,27397.74,12571.5300001907,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPPRF08258"
"200",4,1692133720314,"15/08/2023 21:08:40",1692137320314,1,"15/08/2023 23:08:40",140743,17,"questionnaire-uu2n",NA,31213337,NA,"complete",NA,"64dbf4ff504719270ed3ce00","computer","Desktop or Laptop","Windows 10","Edge 115.0.1901.188","1536x864","1536x746",NA,NA,0,"BIQ (Charlotte)",2,"CDBEAFJGIH","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",35647.277,39963.64,39969.5699999046,35647.277,39963.64,39969.5699999046,1,35647.277,4322.29299990463,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPPRF08258"
"201",5,1692133720314,"15/08/2023 21:08:40",1692137320314,1,"15/08/2023 23:08:40",140743,17,"questionnaire-uu2n",NA,31213337,NA,"complete",NA,"64dbf4ff504719270ed3ce00","computer","Desktop or Laptop","Windows 10","Edge 115.0.1901.188","1536x864","1536x746",NA,NA,0,"BIQ (Charlotte)",2,"CDBEAFJGIH","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","2",39230.359,39963.64,39969.7700001907,39230.359,39963.64,39969.7700001907,1,39230.359,739.411000190732,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPPRF08258"
"202",6,1692133742983,"15/08/2023 21:09:02",1692137342983,1,"15/08/2023 23:09:02",140743,17,"questionnaire-uu2n",NA,31213337,NA,"complete",NA,"64dbf4ff504719270ed3ce00","computer","Desktop or Laptop","Windows 10","Edge 115.0.1901.188","1536x864","1536x746",NA,NA,0,"BIQ (Charlotte)",2,"CDBEAFJGIH","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",22675.4299999046,22665.285,22675.4299999046,22675.4299999046,22665.285,22675.4299999046,1,22675.4299999046,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPPRF08258"
"203",7,1692133742985,"15/08/2023 21:09:02",1692137342985,1,"15/08/2023 23:09:02",140743,17,"questionnaire-uu2n",NA,31213337,NA,"complete",NA,"64dbf4ff504719270ed3ce00","computer","Desktop or Laptop","Windows 10","Edge 115.0.1901.188","1536x864","1536x746",NA,NA,0,"BIQ (Charlotte)",2,"CDBEAFJGIH","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","8",5816.29300000001,22665.285,22677.6300001907,5816.29300000001,22665.285,22677.6300001907,1,5816.29300000001,16861.3370001907,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPPRF08258"
"204",8,1692133742985,"15/08/2023 21:09:02",1692137342985,1,"15/08/2023 23:09:02",140743,17,"questionnaire-uu2n",NA,31213337,NA,"complete",NA,"64dbf4ff504719270ed3ce00","computer","Desktop or Laptop","Windows 10","Edge 115.0.1901.188","1536x864","1536x746",NA,NA,0,"BIQ (Charlotte)",2,"CDBEAFJGIH","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","0",9949.283,22665.285,22677.9299999046,9949.283,22665.285,22677.9299999046,1,9949.283,12728.6469999046,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPPRF08258"
"205",9,1692133742986,"15/08/2023 21:09:02",1692137342986,1,"15/08/2023 23:09:02",140743,17,"questionnaire-uu2n",NA,31213337,NA,"complete",NA,"64dbf4ff504719270ed3ce00","computer","Desktop or Laptop","Windows 10","Edge 115.0.1901.188","1536x864","1536x746",NA,NA,0,"BIQ (Charlotte)",2,"CDBEAFJGIH","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","2",22082.017,22665.285,22678.1300001907,22082.017,22665.285,22678.1300001907,1,22082.017,596.113000190737,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPPRF08258"
"206",10,1692133760991,"15/08/2023 21:09:20",1692137360991,1,"15/08/2023 23:09:20",140743,17,"questionnaire-uu2n",NA,31213337,NA,"complete",NA,"64dbf4ff504719270ed3ce00","computer","Desktop or Laptop","Windows 10","Edge 115.0.1901.188","1536x864","1536x746",NA,NA,0,"BIQ (Charlotte)",2,"CDBEAFJGIH","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",18018.2449998093,18015.486,18018.2449998093,18018.2449998093,18015.486,18018.2449998093,1,18018.2449998093,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPPRF08258"
"207",11,1692133760993,"15/08/2023 21:09:20",1692137360993,1,"15/08/2023 23:09:20",140743,17,"questionnaire-uu2n",NA,31213337,NA,"complete",NA,"64dbf4ff504719270ed3ce00","computer","Desktop or Laptop","Windows 10","Edge 115.0.1901.188","1536x864","1536x746",NA,NA,0,"BIQ (Charlotte)",2,"CDBEAFJGIH","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",8616.185,18015.486,18020.1449999046,8616.185,18015.486,18020.1449999046,1,8616.185,9403.95999990463,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPPRF08258"
"208",12,1692133760993,"15/08/2023 21:09:20",1692137360993,1,"15/08/2023 23:09:20",140743,17,"questionnaire-uu2n",NA,31213337,NA,"complete",NA,"64dbf4ff504719270ed3ce00","computer","Desktop or Laptop","Windows 10","Edge 115.0.1901.188","1536x864","1536x746",NA,NA,0,"BIQ (Charlotte)",2,"CDBEAFJGIH","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",11099.178,18015.486,18020.4450000954,11099.178,18015.486,18020.4450000954,1,11099.178,6921.26700009537,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPPRF08258"
"209",13,1692133760993,"15/08/2023 21:09:20",1692137360993,1,"15/08/2023 23:09:20",140743,17,"questionnaire-uu2n",NA,31213337,NA,"complete",NA,"64dbf4ff504719270ed3ce00","computer","Desktop or Laptop","Windows 10","Edge 115.0.1901.188","1536x864","1536x746",NA,NA,0,"BIQ (Charlotte)",2,"CDBEAFJGIH","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","2",14632.333,18015.486,18020.6449999046,14632.333,18015.486,18020.6449999046,1,14632.333,3388.31199990463,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPPRF08258"
"210",14,1692133760997,"15/08/2023 21:09:20",1692137360997,1,"15/08/2023 23:09:20",140743,17,"questionnaire-uu2n",NA,31213337,NA,"complete",NA,"64dbf4ff504719270ed3ce00","computer","Desktop or Laptop","Windows 10","Edge 115.0.1901.188","1536x864","1536x746",NA,NA,0,"BIQ (Charlotte)",2,"CDBEAFJGIH","","study_2 (video_feedback and feedback_list_2)","Feedback_ranking_L2_first","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF08258"
"211",1,1692359302535,"18/08/2023 11:48:22",1692362902535,1,"18/08/2023 13:48:22",140743,17,"questionnaire-uu2n",NA,31245263,NA,"complete",NA,"64df66dd18f0e4168f29a35f","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 115.0.0.0","1440x900","1287x707",NA,NA,0,"BIQ (Charlotte)",2,"ABJCIDHEGF","B (Feedback ranking_L1 First)","study_1 (JV and feedback_list_1)","","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF05489"
