"","Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","randomiser.lqqr","randomiser.28m8","randomiser.tf5j","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Spreadsheet..stimulus","Spreadsheet..P","Spreadsheet..N","Manipulation..Spreadsheet","Random_ID"
"38",38,1692006515880,"14/08/2023 09:48:35",1692010115880,1,"14/08/2023 11:48:35",140743,17,"task-s9co",NA,31172521,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,5,"Positive Feedback","Video","w2ir4b",1,"continue","",38805,38788,38805,38805,38788,38805,1,38805,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF20908"
"39",39,1692006515889,"14/08/2023 09:48:35",1692010115889,1,"14/08/2023 11:48:35",140743,17,"task-s9co",NA,31172521,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,5,"Positive Feedback","Video","w2ir4b",1,"response","You made justified assumptions.",23363,38788,38805,23363,38788,38805,1,23363,15442,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF20908"
"40",40,1692006515890,"14/08/2023 09:48:35",1692010115890,1,"14/08/2023 11:48:35",140743,17,"task-s9co",NA,31172521,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,5,"Positive Feedback","Video","w2ir4b",1,"response","You used very interesting adjectives.",12953,38788,38805,12953,38788,38805,1,12953,25852,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF20908"
"41",41,1692006516817,"14/08/2023 09:48:36",1692010116817,1,"14/08/2023 11:48:36",140743,17,"task-s9co",NA,31172521,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,5,"Positive Feedback","Fixation","mtm832",2,"continue","",965,965,965,965,965,965,1,965,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P4_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF20908"
"42",42,1692006516818,"14/08/2023 09:48:36",1692010116818,1,"14/08/2023 11:48:36",140743,17,"task-s9co",NA,31172521,NA,"complete",NA,"64da000bb77c30175cda1703","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 16.6","810x1080","1080x707",NA,NA,0,"Video Feedback Task (Clone)",6,"DECFBGAHJI",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","","","","",NA,"SUPPRF20908"
"43",1,1692006487197,"14/08/2023 09:48:07",1692010087197,1,"14/08/2023 11:48:07",140743,17,"task-s9co",NA,31172733,NA,"complete",NA,"64da01617f4e2f7acbe39dd7","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,0,"Video Feedback Task (Clone)",6,"GHFIEJDACB",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","","","","",NA,"SUPPRF56705"
"44",2,1692006510844,"14/08/2023 09:48:30",1692010110844,1,"14/08/2023 11:48:30",140743,17,"task-s9co",NA,31172733,NA,"complete",NA,"64da01617f4e2f7acbe39dd7","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,0,"Video Feedback Task (Clone)",6,"GHFIEJDACB",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,1,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",23335.3080000119,23322.772,23335.3080000119,23335.3080000119,23322.772,23335.3080000119,1,23335.3080000119,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF56705"
"45",3,1692006510847,"14/08/2023 09:48:30",1692010110847,1,"14/08/2023 11:48:30",140743,17,"task-s9co",NA,31172733,NA,"complete",NA,"64da01617f4e2f7acbe39dd7","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,0,"Video Feedback Task (Clone)",6,"GHFIEJDACB",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,1,"Neutral Feedback","Screen 1","3zrml3",1,"response","You said um a lot",19224.656,23322.772,23338.008,19224.656,23322.772,23338.008,1,19224.656,4113.352,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF56705"
"46",4,1692006510848,"14/08/2023 09:48:30",1692010110848,1,"14/08/2023 11:48:30",140743,17,"task-s9co",NA,31172733,NA,"complete",NA,"64da01617f4e2f7acbe39dd7","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,0,"Video Feedback Task (Clone)",6,"GHFIEJDACB",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,1,"Neutral Feedback","Screen 1","3zrml3",1,"response","You described the scene in the picture",7963.076,23322.772,23338.8080000119,7963.076,23322.772,23338.8080000119,1,7963.076,15375.7320000119,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF56705"
"47",5,1692006511798,"14/08/2023 09:48:31",1692010111798,1,"14/08/2023 11:48:31",140743,17,"task-s9co",NA,31172733,NA,"complete",NA,"64da01617f4e2f7acbe39dd7","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,0,"Video Feedback Task (Clone)",6,"GHFIEJDACB",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,1,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",966.226000000002,966.226000000002,966.226000000002,966.226000000002,966.226000000002,966.226000000002,1,966.226000000002,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P2_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF56705"
"48",6,1692006559055,"14/08/2023 09:49:19",1692010159055,1,"14/08/2023 11:49:19",140743,17,"task-s9co",NA,31172733,NA,"complete",NA,"64da01617f4e2f7acbe39dd7","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,0,"Video Feedback Task (Clone)",6,"GHFIEJDACB",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,1,"Positive Feedback","Video","w2ir4b",1,"continue","",47257.1100000238,47245.35,47257.1100000238,47257.1100000238,47245.35,47257.1100000238,1,47257.1100000238,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF56705"
"49",7,1692006559058,"14/08/2023 09:49:19",1692010159058,1,"14/08/2023 11:49:19",140743,17,"task-s9co",NA,31172733,NA,"complete",NA,"64da01617f4e2f7acbe39dd7","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,0,"Video Feedback Task (Clone)",6,"GHFIEJDACB",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,1,"Positive Feedback","Video","w2ir4b",1,"response","You described the scene well and in depth",14143.711,47245.35,47260.7100000179,14143.711,47245.35,47260.7100000179,1,14143.711,33116.9990000179,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF56705"
"50",8,1692006559059,"14/08/2023 09:49:19",1692010159059,1,"14/08/2023 11:49:19",140743,17,"task-s9co",NA,31172733,NA,"complete",NA,"64da01617f4e2f7acbe39dd7","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,0,"Video Feedback Task (Clone)",6,"GHFIEJDACB",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,1,"Positive Feedback","Video","w2ir4b",1,"response","You spoke loudly and clearly",4831.153,47245.35,47261.2100000179,4831.153,47245.35,47261.2100000179,1,4831.153,42430.0570000179,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF56705"
"51",9,1692006560009,"14/08/2023 09:49:20",1692010160009,1,"14/08/2023 11:49:20",140743,17,"task-s9co",NA,31172733,NA,"complete",NA,"64da01617f4e2f7acbe39dd7","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,0,"Video Feedback Task (Clone)",6,"GHFIEJDACB",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,1,"Positive Feedback","Fixation","mtm832",2,"continue","",966.120999999999,966.120999999999,966.120999999999,966.120999999999,966.120999999999,966.120999999999,1,966.120999999999,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P5_P.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF56705"
"52",10,1692006612717,"14/08/2023 09:50:12",1692010212717,1,"14/08/2023 11:50:12",140743,17,"task-s9co",NA,31172733,NA,"complete",NA,"64da01617f4e2f7acbe39dd7","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,0,"Video Feedback Task (Clone)",6,"GHFIEJDACB",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,2,"Positive Feedback","Video","w2ir4b",1,"continue","",52708.1390000238,52692.781,52708.1390000238,52708.1390000238,52692.781,52708.1390000238,1,52708.1390000238,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF56705"
"53",11,1692006612720,"14/08/2023 09:50:12",1692010212720,1,"14/08/2023 11:50:12",140743,17,"task-s9co",NA,31172733,NA,"complete",NA,"64da01617f4e2f7acbe39dd7","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,0,"Video Feedback Task (Clone)",6,"GHFIEJDACB",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,2,"Positive Feedback","Video","w2ir4b",1,"response","You gave an opinion which helped me understand",40631.569,52692.781,52709.565,40631.569,52692.781,52709.565,1,40631.569,12077.996,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF56705"
"54",12,1692006612720,"14/08/2023 09:50:12",1692010212720,1,"14/08/2023 11:50:12",140743,17,"task-s9co",NA,31172733,NA,"complete",NA,"64da01617f4e2f7acbe39dd7","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,0,"Video Feedback Task (Clone)",6,"GHFIEJDACB",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,2,"Positive Feedback","Video","w2ir4b",1,"response","You gave an in depth description capturing the emotions of the picture",23722.556,52692.781,52709.565,23722.556,52692.781,52709.565,1,23722.556,28987.009,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF56705"
"55",13,1692006613668,"14/08/2023 09:50:13",1692010213668,1,"14/08/2023 11:50:13",140743,17,"task-s9co",NA,31172733,NA,"complete",NA,"64da01617f4e2f7acbe39dd7","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,0,"Video Feedback Task (Clone)",6,"GHFIEJDACB",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,2,"Positive Feedback","Fixation","mtm832",2,"continue","",966.262000000002,966.262000000002,966.262000000002,966.262000000002,966.262000000002,966.262000000002,1,966.262000000002,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P2_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF56705"
"56",14,1692006642221,"14/08/2023 09:50:42",1692010242221,1,"14/08/2023 11:50:42",140743,17,"task-s9co",NA,31172733,NA,"complete",NA,"64da01617f4e2f7acbe39dd7","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,0,"Video Feedback Task (Clone)",6,"GHFIEJDACB",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,2,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",28552.2960000119,28536.961,28552.2960000119,28552.2960000119,28536.961,28552.2960000119,1,28552.2960000119,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF56705"
"57",15,1692006642224,"14/08/2023 09:50:42",1692010242224,1,"14/08/2023 11:50:42",140743,17,"task-s9co",NA,31172733,NA,"complete",NA,"64da01617f4e2f7acbe39dd7","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,0,"Video Feedback Task (Clone)",6,"GHFIEJDACB",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,2,"Neutral Feedback","Screen 1","3zrml3",1,"response","You did ok",25754.989,28536.961,28553.655,25754.989,28536.961,28553.655,1,25754.989,2798.666,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF56705"
"58",16,1692006642225,"14/08/2023 09:50:42",1692010242225,1,"14/08/2023 11:50:42",140743,17,"task-s9co",NA,31172733,NA,"complete",NA,"64da01617f4e2f7acbe39dd7","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,0,"Video Feedback Task (Clone)",6,"GHFIEJDACB",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,2,"Neutral Feedback","Screen 1","3zrml3",1,"response","You described the picture",5913.85599999999,28536.961,28553.655,5913.85599999999,28536.961,28553.655,1,5913.85599999999,22639.799,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF56705"
"59",17,1692006643172,"14/08/2023 09:50:43",1692010243172,1,"14/08/2023 11:50:43",140743,17,"task-s9co",NA,31172733,NA,"complete",NA,"64da01617f4e2f7acbe39dd7","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,0,"Video Feedback Task (Clone)",6,"GHFIEJDACB",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,2,"Neutral Feedback","Screen 2","vv4mhq",2,"continue","",966.140000000014,966.140000000014,966.140000000014,966.140000000014,966.140000000014,966.140000000014,1,966.140000000014,0,0,NA,"Fixation Timing","Fixation",1,"object-153","Neutral Feedback","P3_N.mp4","Screenshot 2023-06-30 at 15.00.42.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF56705"
"60",18,1692006672982,"14/08/2023 09:51:12",1692010272982,1,"14/08/2023 11:51:12",140743,17,"task-s9co",NA,31172733,NA,"complete",NA,"64da01617f4e2f7acbe39dd7","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,0,"Video Feedback Task (Clone)",6,"GHFIEJDACB",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,3,"Positive Feedback","Video","w2ir4b",1,"continue","",29810.5950000179,29803.107,29810.5950000179,29810.5950000179,29803.107,29810.5950000179,1,29810.5950000179,0,0,NA,"Click To Continue","Continue Button",1,"object-14","Positive Feedback","P1_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF56705"
"61",19,1692006672985,"14/08/2023 09:51:12",1692010272985,1,"14/08/2023 11:51:12",140743,17,"task-s9co",NA,31172733,NA,"complete",NA,"64da01617f4e2f7acbe39dd7","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,0,"Video Feedback Task (Clone)",6,"GHFIEJDACB",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,3,"Positive Feedback","Video","w2ir4b",1,"response","Your use of hand gestures was interesting and emotive",16542.671,29803.107,29813.895,16542.671,29803.107,29813.895,1,16542.671,13271.224,0,NA,"Text Entry","Text Entry",4,"object-19","Positive Feedback","P1_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF56705"
"62",20,1692006672986,"14/08/2023 09:51:12",1692010272986,1,"14/08/2023 11:51:12",140743,17,"task-s9co",NA,31172733,NA,"complete",NA,"64da01617f4e2f7acbe39dd7","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,0,"Video Feedback Task (Clone)",6,"GHFIEJDACB",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,3,"Positive Feedback","Video","w2ir4b",1,"response","You have a nice accent",10945.05,29803.107,29814.395,10945.05,29803.107,29814.395,1,10945.05,18869.345,0,NA,"Text Entry","Text Entry",5,"object-20","Positive Feedback","P1_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF56705"
"63",21,1692006673941,"14/08/2023 09:51:13",1692010273941,1,"14/08/2023 11:51:13",140743,17,"task-s9co",NA,31172733,NA,"complete",NA,"64da01617f4e2f7acbe39dd7","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,0,"Video Feedback Task (Clone)",6,"GHFIEJDACB",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,3,"Positive Feedback","Fixation","mtm832",2,"continue","",966.32699999999,966.32699999999,966.32699999999,966.32699999999,966.32699999999,966.32699999999,1,966.32699999999,0,0,NA,"Fixation Timing","Fixation",1,"object-65","Positive Feedback","P1_P.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.02.01.png",NA,"SUPPRF56705"
"64",22,1692006703355,"14/08/2023 09:51:43",1692010303355,1,"14/08/2023 11:51:43",140743,17,"task-s9co",NA,31172733,NA,"complete",NA,"64da01617f4e2f7acbe39dd7","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,0,"Video Feedback Task (Clone)",6,"GHFIEJDACB",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,3,"Neutral Feedback","Screen 1","3zrml3",1,"continue","",29414.361000006,29403.429,29414.361000006,29414.361000006,29403.429,29414.361000006,1,29414.361000006,0,0,NA,"Click To Continue","Continue Button",1,"object-155","Neutral Feedback","P4_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF56705"
"65",23,1692006703358,"14/08/2023 09:51:43",1692010303358,1,"14/08/2023 11:51:43",140743,17,"task-s9co",NA,31172733,NA,"complete",NA,"64da01617f4e2f7acbe39dd7","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,0,"Video Feedback Task (Clone)",6,"GHFIEJDACB",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,3,"Neutral Feedback","Screen 1","3zrml3",1,"response","I could understand you",13343.884,29403.429,29417.6610000179,13343.884,29403.429,29417.6610000179,1,13343.884,16073.7770000179,0,NA,"Text Entry","Text Entry",4,"object-158","Neutral Feedback","P4_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF56705"
"66",24,1692006703359,"14/08/2023 09:51:43",1692010303359,1,"14/08/2023 11:51:43",140743,17,"task-s9co",NA,31172733,NA,"complete",NA,"64da01617f4e2f7acbe39dd7","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x747",NA,NA,0,"Video Feedback Task (Clone)",6,"GHFIEJDACB",NA,"study_2 (video_feedback and feedback_list_2)","VF_1st",1,3,"Neutral Feedback","Screen 1","3zrml3",1,"response","You described the picture",4581.21900000001,29403.429,29418.0610000239,4581.21900000001,29403.429,29418.0610000239,1,4581.21900000001,24836.8420000238,0,NA,"Text Entry","Text Entry",5,"object-159","Neutral Feedback","P4_N.mp4","Screenshot 2023-06-30 at 15.01.08.png","Screenshot 2023-06-30 at 15.00.55.png",NA,"SUPPRF56705"
