"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","counterbalance.qny1","Multiple.Choice.Grid.object.2.I.swim.across.the.Atlantic.Ocean.to.get.to.work.every.day","Multiple.Choice.Grid.object.2.I.swim.across.the.Atlantic.Ocean.to.get.to.work.every.day.Quantised","Random_ID_new"
"1",1714567426033,"01/05/2024 12:43:46",1714571026033,1,"01/05/2024 14:43:46",177048,7,"questionnaire-wop8",NA,37380529,11023113,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 124.0.0.0","1920x1080","1920x991",NA,NA,0,"Attention Check 2 (Clone)",1,"ABHCGDFE","Passed AC2",NA,"spreadsheet_4","1-0","1","SUPSCO24387"
"1",1714750228315,"03/05/2024 15:30:28",1714753828315,1,"03/05/2024 17:30:28",177048,7,"questionnaire-wop8",NA,37443671,11039663,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 124.0.0.0","1366x768","1366x641",NA,NA,0,"Attention Check 2 (Clone)",1,"BCADHEGF","Passed AC2",NA,"spreadsheet_3","1-0","1","SUPSCO46030"
"1",1715175380825,"08/05/2024 13:36:20",1715178980825,1,"08/05/2024 15:36:20",177048,7,"questionnaire-wop8",NA,37553754,11067424,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 124.0.0.0","1280x720","1280x585",NA,NA,0,"Attention Check 2 (Clone)",1,"CDBEAFHG","Passed AC2",NA,"spreadsheet_5","1-0","1","SUPSCO52921"
