"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","Multiple.Choice.Grid.object.2.I.swim.across.the.Atlantic.Ocean.to.get.to.work.every.day","Multiple.Choice.Grid.object.2.I.swim.across.the.Atlantic.Ocean.to.get.to.work.every.day.Quantised","Random_ID"
"1",1695817952771,"27/09/2023 12:32:32",1695803552771,-4,"27/09/2023 04:32:32",144636,3,"questionnaire-wop8",NA,31894355,9431509,NA,"complete","osbhtc","3RYC5T2D79S57II2TVUJPWUBBMLRPU","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1536x864","1536x747",NA,NA,0,"Attention Check 2 (Clone)",1,"ABJCIDHEGF","Passed AC2","","1-0","1","SUPAMT38416"
"1",1695821796501,"27/09/2023 13:36:36",1695803796501,-5,"27/09/2023 03:36:36",144636,3,"questionnaire-wop8",NA,31894485,9431510,NA,"complete","vcnpts","3FIJLY1B60384SDT20UP87GS8YAFPN","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1536x960","1536x835",NA,NA,0,"Attention Check 2 (Clone)",1,"BCADJEIFHG","Passed AC2","","1-0","1","SUPAMT74201"
"1",1695818114352,"27/09/2023 12:35:14",1695803714352,-4,"27/09/2023 04:35:14",144636,3,"questionnaire-wop8",NA,31894444,9431522,NA,"complete","umrsqi","","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"Attention Check 2 (Clone)",1,"DECFBGAHJI","Passed AC2","","1-0","1","SUPAMT02681"
"1",1695818116681,"27/09/2023 12:35:16",1695803716681,-4,"27/09/2023 04:35:16",144636,3,"questionnaire-wop8",NA,31894446,9431511,NA,"complete","kxxpyk","3ZSY5X72N3ANMI61EVH40WPL1HPROD","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1600x900","1600x751",NA,NA,0,"Attention Check 2 (Clone)",1,"CDBEAFJGIH","Passed AC2","","1-0","1","SUPAMT02681"
"1",1695839929488,"27/09/2023 18:38:49",1695825529488,-4,"27/09/2023 10:38:49",144636,3,"questionnaire-wop8",NA,31894520,9431516,NA,"complete","uybgfq","","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"Attention Check 2 (Clone)",1,"EFDGCHBIAJ","Passed AC2","","1-0","1","SUPAMT42249"
"1",1695818413951,"27/09/2023 12:40:13",1695804013951,-4,"27/09/2023 04:40:13",144636,3,"questionnaire-wop8",NA,31894524,9431524,NA,"rejected - time limit reached","","3NPI0JQDAU4INXVUXKZEPBVTZ7IPT5","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 2 (Clone)",1,"HIGJFAEBDC","Passed AC2","","1-0","1","SUPAMT54374"
"1",1695818747503,"27/09/2023 12:45:47",1695804347503,-4,"27/09/2023 04:45:47",144636,3,"questionnaire-wop8",NA,31894663,9431515,NA,"complete","ospqgx","","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1440x900","1440x783",NA,NA,0,"Attention Check 2 (Clone)",1,"FGEHDICJBA","Passed AC2","","1-0","1","SUPAMT54374"
"1",1695821956265,"27/09/2023 13:39:16",1695803956265,-5,"27/09/2023 03:39:16",144636,3,"questionnaire-wop8",NA,31894540,9431537,NA,"complete","xjuqtc","3FDJT1UU7A7FR4NOJWC8QE3GPUQK58","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x651",NA,NA,0,"Attention Check 2 (Clone)",1,"IJHAGBFCED","Passed AC2","","1-0","1","SUPAMT83502"
"1",1695818782155,"27/09/2023 12:46:22",1695804382155,-4,"27/09/2023 04:46:22",144636,3,"questionnaire-wop8",NA,31894671,9431555,NA,"complete","sxmyof","354P56DE9Q2S2REFCY07FK8MXUY7SR","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1536x864","1536x747",NA,NA,0,"Attention Check 2 (Clone)",1,"JAIBHCGDFE","Passed AC2","","1-0","1","SUPAMT29912"
"1",1695819108113,"27/09/2023 12:51:48",1695804708113,-4,"27/09/2023 04:51:48",144636,3,"questionnaire-wop8",NA,31894853,9431579,NA,"complete","cezdrw","3XIQGXAUMI70Y80E686UESPEC90X7P","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x625",NA,NA,0,"Attention Check 2 (Clone)",1,"CDBEAFJGIH","Passed AC2","","1-0","1","SUPAMT08809"
