"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","counterbalance.vu6m","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"10",1708977330544,"26/02/2024 19:55:30",1708977330544,0,"26/02/2024 19:55:30",167771,4,"task-gjqt",NA,35525664,10495308,NA,"complete",NA,"65dceba002a94d3dfdc24511","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x813",NA,NA,0,"BIQ (Charlotte)",3,"HIGJFAEBDC","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",11059.3000000477,11050.2,11059.3000000477,11059.3000000477,11050.2,11059.3000000477,1,11059.3000000477,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPPRF00201"
"11",1708977330547,"26/02/2024 19:55:30",1708977330547,0,"26/02/2024 19:55:30",167771,4,"task-gjqt",NA,35525664,10495308,NA,"complete",NA,"65dceba002a94d3dfdc24511","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x813",NA,NA,0,"BIQ (Charlotte)",3,"HIGJFAEBDC","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",5350.4,11050.2,11063.1,5350.4,11050.2,11063.1,1,5350.4,5712.7,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPPRF00201"
"12",1708977330548,"26/02/2024 19:55:30",1708977330548,0,"26/02/2024 19:55:30",167771,4,"task-gjqt",NA,35525664,10495308,NA,"complete",NA,"65dceba002a94d3dfdc24511","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x813",NA,NA,0,"BIQ (Charlotte)",3,"HIGJFAEBDC","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","2",7216.99999999999,11050.2,11063.6,7216.99999999999,11050.2,11063.6,1,7216.99999999999,3846.60000000001,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPPRF00201"
"13",1708977330548,"26/02/2024 19:55:30",1708977330548,0,"26/02/2024 19:55:30",167771,4,"task-gjqt",NA,35525664,10495308,NA,"complete",NA,"65dceba002a94d3dfdc24511","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x813",NA,NA,0,"BIQ (Charlotte)",3,"HIGJFAEBDC","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","6",10166.9,11050.2,11064.1,10166.9,11050.2,11064.1,1,10166.9,897.199999999997,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPPRF00201"
"14",1708977330554,"26/02/2024 19:55:30",1708977330554,0,"26/02/2024 19:55:30",167771,4,"task-gjqt",NA,35525664,10495308,NA,"complete",NA,"65dceba002a94d3dfdc24511","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x813",NA,NA,0,"BIQ (Charlotte)",3,"HIGJFAEBDC","Passed AC2","","Chocking_second","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF00201"
"1",1708977555917,"26/02/2024 19:59:15",1708959555917,-5,"26/02/2024 09:59:15",167771,4,"task-gjqt",NA,35525776,10495316,NA,"complete",NA,"65dcec09d5e1a6a3349a3837","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1280x800","1243x690",NA,NA,0,"BIQ (Charlotte)",3,"IJHAGBFCED","Passed AC2","","Chocking_second","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF64585"
"2",1708977657254,"26/02/2024 20:00:57",1708959657254,-5,"26/02/2024 10:00:57",167771,4,"task-gjqt",NA,35525776,10495316,NA,"complete",NA,"65dcec09d5e1a6a3349a3837","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1280x800","1243x690",NA,NA,0,"BIQ (Charlotte)",3,"IJHAGBFCED","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",101345.900000003,101336.3,101345.900000003,101345.900000003,101336.3,101345.900000003,1,101345.900000003,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF64585"
"3",1708977657256,"26/02/2024 20:00:57",1708959657256,-5,"26/02/2024 10:00:57",167771,4,"task-gjqt",NA,35525776,10495316,NA,"complete",NA,"65dcec09d5e1a6a3349a3837","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1280x800","1243x690",NA,NA,0,"BIQ (Charlotte)",3,"IJHAGBFCED","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",16185.8,101336.3,101349.400000003,16185.8,101336.3,101349.400000003,1,16185.8,85163.600000003,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPPRF64585"
"4",1708977657256,"26/02/2024 20:00:57",1708959657256,-5,"26/02/2024 10:00:57",167771,4,"task-gjqt",NA,35525776,10495316,NA,"complete",NA,"65dcec09d5e1a6a3349a3837","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1280x800","1243x690",NA,NA,0,"BIQ (Charlotte)",3,"IJHAGBFCED","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",26594.7,101336.3,101349.800000001,26594.7,101336.3,101349.800000001,1,26594.7,74755.1000000015,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPPRF64585"
"5",1708977657257,"26/02/2024 20:00:57",1708959657257,-5,"26/02/2024 10:00:57",167771,4,"task-gjqt",NA,35525776,10495316,NA,"complete",NA,"65dcec09d5e1a6a3349a3837","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1280x800","1243x690",NA,NA,0,"BIQ (Charlotte)",3,"IJHAGBFCED","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",99073.8,101336.3,101350.100000006,99073.8,101336.3,101350.100000006,1,99073.8,2276.30000000595,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPPRF64585"
"6",1708977694031,"26/02/2024 20:01:34",1708959694031,-5,"26/02/2024 10:01:34",167771,4,"task-gjqt",NA,35525776,10495316,NA,"complete",NA,"65dcec09d5e1a6a3349a3837","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1280x800","1243x690",NA,NA,0,"BIQ (Charlotte)",3,"IJHAGBFCED","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",36787.600000003,36779,36787.600000003,36787.600000003,36779,36787.600000003,1,36787.600000003,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPPRF64585"
"7",1708977694034,"26/02/2024 20:01:34",1708959694034,-5,"26/02/2024 10:01:34",167771,4,"task-gjqt",NA,35525776,10495316,NA,"complete",NA,"65dcec09d5e1a6a3349a3837","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1280x800","1243x690",NA,NA,0,"BIQ (Charlotte)",3,"IJHAGBFCED","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",10879.3,36779,36790.300000006,10879.3,36779,36790.300000006,1,10879.3,25911.000000006,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPPRF64585"
"8",1708977694035,"26/02/2024 20:01:34",1708959694035,-5,"26/02/2024 10:01:34",167771,4,"task-gjqt",NA,35525776,10495316,NA,"complete",NA,"65dcec09d5e1a6a3349a3837","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1280x800","1243x690",NA,NA,0,"BIQ (Charlotte)",3,"IJHAGBFCED","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","2",26150.2,36779,36790.9,26150.2,36779,36790.9,1,26150.2,10640.7,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPPRF64585"
"9",1708977694038,"26/02/2024 20:01:34",1708959694038,-5,"26/02/2024 10:01:34",167771,4,"task-gjqt",NA,35525776,10495316,NA,"complete",NA,"65dcec09d5e1a6a3349a3837","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1280x800","1243x690",NA,NA,0,"BIQ (Charlotte)",3,"IJHAGBFCED","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",36376,36779,36793.800000006,36376,36779,36793.800000006,1,36376,417.800000005955,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPPRF64585"
"10",1708977716344,"26/02/2024 20:01:56",1708959716344,-5,"26/02/2024 10:01:56",167771,4,"task-gjqt",NA,35525776,10495316,NA,"complete",NA,"65dcec09d5e1a6a3349a3837","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1280x800","1243x690",NA,NA,0,"BIQ (Charlotte)",3,"IJHAGBFCED","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",22320.4,22316.9,22320.4,22320.4,22316.9,22320.4,1,22320.4,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPPRF64585"
"11",1708977716346,"26/02/2024 20:01:56",1708959716346,-5,"26/02/2024 10:01:56",167771,4,"task-gjqt",NA,35525776,10495316,NA,"complete",NA,"65dcec09d5e1a6a3349a3837","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1280x800","1243x690",NA,NA,0,"BIQ (Charlotte)",3,"IJHAGBFCED","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",7966.19999999998,22316.9,22322.699999997,7966.19999999998,22316.9,22322.699999997,1,7966.19999999998,14356.499999997,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPPRF64585"
"12",1708977716347,"26/02/2024 20:01:56",1708959716347,-5,"26/02/2024 10:01:56",167771,4,"task-gjqt",NA,35525776,10495316,NA,"complete",NA,"65dcec09d5e1a6a3349a3837","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1280x800","1243x690",NA,NA,0,"BIQ (Charlotte)",3,"IJHAGBFCED","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","2",16714.2,22316.9,22323.199999997,16714.2,22316.9,22323.199999997,1,16714.2,5608.99999999703,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPPRF64585"
"13",1708977716347,"26/02/2024 20:01:56",1708959716347,-5,"26/02/2024 10:01:56",167771,4,"task-gjqt",NA,35525776,10495316,NA,"complete",NA,"65dcec09d5e1a6a3349a3837","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1280x800","1243x690",NA,NA,0,"BIQ (Charlotte)",3,"IJHAGBFCED","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","3",20907.6,22316.9,22323.600000003,20907.6,22316.9,22323.600000003,1,20907.6,1416.00000000297,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPPRF64585"
"14",1708977716353,"26/02/2024 20:01:56",1708959716353,-5,"26/02/2024 10:01:56",167771,4,"task-gjqt",NA,35525776,10495316,NA,"complete",NA,"65dcec09d5e1a6a3349a3837","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1280x800","1243x690",NA,NA,0,"BIQ (Charlotte)",3,"IJHAGBFCED","Passed AC2","","Chocking_second","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF64585"
"1",1708978162263,"26/02/2024 20:09:22",1708960162263,-5,"26/02/2024 10:09:22",167771,4,"task-gjqt",NA,35526071,10495365,NA,"complete",NA,"65dced46926eb51a950e86da","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1504x1003","1504x868",NA,NA,0,"BIQ (Charlotte)",3,"JAIBHCGDFE","Passed AC2","","Chocking_first","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF09191"
"2",1708978185048,"26/02/2024 20:09:45",1708960185048,-5,"26/02/2024 10:09:45",167771,4,"task-gjqt",NA,35526071,10495365,NA,"complete",NA,"65dced46926eb51a950e86da","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1504x1003","1504x868",NA,NA,0,"BIQ (Charlotte)",3,"JAIBHCGDFE","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",22808.4999999642,22793.9,22808.4999999642,22808.4999999642,22793.9,22808.4999999642,1,22808.4999999642,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF09191"
"3",1708978185053,"26/02/2024 20:09:45",1708960185053,-5,"26/02/2024 10:09:45",167771,4,"task-gjqt",NA,35526071,10495365,NA,"complete",NA,"65dced46926eb51a950e86da","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1504x1003","1504x868",NA,NA,0,"BIQ (Charlotte)",3,"JAIBHCGDFE","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",5260.4,22793.9,22810.4,5260.4,22793.9,22810.4,1,5260.4,17550,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPPRF09191"
"4",1708978185054,"26/02/2024 20:09:45",1708960185054,-5,"26/02/2024 10:09:45",167771,4,"task-gjqt",NA,35526071,10495365,NA,"complete",NA,"65dced46926eb51a950e86da","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1504x1003","1504x868",NA,NA,0,"BIQ (Charlotte)",3,"JAIBHCGDFE","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",16093.7,22793.9,22810.4,16093.7,22793.9,22810.4,1,16093.7,6716.7,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPPRF09191"
"5",1708978185055,"26/02/2024 20:09:45",1708960185055,-5,"26/02/2024 10:09:45",167771,4,"task-gjqt",NA,35526071,10495365,NA,"complete",NA,"65dced46926eb51a950e86da","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1504x1003","1504x868",NA,NA,0,"BIQ (Charlotte)",3,"JAIBHCGDFE","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","3",21543.6,22793.9,22810.4,21543.6,22793.9,22810.4,1,21543.6,1266.8,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPPRF09191"
"6",1708978200982,"26/02/2024 20:10:00",1708960200982,-5,"26/02/2024 10:10:00",167771,4,"task-gjqt",NA,35526071,10495365,NA,"complete",NA,"65dced46926eb51a950e86da","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1504x1003","1504x868",NA,NA,0,"BIQ (Charlotte)",3,"JAIBHCGDFE","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",15949.5999999642,15933.2,15949.5999999642,15949.5999999642,15933.2,15949.5999999642,1,15949.5999999642,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPPRF09191"
"7",1708978200988,"26/02/2024 20:10:00",1708960200988,-5,"26/02/2024 10:10:00",167771,4,"task-gjqt",NA,35526071,10495365,NA,"complete",NA,"65dced46926eb51a950e86da","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1504x1003","1504x868",NA,NA,0,"BIQ (Charlotte)",3,"JAIBHCGDFE","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","8",7183,15933.2,15949.8,7183,15933.2,15949.8,1,7183,8766.8,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPPRF09191"
"8",1708978200989,"26/02/2024 20:10:00",1708960200989,-5,"26/02/2024 10:10:00",167771,4,"task-gjqt",NA,35526071,10495365,NA,"complete",NA,"65dced46926eb51a950e86da","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1504x1003","1504x868",NA,NA,0,"BIQ (Charlotte)",3,"JAIBHCGDFE","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","3",10199.6,15933.2,15949.8,10199.6,15933.2,15949.8,1,10199.6,5750.2,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPPRF09191"
"9",1708978200990,"26/02/2024 20:10:00",1708960200990,-5,"26/02/2024 10:10:00",167771,4,"task-gjqt",NA,35526071,10495365,NA,"complete",NA,"65dced46926eb51a950e86da","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1504x1003","1504x868",NA,NA,0,"BIQ (Charlotte)",3,"JAIBHCGDFE","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","0",14599.9,15933.2,15949.8,14599.9,15933.2,15949.8,1,14599.9,1349.89999999999,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPPRF09191"
"10",1708978210195,"26/02/2024 20:10:10",1708960210195,-5,"26/02/2024 10:10:10",167771,4,"task-gjqt",NA,35526071,10495365,NA,"complete",NA,"65dced46926eb51a950e86da","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1504x1003","1504x868",NA,NA,0,"BIQ (Charlotte)",3,"JAIBHCGDFE","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",9229.3,9216.4,9229.3,9229.3,9216.4,9229.3,1,9229.3,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPPRF09191"
"11",1708978210196,"26/02/2024 20:10:10",1708960210196,-5,"26/02/2024 10:10:10",167771,4,"task-gjqt",NA,35526071,10495365,NA,"complete",NA,"65dced46926eb51a950e86da","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1504x1003","1504x868",NA,NA,0,"BIQ (Charlotte)",3,"JAIBHCGDFE","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",3116.4,9216.4,9230.59999995232,3116.4,9216.4,9230.59999995232,1,3116.4,6114.19999995232,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPPRF09191"
"12",1708978210197,"26/02/2024 20:10:10",1708960210197,-5,"26/02/2024 10:10:10",167771,4,"task-gjqt",NA,35526071,10495365,NA,"complete",NA,"65dced46926eb51a950e86da","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1504x1003","1504x868",NA,NA,0,"BIQ (Charlotte)",3,"JAIBHCGDFE","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","2",4649.7,9216.4,9231.59999995232,4649.7,9216.4,9231.59999995232,1,4649.7,4581.89999995231,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPPRF09191"
"13",1708978210198,"26/02/2024 20:10:10",1708960210198,-5,"26/02/2024 10:10:10",167771,4,"task-gjqt",NA,35526071,10495365,NA,"complete",NA,"65dced46926eb51a950e86da","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1504x1003","1504x868",NA,NA,0,"BIQ (Charlotte)",3,"JAIBHCGDFE","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","5",8016.3,9216.4,9232.69999997616,8016.3,9216.4,9232.69999997616,1,8016.3,1216.39999997616,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPPRF09191"
"14",1708978210211,"26/02/2024 20:10:10",1708960210211,-5,"26/02/2024 10:10:10",167771,4,"task-gjqt",NA,35526071,10495365,NA,"complete",NA,"65dced46926eb51a950e86da","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1504x1003","1504x868",NA,NA,0,"BIQ (Charlotte)",3,"JAIBHCGDFE","Passed AC2","","Chocking_first","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF09191"
"1",1708978301253,"26/02/2024 20:11:41",1708978301253,0,"26/02/2024 20:11:41",167771,4,"task-gjqt",NA,35526136,10495375,NA,"complete",NA,"65dce39a39457860b3e43fc8","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1710x1107","1710x948",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Chocking_first","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF01454"
"2",1708978326904,"26/02/2024 20:12:06",1708978326904,0,"26/02/2024 20:12:06",167771,4,"task-gjqt",NA,35526136,10495375,NA,"complete",NA,"65dce39a39457860b3e43fc8","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1710x1107","1710x948",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",25667.042,25650.342,25667.042,25667.042,25650.342,25667.042,1,25667.042,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF01454"
"3",1708978326907,"26/02/2024 20:12:06",1708978326907,0,"26/02/2024 20:12:06",167771,4,"task-gjqt",NA,35526136,10495375,NA,"complete",NA,"65dce39a39457860b3e43fc8","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1710x1107","1710x948",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",9300.042,25650.342,25667.042,9300.042,25650.342,25667.042,1,9300.042,16367,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPPRF01454"
"4",1708978326907,"26/02/2024 20:12:06",1708978326907,0,"26/02/2024 20:12:06",167771,4,"task-gjqt",NA,35526136,10495375,NA,"complete",NA,"65dce39a39457860b3e43fc8","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1710x1107","1710x948",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","8",17983.542,25650.342,25667.042,17983.542,25650.342,25667.042,1,17983.542,7683.5,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPPRF01454"
"5",1708978326907,"26/02/2024 20:12:06",1708978326907,0,"26/02/2024 20:12:06",167771,4,"task-gjqt",NA,35526136,10495375,NA,"complete",NA,"65dce39a39457860b3e43fc8","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1710x1107","1710x948",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","0",22182.642,25650.342,25667.042,22182.642,25650.342,25667.042,1,22182.642,3484.39999999999,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPPRF01454"
"6",1708978344561,"26/02/2024 20:12:24",1708978344561,0,"26/02/2024 20:12:24",167771,4,"task-gjqt",NA,35526136,10495375,NA,"complete",NA,"65dce39a39457860b3e43fc8","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1710x1107","1710x948",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",17676.1999999998,17666.9,17676.1999999998,17676.1999999998,17666.9,17676.1999999998,1,17676.1999999998,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPPRF01454"
"7",1708978344564,"26/02/2024 20:12:24",1708978344564,0,"26/02/2024 20:12:24",167771,4,"task-gjqt",NA,35526136,10495375,NA,"complete",NA,"65dce39a39457860b3e43fc8","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1710x1107","1710x948",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","8",4533.4,17666.9,17680.5000000001,4533.4,17666.9,17680.5000000001,1,4533.4,13147.1000000001,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPPRF01454"
"8",1708978344565,"26/02/2024 20:12:24",1708978344565,0,"26/02/2024 20:12:24",167771,4,"task-gjqt",NA,35526136,10495375,NA,"complete",NA,"65dce39a39457860b3e43fc8","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1710x1107","1710x948",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","1",7549.6,17666.9,17681.0000000001,7549.6,17666.9,17681.0000000001,1,7549.6,10131.4000000001,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPPRF01454"
"9",1708978344565,"26/02/2024 20:12:24",1708978344565,0,"26/02/2024 20:12:24",167771,4,"task-gjqt",NA,35526136,10495375,NA,"complete",NA,"65dce39a39457860b3e43fc8","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1710x1107","1710x948",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","2",16983.6,17666.9,17681.4,16983.6,17666.9,17681.4,1,16983.6,697.800000000003,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPPRF01454"
"10",1708978356237,"26/02/2024 20:12:36",1708978356237,0,"26/02/2024 20:12:36",167771,4,"task-gjqt",NA,35526136,10495375,NA,"complete",NA,"65dce39a39457860b3e43fc8","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1710x1107","1710x948",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",11686.1999999997,11683.5,11686.1999999997,11686.1999999997,11683.5,11686.1999999997,1,11686.1999999997,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPPRF01454"
