"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","counterbalance.vu6m","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"1",1708971326901,"26/02/2024 18:15:26",1708971326901,0,"26/02/2024 18:15:26",167771,4,"task-gjqt",NA,35522523,10494310,NA,"complete",NA,"65dcd2fef102ce9273e60afb","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Chocking_second","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF94580"
"2",1708971342084,"26/02/2024 18:15:42",1708971342084,0,"26/02/2024 18:15:42",167771,4,"task-gjqt",NA,35522523,10494310,NA,"complete",NA,"65dcd2fef102ce9273e60afb","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",15207.4000000238,15200.2,15207.4000000238,15207.4000000238,15200.2,15207.4000000238,1,15207.4000000238,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF94580"
"3",1708971342086,"26/02/2024 18:15:42",1708971342086,0,"26/02/2024 18:15:42",167771,4,"task-gjqt",NA,35522523,10494310,NA,"complete",NA,"65dcd2fef102ce9273e60afb","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","0",3916.8,15200.2,15210.3,3916.8,15200.2,15210.3,1,3916.8,11293.5,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPPRF94580"
"4",1708971342087,"26/02/2024 18:15:42",1708971342087,0,"26/02/2024 18:15:42",167771,4,"task-gjqt",NA,35522523,10494310,NA,"complete",NA,"65dcd2fef102ce9273e60afb","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","0",8483.5,15200.2,15210.9000000238,8483.5,15200.2,15210.9000000238,1,8483.5,6727.40000002384,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPPRF94580"
"5",1708971342087,"26/02/2024 18:15:42",1708971342087,0,"26/02/2024 18:15:42",167771,4,"task-gjqt",NA,35522523,10494310,NA,"complete",NA,"65dcd2fef102ce9273e60afb","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","8",14534,15200.2,15211.3,14534,15200.2,15211.3,1,14534,677.299999999999,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPPRF94580"
"6",1708971359742,"26/02/2024 18:15:59",1708971359742,0,"26/02/2024 18:15:59",167771,4,"task-gjqt",NA,35522523,10494310,NA,"complete",NA,"65dcd2fef102ce9273e60afb","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",17666.1,17650.3,17666.1,17666.1,17650.3,17666.1,1,17666.1,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPPRF94580"
"7",1708971359746,"26/02/2024 18:15:59",1708971359746,0,"26/02/2024 18:15:59",167771,4,"task-gjqt",NA,35522523,10494310,NA,"complete",NA,"65dcd2fef102ce9273e60afb","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","2",5316.8,17650.3,17667,5316.8,17650.3,17667,1,5316.8,12350.2,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPPRF94580"
"8",1708971359746,"26/02/2024 18:15:59",1708971359746,0,"26/02/2024 18:15:59",167771,4,"task-gjqt",NA,35522523,10494310,NA,"complete",NA,"65dcd2fef102ce9273e60afb","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","8",8300.4,17650.3,17667,8300.4,17650.3,17667,1,8300.4,9366.59999999999,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPPRF94580"
"9",1708971359746,"26/02/2024 18:15:59",1708971359746,0,"26/02/2024 18:15:59",167771,4,"task-gjqt",NA,35522523,10494310,NA,"complete",NA,"65dcd2fef102ce9273e60afb","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","5",13600.3,17650.3,17667,13600.3,17650.3,17667,1,13600.3,4066.69999999999,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPPRF94580"
"10",1708971374517,"26/02/2024 18:16:14",1708971374517,0,"26/02/2024 18:16:14",167771,4,"task-gjqt",NA,35522523,10494310,NA,"complete",NA,"65dcd2fef102ce9273e60afb","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",14791.4000000238,14783.5,14791.4000000238,14791.4000000238,14783.5,14791.4000000238,1,14791.4000000238,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPPRF94580"
"11",1708971374521,"26/02/2024 18:16:14",1708971374521,0,"26/02/2024 18:16:14",167771,4,"task-gjqt",NA,35522523,10494310,NA,"complete",NA,"65dcd2fef102ce9273e60afb","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","4",4850,14783.5,14795.1000000119,4850,14783.5,14795.1000000119,1,4850,9945.10000001192,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPPRF94580"
"12",1708971374522,"26/02/2024 18:16:14",1708971374522,0,"26/02/2024 18:16:14",167771,4,"task-gjqt",NA,35522523,10494310,NA,"complete",NA,"65dcd2fef102ce9273e60afb","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","5",10616.9,14783.5,14795.9000000238,10616.9,14783.5,14795.9000000238,1,10616.9,4179.00000002384,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPPRF94580"
"13",1708971374523,"26/02/2024 18:16:14",1708971374523,0,"26/02/2024 18:16:14",167771,4,"task-gjqt",NA,35522523,10494310,NA,"complete",NA,"65dcd2fef102ce9273e60afb","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","8",14133.7,14783.5,14796.6000000119,14133.7,14783.5,14796.6000000119,1,14133.7,662.900000011919,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPPRF94580"
"14",1708971374528,"26/02/2024 18:16:14",1708971374528,0,"26/02/2024 18:16:14",167771,4,"task-gjqt",NA,35522523,10494310,NA,"complete",NA,"65dcd2fef102ce9273e60afb","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"ABJCIDHEGF","Passed AC2","","Chocking_second","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF94580"
"1",1708971289917,"26/02/2024 18:14:49",1708971289917,0,"26/02/2024 18:14:49",167771,4,"task-gjqt",NA,35522501,10494334,NA,"complete",NA,"65dcd343038df1ca26649274","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"BCADJEIFHG","Passed AC2","","Chocking_first","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF91296"
"2",1708971319948,"26/02/2024 18:15:19",1708971319948,0,"26/02/2024 18:15:19",167771,4,"task-gjqt",NA,35522501,10494334,NA,"complete",NA,"65dcd343038df1ca26649274","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"BCADJEIFHG","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",30042.2999992371,30030.7,30042.2999992371,30042.2999992371,30030.7,30042.2999992371,1,30042.2999992371,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF91296"
"3",1708971319951,"26/02/2024 18:15:19",1708971319951,0,"26/02/2024 18:15:19",167771,4,"task-gjqt",NA,35522501,10494334,NA,"complete",NA,"65dcd343038df1ca26649274","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"BCADJEIFHG","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","1",13157.9,30030.7,30045.5,13157.9,30030.7,30045.5,1,13157.9,16887.6,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPPRF91296"
"4",1708971319951,"26/02/2024 18:15:19",1708971319951,0,"26/02/2024 18:15:19",167771,4,"task-gjqt",NA,35522501,10494334,NA,"complete",NA,"65dcd343038df1ca26649274","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"BCADJEIFHG","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",23268.5,30030.7,30045.7999992371,23268.5,30030.7,30045.7999992371,1,23268.5,6777.29999923706,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPPRF91296"
"5",1708971319951,"26/02/2024 18:15:19",1708971319951,0,"26/02/2024 18:15:19",167771,4,"task-gjqt",NA,35522501,10494334,NA,"complete",NA,"65dcd343038df1ca26649274","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"BCADJEIFHG","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","3",26882.7,30030.7,30046.2999992371,26882.7,30030.7,30046.2999992371,1,26882.7,3163.59999923706,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPPRF91296"
"6",1708971341993,"26/02/2024 18:15:41",1708971341993,0,"26/02/2024 18:15:41",167771,4,"task-gjqt",NA,35522501,10494334,NA,"complete",NA,"65dcd343038df1ca26649274","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"BCADJEIFHG","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",22056.6999977112,22052.7,22056.6999977112,22056.6999977112,22052.7,22056.6999977112,1,22056.6999977112,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPPRF91296"
"7",1708971341997,"26/02/2024 18:15:41",1708971341997,0,"26/02/2024 18:15:41",167771,4,"task-gjqt",NA,35522501,10494334,NA,"complete",NA,"65dcd343038df1ca26649274","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"BCADJEIFHG","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","7",5946.6,22052.7,22061.3999984741,5946.6,22052.7,22061.3999984741,1,5946.6,16114.7999984741,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPPRF91296"
"8",1708971341998,"26/02/2024 18:15:41",1708971341998,0,"26/02/2024 18:15:41",167771,4,"task-gjqt",NA,35522501,10494334,NA,"complete",NA,"65dcd343038df1ca26649274","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"BCADJEIFHG","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","1",10260.2,22052.7,22062.1999977112,10260.2,22052.7,22062.1999977112,1,10260.2,11801.9999977112,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPPRF91296"
"9",1708971341999,"26/02/2024 18:15:41",1708971341999,0,"26/02/2024 18:15:41",167771,4,"task-gjqt",NA,35522501,10494334,NA,"complete",NA,"65dcd343038df1ca26649274","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"BCADJEIFHG","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","1",21086.4,22052.7,22062.8999984741,21086.4,22052.7,22062.8999984741,1,21086.4,976.499998474123,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPPRF91296"
"10",1708971355009,"26/02/2024 18:15:55",1708971355009,0,"26/02/2024 18:15:55",167771,4,"task-gjqt",NA,35522501,10494334,NA,"complete",NA,"65dcd343038df1ca26649274","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"BCADJEIFHG","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",13020.6999984741,13008.2,13020.6999984741,13020.6999984741,13008.2,13020.6999984741,1,13020.6999984741,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPPRF91296"
"11",1708971355013,"26/02/2024 18:15:55",1708971355013,0,"26/02/2024 18:15:55",167771,4,"task-gjqt",NA,35522501,10494334,NA,"complete",NA,"65dcd343038df1ca26649274","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"BCADJEIFHG","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",6878.8,13008.2,13024.5,6878.8,13008.2,13024.5,1,6878.8,6145.70000000001,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPPRF91296"
"12",1708971355014,"26/02/2024 18:15:55",1708971355014,0,"26/02/2024 18:15:55",167771,4,"task-gjqt",NA,35522501,10494334,NA,"complete",NA,"65dcd343038df1ca26649274","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"BCADJEIFHG","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","2",8527.6,13008.2,13024.5,8527.6,13008.2,13024.5,1,8527.6,4496.90000000001,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPPRF91296"
"13",1708971355015,"26/02/2024 18:15:55",1708971355015,0,"26/02/2024 18:15:55",167771,4,"task-gjqt",NA,35522501,10494334,NA,"complete",NA,"65dcd343038df1ca26649274","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"BCADJEIFHG","Passed AC2","","Chocking_first","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",12008.7,13008.2,13024.5,12008.7,13008.2,13024.5,1,12008.7,1015.80000000001,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPPRF91296"
"14",1708971355020,"26/02/2024 18:15:55",1708971355020,0,"26/02/2024 18:15:55",167771,4,"task-gjqt",NA,35522501,10494334,NA,"complete",NA,"65dcd343038df1ca26649274","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",3,"BCADJEIFHG","Passed AC2","","Chocking_first","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF91296"
"1",1708971129312,"26/02/2024 18:12:09",1708971129312,0,"26/02/2024 18:12:09",167771,4,"task-gjqt",NA,35522542,10494361,NA,"complete",NA,"65dcd3eed5e1a6a3349a3356","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x641",NA,NA,0,"BIQ (Charlotte)",3,"CDBEAFJGIH","Passed AC2","","Chocking_second","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF77316"
"2",1708971143030,"26/02/2024 18:12:23",1708971143030,0,"26/02/2024 18:12:23",167771,4,"task-gjqt",NA,35522542,10494361,NA,"complete",NA,"65dcd3eed5e1a6a3349a3356","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x641",NA,NA,0,"BIQ (Charlotte)",3,"CDBEAFJGIH","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",13742.1,13731.3,13742.1,13742.1,13731.3,13742.1,1,13742.1,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPPRF77316"
"3",1708971143033,"26/02/2024 18:12:23",1708971143033,0,"26/02/2024 18:12:23",167771,4,"task-gjqt",NA,35522542,10494361,NA,"complete",NA,"65dcd3eed5e1a6a3349a3356","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x641",NA,NA,0,"BIQ (Charlotte)",3,"CDBEAFJGIH","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","8",5932.3,13731.3,13746.1,5932.3,13731.3,13746.1,1,5932.3,7813.8,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPPRF77316"
"4",1708971143034,"26/02/2024 18:12:23",1708971143034,0,"26/02/2024 18:12:23",167771,4,"task-gjqt",NA,35522542,10494361,NA,"complete",NA,"65dcd3eed5e1a6a3349a3356","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x641",NA,NA,0,"BIQ (Charlotte)",3,"CDBEAFJGIH","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",9015.2,13731.3,13746.9999999985,9015.2,13731.3,13746.9999999985,1,9015.2,4731.79999999851,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPPRF77316"
"5",1708971143035,"26/02/2024 18:12:23",1708971143035,0,"26/02/2024 18:12:23",167771,4,"task-gjqt",NA,35522542,10494361,NA,"complete",NA,"65dcd3eed5e1a6a3349a3356","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x641",NA,NA,0,"BIQ (Charlotte)",3,"CDBEAFJGIH","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","2",12131.4,13731.3,13747.7000000015,12131.4,13731.3,13747.7000000015,1,12131.4,1616.30000000149,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPPRF77316"
"6",1708971152090,"26/02/2024 18:12:32",1708971152090,0,"26/02/2024 18:12:32",167771,4,"task-gjqt",NA,35522542,10494361,NA,"complete",NA,"65dcd3eed5e1a6a3349a3356","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x641",NA,NA,0,"BIQ (Charlotte)",3,"CDBEAFJGIH","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",9072.59999999702,9065.3,9072.59999999702,9072.59999999702,9065.3,9072.59999999702,1,9072.59999999702,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPPRF77316"
"7",1708971152091,"26/02/2024 18:12:32",1708971152091,0,"26/02/2024 18:12:32",167771,4,"task-gjqt",NA,35522542,10494361,NA,"complete",NA,"65dcd3eed5e1a6a3349a3356","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x641",NA,NA,0,"BIQ (Charlotte)",3,"CDBEAFJGIH","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",3182.9,9065.3,9073.09999999702,3182.9,9065.3,9073.09999999702,1,3182.9,5890.19999999702,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPPRF77316"
"8",1708971152091,"26/02/2024 18:12:32",1708971152091,0,"26/02/2024 18:12:32",167771,4,"task-gjqt",NA,35522542,10494361,NA,"complete",NA,"65dcd3eed5e1a6a3349a3356","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x641",NA,NA,0,"BIQ (Charlotte)",3,"CDBEAFJGIH","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",4416,9065.3,9073.49999999553,4416,9065.3,9073.49999999553,1,4416,4657.49999999553,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPPRF77316"
"9",1708971152092,"26/02/2024 18:12:32",1708971152092,0,"26/02/2024 18:12:32",167771,4,"task-gjqt",NA,35522542,10494361,NA,"complete",NA,"65dcd3eed5e1a6a3349a3356","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x641",NA,NA,0,"BIQ (Charlotte)",3,"CDBEAFJGIH","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","0",8015.6,9065.3,9074.40000000149,8015.6,9065.3,9074.40000000149,1,8015.6,1058.80000000149,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPPRF77316"
"10",1708971164899,"26/02/2024 18:12:44",1708971164899,0,"26/02/2024 18:12:44",167771,4,"task-gjqt",NA,35522542,10494361,NA,"complete",NA,"65dcd3eed5e1a6a3349a3356","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x641",NA,NA,0,"BIQ (Charlotte)",3,"CDBEAFJGIH","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",12816.299999997,12814.9,12816.299999997,12816.299999997,12814.9,12816.299999997,1,12816.299999997,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPPRF77316"
"11",1708971164903,"26/02/2024 18:12:44",1708971164903,0,"26/02/2024 18:12:44",167771,4,"task-gjqt",NA,35522542,10494361,NA,"complete",NA,"65dcd3eed5e1a6a3349a3356","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x641",NA,NA,0,"BIQ (Charlotte)",3,"CDBEAFJGIH","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",6849.1,12814.9,12820.8999999985,6849.1,12814.9,12820.8999999985,1,6849.1,5971.79999999851,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPPRF77316"
"12",1708971164905,"26/02/2024 18:12:44",1708971164905,0,"26/02/2024 18:12:44",167771,4,"task-gjqt",NA,35522542,10494361,NA,"complete",NA,"65dcd3eed5e1a6a3349a3356","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x641",NA,NA,0,"BIQ (Charlotte)",3,"CDBEAFJGIH","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",7949,12814.9,12822.1999999955,7949,12814.9,12822.1999999955,1,7949,4873.19999999553,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPPRF77316"
"13",1708971164906,"26/02/2024 18:12:44",1708971164906,0,"26/02/2024 18:12:44",167771,4,"task-gjqt",NA,35522542,10494361,NA,"complete",NA,"65dcd3eed5e1a6a3349a3356","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x641",NA,NA,0,"BIQ (Charlotte)",3,"CDBEAFJGIH","Passed AC2","","Chocking_second","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","3",11515.1,12814.9,12823.5,11515.1,12814.9,12823.5,1,11515.1,1308.4,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPPRF77316"
"14",1708971164912,"26/02/2024 18:12:44",1708971164912,0,"26/02/2024 18:12:44",167771,4,"task-gjqt",NA,35522542,10494361,NA,"complete",NA,"65dcd3eed5e1a6a3349a3356","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x641",NA,NA,0,"BIQ (Charlotte)",3,"CDBEAFJGIH","Passed AC2","","Chocking_second","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF77316"
"1",1708971895284,"26/02/2024 18:24:55",1708953895284,-5,"26/02/2024 08:24:55",167771,4,"task-gjqt",NA,35522884,10494421,NA,"complete",NA,"65dcce30f40fd5cad9b7b120","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1440x900","1440x673",NA,NA,0,"BIQ (Charlotte)",3,"DECFBGAHJI","Passed AC2","","Chocking_first","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF56143"
