"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","counterbalance.vu6m","Consent.Form.object.2.I.have.read.and.understood.the.information.sheet.and.hereby.give.my.consent.to.take.part.in.this.experiment.in.full.knowledge.that.data.is.being.recorded...I.Agree.","Consent.Form.object.2.I.have.read.the.information.above.and.understand.I.can.email.the.researchers.with.any.questions...I.Agree.","Consent.Form.object.2.I.consent.to.the.collection.of.the.following.types.of.research.data..Mental.health.questionnaires.and.performance.on.computerised.tasks..video.and.audio.recordings...I.Agree.","Consent.Form.object.2.I.understand.that.no.identifiable.personal.information.will.be.collected.and.that.my.data.will.be.stored.securely.and.anonymously...I.Agree.","Consent.Form.object.2.I.understand.that.participation.is.completely.voluntary.and.that.I.can.withdraw.at.any.point.without.giving.any.reason.and.without.any.penalty..simply.by.closing.my.browser...I.Agree.","Consent.Form.object.2.I.understand.that.confidentiality.will.be.strictly.adhered.to.and.it.will.not.be.possible.to.identify.me.in.any.publications.or.presentations...I.Agree.","Consent.Form.object.2.I.understand.the.benefits.of.participating.as.stated.in.the.Information.Sheet..including.the.receipt.of.financial.compensation...I.Agree.","Consent.Form.object.2.I.understand.that.only.fully.anonymised.research.data.from.the.study.will.be.presented..published.or.archived.in.an.open.access.repository..which.might.be.used.for.future.analysis.by.other.researchers.not.connected.with.UCL...I.Agree.","Consent.Form.object.2.I.hereby.confirm.that....a..I.understand.the.inclusion.criteria.as.detailed.in.the.Study.Description..b..I.meet.these.criteria..and.do.not.meet.any.of.the.exclusion.criteria..c..I.do.not.have.current.or.past.experiences.of.psychosis.or.neurological.conditions....I.Agree.","Consent.Form.object.2.I.confirm.that.I.have.a.good.internet.connection...I.Agree.","Consent.Form.object.2.I.consent.to.take.part.in.the.study...I.Agree.","Random_ID"
"1",1708978580880,"26/02/2024 20:16:20",1708956980880,-6,"26/02/2024 08:16:20",167771,4,"questionnaire-s6dh",NA,35526300,10495518,NA,"complete",NA,"65dcf1725c4c8090ce3cb245","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x695",NA,NA,0,"Consent (Clone)",7,"BCADJEIFHG","Passed AC2","","Chocking_second","1","1","1","1","1","1","1","1","1","1","1","SUPPRF78484"
"1",1708979258341,"26/02/2024 20:27:38",1708961258341,-5,"26/02/2024 10:27:38",167771,4,"questionnaire-s6dh",NA,35526685,10495617,NA,"complete",NA,"65dcf42ea8c82b9660fc4668","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x700",NA,NA,0,"Consent (Clone)",7,"CDBEAFJGIH","Passed AC2","","Chocking_first","1","1","1","1","1","1","1","1","1","1","1","SUPPRF59092"
"1",1708980081372,"26/02/2024 20:41:21",1708962081372,-5,"26/02/2024 10:41:21",167771,4,"questionnaire-s6dh",NA,35527153,10495743,NA,"complete",NA,"65dcf76135721b0e6bbcce5f","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x730",NA,NA,0,"Consent (Clone)",7,"DECFBGAHJI","Failed AC2","Passed AC1","Chocking_second","1","1","1","1","1","1","1","1","1","1","1","SUPPRF05723"
"1",1708981110043,"26/02/2024 20:58:30",1708981110043,0,"26/02/2024 20:58:30",167771,4,"questionnaire-s6dh",NA,35527788,10495919,NA,"complete",NA,"65dcfb58aef7f9381901d3c3","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1280x960","1280x791",NA,NA,0,"Consent (Clone)",7,"EFDGCHBIAJ","Passed AC2","","Chocking_first","1","1","1","1","1","1","1","1","1","1","1","SUPPRF99214"
"1",1708983173757,"26/02/2024 21:32:53",1708961573757,-6,"26/02/2024 09:32:53",167771,4,"questionnaire-s6dh",NA,35528878,10496251,NA,"complete",NA,"65dd02562d7bf320aeba16bb","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1920x1080","1920x945",NA,NA,0,"Consent (Clone)",7,"GHFIEJDACB","Passed AC2","","Chocking_second","1","1","1","1","1","1","1","1","1","1","1","SUPPRF17025"
"1",1708983596365,"26/02/2024 21:39:56",1708954796365,-8,"26/02/2024 05:39:56",167771,4,"questionnaire-s6dh",NA,35529128,10496308,NA,"complete",NA,"65dd051932ebb761548f9e6d","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1280x800","1280x665",NA,NA,0,"Consent (Clone)",7,"HIGJFAEBDC","Passed AC2","","Chocking_second","1","1","1","1","1","1","1","1","1","1","1","SUPPRF43564"
"1",1708984118562,"26/02/2024 21:48:38",1708984118562,0,"26/02/2024 21:48:38",167771,4,"questionnaire-s6dh",NA,35529407,10496373,NA,"complete",NA,"65dd072b8ea0c743b5880b74","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1229x594",NA,NA,0,"Consent (Clone)",7,"IJHAGBFCED","Passed AC2","","Chocking_first","1","1","1","1","1","1","1","1","1","1","1","SUPPRF73359"
"1",1708984478055,"26/02/2024 21:54:38",1708955678055,-8,"26/02/2024 05:54:38",167771,4,"questionnaire-s6dh",NA,35529587,10496414,NA,"complete",NA,"65dd0866bc7a541c53287a37","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 120.0.0.0","1440x900","1440x779",NA,NA,0,"Consent (Clone)",7,"JAIBHCGDFE","Failed AC2","Passed AC1","Chocking_second","1","1","1","1","1","1","1","1","1","1","1","SUPPRF00089"
"1",1708985209724,"26/02/2024 22:06:49",1708985209724,0,"26/02/2024 22:06:49",167771,4,"questionnaire-s6dh",NA,35530182,10496638,NA,"complete",NA,"65dd0b41d48b7c8e7ab8d617","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1536x864","1536x703",NA,NA,0,"Consent (Clone)",7,"ABJCIDHEGF","Passed AC2","","Chocking_first","1","1","1","1","1","1","1","1","1","1","1","SUPPRF47490"
"1",1708987178934,"26/02/2024 22:39:38",1708987178934,0,"26/02/2024 22:39:38",167771,4,"questionnaire-s6dh",NA,35531338,10497107,NA,"complete",NA,"65dd128f14235118bfba143b","computer","Desktop or Laptop","Mac OS 10.12.5","Chrome 103.0.0.0","1440x900","1440x733",NA,NA,0,"Consent (Clone)",7,"BCADJEIFHG","Passed AC2","","Chocking_second","1","1","1","1","1","1","1","1","1","1","1","SUPPRF92592"
"1",1708987825607,"26/02/2024 22:50:25",1708969825607,-5,"26/02/2024 12:50:25",167771,4,"questionnaire-s6dh",NA,35531685,10497206,NA,"complete",NA,"65dd15a4b19c2e0e7e317336","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1440x900","1440x756",NA,NA,0,"Consent (Clone)",7,"CDBEAFJGIH","Passed AC2","","Chocking_first","1","1","1","1","1","1","1","1","1","1","1","SUPPRF58118"
"1",1708989483799,"26/02/2024 23:18:03",1708960683799,-8,"26/02/2024 07:18:03",167771,4,"questionnaire-s6dh",NA,35532237,10497384,NA,"complete",NA,"65dd1bfd63f7579fba93854f","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1280x720","1280x598",NA,NA,0,"Consent (Clone)",7,"DECFBGAHJI","Passed AC2","","Chocking_second","1","1","1","1","1","1","1","1","1","1","1","SUPPRF08836"
"1",1708989633365,"26/02/2024 23:20:33",1708968033365,-6,"26/02/2024 11:20:33",167771,4,"questionnaire-s6dh",NA,35532281,10497399,NA,"complete",NA,"65dd1ca0f449c4ea1954aa2e","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1536x864","1536x678",NA,NA,0,"Consent (Clone)",7,"EFDGCHBIAJ","Passed AC2","","Chocking_first","1","1","1","1","1","1","1","1","1","1","1","SUPPRF18750"
"1",1708990708539,"26/02/2024 23:38:28",1708969108539,-6,"26/02/2024 11:38:28",167771,4,"questionnaire-s6dh",NA,35532913,10497564,NA,"complete",NA,"65dd20e33fc2d138bc97fc5b","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1440x900","1440x657",NA,NA,0,"Consent (Clone)",7,"GHFIEJDACB","Passed AC2","","Chocking_first","1","1","1","1","1","1","1","1","1","1","1","SUPPRF28471"
"1",1708990892917,"26/02/2024 23:41:32",1708972892917,-5,"26/02/2024 13:41:32",167771,4,"questionnaire-s6dh",NA,35533005,10497582,NA,"complete",NA,"65dd211d9bf636d07f0a3a6e","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x813",NA,NA,0,"Consent (Clone)",7,"FGEHDICJBA","Passed AC2","","Chocking_second","1","1","1","1","1","1","1","1","1","1","1","SUPPRF54273"
"1",1708990950177,"26/02/2024 23:42:30",1708994550177,1,"27/02/2024 01:42:30",167771,4,"questionnaire-s6dh",NA,35533017,10497585,NA,"complete",NA,"65dd1f2e0a96edde8acceaa3","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1067x600","1067x465",NA,NA,0,"Consent (Clone)",7,"IJHAGBFCED","Passed AC2","","Chocking_first","1","1","1","1","1","1","1","1","1","1","1","SUPPRF54803"
"1",1708991042846,"26/02/2024 23:44:02",1708965842846,-7,"26/02/2024 09:44:02",167771,4,"questionnaire-s6dh",NA,35533084,10497599,NA,"complete",NA,"65dd2215187f1e33aa011703","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1457x685",NA,NA,0,"Consent (Clone)",7,"HIGJFAEBDC","Passed AC2","","Chocking_second","1","1","1","1","1","1","1","1","1","1","1","SUPPRF35623"
"1",1708991774136,"26/02/2024 23:56:14",1708970174136,-6,"26/02/2024 11:56:14",167771,4,"questionnaire-s6dh",NA,35533413,10497657,NA,"complete",NA,"65dd250f1f33c57dc3b550d7","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x683",NA,NA,0,"Consent (Clone)",7,"JAIBHCGDFE","Passed AC2","","Chocking_first","1","1","1","1","1","1","1","1","1","1","1","SUPPRF59017"
"1",1708992186047,"27/02/2024 00:03:06",1708974186047,-5,"26/02/2024 14:03:06",167771,4,"questionnaire-s6dh",NA,35533555,10497693,NA,"complete",NA,"65dd26a71eb656fe97f930ca","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1536x864","1536x703",NA,NA,0,"Consent (Clone)",7,"BCADJEIFHG","Passed AC2","","Chocking_second","1","1","1","1","1","1","1","1","1","1","1","SUPPRF03892"
"1",1708992877047,"27/02/2024 00:14:37",1708974877047,-5,"26/02/2024 14:14:37",167771,4,"questionnaire-s6dh",NA,35533787,10497745,NA,"complete",NA,"65dd29628a4dc20718733aed","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x813",NA,NA,0,"Consent (Clone)",7,"CDBEAFJGIH","Passed AC2","","Chocking_second","1","1","1","1","1","1","1","1","1","1","1","SUPPRF74334"
"1",1708993130841,"27/02/2024 00:18:50",1708975130841,-5,"26/02/2024 14:18:50",167771,4,"questionnaire-s6dh",NA,35533879,10497777,NA,"complete",NA,"65dd2a211eb656fe97f93204","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1536x864","1536x695",NA,NA,0,"Consent (Clone)",7,"DECFBGAHJI","Passed AC2","","Chocking_second","1","1","1","1","1","1","1","1","1","1","1","SUPPRF03799"
"1",1708994066664,"27/02/2024 00:34:26",1708976066664,-5,"26/02/2024 14:34:26",167771,4,"questionnaire-s6dh",NA,35534116,10497832,NA,"complete",NA,"65dd2dfcb5a870c7880be710","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1470x956","1470x833",NA,NA,0,"Consent (Clone)",7,"EFDGCHBIAJ","Passed AC2","","Chocking_first","1","1","1","1","1","1","1","1","1","1","1","SUPPRF65916"
"1",1708995635576,"27/02/2024 01:00:35",1708977635576,-5,"26/02/2024 15:00:35",167771,4,"questionnaire-s6dh",NA,35534495,10497905,NA,"complete",NA,"65dd3418b21f223565a33b74","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1440x900","1228x787",NA,NA,0,"Consent (Clone)",7,"FGEHDICJBA","Passed AC2","","Chocking_second","1","1","1","1","1","1","1","1","1","1","1","SUPPRF41953"
"1",1708995818672,"27/02/2024 01:03:38",1708977818672,-5,"26/02/2024 15:03:38",167771,4,"questionnaire-s6dh",NA,35534523,10497913,NA,"complete",NA,"65dd34d9e2fb1f27d251d5d3","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1494x934","1494x799",NA,NA,0,"Consent (Clone)",7,"GHFIEJDACB","Passed AC2","","Chocking_first","1","1","1","1","1","1","1","1","1","1","1","SUPPRF16573"
"1",1708996378905,"27/02/2024 01:12:58",1708978378905,-5,"26/02/2024 15:12:58",167771,4,"questionnaire-s6dh",NA,35534630,10497935,NA,"complete",NA,"65dd3709269e3078a5cb3e15","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x739",NA,NA,0,"Consent (Clone)",7,"HIGJFAEBDC","Passed AC2","","Chocking_first","1","1","1","1","1","1","1","1","1","1","1","SUPPRF52507"
"1",1708997238834,"27/02/2024 01:27:18",1708968438834,-8,"26/02/2024 09:27:18",167771,4,"questionnaire-s6dh",NA,35534753,10497970,NA,"complete",NA,"65dd3a335c4c8090ce3cc61a","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x953",NA,NA,0,"Consent (Clone)",7,"IJHAGBFCED","Passed AC2","","Chocking_second","1","1","1","1","1","1","1","1","1","1","1","SUPPRF66564"
"1",1709001103358,"27/02/2024 02:31:43",1709001103358,0,"27/02/2024 02:31:43",167771,4,"questionnaire-s6dh",NA,35535088,10498091,NA,"complete",NA,"65dd4969a41d2ed79a980911","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 118.0.0.0","1470x956","1318x720",NA,NA,0,"Consent (Clone)",7,"JAIBHCGDFE","Passed AC2","","Chocking_first","1","1","1","1","1","1","1","1","1","1","1","SUPPRF15429"
"1",1709003080559,"27/02/2024 03:04:40",1708981480559,-6,"26/02/2024 15:04:40",167771,4,"questionnaire-s6dh",NA,35535236,10498138,NA,"complete",NA,"65dd51331eb656fe97f93ca0","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"Consent (Clone)",7,"ABJCIDHEGF","Passed AC2","","Chocking_second","1","1","1","1","1","1","1","1","1","1","1","SUPPRF92764"
"1",1709003431153,"27/02/2024 03:10:31",1708981831153,-6,"26/02/2024 15:10:31",167771,4,"questionnaire-s6dh",NA,35535281,10498149,NA,"complete",NA,"65dd52338631f0035eaafdd8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1920x1080","1920x955",NA,NA,0,"Consent (Clone)",7,"BCADJEIFHG","Passed AC2","","Chocking_first","1","1","1","1","1","1","1","1","1","1","1","SUPPRF01574"
"1",1709006711156,"27/02/2024 04:05:11",1708985111156,-6,"26/02/2024 16:05:11",167771,4,"questionnaire-s6dh",NA,35535777,10498297,NA,"complete",NA,"65dd5f528631f0035eab0087","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1536x864","1536x730",NA,NA,0,"Consent (Clone)",7,"CDBEAFJGIH","Passed AC2","","Chocking_second","1","1","1","1","1","1","1","1","1","1","1","SUPPRF56111"
