"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","counterbalance.qny1","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID_new"
"10",1718725616629,"18/06/2024 15:46:56",1718729216629,1,"18/06/2024 17:46:56",177048,9,"task-xk4o",NA,38358529,11274425,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1280x720","1280x585",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"CDBEAFHG","Passed AC2",NA,"spreadsheet_4","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO61449"
"1",1719224021197,"24/06/2024 10:13:41",1719227621197,1,"24/06/2024 12:13:41",177048,9,"task-xk4o",NA,38452884,11302443,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x800","1280x665",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"DECFBGAH","Passed AC2",NA,"spreadsheet","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO91602"
"2",1719224025094,"24/06/2024 10:13:45",1719227625094,1,"24/06/2024 12:13:45",177048,9,"task-xk4o",NA,38452884,11302443,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x800","1280x665",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"DECFBGAH","Passed AC2",NA,"spreadsheet","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",3693.20000007153,3683.3,3693.20000007153,3693.20000007153,3683.3,3693.20000007153,1,3693.20000007153,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPSCO91602"
"3",1719224027882,"24/06/2024 10:13:47",1719227627882,1,"24/06/2024 12:13:47",177048,9,"task-xk4o",NA,38452884,11302443,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x800","1280x665",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"DECFBGAH","Passed AC2",NA,"spreadsheet","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",2798.30000004768,2783.5,2798.30000004768,2798.30000004768,2783.5,2798.30000004768,1,2798.30000004768,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPSCO91602"
"4",1719224036059,"24/06/2024 10:13:56",1719227636059,1,"24/06/2024 12:13:56",177048,9,"task-xk4o",NA,38452884,11302443,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x800","1280x665",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"DECFBGAH","Passed AC2",NA,"spreadsheet","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",8191.70000002384,8183.8,8191.70000002384,8191.70000002384,8183.8,8191.70000002384,1,8191.70000002384,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPSCO91602"
"5",1719224043685,"24/06/2024 10:14:03",1719227643685,1,"24/06/2024 12:14:03",177048,9,"task-xk4o",NA,38452884,11302443,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x800","1280x665",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"DECFBGAH","Passed AC2",NA,"spreadsheet","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",7633.1,7616.5,7633.1,7633.1,7616.5,7633.1,1,7633.1,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPSCO91602"
"6",1719224048707,"24/06/2024 10:14:08",1719227648707,1,"24/06/2024 12:14:08",177048,9,"task-xk4o",NA,38452884,11302443,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x800","1280x665",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"DECFBGAH","Passed AC2",NA,"spreadsheet","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",5039.70000009537,5033.5,5039.70000009537,5039.70000009537,5033.5,5039.70000009537,1,5039.70000009537,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPSCO91602"
"7",1719224053511,"24/06/2024 10:14:13",1719227653511,1,"24/06/2024 12:14:13",177048,9,"task-xk4o",NA,38452884,11302443,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x800","1280x665",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"DECFBGAH","Passed AC2",NA,"spreadsheet","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",4809.70000009537,4799.9,4809.70000009537,4809.70000009537,4799.9,4809.70000009537,1,4809.70000009537,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPSCO91602"
"8",1719224056691,"24/06/2024 10:14:16",1719227656691,1,"24/06/2024 12:14:16",177048,9,"task-xk4o",NA,38452884,11302443,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x800","1280x665",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"DECFBGAH","Passed AC2",NA,"spreadsheet","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",3189.60000004769,3183.4,3189.60000004769,3189.60000004769,3183.4,3189.60000004769,1,3189.60000004769,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPSCO91602"
"9",1719224059672,"24/06/2024 10:14:19",1719227659672,1,"24/06/2024 12:14:19",177048,9,"task-xk4o",NA,38452884,11302443,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x800","1280x665",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"DECFBGAH","Passed AC2",NA,"spreadsheet","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",2987,2983.5,2987,2987,2983.5,2987,1,2987,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPSCO91602"
"10",1719224059675,"24/06/2024 10:14:19",1719227659675,1,"24/06/2024 12:14:19",177048,9,"task-xk4o",NA,38452884,11302443,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x800","1280x665",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"DECFBGAH","Passed AC2",NA,"spreadsheet","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO91602"
"1",1719231209757,"24/06/2024 12:13:29",1719234809757,1,"24/06/2024 14:13:29",177048,9,"task-xk4o",NA,38456713,11304199,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x720","1280x720",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBA","Passed AC2",NA,"spreadsheet_3","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO79155"
"2",1719231213383,"24/06/2024 12:13:33",1719234813383,1,"24/06/2024 14:13:33",177048,9,"task-xk4o",NA,38456713,11304199,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x720","1280x720",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBA","Passed AC2",NA,"spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",3527.10000000112,3516.7,3527.10000000112,3527.10000000112,3516.7,3527.10000000112,1,3527.10000000112,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPSCO79155"
"3",1719231216137,"24/06/2024 12:13:36",1719234816137,1,"24/06/2024 14:13:36",177048,9,"task-xk4o",NA,38456713,11304199,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x720","1280x720",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBA","Passed AC2",NA,"spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",2765.30000000149,2750.1,2765.30000000149,2765.30000000149,2750.1,2765.30000000149,1,2765.30000000149,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPSCO79155"
"4",1719231221940,"24/06/2024 12:13:41",1719234821940,1,"24/06/2024 14:13:41",177048,9,"task-xk4o",NA,38456713,11304199,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x720","1280x720",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBA","Passed AC2",NA,"spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",5818.40000000075,5816.7,5818.40000000075,5818.40000000075,5816.7,5818.40000000075,1,5818.40000000075,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPSCO79155"
"5",1719231229698,"24/06/2024 12:13:49",1719234829698,1,"24/06/2024 14:13:49",177048,9,"task-xk4o",NA,38456713,11304199,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x720","1280x720",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBA","Passed AC2",NA,"spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",7759.50000000149,7750.3,7759.50000000149,7759.50000000149,7750.3,7759.50000000149,1,7759.50000000149,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPSCO79155"
"6",1719231238726,"24/06/2024 12:13:58",1719234838726,1,"24/06/2024 14:13:58",177048,9,"task-xk4o",NA,38456713,11304199,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x720","1280x720",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBA","Passed AC2",NA,"spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",9036.80000000112,9033.3,9036.80000000112,9036.80000000112,9033.3,9036.80000000112,1,9036.80000000112,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPSCO79155"
"7",1719231243430,"24/06/2024 12:14:03",1719234843430,1,"24/06/2024 14:14:03",177048,9,"task-xk4o",NA,38456713,11304199,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x720","1280x720",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBA","Passed AC2",NA,"spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",4708.3,4700,4708.3,4708.3,4700,4708.3,1,4708.3,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPSCO79155"
"8",1719231249796,"24/06/2024 12:14:09",1719234849796,1,"24/06/2024 14:14:09",177048,9,"task-xk4o",NA,38456713,11304199,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x720","1280x720",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBA","Passed AC2",NA,"spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",6373.8,6367,6373.8,6373.8,6367,6373.8,1,6373.8,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPSCO79155"
"9",1719231252307,"24/06/2024 12:14:12",1719234852307,1,"24/06/2024 14:14:12",177048,9,"task-xk4o",NA,38456713,11304199,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x720","1280x720",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBA","Passed AC2",NA,"spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",2518.50000000112,2516.5,2518.50000000112,2518.50000000112,2516.5,2518.50000000112,1,2518.50000000112,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPSCO79155"
"10",1719231252311,"24/06/2024 12:14:12",1719234852311,1,"24/06/2024 14:14:12",177048,9,"task-xk4o",NA,38456713,11304199,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x720","1280x720",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBA","Passed AC2",NA,"spreadsheet_3","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO79155"
"1",1719244025924,"24/06/2024 15:47:05",1719247625924,1,"24/06/2024 17:47:05",177048,9,"task-xk4o",NA,38461920,11306131,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x953",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDACB","Passed AC2",NA,"spreadsheet","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO01588"
"2",1719244030587,"24/06/2024 15:47:10",1719247630587,1,"24/06/2024 17:47:10",177048,9,"task-xk4o",NA,38461920,11306131,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x953",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDACB","Passed AC2",NA,"spreadsheet","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",4500.09999999981,4496.3,4500.09999999981,4500.09999999981,4496.3,4500.09999999981,1,4500.09999999981,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPSCO01588"
"3",1719244034170,"24/06/2024 15:47:14",1719247634170,1,"24/06/2024 17:47:14",177048,9,"task-xk4o",NA,38461920,11306131,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x953",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDACB","Passed AC2",NA,"spreadsheet","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",3587.39999999991,3583.7,3587.39999999991,3587.39999999991,3583.7,3587.39999999991,1,3587.39999999991,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPSCO01588"
"4",1719244043162,"24/06/2024 15:47:23",1719247643162,1,"24/06/2024 17:47:23",177048,9,"task-xk4o",NA,38461920,11306131,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x953",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDACB","Passed AC2",NA,"spreadsheet","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",8995.59999999981,8992.5,8995.59999999981,8995.59999999981,8992.5,8995.59999999981,1,8995.59999999981,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPSCO01588"
"5",1719244051355,"24/06/2024 15:47:31",1719247651355,1,"24/06/2024 17:47:31",177048,9,"task-xk4o",NA,38461920,11306131,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x953",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDACB","Passed AC2",NA,"spreadsheet","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",8195.8,8192.5,8195.8,8195.8,8192.5,8195.8,1,8195.8,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPSCO01588"
"6",1719244061450,"24/06/2024 15:47:41",1719247661450,1,"24/06/2024 17:47:41",177048,9,"task-xk4o",NA,38461920,11306131,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x953",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDACB","Passed AC2",NA,"spreadsheet","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",10098.3,10097,10098.3,10098.3,10097,10098.3,1,10098.3,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPSCO01588"
"7",1719244068130,"24/06/2024 15:47:48",1719247668130,1,"24/06/2024 17:47:48",177048,9,"task-xk4o",NA,38461920,11306131,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x953",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDACB","Passed AC2",NA,"spreadsheet","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",6680.89999999986,6679.8,6680.89999999986,6680.89999999986,6679.8,6680.89999999986,1,6680.89999999986,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPSCO01588"
"8",1719244071466,"24/06/2024 15:47:51",1719247671466,1,"24/06/2024 17:47:51",177048,9,"task-xk4o",NA,38461920,11306131,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x953",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDACB","Passed AC2",NA,"spreadsheet","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",3337.09999999986,3333.7,3337.09999999986,3337.09999999986,3333.7,3337.09999999986,1,3337.09999999986,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPSCO01588"
"9",1719244073721,"24/06/2024 15:47:53",1719247673721,1,"24/06/2024 17:47:53",177048,9,"task-xk4o",NA,38461920,11306131,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x953",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDACB","Passed AC2",NA,"spreadsheet","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",2259.19999999991,2258.60000000001,2259.19999999991,2259.19999999991,2258.60000000001,2259.19999999991,1,2259.19999999991,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPSCO01588"
"10",1719244073723,"24/06/2024 15:47:53",1719247673723,1,"24/06/2024 17:47:53",177048,9,"task-xk4o",NA,38461920,11306131,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x953",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDACB","Passed AC2",NA,"spreadsheet","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO01588"
"1",1719328566071,"25/06/2024 15:16:06",1719332166071,1,"25/06/2024 17:16:06",177048,9,"task-xk4o",NA,38487707,11312573,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x989",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"GHFAEBDC","Passed AC2",NA,"spreadsheet_5","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO20104"
"2",1719328570446,"25/06/2024 15:16:10",1719332170446,1,"25/06/2024 17:16:10",177048,9,"task-xk4o",NA,38487707,11312573,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x989",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"GHFAEBDC","Passed AC2",NA,"spreadsheet_5","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",4201.5,4188.2,4201.5,4201.5,4188.2,4201.5,1,4201.5,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPSCO20104"
"3",1719328573851,"25/06/2024 15:16:13",1719332173851,1,"25/06/2024 17:16:13",177048,9,"task-xk4o",NA,38487707,11312573,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x989",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"GHFAEBDC","Passed AC2",NA,"spreadsheet_5","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",3419.59999999404,3414.7,3419.59999999404,3419.59999999404,3414.7,3419.59999999404,1,3419.59999999404,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPSCO20104"
"4",1719328685209,"25/06/2024 15:18:05",1719332285209,1,"25/06/2024 17:18:05",177048,9,"task-xk4o",NA,38487707,11312573,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x989",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"GHFAEBDC","Passed AC2",NA,"spreadsheet_5","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",111362.3,111361,111362.3,111362.3,111361,111362.3,1,111362.3,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPSCO20104"
"5",1719328692901,"25/06/2024 15:18:12",1719332292901,1,"25/06/2024 17:18:12",177048,9,"task-xk4o",NA,38487707,11312573,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x989",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"GHFAEBDC","Passed AC2",NA,"spreadsheet_5","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",7693.19999997616,7682.90000000001,7693.19999997616,7693.19999997616,7682.90000000001,7693.19999997616,1,7693.19999997616,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPSCO20104"
"6",1719328710886,"25/06/2024 15:18:30",1719332310886,1,"25/06/2024 17:18:30",177048,9,"task-xk4o",NA,38487707,11312573,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x989",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"GHFAEBDC","Passed AC2",NA,"spreadsheet_5","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",17996.1999999821,17993.3,17996.1999999821,17996.1999999821,17993.3,17996.1999999821,1,17996.1999999821,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPSCO20104"
"7",1719328751620,"25/06/2024 15:19:11",1719332351620,1,"25/06/2024 17:19:11",177048,9,"task-xk4o",NA,38487707,11312573,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x989",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"GHFAEBDC","Passed AC2",NA,"spreadsheet_5","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",40736.699999994,40735.1,40736.699999994,40736.699999994,40735.1,40736.699999994,1,40736.699999994,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPSCO20104"
"8",1719328755950,"25/06/2024 15:19:15",1719332355950,1,"25/06/2024 17:19:15",177048,9,"task-xk4o",NA,38487707,11312573,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x989",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"GHFAEBDC","Passed AC2",NA,"spreadsheet_5","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",4331.19999998808,4321.39999999999,4331.19999998808,4331.19999998808,4321.39999999999,4331.19999998808,1,4331.19999998808,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPSCO20104"
"9",1719328758958,"25/06/2024 15:19:18",1719332358958,1,"25/06/2024 17:19:18",177048,9,"task-xk4o",NA,38487707,11312573,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x989",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"GHFAEBDC","Passed AC2",NA,"spreadsheet_5","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",3018.19999999405,3014.5,3018.19999999405,3018.19999999405,3014.5,3018.19999999405,1,3018.19999999405,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPSCO20104"
"10",1719328758960,"25/06/2024 15:19:18",1719332358960,1,"25/06/2024 17:19:18",177048,9,"task-xk4o",NA,38487707,11312573,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x989",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"GHFAEBDC","Passed AC2",NA,"spreadsheet_5","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO20104"
