"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","counterbalance.qny1","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID_new"
"3",1719570953570,"28/06/2024 10:35:53",1719574553570,1,"28/06/2024 12:35:53",177048,9,"task-vy7n",NA,38562211,11330297,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1366x768","1366x641",NA,NA,0,"BIQ-A",3,"EFDGCHBA","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","3",15014.3,36377.6,36394.4,15014.3,36377.6,36394.4,1,15014.3,21380.1,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPSCO12782"
"4",1719570953571,"28/06/2024 10:35:53",1719574553571,1,"28/06/2024 12:35:53",177048,9,"task-vy7n",NA,38562211,11330297,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1366x768","1366x641",NA,NA,0,"BIQ-A",3,"EFDGCHBA","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","8",31645.1,36377.6,36394.4,31645.1,36377.6,36394.4,1,31645.1,4749.3,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPSCO12782"
"5",1719570953572,"28/06/2024 10:35:53",1719574553572,1,"28/06/2024 12:35:53",177048,9,"task-vy7n",NA,38562211,11330297,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1366x768","1366x641",NA,NA,0,"BIQ-A",3,"EFDGCHBA","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",35744.3,36377.6,36394.4,35744.3,36377.6,36394.4,1,35744.3,650.099999999991,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPSCO12782"
"6",1719570975232,"28/06/2024 10:36:15",1719574575232,1,"28/06/2024 12:36:15",177048,9,"task-vy7n",NA,38562211,11330297,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1366x768","1366x641",NA,NA,0,"BIQ-A",3,"EFDGCHBA","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",21682.0000000001,21679.8,21682.0000000001,21682.0000000001,21679.8,21682.0000000001,1,21682.0000000001,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPSCO12782"
"7",1719570975238,"28/06/2024 10:36:15",1719574575238,1,"28/06/2024 12:36:15",177048,9,"task-vy7n",NA,38562211,11330297,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1366x768","1366x641",NA,NA,0,"BIQ-A",3,"EFDGCHBA","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","7",7382.1,21679.8,21687.7000000003,7382.1,21679.8,21687.7000000003,1,7382.1,14305.6000000003,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPSCO12782"
"8",1719570975240,"28/06/2024 10:36:15",1719574575240,1,"28/06/2024 12:36:15",177048,9,"task-vy7n",NA,38562211,11330297,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1366x768","1366x641",NA,NA,0,"BIQ-A",3,"EFDGCHBA","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",10614.9,21679.8,21689.2999999999,10614.9,21679.8,21689.2999999999,1,10614.9,11074.3999999999,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPSCO12782"
"9",1719570975242,"28/06/2024 10:36:15",1719574575242,1,"28/06/2024 12:36:15",177048,9,"task-vy7n",NA,38562211,11330297,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1366x768","1366x641",NA,NA,0,"BIQ-A",3,"EFDGCHBA","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",20913.2,21679.8,21691.5000000001,20913.2,21679.8,21691.5000000001,1,20913.2,778.30000000009,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPSCO12782"
"10",1719570994097,"28/06/2024 10:36:34",1719574594097,1,"28/06/2024 12:36:34",177048,9,"task-vy7n",NA,38562211,11330297,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1366x768","1366x641",NA,NA,0,"BIQ-A",3,"EFDGCHBA","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",18866.4000000003,18863.6,18866.4000000003,18866.4000000003,18863.6,18866.4000000003,1,18866.4000000003,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPSCO12782"
"11",1719570994104,"28/06/2024 10:36:34",1719574594104,1,"28/06/2024 12:36:34",177048,9,"task-vy7n",NA,38562211,11330297,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1366x768","1366x641",NA,NA,0,"BIQ-A",3,"EFDGCHBA","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",5382.4,18863.6,18873.3000000002,5382.4,18863.6,18873.3000000002,1,5382.4,13490.9000000002,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPSCO12782"
"12",1719570994106,"28/06/2024 10:36:34",1719574594106,1,"28/06/2024 12:36:34",177048,9,"task-vy7n",NA,38562211,11330297,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1366x768","1366x641",NA,NA,0,"BIQ-A",3,"EFDGCHBA","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","3",15380.7,18863.6,18875.2000000001,15380.7,18863.6,18875.2000000001,1,15380.7,3494.50000000009,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPSCO12782"
"13",1719570994108,"28/06/2024 10:36:34",1719574594108,1,"28/06/2024 12:36:34",177048,9,"task-vy7n",NA,38562211,11330297,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1366x768","1366x641",NA,NA,0,"BIQ-A",3,"EFDGCHBA","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","6",18147,18863.6,18877.9000000003,18147,18863.6,18877.9000000003,1,18147,730.900000000285,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPSCO12782"
"14",1719570994120,"28/06/2024 10:36:34",1719574594120,1,"28/06/2024 12:36:34",177048,9,"task-vy7n",NA,38562211,11330297,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1366x768","1366x641",NA,NA,0,"BIQ-A",3,"EFDGCHBA","Passed AC2","","spreadsheet","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO12782"
"1",1719926565598,"02/07/2024 13:22:45",1719930165598,1,"02/07/2024 15:22:45",177048,9,"task-vy7n",NA,38688121,11357255,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x641",NA,NA,0,"BIQ-A",3,"GHFAEBDC","Passed AC2","","spreadsheet_3","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO50909"
"2",1719926594574,"02/07/2024 13:23:14",1719930194574,1,"02/07/2024 15:23:14",177048,9,"task-vy7n",NA,38688121,11357255,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x641",NA,NA,0,"BIQ-A",3,"GHFAEBDC","Passed AC2","","spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",29023.546,29006.846,29023.546,29023.546,29006.846,29023.546,1,29023.546,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPSCO50909"
"3",1719926594580,"02/07/2024 13:23:14",1719930194580,1,"02/07/2024 15:23:14",177048,9,"task-vy7n",NA,38688121,11357255,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x641",NA,NA,0,"BIQ-A",3,"GHFAEBDC","Passed AC2","","spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",5401.146,29006.846,29023.546,5401.146,29006.846,29023.546,1,5401.146,23622.4,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPSCO50909"
"4",1719926594582,"02/07/2024 13:23:14",1719930194582,1,"02/07/2024 15:23:14",177048,9,"task-vy7n",NA,38688121,11357255,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x641",NA,NA,0,"BIQ-A",3,"GHFAEBDC","Passed AC2","","spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","2",19287.646,29006.846,29023.546,19287.646,29006.846,29023.546,1,19287.646,9735.9,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPSCO50909"
"5",1719926594582,"02/07/2024 13:23:14",1719930194582,1,"02/07/2024 15:23:14",177048,9,"task-vy7n",NA,38688121,11357255,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x641",NA,NA,0,"BIQ-A",3,"GHFAEBDC","Passed AC2","","spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",27871.046,29006.846,29023.546,27871.046,29006.846,29023.546,1,27871.046,1152.5,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPSCO50909"
"6",1719926620063,"02/07/2024 13:23:40",1719930220063,1,"02/07/2024 15:23:40",177048,9,"task-vy7n",NA,38688121,11357255,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x641",NA,NA,0,"BIQ-A",3,"GHFAEBDC","Passed AC2","","spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",25513.3000002861,25506.3,25513.3000002861,25513.3000002861,25506.3,25513.3000002861,1,25513.3000002861,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPSCO50909"
"7",1719926620069,"02/07/2024 13:23:40",1719930220069,1,"02/07/2024 15:23:40",177048,9,"task-vy7n",NA,38688121,11357255,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x641",NA,NA,0,"BIQ-A",3,"GHFAEBDC","Passed AC2","","spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","5",14136.4,25506.3,25519.2000003815,14136.4,25506.3,25519.2000003815,1,14136.4,11382.8000003815,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPSCO50909"
"8",1719926620070,"02/07/2024 13:23:40",1719930220070,1,"02/07/2024 15:23:40",177048,9,"task-vy7n",NA,38688121,11357255,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x641",NA,NA,0,"BIQ-A",3,"GHFAEBDC","Passed AC2","","spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","7",19286.9,25506.3,25520.4000001907,19286.9,25506.3,25520.4000001907,1,19286.9,6233.50000019073,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPSCO50909"
"9",1719926620072,"02/07/2024 13:23:40",1719930220072,1,"02/07/2024 15:23:40",177048,9,"task-vy7n",NA,38688121,11357255,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x641",NA,NA,0,"BIQ-A",3,"GHFAEBDC","Passed AC2","","spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","8",24871.4,25506.3,25522.0000000954,24871.4,25506.3,25522.0000000954,1,24871.4,650.600000095365,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPSCO50909"
"10",1719926634717,"02/07/2024 13:23:54",1719930234717,1,"02/07/2024 15:23:54",177048,9,"task-vy7n",NA,38688121,11357255,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x641",NA,NA,0,"BIQ-A",3,"GHFAEBDC","Passed AC2","","spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",14660.8,14653.5,14660.8,14660.8,14653.5,14660.8,1,14660.8,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPSCO50909"
"11",1719926634727,"02/07/2024 13:23:54",1719930234727,1,"02/07/2024 15:23:54",177048,9,"task-vy7n",NA,38688121,11357255,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x641",NA,NA,0,"BIQ-A",3,"GHFAEBDC","Passed AC2","","spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",7083.2,14653.5,14669.8,7083.2,14653.5,14669.8,1,7083.2,7586.6,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPSCO50909"
"12",1719926634728,"02/07/2024 13:23:54",1719930234728,1,"02/07/2024 15:23:54",177048,9,"task-vy7n",NA,38688121,11357255,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x641",NA,NA,0,"BIQ-A",3,"GHFAEBDC","Passed AC2","","spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","3",11401.7,14653.5,14670.2,11401.7,14653.5,14670.2,1,11401.7,3268.5,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPSCO50909"
"13",1719926634730,"02/07/2024 13:23:54",1719930234730,1,"02/07/2024 15:23:54",177048,9,"task-vy7n",NA,38688121,11357255,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x641",NA,NA,0,"BIQ-A",3,"GHFAEBDC","Passed AC2","","spreadsheet_3","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","8",13869.5,14653.5,14670.2,13869.5,14653.5,14670.2,1,13869.5,800.699999999997,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPSCO50909"
"14",1719926634742,"02/07/2024 13:23:54",1719930234742,1,"02/07/2024 15:23:54",177048,9,"task-vy7n",NA,38688121,11357255,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x641",NA,NA,0,"BIQ-A",3,"GHFAEBDC","Passed AC2","","spreadsheet_3","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO50909"
"1",1720098303131,"04/07/2024 13:05:03",1720101903131,1,"04/07/2024 15:05:03",177048,9,"task-vy7n",NA,38752978,11372330,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x738",NA,NA,0,"BIQ-A",3,"HAGBFCED","Passed AC2","","spreadsheet_5","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO05151"
"2",1720098336257,"04/07/2024 13:05:36",1720101936257,1,"04/07/2024 15:05:36",177048,9,"task-vy7n",NA,38752978,11372330,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x738",NA,NA,0,"BIQ-A",3,"HAGBFCED","Passed AC2","","spreadsheet_5","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",33135.399999994,33129.2,33135.399999994,33135.399999994,33129.2,33135.399999994,1,33135.399999994,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPSCO05151"
"3",1720098336259,"04/07/2024 13:05:36",1720101936259,1,"04/07/2024 15:05:36",177048,9,"task-vy7n",NA,38752978,11372330,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x738",NA,NA,0,"BIQ-A",3,"HAGBFCED","Passed AC2","","spreadsheet_5","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",16189.5,33129.2,33138.3,16189.5,33129.2,33138.3,1,16189.5,16948.8,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPSCO05151"
"4",1720098336260,"04/07/2024 13:05:36",1720101936260,1,"04/07/2024 15:05:36",177048,9,"task-vy7n",NA,38752978,11372330,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x738",NA,NA,0,"BIQ-A",3,"HAGBFCED","Passed AC2","","spreadsheet_5","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",27377.1,33129.2,33138.5999999821,27377.1,33129.2,33138.5999999821,1,27377.1,5761.49999998212,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPSCO05151"
"5",1720098336260,"04/07/2024 13:05:36",1720101936260,1,"04/07/2024 15:05:36",177048,9,"task-vy7n",NA,38752978,11372330,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x738",NA,NA,0,"BIQ-A",3,"HAGBFCED","Passed AC2","","spreadsheet_5","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",32595.7,33129.2,33138.6999999762,32595.7,33129.2,33138.6999999762,1,32595.7,542.99999997616,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPSCO05151"
"6",1720098358111,"04/07/2024 13:05:58",1720101958111,1,"04/07/2024 15:05:58",177048,9,"task-vy7n",NA,38752978,11372330,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x738",NA,NA,0,"BIQ-A",3,"HAGBFCED","Passed AC2","","spreadsheet_5","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",21860.2999999881,21858.3,21860.2999999881,21860.2999999881,21858.3,21860.2999999881,1,21860.2999999881,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPSCO05151"
"7",1720098358112,"04/07/2024 13:05:58",1720101958112,1,"04/07/2024 15:05:58",177048,9,"task-vy7n",NA,38752978,11372330,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x738",NA,NA,0,"BIQ-A",3,"HAGBFCED","Passed AC2","","spreadsheet_5","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","7",6219.2,21858.3,21861.8999999821,6219.2,21858.3,21861.8999999821,1,6219.2,15642.6999999821,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPSCO05151"
"8",1720098358113,"04/07/2024 13:05:58",1720101958113,1,"04/07/2024 15:05:58",177048,9,"task-vy7n",NA,38752978,11372330,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x738",NA,NA,0,"BIQ-A",3,"HAGBFCED","Passed AC2","","spreadsheet_5","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","2",11087.8,21858.3,21862.2999999881,11087.8,21858.3,21862.2999999881,1,11087.8,10774.4999999881,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPSCO05151"
"9",1720098358113,"04/07/2024 13:05:58",1720101958113,1,"04/07/2024 15:05:58",177048,9,"task-vy7n",NA,38752978,11372330,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x738",NA,NA,0,"BIQ-A",3,"HAGBFCED","Passed AC2","","spreadsheet_5","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",21124.9,21858.3,21862.4999999762,21124.9,21858.3,21862.4999999762,1,21124.9,737.599999976155,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPSCO05151"
"10",1720098382951,"04/07/2024 13:06:22",1720101982951,1,"04/07/2024 15:06:22",177048,9,"task-vy7n",NA,38752978,11372330,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x738",NA,NA,0,"BIQ-A",3,"HAGBFCED","Passed AC2","","spreadsheet_5","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",24841.9999999881,24826.2,24841.9999999881,24841.9999999881,24826.2,24841.9999999881,1,24841.9999999881,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPSCO05151"
"11",1720098382953,"04/07/2024 13:06:22",1720101982953,1,"04/07/2024 15:06:22",177048,9,"task-vy7n",NA,38752978,11372330,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x738",NA,NA,0,"BIQ-A",3,"HAGBFCED","Passed AC2","","spreadsheet_5","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",7903.10000000001,24826.2,24842.9,7903.10000000001,24826.2,24842.9,1,7903.10000000001,16939.8,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPSCO05151"
"12",1720098382953,"04/07/2024 13:06:22",1720101982953,1,"04/07/2024 15:06:22",177048,9,"task-vy7n",NA,38752978,11372330,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x738",NA,NA,0,"BIQ-A",3,"HAGBFCED","Passed AC2","","spreadsheet_5","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",17123.3,24826.2,24842.9,17123.3,24826.2,24842.9,1,17123.3,7719.59999999999,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPSCO05151"
"13",1720098382953,"04/07/2024 13:06:22",1720101982953,1,"04/07/2024 15:06:22",177048,9,"task-vy7n",NA,38752978,11372330,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x738",NA,NA,0,"BIQ-A",3,"HAGBFCED","Passed AC2","","spreadsheet_5","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","6",22375.2,24826.2,24842.9,22375.2,24826.2,24842.9,1,22375.2,2467.7,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPSCO05151"
"14",1720098382956,"04/07/2024 13:06:22",1720101982956,1,"04/07/2024 15:06:22",177048,9,"task-vy7n",NA,38752978,11372330,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x738",NA,NA,0,"BIQ-A",3,"HAGBFCED","Passed AC2","","spreadsheet_5","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO05151"
"1",1720625935731,"10/07/2024 15:38:55",1720629535731,1,"10/07/2024 17:38:55",177048,9,"task-vy7n",NA,38876762,11404343,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x963",NA,NA,0,"BIQ-A",3,"ABHCGDFE","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPSCO31721"
"2",1720625990497,"10/07/2024 15:39:50",1720629590497,1,"10/07/2024 17:39:50",177048,9,"task-vy7n",NA,38876762,11404343,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x963",NA,NA,0,"BIQ-A",3,"ABHCGDFE","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",54771.977,54758.601,54771.977,54771.977,54758.601,54771.977,1,54771.977,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPSCO31721"
"3",1720625990499,"10/07/2024 15:39:50",1720629590499,1,"10/07/2024 17:39:50",177048,9,"task-vy7n",NA,38876762,11404343,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x963",NA,NA,0,"BIQ-A",3,"ABHCGDFE","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",22138.72,54758.601,54771.977,22138.72,54758.601,54771.977,1,22138.72,32633.257,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPSCO31721"
"4",1720625990499,"10/07/2024 15:39:50",1720629590499,1,"10/07/2024 17:39:50",177048,9,"task-vy7n",NA,38876762,11404343,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x963",NA,NA,0,"BIQ-A",3,"ABHCGDFE","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",33729.577,54758.601,54771.977,33729.577,54758.601,54771.977,1,33729.577,21042.4,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPSCO31721"
"5",1720625990500,"10/07/2024 15:39:50",1720629590500,1,"10/07/2024 17:39:50",177048,9,"task-vy7n",NA,38876762,11404343,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1920x1080","1920x963",NA,NA,0,"BIQ-A",3,"ABHCGDFE","Passed AC2","","spreadsheet_4","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","2",53301.381,54758.601,54771.977,53301.381,54758.601,54771.977,1,53301.381,1470.596,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPSCO31721"
