"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.ln1a","randomiser.vzsr","branch.hkzp","randomiser.ywar","randomiser.q6ah","order.ot79","randomiser.ahe2","randomiser.ckhi","randomiser.lqqr","randomiser.pobd","randomiser.8gdj","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Spreadsheet..stimulus","Manipulation..Spreadsheet","Random_ID"
"1",1689020551373,"10/07/2023 20:22:31",1689024151373,1,"10/07/2023 22:22:31",137495,33,"task-v6vm",NA,30603502,9086165,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1041x586","1157x494",NA,NA,NA,"JV Task P3 (Updated)",4,"Anxious",NA,"In",NA,NA,"GHFIEJDKCAB",NA,NA,"B (MDot First)",1,213,"SS1","SS1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","","",NA,"SUPTM84507"
"2",1689020559528,"10/07/2023 20:22:39",1689024159528,1,"10/07/2023 22:22:39",137495,33,"task-v6vm",NA,30603502,9086165,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1041x586","1157x494",NA,NA,NA,"JV Task P3 (Updated)",4,"Anxious",NA,"In",NA,NA,"GHFIEJDKCAB",NA,NA,"B (MDot First)",1,213,"SS1","SS1",1,"J","Judginess","y8ii7g",1,"continue","",6392.81099999991,6382.637,6392.81099999991,6392.81099999991,6382.637,6392.81099999991,1,6392.81099999991,0,0,NA,"Click To Continue","Continue Button",1,"object-14","J","CFD-AM-220-134-N.jpg",NA,"SUPTM84507"
"3",1689020559529,"10/07/2023 20:22:39",1689024159529,1,"10/07/2023 22:22:39",137495,33,"task-v6vm",NA,30603502,9086165,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1041x586","1157x494",NA,NA,NA,"JV Task P3 (Updated)",4,"Anxious",NA,"In",NA,NA,"GHFIEJDKCAB",NA,NA,"B (MDot First)",1,213,"SS1","SS1",1,"J","Judginess","y8ii7g",1,"response","16",5499.527,6382.637,6394.11099999972,5499.527,6382.637,6394.11099999972,1,5499.527,894.583999999721,0,NA,"Slider","J",3,"object-18","J","CFD-AM-220-134-N.jpg",NA,"SUPTM84507"
"4",1689020560484,"10/07/2023 20:22:40",1689024160484,1,"10/07/2023 22:22:40",137495,33,"task-v6vm",NA,30603502,9086165,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1041x586","1157x494",NA,NA,NA,"JV Task P3 (Updated)",4,"Anxious",NA,"In",NA,NA,"GHFIEJDKCAB",NA,NA,"B (MDot First)",1,213,"SS1","SS1",1,"J","Fixation","w9zir9",2,"continue","",966.295,966.295,966.295,966.295,966.295,966.295,1,966.295,0,0,NA,"Fixation Timing","Fixation",1,"object-65","J","CFD-AM-220-134-N.jpg",NA,"SUPTM84507"
"5",1689020562700,"10/07/2023 20:22:42",1689024162700,1,"10/07/2023 22:22:42",137495,33,"task-v6vm",NA,30603502,9086165,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1041x586","1157x494",NA,NA,NA,"JV Task P3 (Updated)",4,"Anxious",NA,"In",NA,NA,"GHFIEJDKCAB",NA,NA,"B (MDot First)",1,213,"SS1","SS1",2,"J","Judginess","y8ii7g",1,"continue","",2216.37899999991,2199.732,2216.37899999991,2216.37899999991,2199.732,2216.37899999991,1,2216.37899999991,0,0,NA,"Click To Continue","Continue Button",1,"object-14","J","CFD-WF-011-002-N.jpg",NA,"SUPTM84507"
"6",1689020562703,"10/07/2023 20:22:42",1689024162703,1,"10/07/2023 22:22:42",137495,33,"task-v6vm",NA,30603502,9086165,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1041x586","1157x494",NA,NA,NA,"JV Task P3 (Updated)",4,"Anxious",NA,"In",NA,NA,"GHFIEJDKCAB",NA,NA,"B (MDot First)",1,213,"SS1","SS1",2,"J","Judginess","y8ii7g",1,"response","89",1399.892,2199.732,2216.437,1399.892,2199.732,2216.437,1,1399.892,816.545,0,NA,"Slider","J",3,"object-18","J","CFD-WF-011-002-N.jpg",NA,"SUPTM84507"
"7",1689020563651,"10/07/2023 20:22:43",1689024163651,1,"10/07/2023 22:22:43",137495,33,"task-v6vm",NA,30603502,9086165,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1041x586","1157x494",NA,NA,NA,"JV Task P3 (Updated)",4,"Anxious",NA,"In",NA,NA,"GHFIEJDKCAB",NA,NA,"B (MDot First)",1,213,"SS1","SS1",2,"J","Fixation","w9zir9",2,"continue","",966.567999999999,966.567999999999,966.567999999999,966.567999999999,966.567999999999,966.567999999999,1,966.567999999999,0,0,NA,"Fixation Timing","Fixation",1,"object-65","J","CFD-WF-011-002-N.jpg",NA,"SUPTM84507"
"8",1689020573144,"10/07/2023 20:22:53",1689024173144,1,"10/07/2023 22:22:53",137495,33,"task-v6vm",NA,30603502,9086165,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1041x586","1157x494",NA,NA,NA,"JV Task P3 (Updated)",4,"Anxious",NA,"In",NA,NA,"GHFIEJDKCAB",NA,NA,"B (MDot First)",1,213,"SS1","SS1",3,"J","Judginess","y8ii7g",1,"continue","",9494.27899999963,9482.255,9494.27899999963,9494.27899999963,9482.255,9494.27899999963,1,9494.27899999963,0,0,NA,"Click To Continue","Continue Button",1,"object-14","J","CFD-AF-233-190-N.jpg",NA,"SUPTM84507"
"9",1689020573148,"10/07/2023 20:22:53",1689024173148,1,"10/07/2023 22:22:53",137495,33,"task-v6vm",NA,30603502,9086165,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1041x586","1157x494",NA,NA,NA,"JV Task P3 (Updated)",4,"Anxious",NA,"In",NA,NA,"GHFIEJDKCAB",NA,NA,"B (MDot First)",1,213,"SS1","SS1",3,"J","Judginess","y8ii7g",1,"response","81",2749.628,9482.255,9497.37899999972,2749.628,9482.255,9497.37899999972,1,2749.628,6747.75099999972,0,NA,"Slider","J",3,"object-18","J","CFD-AF-233-190-N.jpg",NA,"SUPTM84507"
"10",1689020574100,"10/07/2023 20:22:54",1689024174100,1,"10/07/2023 22:22:54",137495,33,"task-v6vm",NA,30603502,9086165,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1041x586","1157x494",NA,NA,NA,"JV Task P3 (Updated)",4,"Anxious",NA,"In",NA,NA,"GHFIEJDKCAB",NA,NA,"B (MDot First)",1,213,"SS1","SS1",3,"J","Fixation","w9zir9",2,"continue","",966.605,966.605,966.605,966.605,966.605,966.605,1,966.605,0,0,NA,"Fixation Timing","Fixation",1,"object-65","J","CFD-AF-233-190-N.jpg",NA,"SUPTM84507"
"11",1689020577217,"10/07/2023 20:22:57",1689024177217,1,"10/07/2023 22:22:57",137495,33,"task-v6vm",NA,30603502,9086165,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1041x586","1157x494",NA,NA,NA,"JV Task P3 (Updated)",4,"Anxious",NA,"In",NA,NA,"GHFIEJDKCAB",NA,NA,"B (MDot First)",1,213,"SS1","SS1",1,"V","Valence","xyoebq",1,"continue","",3115.961,3099.355,3115.961,3115.961,3099.355,3115.961,1,3115.961,0,0,NA,"Click To Continue","Continue Button",1,"object-25","V","CFD-BM-036-003-S.jpeg",NA,"SUPTM84507"
"12",1689020577217,"10/07/2023 20:22:57",1689024177217,1,"10/07/2023 22:22:57",137495,33,"task-v6vm",NA,30603502,9086165,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1041x586","1157x494",NA,NA,NA,"JV Task P3 (Updated)",4,"Anxious",NA,"In",NA,NA,"GHFIEJDKCAB",NA,NA,"B (MDot First)",1,213,"SS1","SS1",1,"V","Valence","xyoebq",1,"response","88",2249.442,3099.355,3115.961,2249.442,3099.355,3115.961,1,2249.442,866.519,0,NA,"Slider","J",3,"object-27","V","CFD-BM-036-003-S.jpeg",NA,"SUPTM84507"
"13",1689020578166,"10/07/2023 20:22:58",1689024178166,1,"10/07/2023 22:22:58",137495,33,"task-v6vm",NA,30603502,9086165,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1041x586","1157x494",NA,NA,NA,"JV Task P3 (Updated)",4,"Anxious",NA,"In",NA,NA,"GHFIEJDKCAB",NA,NA,"B (MDot First)",1,213,"SS1","SS1",1,"V","Fixation","68owkj",2,"continue","",966.554,966.554,966.554,966.554,966.554,966.554,1,966.554,0,0,NA,"Fixation Timing","Fixation",1,"object-21","V","CFD-BM-036-003-S.jpeg",NA,"SUPTM84507"
"14",1689020581713,"10/07/2023 20:23:01",1689024181713,1,"10/07/2023 22:23:01",137495,33,"task-v6vm",NA,30603502,9086165,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1041x586","1157x494",NA,NA,NA,"JV Task P3 (Updated)",4,"Anxious",NA,"In",NA,NA,"GHFIEJDKCAB",NA,NA,"B (MDot First)",1,213,"SS1","SS1",4,"J","Judginess","y8ii7g",1,"continue","",3547.70999999981,3532.91,3547.70999999981,3547.70999999981,3532.91,3547.70999999981,1,3547.70999999981,0,0,NA,"Click To Continue","Continue Button",1,"object-14","J","CFD-WF-015-006-H.jpeg",NA,"SUPTM84507"
"15",1689020581713,"10/07/2023 20:23:01",1689024181713,1,"10/07/2023 22:23:01",137495,33,"task-v6vm",NA,30603502,9086165,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1041x586","1157x494",NA,NA,NA,"JV Task P3 (Updated)",4,"Anxious",NA,"In",NA,NA,"GHFIEJDKCAB",NA,NA,"B (MDot First)",1,213,"SS1","SS1",4,"J","Judginess","y8ii7g",1,"response","87",2266.32,3532.91,3548.50999999963,2266.32,3532.91,3548.50999999963,1,2266.32,1282.18999999963,0,NA,"Slider","J",3,"object-18","J","CFD-WF-015-006-H.jpeg",NA,"SUPTM84507"
"16",1689020582665,"10/07/2023 20:23:02",1689024182665,1,"10/07/2023 22:23:02",137495,33,"task-v6vm",NA,30603502,9086165,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1041x586","1157x494",NA,NA,NA,"JV Task P3 (Updated)",4,"Anxious",NA,"In",NA,NA,"GHFIEJDKCAB",NA,NA,"B (MDot First)",1,213,"SS1","SS1",4,"J","Fixation","w9zir9",2,"continue","",966.468000000001,966.468000000001,966.468000000001,966.468000000001,966.468000000001,966.468000000001,1,966.468000000001,0,0,NA,"Fixation Timing","Fixation",1,"object-65","J","CFD-WF-015-006-H.jpeg",NA,"SUPTM84507"
"17",1689020589253,"10/07/2023 20:23:09",1689024189253,1,"10/07/2023 22:23:09",137495,33,"task-v6vm",NA,30603502,9086165,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1041x586","1157x494",NA,NA,NA,"JV Task P3 (Updated)",4,"Anxious",NA,"In",NA,NA,"GHFIEJDKCAB",NA,NA,"B (MDot First)",1,213,"SS1","SS1",5,"J","Judginess","y8ii7g",1,"continue","",6588.33199999981,6582.581,6588.33199999981,6588.33199999981,6582.581,6588.33199999981,1,6588.33199999981,0,0,NA,"Click To Continue","Continue Button",1,"object-14","J","CFD-WF-011-002-H.jpeg",NA,"SUPTM84507"
