"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.ln1a","randomiser.vzsr","branch.hkzp","randomiser.ywar","randomiser.q6ah","order.ot79","randomiser.ahe2","randomiser.ckhi","randomiser.lqqr","randomiser.pobd","randomiser.8gdj","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"2",1689017793867,"10/07/2023 19:36:33",1689021393867,1,"10/07/2023 21:36:33",137495,33,"task-1v3o",NA,30602869,9086165,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1041x586","1157x651",NA,NA,NA,"Pre-MDoT",6,"Anxious",NA,"In",NA,NA,"GHFIEJDKCAB",NA,NA,"B (MDot First)",1,213,"Spreadsheet1","Spreadsheet1",1,1,"Screen 1","sxe7vp",1,"continue","",6373.32099999991,6366.053,6373.32099999991,6373.32099999991,6366.053,6373.32099999991,1,6373.32099999991,0,0,NA,"Click To Continue","Click To Continue",2,"object-5",1,NA,"SUPTM84507"
"3",1689017793868,"10/07/2023 19:36:33",1689021393868,1,"10/07/2023 21:36:33",137495,33,"task-1v3o",NA,30602869,9086165,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1041x586","1157x651",NA,NA,NA,"Pre-MDoT",6,"Anxious",NA,"In",NA,NA,"GHFIEJDKCAB",NA,NA,"B (MDot First)",1,213,"Spreadsheet1","Spreadsheet1",NA,NA,"","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"",NA,NA,"SUPTM84507"
"1",1689023518778,"10/07/2023 21:11:58",1689027118778,1,"10/07/2023 23:11:58",137495,33,"task-1v3o",NA,30604005,9086484,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Edge 114.0.1823.67","1536x864","1147x557",NA,NA,NA,"Pre-MDoT",6,"Anxious",NA,"In",NA,NA,"HIGJFKEADBC",NA,NA,"B (MDot First)",2,321,"Spreadsheet1","Spreadsheet1",NA,NA,"","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"",NA,NA,"SUPTM16544"
"2",1689023532239,"10/07/2023 21:12:12",1689027132239,1,"10/07/2023 23:12:12",137495,33,"task-1v3o",NA,30604005,9086484,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Edge 114.0.1823.67","1536x864","1147x557",NA,NA,NA,"Pre-MDoT",6,"Anxious",NA,"In",NA,NA,"HIGJFKEADBC",NA,NA,"B (MDot First)",2,321,"Spreadsheet1","Spreadsheet1",1,1,"Screen 1","sxe7vp",1,"continue","",14049.4000000954,14046.783,14049.4000000954,14049.4000000954,14046.783,14049.4000000954,1,14049.4000000954,0,0,NA,"Click To Continue","Click To Continue",2,"object-5",1,NA,"SUPTM16544"
"3",1689023532241,"10/07/2023 21:12:12",1689027132241,1,"10/07/2023 23:12:12",137495,33,"task-1v3o",NA,30604005,9086484,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Edge 114.0.1823.67","1536x864","1147x557",NA,NA,NA,"Pre-MDoT",6,"Anxious",NA,"In",NA,NA,"HIGJFKEADBC",NA,NA,"B (MDot First)",2,321,"Spreadsheet1","Spreadsheet1",NA,NA,"","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"",NA,NA,"SUPTM16544"
"1",1689000566773,"10/07/2023 14:49:26",1688986166773,-4,"10/07/2023 06:49:26",137495,33,"task-1v3o",NA,30598130,9084322,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1370x703","1366x699",NA,NA,NA,"Pre-MDoT",6,"Anxious",NA,"In",NA,NA,"IJHKGAFBECD",NA,NA,"B (MDot First)",1,231,"Spreadsheet1","Spreadsheet1",NA,NA,"","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"",NA,NA,"SUPTM96648"
"2",1689000579937,"10/07/2023 14:49:39",1688986179937,-4,"10/07/2023 06:49:39",137495,33,"task-1v3o",NA,30598130,9084322,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1370x703","1366x699",NA,NA,NA,"Pre-MDoT",6,"Anxious",NA,"In",NA,NA,"IJHKGAFBECD",NA,NA,"B (MDot First)",1,231,"Spreadsheet1","Spreadsheet1",1,1,"Screen 1","sxe7vp",1,"continue","",13201,13185,13201,13201,13185,13201,1,13201,0,0,NA,"Click To Continue","Click To Continue",2,"object-5",1,NA,"SUPTM96648"
"3",1689000579953,"10/07/2023 14:49:39",1688986179953,-4,"10/07/2023 06:49:39",137495,33,"task-1v3o",NA,30598130,9084322,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1370x703","1366x699",NA,NA,NA,"Pre-MDoT",6,"Anxious",NA,"In",NA,NA,"IJHKGAFBECD",NA,NA,"B (MDot First)",1,231,"Spreadsheet1","Spreadsheet1",NA,NA,"","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"",NA,NA,"SUPTM96648"
"1",1688987964340,"10/07/2023 11:19:24",1688973564340,-4,"10/07/2023 03:19:24",137495,33,"task-1v3o",NA,30591111,9082545,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 113.0.0.0","1920x1080","1920x969",NA,NA,NA,"Pre-MDoT",6,"Anxious",NA,"In",NA,NA,"EFDGCHBIAJK",NA,NA,"B (MDot First)",1,123,"Spreadsheet1","Spreadsheet1",NA,NA,"","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"",NA,NA,"SUPTM14738"
"2",1688987973863,"10/07/2023 11:19:33",1688973573863,-4,"10/07/2023 03:19:33",137495,33,"task-1v3o",NA,30591111,9082545,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 113.0.0.0","1920x1080","1920x969",NA,NA,NA,"Pre-MDoT",6,"Anxious",NA,"In",NA,NA,"EFDGCHBIAJK",NA,NA,"B (MDot First)",1,123,"Spreadsheet1","Spreadsheet1",1,1,"Screen 1","sxe7vp",1,"continue","",9533.135,9519.608,9533.135,9533.135,9519.608,9533.135,1,9533.135,0,0,NA,"Click To Continue","Click To Continue",2,"object-5",1,NA,"SUPTM14738"
"3",1688987973863,"10/07/2023 11:19:33",1688973573863,-4,"10/07/2023 03:19:33",137495,33,"task-1v3o",NA,30591111,9082545,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 113.0.0.0","1920x1080","1920x969",NA,NA,NA,"Pre-MDoT",6,"Anxious",NA,"In",NA,NA,"EFDGCHBIAJK",NA,NA,"B (MDot First)",1,123,"Spreadsheet1","Spreadsheet1",NA,NA,"","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"",NA,NA,"SUPTM14738"
