"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.ln1a","randomiser.vzsr","branch.hkzp","randomiser.ywar","randomiser.q6ah","order.ot79","randomiser.ahe2","randomiser.ckhi","randomiser.lqqr","randomiser.pobd","randomiser.8gdj","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"1",1689005039669,"10/07/2023 16:03:59",1689008639669,1,"10/07/2023 18:03:59",137495,33,"task-1v3o",NA,30599792,9085468,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x720","1280x720",NA,NA,NA,"Pre-MDoT",6,"Anxious",NA,"In",NA,NA,"CDBEAFKGJHI",NA,NA,"B (MDot First)",2,213,"Spreadsheet1","Spreadsheet1",NA,NA,"","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"",NA,NA,"SUPTM50909"
"2",1689005044970,"10/07/2023 16:04:04",1689008644970,1,"10/07/2023 18:04:04",137495,33,"task-1v3o",NA,30599792,9085468,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x720","1280x720",NA,NA,NA,"Pre-MDoT",6,"Anxious",NA,"In",NA,NA,"CDBEAFKGJHI",NA,NA,"B (MDot First)",2,213,"Spreadsheet1","Spreadsheet1",1,1,"Screen 1","sxe7vp",1,"continue","",5315.66899980927,5312.213,5315.66899980927,5315.66899980927,5312.213,5315.66899980927,1,5315.66899980927,0,0,NA,"Click To Continue","Click To Continue",2,"object-5",1,NA,"SUPTM50909"
"3",1689005044971,"10/07/2023 16:04:04",1689008644971,1,"10/07/2023 18:04:04",137495,33,"task-1v3o",NA,30599792,9085468,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x720","1280x720",NA,NA,NA,"Pre-MDoT",6,"Anxious",NA,"In",NA,NA,"CDBEAFKGJHI",NA,NA,"B (MDot First)",2,213,"Spreadsheet1","Spreadsheet1",NA,NA,"","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"",NA,NA,"SUPTM50909"
"1",1689005648932,"10/07/2023 16:14:08",1689009248932,1,"10/07/2023 18:14:08",137495,33,"task-1v3o",NA,30599922,9085500,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 115.0","1920x1080","958x954",NA,NA,NA,"Pre-MDoT",6,"Anxious",NA,"In",NA,NA,"DECFBGAHKIJ",NA,NA,"B (MDot First)",1,231,"Spreadsheet1","Spreadsheet1",NA,NA,"","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"",NA,NA,"SUPTM05151"
"2",1689005653852,"10/07/2023 16:14:13",1689009253852,1,"10/07/2023 18:14:13",137495,33,"task-1v3o",NA,30599922,9085500,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 115.0","1920x1080","958x954",NA,NA,NA,"Pre-MDoT",6,"Anxious",NA,"In",NA,NA,"DECFBGAHKIJ",NA,NA,"B (MDot First)",1,231,"Spreadsheet1","Spreadsheet1",1,1,"Screen 1","sxe7vp",1,"continue","",4923.16,4916.66,4923.16,4923.16,4916.66,4923.16,1,4923.16,0,0,NA,"Click To Continue","Click To Continue",2,"object-5",1,NA,"SUPTM05151"
"3",1689005653856,"10/07/2023 16:14:13",1689009253856,1,"10/07/2023 18:14:13",137495,33,"task-1v3o",NA,30599922,9085500,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Firefox 115.0","1920x1080","958x954",NA,NA,NA,"Pre-MDoT",6,"Anxious",NA,"In",NA,NA,"DECFBGAHKIJ",NA,NA,"B (MDot First)",1,231,"Spreadsheet1","Spreadsheet1",NA,NA,"","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"",NA,NA,"SUPTM05151"
"1",1689009594947,"10/07/2023 17:19:54",1689013194947,1,"10/07/2023 19:19:54",137495,33,"task-1v3o",NA,30600975,9085742,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x714",NA,NA,NA,"Pre-MDoT",6,"Anxious",NA,"In",NA,NA,"EFDGCHBIAJK",NA,NA,"B (MDot First)",2,123,"Spreadsheet1","Spreadsheet1",NA,NA,"","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"",NA,NA,"SUPTM31721"
"2",1689009598643,"10/07/2023 17:19:58",1689013198643,1,"10/07/2023 19:19:58",137495,33,"task-1v3o",NA,30600975,9085742,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x714",NA,NA,NA,"Pre-MDoT",6,"Anxious",NA,"In",NA,NA,"EFDGCHBIAJK",NA,NA,"B (MDot First)",2,123,"Spreadsheet1","Spreadsheet1",1,1,"Screen 1","sxe7vp",1,"continue","",3705.521,3701.116,3705.521,3705.521,3701.116,3705.521,1,3705.521,0,0,NA,"Click To Continue","Click To Continue",2,"object-5",1,NA,"SUPTM31721"
"3",1689009598643,"10/07/2023 17:19:58",1689013198643,1,"10/07/2023 19:19:58",137495,33,"task-1v3o",NA,30600975,9085742,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x714",NA,NA,NA,"Pre-MDoT",6,"Anxious",NA,"In",NA,NA,"EFDGCHBIAJK",NA,NA,"B (MDot First)",2,123,"Spreadsheet1","Spreadsheet1",NA,NA,"","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"",NA,NA,"SUPTM31721"
"1",1689017787506,"10/07/2023 19:36:27",1689021387506,1,"10/07/2023 21:36:27",137495,33,"task-1v3o",NA,30602869,9086165,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1041x586","1157x494",NA,NA,NA,"Pre-MDoT",6,"Anxious",NA,"In",NA,NA,"GHFIEJDKCAB",NA,NA,"B (MDot First)",1,213,"Spreadsheet1","Spreadsheet1",NA,NA,"","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"",NA,NA,"SUPTM84507"
