"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.ln1a","randomiser.vzsr","branch.hkzp","randomiser.ywar","randomiser.q6ah","order.ot79","randomiser.ahe2","randomiser.ckhi","randomiser.lqqr","randomiser.pobd","randomiser.8gdj","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Spreadsheet..stimulus","Manipulation..Spreadsheet","Random_ID"
"1",1689011637673,"10/07/2023 17:53:57",1689015237673,1,"10/07/2023 19:53:57",137495,33,"task-ycba",NA,30601547,9085742,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x714",NA,NA,NA,"JV Task P2",11,"Anxious",NA,"In",NA,NA,"EFDGCHBIAJK",NA,NA,"B (MDot First)",2,123,"SS1","SS1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","","",NA,"SUPTM31721"
"2",1689011642108,"10/07/2023 17:54:02",1689015242108,1,"10/07/2023 19:54:02",137495,33,"task-ycba",NA,30601547,9085742,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x714",NA,NA,NA,"JV Task P2",11,"Anxious",NA,"In",NA,NA,"EFDGCHBIAJK",NA,NA,"B (MDot First)",2,123,"SS1","SS1",1,"V","Valence","xyoebq",1,"continue","",2986,2984.731,2986,2986,2984.731,2986,1,2986,0,0,NA,"Click To Continue","Continue Button",1,"object-25","V","CFD-WF-027-003-N.jpg",NA,"SUPTM31721"
"3",1689011644152,"10/07/2023 17:54:04",1689015244152,1,"10/07/2023 19:54:04",137495,33,"task-ycba",NA,30601547,9085742,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x714",NA,NA,NA,"JV Task P2",11,"Anxious",NA,"In",NA,NA,"EFDGCHBIAJK",NA,NA,"B (MDot First)",2,123,"SS1","SS1",1,"V","Valence","xyoebq",1,"continue","",5032.39999997616,5029.652,5032.39999997616,5032.39999997616,5029.652,5032.39999997616,1,5032.39999997616,0,0,NA,"Click To Continue","Continue Button",1,"object-25","V","CFD-WF-027-003-N.jpg",NA,"SUPTM31721"
"4",1689011644153,"10/07/2023 17:54:04",1689015244153,1,"10/07/2023 19:54:04",137495,33,"task-ycba",NA,30601547,9085742,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x714",NA,NA,NA,"JV Task P2",11,"Anxious",NA,"In",NA,NA,"EFDGCHBIAJK",NA,NA,"B (MDot First)",2,123,"SS1","SS1",1,"V","Valence","xyoebq",1,"response","54",4094.77,5029.652,5033.60000002384,4094.77,5029.652,5033.60000002384,1,4094.77,938.830000023841,0,NA,"Slider","J",3,"object-27","V","CFD-WF-027-003-N.jpg",NA,"SUPTM31721"
"5",1689011645133,"10/07/2023 17:54:05",1689015245133,1,"10/07/2023 19:54:05",137495,33,"task-ycba",NA,30601547,9085742,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x714",NA,NA,NA,"JV Task P2",11,"Anxious",NA,"In",NA,NA,"EFDGCHBIAJK",NA,NA,"B (MDot First)",2,123,"SS1","SS1",1,"V","Fixation","68owkj",2,"continue","",981.723,981.723,981.723,981.723,981.723,981.723,1,981.723,0,0,NA,"Fixation Timing","Fixation",1,"object-21","V","CFD-WF-027-003-N.jpg",NA,"SUPTM31721"
"6",1689011649842,"10/07/2023 17:54:09",1689015249842,1,"10/07/2023 19:54:09",137495,33,"task-ycba",NA,30601547,9085742,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x714",NA,NA,NA,"JV Task P2",11,"Anxious",NA,"In",NA,NA,"EFDGCHBIAJK",NA,NA,"B (MDot First)",2,123,"SS1","SS1",1,"J","Judginess","y8ii7g",1,"continue","",4710.82500004768,4704.936,4710.82500004768,4710.82500004768,4704.936,4710.82500004768,1,4710.82500004768,0,0,NA,"Click To Continue","Continue Button",1,"object-14","J","CFD-WM-024-015-S.jpeg",NA,"SUPTM31721"
"7",1689011649844,"10/07/2023 17:54:09",1689015249844,1,"10/07/2023 19:54:09",137495,33,"task-ycba",NA,30601547,9085742,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x714",NA,NA,NA,"JV Task P2",11,"Anxious",NA,"In",NA,NA,"EFDGCHBIAJK",NA,NA,"B (MDot First)",2,123,"SS1","SS1",1,"J","Judginess","y8ii7g",1,"response","35",2257.027,4704.936,4711.909,2257.027,4704.936,4711.909,1,2257.027,2454.882,0,NA,"Slider","J",3,"object-18","J","CFD-WM-024-015-S.jpeg",NA,"SUPTM31721"
"8",1689011650822,"10/07/2023 17:54:10",1689015250822,1,"10/07/2023 19:54:10",137495,33,"task-ycba",NA,30601547,9085742,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x714",NA,NA,NA,"JV Task P2",11,"Anxious",NA,"In",NA,NA,"EFDGCHBIAJK",NA,NA,"B (MDot First)",2,123,"SS1","SS1",1,"J","Fixation","w9zir9",2,"continue","",986.193000000001,986.193000000001,986.193000000001,986.193000000001,986.193000000001,986.193000000001,1,986.193000000001,0,0,NA,"Fixation Timing","Fixation",1,"object-65","J","CFD-WM-024-015-S.jpeg",NA,"SUPTM31721"
"9",1689011654716,"10/07/2023 17:54:14",1689015254716,1,"10/07/2023 19:54:14",137495,33,"task-ycba",NA,30601547,9085742,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x714",NA,NA,NA,"JV Task P2",11,"Anxious",NA,"In",NA,NA,"EFDGCHBIAJK",NA,NA,"B (MDot First)",2,123,"SS1","SS1",2,"V","Valence","xyoebq",1,"continue","",3894.19600004768,3892.019,3894.19600004768,3894.19600004768,3892.019,3894.19600004768,1,3894.19600004768,0,0,NA,"Click To Continue","Continue Button",1,"object-25","V","CFD-WM-019-003-H.jpeg",NA,"SUPTM31721"
"10",1689011654716,"10/07/2023 17:54:14",1689015254716,1,"10/07/2023 19:54:14",137495,33,"task-ycba",NA,30601547,9085742,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x714",NA,NA,NA,"JV Task P2",11,"Anxious",NA,"In",NA,NA,"EFDGCHBIAJK",NA,NA,"B (MDot First)",2,123,"SS1","SS1",2,"V","Valence","xyoebq",1,"response","65",1464.434,3892.019,3894.39599997616,1464.434,3892.019,3894.39599997616,1,1464.434,2429.96199997616,0,NA,"Slider","J",3,"object-27","V","CFD-WM-019-003-H.jpeg",NA,"SUPTM31721"
