"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.ln1a","randomiser.vzsr","branch.hkzp","randomiser.ywar","randomiser.q6ah","order.ot79","randomiser.ahe2","randomiser.ckhi","randomiser.lqqr","randomiser.pobd","randomiser.8gdj","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"1",1689004297525,"10/07/2023 15:51:37",1689007897525,1,"10/07/2023 17:51:37",137495,33,"task-tqtf",NA,30599619,9085338,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x714",NA,NA,NA,"WelcomePilot1",2,"Anxious",132,"In",NA,2,"BCADKEJFIGH",NA,NA,"A (JV first)",NA,NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM05489"
"2",1689004300091,"10/07/2023 15:51:40",1689007900091,1,"10/07/2023 17:51:40",137495,33,"task-tqtf",NA,30599619,9085338,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x714",NA,NA,NA,"WelcomePilot1",2,"Anxious",132,"In",NA,2,"BCADKEJFIGH",NA,NA,"A (JV first)",NA,NA,"Spreadsheet1","Spreadsheet1",1,"Welcome","Screen 1","r7cy9o",1,"continue","",2579.26699995232,2565.218,2579.26699995232,2579.26699995232,2565.218,2579.26699995232,1,2579.26699995232,0,0,NA,"Click To Continue","Continue Button",2,"object-4","Welcome",NA,"SUPTM05489"
"3",1689004316282,"10/07/2023 15:51:56",1689007916282,1,"10/07/2023 17:51:56",137495,33,"task-tqtf",NA,30599619,9085338,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x714",NA,NA,NA,"WelcomePilot1",2,"Anxious",132,"In",NA,2,"BCADKEJFIGH",NA,NA,"A (JV first)",NA,NA,"Spreadsheet1","Spreadsheet1",1,"Welcome","Screen 2","cnboqy",2,"continue","",16205.6490000954,16191.153,16205.6490000954,16205.6490000954,16191.153,16205.6490000954,1,16205.6490000954,0,0,NA,"Click To Continue","Continue Button",2,"object-8","Welcome",NA,"SUPTM05489"
"4",1689004320081,"10/07/2023 15:52:00",1689007920081,1,"10/07/2023 17:52:00",137495,33,"task-tqtf",NA,30599619,9085338,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x714",NA,NA,NA,"WelcomePilot1",2,"Anxious",132,"In",NA,2,"BCADKEJFIGH",NA,NA,"A (JV first)",NA,NA,"Spreadsheet1","Spreadsheet1",1,"Welcome","Screen 3","2wy2ix",3,"continue","",3813.596,3797.822,3813.596,3813.596,3797.822,3813.596,1,3813.596,0,0,NA,"Click To Continue","Continue Button",2,"object-12","Welcome",NA,"SUPTM05489"
"5",1689004320082,"10/07/2023 15:52:00",1689007920082,1,"10/07/2023 17:52:00",137495,33,"task-tqtf",NA,30599619,9085338,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1536x864","1536x714",NA,NA,NA,"WelcomePilot1",2,"Anxious",132,"In",NA,2,"BCADKEJFIGH",NA,NA,"A (JV first)",NA,NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM05489"
"1",1688989235139,"10/07/2023 11:40:35",1688974835139,-4,"10/07/2023 03:40:35",137495,33,"task-tqtf",NA,30591521,9082638,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x1024","1280x881",NA,NA,NA,"WelcomePilot1",2,"Anxious",321,"In",NA,1,"FGEHDICJBKA",NA,NA,"A (JV first)",NA,NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM12782"
"2",1688989239871,"10/07/2023 11:40:39",1688974839871,-4,"10/07/2023 03:40:39",137495,33,"task-tqtf",NA,30591521,9082638,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x1024","1280x881",NA,NA,NA,"WelcomePilot1",2,"Anxious",321,"In",NA,1,"FGEHDICJBKA",NA,NA,"A (JV first)",NA,NA,"Spreadsheet1","Spreadsheet1",1,"Welcome","Screen 1","r7cy9o",1,"continue","",4761.06499995232,4748.483,4761.06499995232,4761.06499995232,4748.483,4761.06499995232,1,4761.06499995232,0,0,NA,"Click To Continue","Continue Button",2,"object-4","Welcome",NA,"SUPTM12782"
"3",1688989251130,"10/07/2023 11:40:51",1688974851130,-4,"10/07/2023 03:40:51",137495,33,"task-tqtf",NA,30591521,9082638,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x1024","1280x881",NA,NA,NA,"WelcomePilot1",2,"Anxious",321,"In",NA,1,"FGEHDICJBKA",NA,NA,"A (JV first)",NA,NA,"Spreadsheet1","Spreadsheet1",1,"Welcome","Screen 2","cnboqy",2,"continue","",11262.875,11246.223,11262.875,11262.875,11246.223,11262.875,1,11262.875,0,0,NA,"Click To Continue","Continue Button",2,"object-8","Welcome",NA,"SUPTM12782"
"4",1688989256504,"10/07/2023 11:40:56",1688974856504,-4,"10/07/2023 03:40:56",137495,33,"task-tqtf",NA,30591521,9082638,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x1024","1280x881",NA,NA,NA,"WelcomePilot1",2,"Anxious",321,"In",NA,1,"FGEHDICJBKA",NA,NA,"A (JV first)",NA,NA,"Spreadsheet1","Spreadsheet1",1,"Welcome","Screen 3","2wy2ix",3,"continue","",5398.226,5381.548,5398.226,5398.226,5381.548,5398.226,1,5398.226,0,0,NA,"Click To Continue","Continue Button",2,"object-12","Welcome",NA,"SUPTM12782"
"5",1688989256506,"10/07/2023 11:40:56",1688974856506,-4,"10/07/2023 03:40:56",137495,33,"task-tqtf",NA,30591521,9082638,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x1024","1280x881",NA,NA,NA,"WelcomePilot1",2,"Anxious",321,"In",NA,1,"FGEHDICJBKA",NA,NA,"A (JV first)",NA,NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPTM12782"
