"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.ln1a","randomiser.vzsr","branch.hkzp","randomiser.ywar","randomiser.q6ah","order.ot79","randomiser.ahe2","randomiser.ckhi","randomiser.lqqr","randomiser.pobd","randomiser.8gdj","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Spreadsheet..stimulus","Manipulation..Spreadsheet","Random_ID"
"1",1688991530659,"10/07/2023 12:18:50",1688977130659,-4,"10/07/2023 04:18:50",137495,33,"task-d9wy",NA,30592420,9082638,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x1024","1280x881",NA,NA,NA,"JV Task P1",8,"Anxious",321,"In",NA,1,"FGEHDICJBKA",NA,NA,"A (JV first)",NA,NA,"SS1","SS1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","","",NA,"SUPTM12782"
"2",1688991561838,"10/07/2023 12:19:21",1688977161838,-4,"10/07/2023 04:19:21",137495,33,"task-d9wy",NA,30592420,9082638,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x1024","1280x881",NA,NA,NA,"JV Task P1",8,"Anxious",321,"In",NA,1,"FGEHDICJBKA",NA,NA,"A (JV first)",NA,NA,"SS1","SS1",1,"J","Judginess","w2ir4b",1,"continue","",25841.391,25824.711,25841.391,25841.391,25824.711,25841.391,1,25841.391,0,0,NA,"Click To Continue","Continue Button",1,"object-14","J","CFD-WF-012-002-N.jpg",NA,"SUPTM12782"
"3",1688991561854,"10/07/2023 12:19:21",1688977161854,-4,"10/07/2023 04:19:21",137495,33,"task-d9wy",NA,30592420,9082638,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x1024","1280x881",NA,NA,NA,"JV Task P1",8,"Anxious",321,"In",NA,1,"FGEHDICJBKA",NA,NA,"A (JV first)",NA,NA,"SS1","SS1",1,"J","Judginess","w2ir4b",1,"response","47",23875.349,25824.711,25841.391,23875.349,25824.711,25841.391,1,23875.349,1966.042,0,NA,"Slider","J",3,"object-18","J","CFD-WF-012-002-N.jpg",NA,"SUPTM12782"
"4",1688991562785,"10/07/2023 12:19:22",1688977162785,-4,"10/07/2023 04:19:22",137495,33,"task-d9wy",NA,30592420,9082638,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x1024","1280x881",NA,NA,NA,"JV Task P1",8,"Anxious",321,"In",NA,1,"FGEHDICJBKA",NA,NA,"A (JV first)",NA,NA,"SS1","SS1",1,"J","Fixation","mtm832",2,"continue","",966.340000000004,966.340000000004,966.340000000004,966.340000000004,966.340000000004,966.340000000004,1,966.340000000004,0,0,NA,"Fixation Timing","Fixation",1,"object-65","J","CFD-WF-012-002-N.jpg",NA,"SUPTM12782"
"5",1688991566171,"10/07/2023 12:19:26",1688977166171,-4,"10/07/2023 04:19:26",137495,33,"task-d9wy",NA,30592420,9082638,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x1024","1280x881",NA,NA,NA,"JV Task P1",8,"Anxious",321,"In",NA,1,"FGEHDICJBKA",NA,NA,"A (JV first)",NA,NA,"SS1","SS1",1,"V","Valence","sn1sjn",1,"continue","",3387.121,3382.181,3387.121,3387.121,3382.181,3387.121,1,3387.121,0,0,NA,"Click To Continue","Continue Button",1,"object-25","V","CFD-WF-036-023-S.jpeg",NA,"SUPTM12782"
"6",1688991566172,"10/07/2023 12:19:26",1688977166172,-4,"10/07/2023 04:19:26",137495,33,"task-d9wy",NA,30592420,9082638,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x1024","1280x881",NA,NA,NA,"JV Task P1",8,"Anxious",321,"In",NA,1,"FGEHDICJBKA",NA,NA,"A (JV first)",NA,NA,"SS1","SS1",1,"V","Valence","sn1sjn",1,"response","40",2066.001,3382.181,3388.02100009537,2066.001,3382.181,3388.02100009537,1,2066.001,1322.02000009537,0,NA,"Slider","J",3,"object-27","V","CFD-WF-036-023-S.jpeg",NA,"SUPTM12782"
"7",1688991567133,"10/07/2023 12:19:27",1688977167133,-4,"10/07/2023 04:19:27",137495,33,"task-d9wy",NA,30592420,9082638,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x1024","1280x881",NA,NA,NA,"JV Task P1",8,"Anxious",321,"In",NA,1,"FGEHDICJBKA",NA,NA,"A (JV first)",NA,NA,"SS1","SS1",1,"V","Fixation","aydkg3",2,"continue","",966.368000000002,966.368000000002,966.368000000002,966.368000000002,966.368000000002,966.368000000002,1,966.368000000002,0,0,NA,"Fixation Timing","Fixation",1,"object-21","V","CFD-WF-036-023-S.jpeg",NA,"SUPTM12782"
"8",1688991568948,"10/07/2023 12:19:28",1688977168948,-4,"10/07/2023 04:19:28",137495,33,"task-d9wy",NA,30592420,9082638,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x1024","1280x881",NA,NA,NA,"JV Task P1",8,"Anxious",321,"In",NA,1,"FGEHDICJBKA",NA,NA,"A (JV first)",NA,NA,"SS1","SS1",2,"V","Valence","sn1sjn",1,"continue","",1815.37199995232,1799.376,1815.37199995232,1815.37199995232,1799.376,1815.37199995232,1,1815.37199995232,0,0,NA,"Click To Continue","Continue Button",1,"object-25","V","CFD-MF-309-002-N.jpg",NA,"SUPTM12782"
"9",1688991568949,"10/07/2023 12:19:28",1688977168949,-4,"10/07/2023 04:19:28",137495,33,"task-d9wy",NA,30592420,9082638,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x1024","1280x881",NA,NA,NA,"JV Task P1",8,"Anxious",321,"In",NA,1,"FGEHDICJBKA",NA,NA,"A (JV first)",NA,NA,"SS1","SS1",2,"V","Valence","sn1sjn",1,"response","38",1249.525,1799.376,1816.00599999999,1249.525,1799.376,1816.00599999999,1,1249.525,566.480999999992,0,NA,"Slider","J",3,"object-27","V","CFD-MF-309-002-N.jpg",NA,"SUPTM12782"
"10",1688991569899,"10/07/2023 12:19:29",1688977169899,-4,"10/07/2023 04:19:29",137495,33,"task-d9wy",NA,30592420,9082638,NA,"complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1280x1024","1280x881",NA,NA,NA,"JV Task P1",8,"Anxious",321,"In",NA,1,"FGEHDICJBKA",NA,NA,"A (JV first)",NA,NA,"SS1","SS1",2,"V","Fixation","aydkg3",2,"continue","",966.341,966.341,966.341,966.341,966.341,966.341,1,966.341,0,0,NA,"Fixation Timing","Fixation",1,"object-21","V","CFD-MF-309-002-N.jpg",NA,"SUPTM12782"
