"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"1",1712945968221,"12/04/2024 18:19:28",1712920768221,-7,"12/04/2024 04:19:28",175580,1,"task-7hcp",NA,36975916,10904997,NA,"complete",NA,"661971045da025666c6f5a25","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1280x720","1280x551",NA,NA,0,"BIQ (Charlotte)",5,"ABKCJDIEHFG","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF15657"
"2",1712946130216,"12/04/2024 18:22:10",1712920930216,-7,"12/04/2024 04:22:10",175580,1,"task-7hcp",NA,36975916,10904997,NA,"complete",NA,"661971045da025666c6f5a25","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1280x720","1280x551",NA,NA,0,"BIQ (Charlotte)",5,"ABKCJDIEHFG","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",162018.714000012,162003.814,162018.714000012,162018.714000012,162003.814,162018.714000012,1,162018.714000012,0,0,NA,"Click To Continue","Continue Button",16,"object-48","BIQ",NA,"SUPPRF15657"
"3",1712946130222,"12/04/2024 18:22:10",1712920930222,-7,"12/04/2024 04:22:10",175580,1,"task-7hcp",NA,36975916,10904997,NA,"complete",NA,"661971045da025666c6f5a25","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1280x720","1280x551",NA,NA,0,"BIQ (Charlotte)",5,"ABKCJDIEHFG","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","2",155124.214,162003.814,162020.314,155124.214,162003.814,162020.314,1,155124.214,6896.10000000001,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPPRF15657"
"4",1712946130224,"12/04/2024 18:22:10",1712920930224,-7,"12/04/2024 04:22:10",175580,1,"task-7hcp",NA,36975916,10904997,NA,"complete",NA,"661971045da025666c6f5a25","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1280x720","1280x551",NA,NA,0,"BIQ (Charlotte)",5,"ABKCJDIEHFG","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",160021.714,162003.814,162020.314,160021.714,162003.814,162020.314,1,160021.714,1998.60000000001,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPPRF15657"
"5",1712946144990,"12/04/2024 18:22:24",1712920944990,-7,"12/04/2024 04:22:24",175580,1,"task-7hcp",NA,36975916,10904997,NA,"complete",NA,"661971045da025666c6f5a25","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1280x720","1280x551",NA,NA,0,"BIQ (Charlotte)",5,"ABKCJDIEHFG","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"continue","",14802.9000000119,14791.8,14802.9000000119,14802.9000000119,14791.8,14802.9000000119,1,14802.9000000119,0,0,NA,"Click To Continue","Continue Button",7,"object-1017","BIQ",NA,"SUPPRF15657"
"6",1712946144992,"12/04/2024 18:22:24",1712920944992,-7,"12/04/2024 04:22:24",175580,1,"task-7hcp",NA,36975916,10904997,NA,"complete",NA,"661971045da025666c6f5a25","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1280x720","1280x551",NA,NA,0,"BIQ (Charlotte)",5,"ABKCJDIEHFG","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"response","4",7545.89999999999,14791.8,14804.3000000179,7545.89999999999,14791.8,14804.3000000179,1,7545.89999999999,7258.40000001789,0,NA,"Rating Scale","Rating Scale",8,"object-118","BIQ",NA,"SUPPRF15657"
"7",1712946144992,"12/04/2024 18:22:24",1712920944992,-7,"12/04/2024 04:22:24",175580,1,"task-7hcp",NA,36975916,10904997,NA,"complete",NA,"661971045da025666c6f5a25","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1280x720","1280x551",NA,NA,0,"BIQ (Charlotte)",5,"ABKCJDIEHFG","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"response","4",12626.6,14791.8,14805.4000000119,12626.6,14791.8,14805.4000000119,1,12626.6,2178.80000001192,0,NA,"Rating Scale","Rating Scale",10,"object-121","BIQ",NA,"SUPPRF15657"
"8",1712946162454,"12/04/2024 18:22:42",1712920962454,-7,"12/04/2024 04:22:42",175580,1,"task-7hcp",NA,36975916,10904997,NA,"complete",NA,"661971045da025666c6f5a25","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1280x720","1280x551",NA,NA,0,"BIQ (Charlotte)",5,"ABKCJDIEHFG","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"continue","",17473.7,17457.2,17473.7,17473.7,17457.2,17473.7,1,17473.7,0,0,NA,"Click To Continue","Continue Button",15,"object-50","BIQ",NA,"SUPPRF15657"
"9",1712946162455,"12/04/2024 18:22:42",1712920962455,-7,"12/04/2024 04:22:42",175580,1,"task-7hcp",NA,36975916,10904997,NA,"complete",NA,"661971045da025666c6f5a25","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1280x720","1280x551",NA,NA,0,"BIQ (Charlotte)",5,"ABKCJDIEHFG","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"response","4",10127.8,17457.2,17473.7,10127.8,17457.2,17473.7,1,10127.8,7345.89999999999,0,NA,"Rating Scale","Rating Scale",2,"object-36","BIQ",NA,"SUPPRF15657"
"10",1712946162456,"12/04/2024 18:22:42",1712920962456,-7,"12/04/2024 04:22:42",175580,1,"task-7hcp",NA,36975916,10904997,NA,"complete",NA,"661971045da025666c6f5a25","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1280x720","1280x551",NA,NA,0,"BIQ (Charlotte)",5,"ABKCJDIEHFG","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"response","1",16441.2,17457.2,17473.7,16441.2,17457.2,17473.7,1,16441.2,1032.5,0,NA,"Rating Scale","Rating Scale",9,"object-86","BIQ",NA,"SUPPRF15657"
"11",1712946212755,"12/04/2024 18:23:32",1712921012755,-7,"12/04/2024 04:23:32",175580,1,"task-7hcp",NA,36975916,10904997,NA,"complete",NA,"661971045da025666c6f5a25","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1280x720","1280x551",NA,NA,0,"BIQ (Charlotte)",5,"ABKCJDIEHFG","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"continue","",50317.9000000119,50305.9,50317.9000000119,50317.9000000119,50305.9,50317.9000000119,1,50317.9000000119,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPPRF15657"
"12",1712946212762,"12/04/2024 18:23:32",1712921012762,-7,"12/04/2024 04:23:32",175580,1,"task-7hcp",NA,36975916,10904997,NA,"complete",NA,"661971045da025666c6f5a25","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1280x720","1280x551",NA,NA,0,"BIQ (Charlotte)",5,"ABKCJDIEHFG","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","2",8461.89999999999,50305.9,50322.5,8461.89999999999,50305.9,50322.5,1,8461.89999999999,41860.6,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPPRF15657"
"13",1712946212763,"12/04/2024 18:23:32",1712921012763,-7,"12/04/2024 04:23:32",175580,1,"task-7hcp",NA,36975916,10904997,NA,"complete",NA,"661971045da025666c6f5a25","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1280x720","1280x551",NA,NA,0,"BIQ (Charlotte)",5,"ABKCJDIEHFG","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","4",37596.3,50305.9,50322.5,37596.3,50305.9,50322.5,1,37596.3,12726.2,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPPRF15657"
"14",1712946212764,"12/04/2024 18:23:32",1712921012764,-7,"12/04/2024 04:23:32",175580,1,"task-7hcp",NA,36975916,10904997,NA,"complete",NA,"661971045da025666c6f5a25","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1280x720","1280x551",NA,NA,0,"BIQ (Charlotte)",5,"ABKCJDIEHFG","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","7",49456.4,50305.9,50322.5,49456.4,50305.9,50322.5,1,49456.4,866.099999999977,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPPRF15657"
"15",1712946212781,"12/04/2024 18:23:32",1712921012781,-7,"12/04/2024 04:23:32",175580,1,"task-7hcp",NA,36975916,10904997,NA,"complete",NA,"661971045da025666c6f5a25","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1280x720","1280x551",NA,NA,0,"BIQ (Charlotte)",5,"ABKCJDIEHFG","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF15657"
"1",1712945146101,"12/04/2024 18:05:46",1712948746101,1,"12/04/2024 20:05:46",175580,1,"task-7hcp",NA,36975664,10905124,NA,"complete",NA,"6619757d6fae9709c3cbc430","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x734",NA,NA,0,"BIQ (Charlotte)",5,"BCADKEJFIGH","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF69636"
"2",1712945157125,"12/04/2024 18:05:57",1712948757125,1,"12/04/2024 20:05:57",175580,1,"task-7hcp",NA,36975664,10905124,NA,"complete",NA,"6619757d6fae9709c3cbc430","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x734",NA,NA,0,"BIQ (Charlotte)",5,"BCADKEJFIGH","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",11047.112,11032.812,11047.112,11047.112,11032.812,11047.112,1,11047.112,0,0,NA,"Click To Continue","Continue Button",16,"object-48","BIQ",NA,"SUPPRF69636"
"3",1712945157127,"12/04/2024 18:05:57",1712948757127,1,"12/04/2024 20:05:57",175580,1,"task-7hcp",NA,36975664,10905124,NA,"complete",NA,"6619757d6fae9709c3cbc430","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x734",NA,NA,0,"BIQ (Charlotte)",5,"BCADKEJFIGH","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",6399.612,11032.812,11049.512,6399.612,11032.812,11049.512,1,6399.612,4649.9,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPPRF69636"
"4",1712945157127,"12/04/2024 18:05:57",1712948757127,1,"12/04/2024 20:05:57",175580,1,"task-7hcp",NA,36975664,10905124,NA,"complete",NA,"6619757d6fae9709c3cbc430","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x734",NA,NA,0,"BIQ (Charlotte)",5,"BCADKEJFIGH","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",10466.212,11032.812,11049.512,10466.212,11032.812,11049.512,1,10466.212,583.300000000001,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPPRF69636"
"5",1712945167143,"12/04/2024 18:06:07",1712948767143,1,"12/04/2024 20:06:07",175580,1,"task-7hcp",NA,36975664,10905124,NA,"complete",NA,"6619757d6fae9709c3cbc430","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x734",NA,NA,0,"BIQ (Charlotte)",5,"BCADKEJFIGH","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"continue","",10033,10016.3,10033,10033,10016.3,10033,1,10033,0,0,NA,"Click To Continue","Continue Button",7,"object-1017","BIQ",NA,"SUPPRF69636"
"6",1712945167146,"12/04/2024 18:06:07",1712948767146,1,"12/04/2024 20:06:07",175580,1,"task-7hcp",NA,36975664,10905124,NA,"complete",NA,"6619757d6fae9709c3cbc430","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x734",NA,NA,0,"BIQ (Charlotte)",5,"BCADKEJFIGH","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"response","6",3399.8,10016.3,10033,3399.8,10016.3,10033,1,3399.8,6633.2,0,NA,"Rating Scale","Rating Scale",8,"object-118","BIQ",NA,"SUPPRF69636"
"7",1712945167146,"12/04/2024 18:06:07",1712948767146,1,"12/04/2024 20:06:07",175580,1,"task-7hcp",NA,36975664,10905124,NA,"complete",NA,"6619757d6fae9709c3cbc430","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x734",NA,NA,0,"BIQ (Charlotte)",5,"BCADKEJFIGH","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"response","6",7899.7,10016.3,10033,7899.7,10016.3,10033,1,7899.7,2133.3,0,NA,"Rating Scale","Rating Scale",10,"object-121","BIQ",NA,"SUPPRF69636"
"8",1712945186176,"12/04/2024 18:06:26",1712948786176,1,"12/04/2024 20:06:26",175580,1,"task-7hcp",NA,36975664,10905124,NA,"complete",NA,"6619757d6fae9709c3cbc430","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x734",NA,NA,0,"BIQ (Charlotte)",5,"BCADKEJFIGH","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"continue","",19049.1,19032.5,19049.1,19049.1,19032.5,19049.1,1,19049.1,0,0,NA,"Click To Continue","Continue Button",15,"object-50","BIQ",NA,"SUPPRF69636"
"9",1712945186179,"12/04/2024 18:06:26",1712948786179,1,"12/04/2024 20:06:26",175580,1,"task-7hcp",NA,36975664,10905124,NA,"complete",NA,"6619757d6fae9709c3cbc430","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x734",NA,NA,0,"BIQ (Charlotte)",5,"BCADKEJFIGH","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"response","6",3599.8,19032.5,19049.1,3599.8,19032.5,19049.1,1,3599.8,15449.3,0,NA,"Rating Scale","Rating Scale",2,"object-36","BIQ",NA,"SUPPRF69636"
"10",1712945186179,"12/04/2024 18:06:26",1712948786179,1,"12/04/2024 20:06:26",175580,1,"task-7hcp",NA,36975664,10905124,NA,"complete",NA,"6619757d6fae9709c3cbc430","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x734",NA,NA,0,"BIQ (Charlotte)",5,"BCADKEJFIGH","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"response","6",17832.6,19032.5,19049.1,17832.6,19032.5,19049.1,1,17832.6,1216.5,0,NA,"Rating Scale","Rating Scale",9,"object-86","BIQ",NA,"SUPPRF69636"
"11",1712945213940,"12/04/2024 18:06:53",1712948813940,1,"12/04/2024 20:06:53",175580,1,"task-7hcp",NA,36975664,10905124,NA,"complete",NA,"6619757d6fae9709c3cbc430","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x734",NA,NA,0,"BIQ (Charlotte)",5,"BCADKEJFIGH","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"continue","",27782.1,27765.5,27782.1,27782.1,27765.5,27782.1,1,27782.1,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPPRF69636"
"12",1712945213942,"12/04/2024 18:06:53",1712948813942,1,"12/04/2024 20:06:53",175580,1,"task-7hcp",NA,36975664,10905124,NA,"complete",NA,"6619757d6fae9709c3cbc430","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x734",NA,NA,0,"BIQ (Charlotte)",5,"BCADKEJFIGH","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","1",18632.6,27765.5,27782.1,18632.6,27765.5,27782.1,1,18632.6,9149.50000000001,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPPRF69636"
"13",1712945213943,"12/04/2024 18:06:53",1712948813943,1,"12/04/2024 20:06:53",175580,1,"task-7hcp",NA,36975664,10905124,NA,"complete",NA,"6619757d6fae9709c3cbc430","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x734",NA,NA,0,"BIQ (Charlotte)",5,"BCADKEJFIGH","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","5",23399.1,27765.5,27782.1,23399.1,27765.5,27782.1,1,23399.1,4383.00000000001,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPPRF69636"
"14",1712945213943,"12/04/2024 18:06:53",1712948813943,1,"12/04/2024 20:06:53",175580,1,"task-7hcp",NA,36975664,10905124,NA,"complete",NA,"6619757d6fae9709c3cbc430","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x734",NA,NA,0,"BIQ (Charlotte)",5,"BCADKEJFIGH","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","4",25782.4,27765.5,27782.1,25782.4,27765.5,27782.1,1,25782.4,1999.70000000001,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPPRF69636"
"15",1712945213949,"12/04/2024 18:06:53",1712948813949,1,"12/04/2024 20:06:53",175580,1,"task-7hcp",NA,36975664,10905124,NA,"complete",NA,"6619757d6fae9709c3cbc430","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x734",NA,NA,0,"BIQ (Charlotte)",5,"BCADKEJFIGH","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF69636"
"1",1712945652122,"12/04/2024 18:14:12",1712949252122,1,"12/04/2024 20:14:12",175580,1,"task-7hcp",NA,36975817,10905155,NA,"complete",NA,"6619768c4c1f510a41c28420","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x779",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFKGJHI","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF05105"
"2",1712945696946,"12/04/2024 18:14:56",1712949296946,1,"12/04/2024 20:14:56",175580,1,"task-7hcp",NA,36975817,10905155,NA,"complete",NA,"6619768c4c1f510a41c28420","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x779",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFKGJHI","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",44827.7160000015,44814.816,44827.7160000015,44827.7160000015,44814.816,44827.7160000015,1,44827.7160000015,0,0,NA,"Click To Continue","Continue Button",16,"object-48","BIQ",NA,"SUPPRF05105"
"3",1712945696948,"12/04/2024 18:14:56",1712949296948,1,"12/04/2024 20:14:56",175580,1,"task-7hcp",NA,36975817,10905155,NA,"complete",NA,"6619768c4c1f510a41c28420","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x779",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFKGJHI","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","2",27082.116,44814.816,44831.516,27082.116,44814.816,44831.516,1,27082.116,17749.4,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPPRF05105"
"4",1712945696948,"12/04/2024 18:14:56",1712949296948,1,"12/04/2024 20:14:56",175580,1,"task-7hcp",NA,36975817,10905155,NA,"complete",NA,"6619768c4c1f510a41c28420","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x779",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFKGJHI","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","2",39348.316,44814.816,44831.516,39348.316,44814.816,44831.516,1,39348.316,5483.2,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPPRF05105"
"5",1712945710304,"12/04/2024 18:15:10",1712949310304,1,"12/04/2024 20:15:10",175580,1,"task-7hcp",NA,36975817,10905155,NA,"complete",NA,"6619768c4c1f510a41c28420","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x779",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFKGJHI","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"continue","",13377.9000000015,13366.1,13377.9000000015,13377.9000000015,13366.1,13377.9000000015,1,13377.9000000015,0,0,NA,"Click To Continue","Continue Button",7,"object-1017","BIQ",NA,"SUPPRF05105"
"6",1712945710307,"12/04/2024 18:15:10",1712949310307,1,"12/04/2024 20:15:10",175580,1,"task-7hcp",NA,36975817,10905155,NA,"complete",NA,"6619768c4c1f510a41c28420","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x779",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFKGJHI","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"response","2",4699.7,13366.1,13382.000000003,4699.7,13366.1,13382.000000003,1,4699.7,8682.30000000298,0,NA,"Rating Scale","Rating Scale",8,"object-118","BIQ",NA,"SUPPRF05105"
"7",1712945710308,"12/04/2024 18:15:10",1712949310308,1,"12/04/2024 20:15:10",175580,1,"task-7hcp",NA,36975817,10905155,NA,"complete",NA,"6619768c4c1f510a41c28420","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x779",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFKGJHI","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"response","3",12566.1,13366.1,13382.6999999985,12566.1,13366.1,13382.6999999985,1,12566.1,816.599999998507,0,NA,"Rating Scale","Rating Scale",10,"object-121","BIQ",NA,"SUPPRF05105"
"8",1712945743292,"12/04/2024 18:15:43",1712949343292,1,"12/04/2024 20:15:43",175580,1,"task-7hcp",NA,36975817,10905155,NA,"complete",NA,"6619768c4c1f510a41c28420","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x779",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFKGJHI","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"continue","",32998.7,32982,32998.7,32998.7,32982,32998.7,1,32998.7,0,0,NA,"Click To Continue","Continue Button",15,"object-50","BIQ",NA,"SUPPRF05105"
"9",1712945743296,"12/04/2024 18:15:43",1712949343296,1,"12/04/2024 20:15:43",175580,1,"task-7hcp",NA,36975817,10905155,NA,"complete",NA,"6619768c4c1f510a41c28420","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x779",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFKGJHI","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"response","3",8583,32982,32998.7,8583,32982,32998.7,1,8583,24415.7,0,NA,"Rating Scale","Rating Scale",2,"object-36","BIQ",NA,"SUPPRF05105"
"10",1712945743296,"12/04/2024 18:15:43",1712949343296,1,"12/04/2024 20:15:43",175580,1,"task-7hcp",NA,36975817,10905155,NA,"complete",NA,"6619768c4c1f510a41c28420","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x779",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFKGJHI","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"response","4",31965.4,32982,32998.7,31965.4,32982,32998.7,1,31965.4,1033.3,0,NA,"Rating Scale","Rating Scale",9,"object-86","BIQ",NA,"SUPPRF05105"
"11",1712945781048,"12/04/2024 18:16:21",1712949381048,1,"12/04/2024 20:16:21",175580,1,"task-7hcp",NA,36975817,10905155,NA,"complete",NA,"6619768c4c1f510a41c28420","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x779",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFKGJHI","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"continue","",37776.400000003,37765.2,37776.400000003,37776.400000003,37765.2,37776.400000003,1,37776.400000003,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPPRF05105"
"12",1712945781052,"12/04/2024 18:16:21",1712949381052,1,"12/04/2024 20:16:21",175580,1,"task-7hcp",NA,36975817,10905155,NA,"complete",NA,"6619768c4c1f510a41c28420","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x779",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFKGJHI","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","1",13399.5,37765.2,37779.999999997,13399.5,37765.2,37779.999999997,1,13399.5,24380.499999997,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPPRF05105"
"13",1712945781052,"12/04/2024 18:16:21",1712949381052,1,"12/04/2024 20:16:21",175580,1,"task-7hcp",NA,36975817,10905155,NA,"complete",NA,"6619768c4c1f510a41c28420","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 123.0.0.0","1440x900","1440x779",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFKGJHI","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","2",28332.2,37765.2,37780.5999999985,28332.2,37765.2,37780.5999999985,1,28332.2,9448.39999999851,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPPRF05105"
