"","pilot_nr","mean_mini_SPIN","se_mini_SPIN","mean_CESD","se_CESD","mean_age","se_age","percentage_women","proportion_women","se_percentage_women","std_error","beta","modality","PE_size","high_SA_perc"
"14",9,5.45017182130584,0.0812474194109504,18.3951890034365,0.29279782613578,22.0526315789474,0.269205058143581,57.89,0.578947368421053,8.01,0.0155776707467469,-0.05,"text","bigger pos PE",40.54
"15",9,5.45017182130584,0.0812474194109504,18.3951890034365,0.29279782613578,22.0526315789474,0.269205058143581,57.89,0.578947368421053,8.01,0.0155776707467469,-0.05,"text","bigger pos PE",40.54
"16",9,5.45017182130584,0.0812474194109504,18.3951890034365,0.29279782613578,22.0526315789474,0.269205058143581,57.89,0.578947368421053,8.01,0.0155776707467469,-0.05,"text","bigger pos PE",40.54
"17",10,5.02564102564103,0.0787893671699593,19.3076923076923,0.29065175990501,22.8717948717949,0.320634254998418,61.54,0.615384615384615,7.79,0.0201613823668046,-0.05,"video + audio","bigger pos PE",33.33
"18",10,5.02564102564103,0.0787893671699593,19.3076923076923,0.29065175990501,22.8717948717949,0.320634254998418,61.54,0.615384615384615,7.79,0.0135837636568773,-0.05,"video + audio","bigger pos PE",33.33
"19",10,5.02564102564103,0.0787893671699593,19.3076923076923,0.29065175990501,22.8717948717949,0.320634254998418,61.54,0.615384615384615,7.79,0.0135837636568773,-0.05,"video + audio","bigger pos PE",33.33
"20",10,5.02564102564103,0.0787893671699593,19.3076923076923,0.29065175990501,22.8717948717949,0.320634254998418,61.54,0.615384615384615,7.79,0.0135837636568773,-0.05,"video + audio","bigger pos PE",33.33
"21",11,7.85714285714286,0.0770818860251251,25.5555555555555,0.357052755687187,22.5357142857143,0.33127197084826,64.29,0.642857142857143,9.06,0.0493854942774038,-0.12,"video + audio","bigger pos PE",67.86
"22",11,7.85714285714286,0.0770818860251251,25.5555555555555,0.357052755687187,22.5357142857143,0.33127197084826,64.29,0.642857142857143,9.06,0.0202702004509365,-0.12,"video + audio","bigger pos PE",67.86
"23",11,7.85714285714286,0.0770818860251251,25.5555555555555,0.357052755687187,22.5357142857143,0.33127197084826,64.29,0.642857142857143,9.06,0.0202702004509365,-0.12,"video + audio","bigger pos PE",67.86
"24",11,7.85714285714286,0.0770818860251251,25.5555555555555,0.357052755687187,22.5357142857143,0.33127197084826,64.29,0.642857142857143,9.06,0.0202702004509365,-0.12,"video + audio","bigger pos PE",67.86
"25",12,5.16,0.0904736862661673,21.32,0.397802135215887,22.44,0.383318840305735,48,0.48,9.99,0.0313334795021456,0.14,"video + audio","bigger pos PE",40
"26",12,5.16,0.0904736862661673,21.32,0.397802135215887,22.44,0.383318840305735,48,0.48,9.99,0.0171932384550701,0.14,"video + audio","bigger pos PE",40
"27",12,5.16,0.0904736862661673,21.32,0.397802135215887,22.44,0.383318840305735,48,0.48,9.99,0.0171932384550701,0.14,"video + audio","bigger pos PE",40
"28",12,5.16,0.0904736862661673,21.32,0.397802135215887,22.44,0.383318840305735,48,0.48,9.99,0.0171932384550701,0.14,"video + audio","bigger pos PE",40
"29",13,5.76216216216216,0.0860399083790355,17.4756756756757,0.345651497409545,22.3636363636364,0.463122540165948,59.09,0.590909090909091,10.48,0.0271872525094644,-0.07,"video + audio","biggest pos & neg PE",35.48
"30",13,5.76216216216216,0.0860399083790355,17.4756756756757,0.345651497409545,22.3636363636364,0.463122540165948,59.09,0.590909090909091,10.48,0.0155329174847088,-0.07,"video + audio","biggest pos & neg PE",35.48
"31",13,5.76216216216216,0.0860399083790355,17.4756756756757,0.345651497409545,22.3636363636364,0.463122540165948,59.09,0.590909090909091,10.48,0.0155329174847088,-0.07,"video + audio","biggest pos & neg PE",35.48
"32",13,5.76216216216216,0.0860399083790355,17.4756756756757,0.345651497409545,22.3636363636364,0.463122540165948,59.09,0.590909090909091,10.48,0.0155329174847088,-0.07,"video + audio","biggest pos & neg PE",35.48
"33",14,5.56730273336772,0.0642367613298482,21.677153171738,0.243829031783977,22.74,0.278201219205357,66,0.66,6.7,0.0162238362755687,-0.03,"video + audio","bigger pos PE",34.15
"34",14,5.56730273336772,0.0642367613298482,21.677153171738,0.243829031783977,22.74,0.278201219205357,66,0.66,6.7,0.0134689496324302,-0.03,"video + audio","bigger pos PE",34.15
"35",14,5.56730273336772,0.0642367613298482,21.677153171738,0.243829031783977,22.74,0.278201219205357,66,0.66,6.7,0.0134689496324302,-0.03,"video + audio","bigger pos PE",34.15
"36",14,5.56730273336772,0.0642367613298482,21.677153171738,0.243829031783977,22.74,0.278201219205357,66,0.66,6.7,0.0134689496324302,-0.03,"video + audio","bigger pos PE",34.15
"37",15,5.86206896551724,0.0925398840024666,21.2758620689655,0.308686358606908,22.8620689655172,0.363765670293833,58.62,0.586206896551724,9.15,0.0538801857804993,-0.15,"video + audio","bigger pos PE",41.38
"38",15,5.86206896551724,0.0925398840024666,21.2758620689655,0.308686358606908,22.8620689655172,0.363765670293833,58.62,0.586206896551724,9.15,0.0215385652648246,-0.15,"video + audio","bigger pos PE",41.38
"39",15,5.86206896551724,0.0925398840024666,21.2758620689655,0.308686358606908,22.8620689655172,0.363765670293833,58.62,0.586206896551724,9.15,0.0215385652648246,-0.15,"video + audio","bigger pos PE",41.38
"40",15,5.86206896551724,0.0925398840024666,21.2758620689655,0.308686358606908,22.8620689655172,0.363765670293833,58.62,0.586206896551724,9.15,0.0215385652648246,-0.15,"video + audio","bigger pos PE",41.38
"41",16,5.57191489361702,0.0673712749362476,16.9514893617021,0.280609022760588,22.74,0.278201219205357,66,0.66,6.7,0.0379579569844532,-0.13,"video + audio","bigger pos PE",42.86
"42",16,5.57191489361702,0.0673712749362476,16.9514893617021,0.280609022760588,22.74,0.278201219205357,66,0.66,6.7,0.0173305220704093,-0.11,"video + audio","bigger pos PE",42.86
"43",16,5.57191489361702,0.0673712749362476,16.9514893617021,0.280609022760588,22.74,0.278201219205357,66,0.66,6.7,0.0173305220704093,-0.11,"video + audio","bigger pos PE",42.86
"44",16,5.57191489361702,0.0673712749362476,16.9514893617021,0.280609022760588,22.74,0.278201219205357,66,0.66,6.7,0.0173305220704093,-0.11,"video + audio","bigger pos PE",42.86
"45",18,5.9644513137558,0.0727667740802207,21.2797527047913,0.330013595211069,22.2051282051282,0.322731859511433,53.85,0.538461538461538,7.98,0.0259465013147802,-0.05,"video + audio","bigger pos PE",43.59
"46",18,5.9644513137558,0.0727667740802207,21.2797527047913,0.330013595211069,22.2051282051282,0.322731859511433,53.85,0.538461538461538,7.98,0.0174247845969525,-0.04,"video + audio","bigger pos PE",43.59
"47",18,5.9644513137558,0.0727667740802207,21.2797527047913,0.330013595211069,22.2051282051282,0.322731859511433,53.85,0.538461538461538,7.98,0.0174247845969525,-0.04,"video + audio","bigger pos PE",43.59
"48",18,5.9644513137558,0.0727667740802207,21.2797527047913,0.330013595211069,22.2051282051282,0.322731859511433,53.85,0.538461538461538,7.98,0.0174247845969525,-0.04,"video + audio","bigger pos PE",43.59
"49",19,7.25,0.0751496682760546,25.875,0.286675955006239,22.375,0.296750564339644,70,0.7,7.25,0.0364726633647814,-0.09,"video + audio","bigger pos PE",65
"50",19,7.25,0.0751496682760546,25.875,0.286675955006239,22.375,0.296750564339644,70,0.7,7.25,0.0168963783322651,-0.09,"video + audio","bigger pos PE",65
"51",19,7.25,0.0751496682760546,25.875,0.286675955006239,22.375,0.296750564339644,70,0.7,7.25,0.0168963783322651,-0.09,"video + audio","bigger pos PE",65
"52",19,7.25,0.0751496682760546,25.875,0.286675955006239,22.375,0.296750564339644,70,0.7,7.25,0.0168963783322651,-0.09,"video + audio","bigger pos PE",65
"53",20,6.16171617161716,0.0863288583944986,22.4950495049505,0.293648615354021,23.0526315789474,0.289570654907527,73.68,0.736842105263158,7.14,0.0279414195452764,-0.02,"video + audio","bigger pos PE",52.63
"54",20,6.16171617161716,0.0863288583944986,22.4950495049505,0.293648615354021,23.0526315789474,0.289570654907527,73.68,0.736842105263158,7.14,0.015292567506179,-0.02,"video + audio","bigger pos PE",52.63
"55",20,6.16171617161716,0.0863288583944986,22.4950495049505,0.293648615354021,23.0526315789474,0.289570654907527,73.68,0.736842105263158,7.14,0.015292567506179,-0.02,"video + audio","bigger pos PE",52.63
"56",20,6.16171617161716,0.0863288583944986,22.4950495049505,0.293648615354021,23.0526315789474,0.289570654907527,73.68,0.736842105263158,7.14,0.015292567506179,-0.02,"video + audio","bigger pos PE",52.63
"57",21,5.70343275182892,0.0765978724125352,22.5306696679797,0.337147710609122,23.75,0.411877235523957,50,0.5,17.68,0.0412621590044904,-0.11,"video + audio","bigger pos PE",48.65
"58",21,5.70343275182892,0.0765978724125352,22.5306696679797,0.337147710609122,23.75,0.411877235523957,50,0.5,17.68,0.0171442626839691,-0.13,"video + audio","bigger pos PE",48.65
"59",21,5.70343275182892,0.0765978724125352,22.5306696679797,0.337147710609122,23.75,0.411877235523957,50,0.5,17.68,0.0171442626839691,-0.13,"video + audio","bigger pos PE",48.65
"60",21,5.70343275182892,0.0765978724125352,22.5306696679797,0.337147710609122,23.75,0.411877235523957,50,0.5,17.68,0.0171442626839691,-0.13,"video + audio","bigger pos PE",48.65
"61",22,5.525,0.0712772442267129,22.375,0.24595145515076,22.925,0.2566737428262,57.5,0.575,7.82,0.0281208277302645,-0.08,"video + audio","bigger pos PE",37.5
"62",22,5.525,0.0712772442267129,22.375,0.24595145515076,22.925,0.2566737428262,57.5,0.575,7.82,0.0156835414310068,-0.07,"video + audio","bigger pos PE",37.5
"63",22,5.525,0.0712772442267129,22.375,0.24595145515076,22.925,0.2566737428262,57.5,0.575,7.82,0.0156835414310068,-0.07,"video + audio","bigger pos PE",37.5
"64",22,5.525,0.0712772442267129,22.375,0.24595145515076,22.925,0.2566737428262,57.5,0.575,7.82,0.0156835414310068,-0.07,"video + audio","bigger pos PE",37.5
