"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","counterbalance.vu6m","Multiple.Choice.object.2.Response","Multiple.Choice.object.2.Quantised","Random_ID"
"1",1708987270708,"26/02/2024 22:41:10",1708987270708,0,"26/02/2024 22:41:10",167771,4,"questionnaire-xamc",NA,35531405,10497107,NA,"complete",NA,"65dd128f14235118bfba143b","computer","Desktop or Laptop","Mac OS 10.12.5","Chrome 103.0.0.0","1440x900","1440x733",NA,NA,0,"Attention Check 1 (Clone)",1,"BCADJEIFHG","Passed AC2","","Chocking_second","1","2","SUPPRF92592"
"1",1708987966541,"26/02/2024 22:52:46",1708969966541,-5,"26/02/2024 12:52:46",167771,4,"questionnaire-xamc",NA,35531765,10497206,NA,"complete",NA,"65dd15a4b19c2e0e7e317336","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1440x900","1440x756",NA,NA,0,"Attention Check 1 (Clone)",1,"CDBEAFJGIH","Passed AC2","","Chocking_first","1","2","SUPPRF58118"
"1",1708989572316,"26/02/2024 23:19:32",1708960772316,-8,"26/02/2024 07:19:32",167771,4,"questionnaire-xamc",NA,35532262,10497384,NA,"complete",NA,"65dd1bfd63f7579fba93854f","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1280x720","1280x598",NA,NA,0,"Attention Check 1 (Clone)",1,"DECFBGAHJI","Passed AC2","","Chocking_second","1","2","SUPPRF08836"
"1",1708989753409,"26/02/2024 23:22:33",1708968153409,-6,"26/02/2024 11:22:33",167771,4,"questionnaire-xamc",NA,35532316,10497399,NA,"complete",NA,"65dd1ca0f449c4ea1954aa2e","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1536x864","1536x730",NA,NA,0,"Attention Check 1 (Clone)",1,"EFDGCHBIAJ","Passed AC2","","Chocking_first","1","2","SUPPRF18750"
"1",1708990966310,"26/02/2024 23:42:46",1708972966310,-5,"26/02/2024 13:42:46",167771,4,"questionnaire-xamc",NA,35533041,10497582,NA,"complete",NA,"65dd211d9bf636d07f0a3a6e","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x813",NA,NA,0,"Attention Check 1 (Clone)",1,"FGEHDICJBA","Passed AC2","","Chocking_second","1","2","SUPPRF54273"
"1",1708991019155,"26/02/2024 23:43:39",1708969419155,-6,"26/02/2024 11:43:39",167771,4,"questionnaire-xamc",NA,35533072,10497564,NA,"complete",NA,"65dd20e33fc2d138bc97fc5b","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1440x900","1440x657",NA,NA,0,"Attention Check 1 (Clone)",1,"GHFIEJDACB","Passed AC2","","Chocking_first","1","2","SUPPRF28471"
"1",1708991122435,"26/02/2024 23:45:22",1708965922435,-7,"26/02/2024 09:45:22",167771,4,"questionnaire-xamc",NA,35533113,10497599,NA,"complete",NA,"65dd2215187f1e33aa011703","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1457x685",NA,NA,0,"Attention Check 1 (Clone)",1,"HIGJFAEBDC","Passed AC2","","Chocking_second","1","2","SUPPRF35623"
"1",1708991362566,"26/02/2024 23:49:22",1708994962566,1,"27/02/2024 01:49:22",167771,4,"questionnaire-xamc",NA,35533225,10497585,NA,"complete",NA,"65dd1f2e0a96edde8acceaa3","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1067x600","1067x465",NA,NA,0,"Attention Check 1 (Clone)",1,"IJHAGBFCED","Passed AC2","","Chocking_first","1","2","SUPPRF54803"
"1",1708991890062,"26/02/2024 23:58:10",1708970290062,-6,"26/02/2024 11:58:10",167771,4,"questionnaire-xamc",NA,35533451,10497657,NA,"complete",NA,"65dd250f1f33c57dc3b550d7","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x683",NA,NA,0,"Attention Check 1 (Clone)",1,"JAIBHCGDFE","Passed AC2","","Chocking_first","1","2","SUPPRF59017"
"1",1708992243687,"27/02/2024 00:04:03",1708974243687,-5,"26/02/2024 14:04:03",167771,4,"questionnaire-xamc",NA,35533574,10497693,NA,"complete",NA,"65dd26a71eb656fe97f930ca","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1536x864","1536x703",NA,NA,0,"Attention Check 1 (Clone)",1,"BCADJEIFHG","Passed AC2","","Chocking_second","1","2","SUPPRF03892"
"1",1708992949159,"27/02/2024 00:15:49",1708974949159,-5,"26/02/2024 14:15:49",167771,4,"questionnaire-xamc",NA,35533803,10497745,NA,"complete",NA,"65dd29628a4dc20718733aed","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x813",NA,NA,0,"Attention Check 1 (Clone)",1,"CDBEAFJGIH","Passed AC2","","Chocking_second","1","2","SUPPRF74334"
"1",1708993238668,"27/02/2024 00:20:38",1708975238668,-5,"26/02/2024 14:20:38",167771,4,"questionnaire-xamc",NA,35533928,10497777,NA,"complete",NA,"65dd2a211eb656fe97f93204","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1536x864","1536x695",NA,NA,0,"Attention Check 1 (Clone)",1,"DECFBGAHJI","Passed AC2","","Chocking_second","1","2","SUPPRF03799"
"1",1708994135370,"27/02/2024 00:35:35",1708976135370,-5,"26/02/2024 14:35:35",167771,4,"questionnaire-xamc",NA,35534137,10497832,NA,"complete",NA,"65dd2dfcb5a870c7880be710","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1470x956","1470x833",NA,NA,0,"Attention Check 1 (Clone)",1,"EFDGCHBIAJ","Passed AC2","","Chocking_first","1","2","SUPPRF65916"
"1",1708995698743,"27/02/2024 01:01:38",1708977698743,-5,"26/02/2024 15:01:38",167771,4,"questionnaire-xamc",NA,35534506,10497905,NA,"complete",NA,"65dd3418b21f223565a33b74","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1440x900","1228x787",NA,NA,0,"Attention Check 1 (Clone)",1,"FGEHDICJBA","Passed AC2","","Chocking_second","1","2","SUPPRF41953"
"1",1708995881962,"27/02/2024 01:04:41",1708977881962,-5,"26/02/2024 15:04:41",167771,4,"questionnaire-xamc",NA,35534537,10497913,NA,"complete",NA,"65dd34d9e2fb1f27d251d5d3","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1494x934","1494x799",NA,NA,0,"Attention Check 1 (Clone)",1,"GHFIEJDACB","Passed AC2","","Chocking_first","1","2","SUPPRF16573"
"1",1708996489514,"27/02/2024 01:14:49",1708978489514,-5,"26/02/2024 15:14:49",167771,4,"questionnaire-xamc",NA,35534650,10497935,NA,"complete",NA,"65dd3709269e3078a5cb3e15","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x739",NA,NA,0,"Attention Check 1 (Clone)",1,"HIGJFAEBDC","Passed AC2","","Chocking_first","1","2","SUPPRF52507"
"1",1708997392431,"27/02/2024 01:29:52",1708968592431,-8,"26/02/2024 09:29:52",167771,4,"questionnaire-xamc",NA,35534769,10497970,NA,"complete",NA,"65dd3a335c4c8090ce3cc61a","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x953",NA,NA,0,"Attention Check 1 (Clone)",1,"IJHAGBFCED","Passed AC2","","Chocking_second","1","2","SUPPRF66564"
"1",1709001158279,"27/02/2024 02:32:38",1709001158279,0,"27/02/2024 02:32:38",167771,4,"questionnaire-xamc",NA,35535094,10498091,NA,"complete",NA,"65dd4969a41d2ed79a980911","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 118.0.0.0","1470x956","1470x803",NA,NA,0,"Attention Check 1 (Clone)",1,"JAIBHCGDFE","Passed AC2","","Chocking_first","1","2","SUPPRF15429"
"1",1709003186595,"27/02/2024 03:06:26",1708981586595,-6,"26/02/2024 15:06:26",167771,4,"questionnaire-xamc",NA,35535248,10498138,NA,"complete",NA,"65dd51331eb656fe97f93ca0","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"Attention Check 1 (Clone)",1,"ABJCIDHEGF","Passed AC2","","Chocking_second","1","2","SUPPRF92764"
"1",1709003496051,"27/02/2024 03:11:36",1708981896051,-6,"26/02/2024 15:11:36",167771,4,"questionnaire-xamc",NA,35535291,10498149,NA,"complete",NA,"65dd52338631f0035eaafdd8","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1920x1080","1920x955",NA,NA,0,"Attention Check 1 (Clone)",1,"BCADJEIFHG","Passed AC2","","Chocking_first","1","2","SUPPRF01574"
"1",1709006891068,"27/02/2024 04:08:11",1708985291068,-6,"26/02/2024 16:08:11",167771,4,"questionnaire-xamc",NA,35535800,10498297,NA,"complete",NA,"65dd5f528631f0035eab0087","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1536x864","1536x730",NA,NA,0,"Attention Check 1 (Clone)",1,"CDBEAFJGIH","Passed AC2","","Chocking_second","1","2","SUPPRF56111"
