faces,Count_Critical,Percentage_Critical,Count_Easy,Percentage_Easy,rank_Easy,rank_Critical,Critical_pvalue,Easy_pvalue
CFD-AM-220-134-N.jpg,18,81.82,0,0,17,3,1.4882282217623127e-10,1
CFD-AM-223-138-N.jpg,14,63.64,0,0,17,7,0.0034669738030406656,1
CFD-AM-225-102-N.jpg,15,68.18,0,0,17,6,2.3262907903552494e-4,1
CFD-BF-029-031-N.jpg,14,63.64,0,0,17,7,0.0034669738030406656,1
CFD-BM-028-002-N.jpg,17,77.27,0,0,17,4,5.790134039964592e-8,1
CFD-BM-045-004-N.jpg,16,72.73,0,0,17,5,3.39767312473006e-6,1
CFD-MF-309-002-N.jpg,15,68.18,0,0,17,6,2.3262907903552494e-4,1
CFD-MM-308-001-N.jpg,21,95.45,0,0,17,1,2.792334374939647e-19,1
CFD-WF-006-002-N.jpg,16,72.73,0,0,17,5,3.39767312473006e-6,1
CFD-WF-012-002-N.jpg,13,59.09,0,0,17,8,0.04456546275854304,1
CFD-WF-024-003-N.jpg,13,59.09,0,0,17,8,0.04456546275854304,1
CFD-WF-036-023-N.jpg,15,68.18,0,0,17,6,2.3262907903552494e-4,1
CFD-WM-009-002-N.jpg,14,63.64,0,0,17,7,0.0034669738030406656,1
CFD-WM-015-002-N.jpg,17,77.27,0,0,17,4,5.790134039964592e-8,1
CFD-WM-019-003-N.jpg,20,90.91,0,0,17,2,2.747959392398229e-16,1
CFD-WM-026-001-N.jpg,16,72.73,0,0,17,5,3.39767312473006e-6,1
CFD-WM-028-003-N.jpg,15,68.18,0,0,17,6,2.3262907903552494e-4,1
CFD-WM-035-032-N.jpg,21,95.45,0,0,17,1,2.792334374939647e-19,1
CFD-WM-036-031-N.jpg,14,63.64,0,0,17,7,0.0034669738030406656,1
CFD-WM-037-025-N.jpg,13,59.09,0,0,17,8,0.04456546275854304,1
