"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","Multiple.Choice.Grid.object.2.I.swim.across.the.Atlantic.Ocean.to.get.to.work.every.day","Multiple.Choice.Grid.object.2.I.swim.across.the.Atlantic.Ocean.to.get.to.work.every.day.Quantised","Random_ID"
"1",1695838539640,"27/09/2023 18:15:39",1695824139640,-4,"27/09/2023 10:15:39",144636,5,"questionnaire-wop8",NA,31905035,9434076,NA,"complete","lqhvtm","3T111IHZ5KPKFV2VC6YM36UW6JF9RV","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1364x768","1364x619",NA,NA,0,"Attention Check 2 (Clone)",1,"ABJCIDHEGF","Passed AC2","","1-0","1","SUPAMT97235"
"1",1695838625723,"27/09/2023 18:17:05",1695824225723,-4,"27/09/2023 10:17:05",144636,5,"questionnaire-wop8",NA,31905069,9434100,NA,"complete","lmlvva","3MH9DQ7572BRAXHKU6Z10Y33HVEGUX","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x800","1280x651",NA,NA,0,"Attention Check 2 (Clone)",1,"BCADJEIFHG","Passed AC2","","1-0","1","SUPAMT66053"
"1",1695861403992,"28/09/2023 00:36:43",1695847003992,-4,"27/09/2023 16:36:43",144636,5,"questionnaire-wop8",NA,31905514,9434148,NA,"complete","xtoiqa","3NXNZ5RS1GWAXCIG3S0GYP3W57L79U","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"Attention Check 2 (Clone)",1,"DECFBGAHJI","Passed AC2","","1-0","1","SUPAMT90577"
"1",1695840830405,"27/09/2023 18:53:50",1695826430405,-4,"27/09/2023 10:53:50",144636,5,"questionnaire-wop8",NA,31905928,9434766,NA,"complete","jiznez","3NS0A6KXCA78WWBU0TY9HQIIJDWGZP","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 2 (Clone)",1,"HIGJFAEBDC","Passed AC2","","1-0","1","SUPAMT65847"
"1",1695840921989,"27/09/2023 18:55:21",1695826521989,-4,"27/09/2023 10:55:21",144636,5,"questionnaire-wop8",NA,31905971,9434701,NA,"complete","rdlnde","","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 2 (Clone)",1,"FGEHDICJBA","Passed AC2","","1-0","1","SUPAMT41746"
"1",1695840309969,"27/09/2023 18:45:09",1695825909969,-4,"27/09/2023 10:45:09",144636,5,"questionnaire-wop8",NA,31905999,9434753,NA,"complete","ivpjlv","3L6L49WXW6WUD2YLY4PSJXEKSA0456","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 2 (Clone)",1,"JAIBHCGDFE","Passed AC2","","1-0","1","SUPAMT32807"
"1",1695841091415,"27/09/2023 18:58:11",1695826691415,-4,"27/09/2023 10:58:11",144636,5,"questionnaire-wop8",NA,31906064,9434777,NA,"complete","juggof","3NG53N1RL1IZPD36UMOJYFZ6LVBP8W","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 2 (Clone)",1,"ABJCIDHEGF","Passed AC2","","1-0","1","SUPAMT28732"
"1",1695862847059,"28/09/2023 01:00:47",1695848447059,-4,"27/09/2023 17:00:47",144636,5,"questionnaire-wop8",NA,31906130,9434789,NA,"complete","vqanwo","3137ONMDKM4AL1KY46KWWGH0V7KEGE","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x768",NA,NA,0,"Attention Check 2 (Clone)",1,"BCADJEIFHG","Passed AC2","","1-0","1","SUPAMT46237"
"1",1695852188864,"27/09/2023 22:03:08",1695826988864,-7,"27/09/2023 08:03:08",144636,5,"questionnaire-wop8",NA,31906208,9434773,NA,"complete","amahdm","336KAV9KYWRICCTI5SB11FFF30N2Y1","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1360x768","1360x651",NA,NA,0,"Attention Check 2 (Clone)",1,"EFDGCHBIAJ","Passed AC2","","1","2","SUPAMT68806"
"1",1695863330807,"28/09/2023 01:08:50",1695848930807,-4,"27/09/2023 17:08:50",144636,5,"questionnaire-wop8",NA,31906380,9434872,NA,"complete","kkwsod","39KFRKBFITUWJJINSQ9Y8SII45HYO1","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1821x825",NA,NA,0,"Attention Check 2 (Clone)",1,"FGEHDICJBA","Failed AC2","Passed AC1","0-2","3","SUPAMT34408"
