Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,order-ot79,branch-g31k,branch-5gtn,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Manipulation: Spreadsheet
1,1695838551452,27/09/2023 18:15:51,1695824151452,-4,27/09/2023 10:15:51,144636,5,task-hbx7,,31905040,A2YQ0JFI4X7173,9434076,,complete,lqhvtm,3T111IHZ5KPKFV2VC6YM36UW6JF9RV,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1364x768,1364x619,,,0,Task Introduction and Instructions (Clone),9,ABJCIDHEGF,Passed AC2,,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1695838616223,27/09/2023 18:16:56,1695824216223,-4,27/09/2023 10:16:56,144636,5,task-hbx7,,31905040,A2YQ0JFI4X7173,9434076,,complete,lqhvtm,3T111IHZ5KPKFV2VC6YM36UW6JF9RV,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1364x768,1364x619,,,0,Task Introduction and Instructions (Clone),9,ABJCIDHEGF,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 1,anr7sn,1,continue,,64007.59000004768,63997.827000000005,64007.59000004768,64007.59000004768,63997.827000000005,64007.59000004768,1,64007.59000004768,0,0,,Click To Continue,Continue Button,2,object-1944,Task Instructions,
3,1695838619477,27/09/2023 18:16:59,1695824219477,-4,27/09/2023 10:16:59,144636,5,task-hbx7,,31905040,A2YQ0JFI4X7173,9434076,,complete,lqhvtm,3T111IHZ5KPKFV2VC6YM36UW6JF9RV,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1364x768,1364x619,,,0,Task Introduction and Instructions (Clone),9,ABJCIDHEGF,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 2,ce2tc8,2,continue,,3263.3699999999953,3246.703999999998,3263.3699999999953,3263.3699999999953,3246.703999999998,3263.3699999999953,1,3263.3699999999953,0,0,,Click To Continue,Continue Button,2,object-7,Task Instructions,
4,1695838622628,27/09/2023 18:17:02,1695824222628,-4,27/09/2023 10:17:02,144636,5,task-hbx7,,31905040,A2YQ0JFI4X7173,9434076,,complete,lqhvtm,3T111IHZ5KPKFV2VC6YM36UW6JF9RV,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1364x768,1364x619,,,0,Task Introduction and Instructions (Clone),9,ABJCIDHEGF,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 5,spepx9,3,continue,,3168.259000095364,3162.8649999999907,3168.259000095364,3168.259000095364,3162.8649999999907,3168.259000095364,1,3168.259000095364,0,0,,Click To Continue,Continue Button,2,object-9,Task Instructions,
5,1695838626080,27/09/2023 18:17:06,1695824226080,-4,27/09/2023 10:17:06,144636,5,task-hbx7,,31905040,A2YQ0JFI4X7173,9434076,,complete,lqhvtm,3T111IHZ5KPKFV2VC6YM36UW6JF9RV,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1364x768,1364x619,,,0,Task Introduction and Instructions (Clone),9,ABJCIDHEGF,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 9,8nvnao,4,continue,,3457.2939999523223,3442.7850000000035,3457.2939999523223,3457.2939999523223,3442.7850000000035,3457.2939999523223,1,3457.2939999523223,0,0,,Click To Continue,Continue Button,2,object-44,Task Instructions,
6,1695838626082,27/09/2023 18:17:06,1695824226082,-4,27/09/2023 10:17:06,144636,5,task-hbx7,,31905040,A2YQ0JFI4X7173,9434076,,complete,lqhvtm,3T111IHZ5KPKFV2VC6YM36UW6JF9RV,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1364x768,1364x619,,,0,Task Introduction and Instructions (Clone),9,ABJCIDHEGF,Passed AC2,,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1695838635830,27/09/2023 18:17:15,1695824235830,-4,27/09/2023 10:17:15,144636,5,task-hbx7,,31905075,A12V4FYXCW31LN,9434100,,complete,lmlvva,3MH9DQ7572BRAXHKU6Z10Y33HVEGUX,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x800,1280x651,,,0,Task Introduction and Instructions (Clone),9,BCADJEIFHG,Passed AC2,,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1695838638862,27/09/2023 18:17:18,1695824238862,-4,27/09/2023 10:17:18,144636,5,task-hbx7,,31905075,A12V4FYXCW31LN,9434100,,complete,lmlvva,3MH9DQ7572BRAXHKU6Z10Y33HVEGUX,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x800,1280x651,,,0,Task Introduction and Instructions (Clone),9,BCADJEIFHG,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 1,anr7sn,1,continue,,3010.4410000000003,2993.775,3010.4410000000003,3010.4410000000003,2993.775,3010.4410000000003,1,3010.4410000000003,0,0,,Click To Continue,Continue Button,2,object-1944,Task Instructions,
3,1695838641894,27/09/2023 18:17:21,1695824241894,-4,27/09/2023 10:17:21,144636,5,task-hbx7,,31905075,A12V4FYXCW31LN,9434100,,complete,lmlvva,3MH9DQ7572BRAXHKU6Z10Y33HVEGUX,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x800,1280x651,,,0,Task Introduction and Instructions (Clone),9,BCADJEIFHG,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 2,ce2tc8,2,continue,,3049.3170001907347,3037.852999999999,3049.3170001907347,3049.3170001907347,3037.852999999999,3049.3170001907347,1,3049.3170001907347,0,0,,Click To Continue,Continue Button,2,object-7,Task Instructions,
4,1695838644511,27/09/2023 18:17:24,1695824244511,-4,27/09/2023 10:17:24,144636,5,task-hbx7,,31905075,A12V4FYXCW31LN,9434100,,complete,lmlvva,3MH9DQ7572BRAXHKU6Z10Y33HVEGUX,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x800,1280x651,,,0,Task Introduction and Instructions (Clone),9,BCADJEIFHG,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 5,spepx9,3,continue,,2629.2640003814704,2621.6190000000006,2629.2640003814704,2629.2640003814704,2621.6190000000006,2629.2640003814704,1,2629.2640003814704,0,0,,Click To Continue,Continue Button,2,object-9,Task Instructions,
5,1695838647365,27/09/2023 18:17:27,1695824247365,-4,27/09/2023 10:17:27,144636,5,task-hbx7,,31905075,A12V4FYXCW31LN,9434100,,complete,lmlvva,3MH9DQ7572BRAXHKU6Z10Y33HVEGUX,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x800,1280x651,,,0,Task Introduction and Instructions (Clone),9,BCADJEIFHG,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 9,8nvnao,4,continue,,2860.845000190735,2846.2909999999993,2860.845000190735,2860.845000190735,2846.2909999999993,2860.845000190735,1,2860.845000190735,0,0,,Click To Continue,Continue Button,2,object-44,Task Instructions,
6,1695838647369,27/09/2023 18:17:27,1695824247369,-4,27/09/2023 10:17:27,144636,5,task-hbx7,,31905075,A12V4FYXCW31LN,9434100,,complete,lmlvva,3MH9DQ7572BRAXHKU6Z10Y33HVEGUX,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x800,1280x651,,,0,Task Introduction and Instructions (Clone),9,BCADJEIFHG,Passed AC2,,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1695861420658,28/09/2023 00:37:00,1695847020658,-4,27/09/2023 16:37:00,144636,5,task-hbx7,,31905523,AULO9M89G1SLU,9434148,,complete,xtoiqa,3NXNZ5RS1GWAXCIG3S0GYP3W57L79U,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x1024,1280x875,,,0,Task Introduction and Instructions (Clone),9,DECFBGAHJI,Passed AC2,,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1695861425235,28/09/2023 00:37:05,1695847025235,-4,27/09/2023 16:37:05,144636,5,task-hbx7,,31905523,AULO9M89G1SLU,9434148,,complete,xtoiqa,3NXNZ5RS1GWAXCIG3S0GYP3W57L79U,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x1024,1280x875,,,0,Task Introduction and Instructions (Clone),9,DECFBGAHJI,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 1,anr7sn,1,continue,,4379.499000047684,4355.931,4379.499000047684,4379.499000047684,4355.931,4379.499000047684,1,4379.499000047684,0,0,,Click To Continue,Continue Button,2,object-1944,Task Instructions,
3,1695861432579,28/09/2023 00:37:12,1695847032579,-4,27/09/2023 16:37:12,144636,5,task-hbx7,,31905523,AULO9M89G1SLU,9434148,,complete,xtoiqa,3NXNZ5RS1GWAXCIG3S0GYP3W57L79U,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x1024,1280x875,,,0,Task Introduction and Instructions (Clone),9,DECFBGAHJI,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 2,ce2tc8,2,continue,,7368.068000047684,7340.273000000001,7368.068000047684,7368.068000047684,7340.273000000001,7368.068000047684,1,7368.068000047684,0,0,,Click To Continue,Continue Button,2,object-7,Task Instructions,
4,1695861437001,28/09/2023 00:37:17,1695847037001,-4,27/09/2023 16:37:17,144636,5,task-hbx7,,31905523,AULO9M89G1SLU,9434148,,complete,xtoiqa,3NXNZ5RS1GWAXCIG3S0GYP3W57L79U,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x1024,1280x875,,,0,Task Introduction and Instructions (Clone),9,DECFBGAHJI,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 5,spepx9,3,continue,,4450.1950001430505,4425.915999999999,4450.1950001430505,4450.1950001430505,4425.915999999999,4450.1950001430505,1,4450.1950001430505,0,0,,Click To Continue,Continue Button,2,object-9,Task Instructions,
5,1695861441602,28/09/2023 00:37:21,1695847041602,-4,27/09/2023 16:37:21,144636,5,task-hbx7,,31905523,AULO9M89G1SLU,9434148,,complete,xtoiqa,3NXNZ5RS1GWAXCIG3S0GYP3W57L79U,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x1024,1280x875,,,0,Task Introduction and Instructions (Clone),9,DECFBGAHJI,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 9,8nvnao,4,continue,,4624.979000190735,4615.9360000000015,4624.979000190735,4624.979000190735,4615.9360000000015,4624.979000190735,1,4624.979000190735,0,0,,Click To Continue,Continue Button,2,object-44,Task Instructions,
6,1695861441605,28/09/2023 00:37:21,1695847041605,-4,27/09/2023 16:37:21,144636,5,task-hbx7,,31905523,AULO9M89G1SLU,9434148,,complete,xtoiqa,3NXNZ5RS1GWAXCIG3S0GYP3W57L79U,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x1024,1280x875,,,0,Task Introduction and Instructions (Clone),9,DECFBGAHJI,Passed AC2,,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1695840889144,27/09/2023 18:54:49,1695826489144,-4,27/09/2023 10:54:49,144636,5,task-hbx7,,31905953,A39XW0561NNM5C,9434766,,complete,jiznez,3NS0A6KXCA78WWBU0TY9HQIIJDWGZP,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,Task Introduction and Instructions (Clone),9,HIGJFAEBDC,Passed AC2,,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1695840892465,27/09/2023 18:54:52,1695826492465,-4,27/09/2023 10:54:52,144636,5,task-hbx7,,31905953,A39XW0561NNM5C,9434766,,complete,jiznez,3NS0A6KXCA78WWBU0TY9HQIIJDWGZP,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,Task Introduction and Instructions (Clone),9,HIGJFAEBDC,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 1,anr7sn,1,continue,,3193.6610000953674,3182.7369999999996,3193.6610000953674,3193.6610000953674,3182.7369999999996,3193.6610000953674,1,3193.6610000953674,0,0,,Click To Continue,Continue Button,2,object-1944,Task Instructions,
3,1695840895759,27/09/2023 18:54:55,1695826495759,-4,27/09/2023 10:54:55,144636,5,task-hbx7,,31905953,A39XW0561NNM5C,9434766,,complete,jiznez,3NS0A6KXCA78WWBU0TY9HQIIJDWGZP,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,Task Introduction and Instructions (Clone),9,HIGJFAEBDC,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 2,ce2tc8,2,continue,,3304.924000095368,3288.8020000000006,3304.924000095368,3304.924000095368,3288.8020000000006,3304.924000095368,1,3304.924000095368,0,0,,Click To Continue,Continue Button,2,object-7,Task Instructions,
4,1695840900582,27/09/2023 18:55:00,1695826500582,-4,27/09/2023 10:55:00,144636,5,task-hbx7,,31905953,A39XW0561NNM5C,9434766,,complete,jiznez,3NS0A6KXCA78WWBU0TY9HQIIJDWGZP,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,Task Introduction and Instructions (Clone),9,HIGJFAEBDC,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 5,spepx9,3,continue,,4839.222,4834.003999999999,4839.222,4839.222,4834.003999999999,4839.222,1,4839.222,0,0,,Click To Continue,Continue Button,2,object-9,Task Instructions,
5,1695840905607,27/09/2023 18:55:05,1695826505607,-4,27/09/2023 10:55:05,144636,5,task-hbx7,,31905953,A39XW0561NNM5C,9434766,,complete,jiznez,3NS0A6KXCA78WWBU0TY9HQIIJDWGZP,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,Task Introduction and Instructions (Clone),9,HIGJFAEBDC,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 9,8nvnao,4,continue,,5029.718000000001,5025.797000000002,5029.718000000001,5029.718000000001,5025.797000000002,5029.718000000001,1,5029.718000000001,0,0,,Click To Continue,Continue Button,2,object-44,Task Instructions,
6,1695840905608,27/09/2023 18:55:05,1695826505608,-4,27/09/2023 10:55:05,144636,5,task-hbx7,,31905953,A39XW0561NNM5C,9434766,,complete,jiznez,3NS0A6KXCA78WWBU0TY9HQIIJDWGZP,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,Task Introduction and Instructions (Clone),9,HIGJFAEBDC,Passed AC2,,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1695840933295,27/09/2023 18:55:33,1695826533295,-4,27/09/2023 10:55:33,144636,5,task-hbx7,,31905978,hdmdjh92,9434701,,complete,rdlnde,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,Task Introduction and Instructions (Clone),9,FGEHDICJBA,Passed AC2,,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1695840937613,27/09/2023 18:55:37,1695826537613,-4,27/09/2023 10:55:37,144636,5,task-hbx7,,31905978,hdmdjh92,9434701,,complete,rdlnde,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,Task Introduction and Instructions (Clone),9,FGEHDICJBA,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 1,anr7sn,1,continue,,4212.205999999998,4195.539999999999,4212.205999999998,4212.205999999998,4195.539999999999,4212.205999999998,1,4212.205999999998,0,0,,Click To Continue,Continue Button,2,object-1944,Task Instructions,
3,1695840940889,27/09/2023 18:55:40,1695826540889,-4,27/09/2023 10:55:40,144636,5,task-hbx7,,31905978,hdmdjh92,9434701,,complete,rdlnde,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,Task Introduction and Instructions (Clone),9,FGEHDICJBA,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 2,ce2tc8,2,continue,,3294.6339998569492,3285.970000000001,3294.6339998569492,3294.6339998569492,3285.970000000001,3294.6339998569492,1,3294.6339998569492,0,0,,Click To Continue,Continue Button,2,object-7,Task Instructions,
4,1695840943979,27/09/2023 18:55:43,1695826543979,-4,27/09/2023 10:55:43,144636,5,task-hbx7,,31905978,hdmdjh92,9434701,,complete,rdlnde,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,Task Introduction and Instructions (Clone),9,FGEHDICJBA,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 5,spepx9,3,continue,,3099.263999999999,3084.708999999999,3099.263999999999,3099.263999999999,3084.708999999999,3099.263999999999,1,3099.263999999999,0,0,,Click To Continue,Continue Button,2,object-9,Task Instructions,
5,1695840947209,27/09/2023 18:55:47,1695826547209,-4,27/09/2023 10:55:47,144636,5,task-hbx7,,31905978,hdmdjh92,9434701,,complete,rdlnde,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,Task Introduction and Instructions (Clone),9,FGEHDICJBA,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 9,8nvnao,4,continue,,3244.8549999523166,3240.708999999999,3244.8549999523166,3244.8549999523166,3240.708999999999,3244.8549999523166,1,3244.8549999523166,0,0,,Click To Continue,Continue Button,2,object-44,Task Instructions,
6,1695840947211,27/09/2023 18:55:47,1695826547211,-4,27/09/2023 10:55:47,144636,5,task-hbx7,,31905978,hdmdjh92,9434701,,complete,rdlnde,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,Task Introduction and Instructions (Clone),9,FGEHDICJBA,Passed AC2,,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1695840317826,27/09/2023 18:45:17,1695825917826,-4,27/09/2023 10:45:17,144636,5,task-hbx7,,31906005,A2BKDTJLK6AGV1,9434753,,complete,ivpjlv,3L6L49WXW6WUD2YLY4PSJXEKSA0456,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,Task Introduction and Instructions (Clone),9,JAIBHCGDFE,Passed AC2,,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1695840322365,27/09/2023 18:45:22,1695825922365,-4,27/09/2023 10:45:22,144636,5,task-hbx7,,31906005,A2BKDTJLK6AGV1,9434753,,complete,ivpjlv,3L6L49WXW6WUD2YLY4PSJXEKSA0456,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,Task Introduction and Instructions (Clone),9,JAIBHCGDFE,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 1,anr7sn,1,continue,,4369.342999976158,4363.089,4369.342999976158,4369.342999976158,4363.089,4369.342999976158,1,4369.342999976158,0,0,,Click To Continue,Continue Button,2,object-1944,Task Instructions,
3,1695840327523,27/09/2023 18:45:27,1695825927523,-4,27/09/2023 10:45:27,144636,5,task-hbx7,,31906005,A2BKDTJLK6AGV1,9434753,,complete,ivpjlv,3L6L49WXW6WUD2YLY4PSJXEKSA0456,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,Task Introduction and Instructions (Clone),9,JAIBHCGDFE,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 2,ce2tc8,2,continue,,5161.804999999999,5145.139,5161.804999999999,5161.804999999999,5145.139,5161.804999999999,1,5161.804999999999,0,0,,Click To Continue,Continue Button,2,object-7,Task Instructions,
4,1695840332020,27/09/2023 18:45:32,1695825932020,-4,27/09/2023 10:45:32,144636,5,task-hbx7,,31906005,A2BKDTJLK6AGV1,9434753,,complete,ivpjlv,3L6L49WXW6WUD2YLY4PSJXEKSA0456,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,Task Introduction and Instructions (Clone),9,JAIBHCGDFE,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 5,spepx9,3,continue,,4516.614999976158,4511.544,4516.614999976158,4516.614999976158,4511.544,4516.614999976158,1,4516.614999976158,0,0,,Click To Continue,Continue Button,2,object-9,Task Instructions,
5,1695840336313,27/09/2023 18:45:36,1695825936313,-4,27/09/2023 10:45:36,144636,5,task-hbx7,,31906005,A2BKDTJLK6AGV1,9434753,,complete,ivpjlv,3L6L49WXW6WUD2YLY4PSJXEKSA0456,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,Task Introduction and Instructions (Clone),9,JAIBHCGDFE,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 9,8nvnao,4,continue,,4297.471000011921,4288.699999999999,4297.471000011921,4297.471000011921,4288.699999999999,4297.471000011921,1,4297.471000011921,0,0,,Click To Continue,Continue Button,2,object-44,Task Instructions,
6,1695840336315,27/09/2023 18:45:36,1695825936315,-4,27/09/2023 10:45:36,144636,5,task-hbx7,,31906005,A2BKDTJLK6AGV1,9434753,,complete,ivpjlv,3L6L49WXW6WUD2YLY4PSJXEKSA0456,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,Task Introduction and Instructions (Clone),9,JAIBHCGDFE,Passed AC2,,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1695841117022,27/09/2023 18:58:37,1695826717022,-4,27/09/2023 10:58:37,144636,5,task-hbx7,,31906079,A1ET1BCJ2DHKML,9434777,,complete,juggof,3NG53N1RL1IZPD36UMOJYFZ6LVBP8W,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,Task Introduction and Instructions (Clone),9,ABJCIDHEGF,Passed AC2,,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1695841120579,27/09/2023 18:58:40,1695826720579,-4,27/09/2023 10:58:40,144636,5,task-hbx7,,31906079,A1ET1BCJ2DHKML,9434777,,complete,juggof,3NG53N1RL1IZPD36UMOJYFZ6LVBP8W,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,Task Introduction and Instructions (Clone),9,ABJCIDHEGF,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 1,anr7sn,1,continue,,3331.7570000953674,3327.777,3331.7570000953674,3331.7570000953674,3327.777,3331.7570000953674,1,3331.7570000953674,0,0,,Click To Continue,Continue Button,2,object-1944,Task Instructions,
3,1695841123955,27/09/2023 18:58:43,1695826723955,-4,27/09/2023 10:58:43,144636,5,task-hbx7,,31906079,A1ET1BCJ2DHKML,9434777,,complete,juggof,3NG53N1RL1IZPD36UMOJYFZ6LVBP8W,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,Task Introduction and Instructions (Clone),9,ABJCIDHEGF,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 2,ce2tc8,2,continue,,3380.279999809265,3370.611999999999,3380.279999809265,3380.279999809265,3370.611999999999,3380.279999809265,1,3380.279999809265,0,0,,Click To Continue,Continue Button,2,object-7,Task Instructions,
4,1695841127166,27/09/2023 18:58:47,1695826727166,-4,27/09/2023 10:58:47,144636,5,task-hbx7,,31906079,A1ET1BCJ2DHKML,9434777,,complete,juggof,3NG53N1RL1IZPD36UMOJYFZ6LVBP8W,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,Task Introduction and Instructions (Clone),9,ABJCIDHEGF,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 5,spepx9,3,continue,,3220.5679999046333,3210.385,3220.5679999046333,3220.5679999046333,3210.385,3220.5679999046333,1,3220.5679999046333,0,0,,Click To Continue,Continue Button,2,object-9,Task Instructions,
5,1695841130374,27/09/2023 18:58:50,1695826730374,-4,27/09/2023 10:58:50,144636,5,task-hbx7,,31906079,A1ET1BCJ2DHKML,9434777,,complete,juggof,3NG53N1RL1IZPD36UMOJYFZ6LVBP8W,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,Task Introduction and Instructions (Clone),9,ABJCIDHEGF,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 9,8nvnao,4,continue,,3217.7829998092657,3207.8940000000002,3217.7829998092657,3217.7829998092657,3207.8940000000002,3217.7829998092657,1,3217.7829998092657,0,0,,Click To Continue,Continue Button,2,object-44,Task Instructions,
6,1695841130376,27/09/2023 18:58:50,1695826730376,-4,27/09/2023 10:58:50,144636,5,task-hbx7,,31906079,A1ET1BCJ2DHKML,9434777,,complete,juggof,3NG53N1RL1IZPD36UMOJYFZ6LVBP8W,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,Task Introduction and Instructions (Clone),9,ABJCIDHEGF,Passed AC2,,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1695862856345,28/09/2023 01:00:56,1695848456345,-4,27/09/2023 17:00:56,144636,5,task-hbx7,,31906131,A2A5108OXOP7GM,9434789,,complete,vqanwo,3137ONMDKM4AL1KY46KWWGH0V7KEGE,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x768,,,0,Task Introduction and Instructions (Clone),9,BCADJEIFHG,Passed AC2,,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1695862860528,28/09/2023 01:01:00,1695848460528,-4,27/09/2023 17:01:00,144636,5,task-hbx7,,31906131,A2A5108OXOP7GM,9434789,,complete,vqanwo,3137ONMDKM4AL1KY46KWWGH0V7KEGE,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x768,,,0,Task Introduction and Instructions (Clone),9,BCADJEIFHG,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 1,anr7sn,1,continue,,4034.341999856949,4009.3900000000003,4034.341999856949,4034.341999856949,4009.3900000000003,4034.341999856949,1,4034.341999856949,0,0,,Click To Continue,Continue Button,2,object-1944,Task Instructions,
3,1695862876976,28/09/2023 01:01:16,1695848476976,-4,27/09/2023 17:01:16,144636,5,task-hbx7,,31906131,A2A5108OXOP7GM,9434789,,complete,vqanwo,3137ONMDKM4AL1KY46KWWGH0V7KEGE,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x768,,,0,Task Introduction and Instructions (Clone),9,BCADJEIFHG,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 2,ce2tc8,2,continue,,16472.751999809265,16454.27,16472.751999809265,16472.751999809265,16454.27,16472.751999809265,1,16472.751999809265,0,0,,Click To Continue,Continue Button,2,object-7,Task Instructions,
4,1695862880172,28/09/2023 01:01:20,1695848480172,-4,27/09/2023 17:01:20,144636,5,task-hbx7,,31906131,A2A5108OXOP7GM,9434789,,complete,vqanwo,3137ONMDKM4AL1KY46KWWGH0V7KEGE,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x768,,,0,Task Introduction and Instructions (Clone),9,BCADJEIFHG,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 5,spepx9,3,continue,,3214.5819999523155,3202.3139999999985,3214.5819999523155,3214.5819999523155,3202.3139999999985,3214.5819999523155,1,3214.5819999523155,0,0,,Click To Continue,Continue Button,2,object-9,Task Instructions,
