Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,order-ot79,branch-g31k,branch-5gtn,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Manipulation: Spreadsheet
4,1695847574875,27/09/2023 20:46:14,1695833174875,-4,27/09/2023 12:46:14,144636,5,task-hbx7,,31909762,A3KQEVMEPXAIZY,9436695,,complete,hnzbvu,3K772S5NPEAOLXF9OC2EHGT1A8WEHE,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x611,,,0,Task Introduction and Instructions (Clone),9,JAIBHCGDFE,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 5,spepx9,3,continue,,3051.7090000476746,3049.7539999999863,3051.7090000476746,3051.7090000476746,3049.7539999999863,3051.7090000476746,1,3051.7090000476746,0,0,,Click To Continue,Continue Button,2,object-9,Task Instructions,
5,1695847582059,27/09/2023 20:46:22,1695833182059,-4,27/09/2023 12:46:22,144636,5,task-hbx7,,31909762,A3KQEVMEPXAIZY,9436695,,complete,hnzbvu,3K772S5NPEAOLXF9OC2EHGT1A8WEHE,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x611,,,0,Task Introduction and Instructions (Clone),9,JAIBHCGDFE,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 9,8nvnao,4,continue,,7186.8550000238465,7182.84599999999,7186.8550000238465,7186.8550000238465,7182.84599999999,7186.8550000238465,1,7186.8550000238465,0,0,,Click To Continue,Continue Button,2,object-44,Task Instructions,
6,1695847582066,27/09/2023 20:46:22,1695833182066,-4,27/09/2023 12:46:22,144636,5,task-hbx7,,31909762,A3KQEVMEPXAIZY,9436695,,complete,hnzbvu,3K772S5NPEAOLXF9OC2EHGT1A8WEHE,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x611,,,0,Task Introduction and Instructions (Clone),9,JAIBHCGDFE,Passed AC2,,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1695848054207,27/09/2023 20:54:14,1695833654207,-4,27/09/2023 12:54:14,144636,5,task-hbx7,,31909939,A2WDDS7W7RS7O8,9436519,,complete,xkkajb,3SITXWYCN18N0K34JPIAJUBAV1CXB0,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x1024,1280x875,,,0,Task Introduction and Instructions (Clone),9,ABJCIDHEGF,Passed AC2,,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1695848121400,27/09/2023 20:55:21,1695833721400,-4,27/09/2023 12:55:21,144636,5,task-hbx7,,31909939,A2WDDS7W7RS7O8,9436519,,complete,xkkajb,3SITXWYCN18N0K34JPIAJUBAV1CXB0,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x1024,1280x875,,,0,Task Introduction and Instructions (Clone),9,ABJCIDHEGF,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 1,anr7sn,1,continue,,67027.63699997615,67011.43999999999,67027.63699997615,67027.63699997615,67011.43999999999,67027.63699997615,1,67027.63699997615,0,0,,Click To Continue,Continue Button,2,object-1944,Task Instructions,
3,1695848141701,27/09/2023 20:55:41,1695833741701,-4,27/09/2023 12:55:41,144636,5,task-hbx7,,31909939,A2WDDS7W7RS7O8,9436519,,complete,xkkajb,3SITXWYCN18N0K34JPIAJUBAV1CXB0,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x1024,1280x875,,,0,Task Introduction and Instructions (Clone),9,ABJCIDHEGF,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 2,ce2tc8,2,continue,,20317.297000000006,20302.949000000008,20317.297000000006,20317.297000000006,20302.949000000008,20317.297000000006,1,20317.297000000006,0,0,,Click To Continue,Continue Button,2,object-7,Task Instructions,
4,1695848156142,27/09/2023 20:55:56,1695833756142,-4,27/09/2023 12:55:56,144636,5,task-hbx7,,31909939,A2WDDS7W7RS7O8,9436519,,complete,xkkajb,3SITXWYCN18N0K34JPIAJUBAV1CXB0,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x1024,1280x875,,,0,Task Introduction and Instructions (Clone),9,ABJCIDHEGF,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 5,spepx9,3,continue,,14455.548000047682,14444.309999999998,14455.548000047682,14455.548000047682,14444.309999999998,14455.548000047682,1,14455.548000047682,0,0,,Click To Continue,Continue Button,2,object-9,Task Instructions,
5,1695848172861,27/09/2023 20:56:12,1695833772861,-4,27/09/2023 12:56:12,144636,5,task-hbx7,,31909939,A2WDDS7W7RS7O8,9436519,,complete,xkkajb,3SITXWYCN18N0K34JPIAJUBAV1CXB0,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x1024,1280x875,,,0,Task Introduction and Instructions (Clone),9,ABJCIDHEGF,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 9,8nvnao,4,continue,,16727.531999999992,16715.655,16727.531999999992,16727.531999999992,16715.655,16727.531999999992,1,16727.531999999992,0,0,,Click To Continue,Continue Button,2,object-44,Task Instructions,
6,1695848172865,27/09/2023 20:56:12,1695833772865,-4,27/09/2023 12:56:12,144636,5,task-hbx7,,31909939,A2WDDS7W7RS7O8,9436519,,complete,xkkajb,3SITXWYCN18N0K34JPIAJUBAV1CXB0,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x1024,1280x875,,,0,Task Introduction and Instructions (Clone),9,ABJCIDHEGF,Passed AC2,,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1695848726987,27/09/2023 21:05:26,1695834326987,-4,27/09/2023 13:05:26,144636,5,task-hbx7,,31910182,A34SZAYRNWRMT6,9436790,,complete,tfioos,39PAAFCODSZVSHSQJW8DV3KBLWFTVS,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1366x768,1366x619,,,0,Task Introduction and Instructions (Clone),9,CDBEAFJGIH,Passed AC2,,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1695848730823,27/09/2023 21:05:30,1695834330823,-4,27/09/2023 13:05:30,144636,5,task-hbx7,,31910182,A34SZAYRNWRMT6,9436790,,complete,tfioos,39PAAFCODSZVSHSQJW8DV3KBLWFTVS,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1366x768,1366x619,,,0,Task Introduction and Instructions (Clone),9,CDBEAFJGIH,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 1,anr7sn,1,continue,,3601.50700000298,3593.75,3601.50700000298,3601.50700000298,3593.75,3601.50700000298,1,3601.50700000298,0,0,,Click To Continue,Continue Button,2,object-1944,Task Instructions,
3,1695848733997,27/09/2023 21:05:33,1695834333997,-4,27/09/2023 13:05:33,144636,5,task-hbx7,,31910182,A34SZAYRNWRMT6,9436790,,complete,tfioos,39PAAFCODSZVSHSQJW8DV3KBLWFTVS,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1366x768,1366x619,,,0,Task Introduction and Instructions (Clone),9,CDBEAFJGIH,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 2,ce2tc8,2,continue,,3182.3570000119207,3156.249999999999,3182.3570000119207,3182.3570000119207,3156.249999999999,3182.3570000119207,1,3182.3570000119207,0,0,,Click To Continue,Continue Button,2,object-7,Task Instructions,
4,1695848737260,27/09/2023 21:05:37,1695834337260,-4,27/09/2023 13:05:37,144636,5,task-hbx7,,31910182,A34SZAYRNWRMT6,9436790,,complete,tfioos,39PAAFCODSZVSHSQJW8DV3KBLWFTVS,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1366x768,1366x619,,,0,Task Introduction and Instructions (Clone),9,CDBEAFJGIH,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 5,spepx9,3,continue,,3281.25,3250,3281.25,3281.25,3250,3281.25,1,3281.25,0,0,,Click To Continue,Continue Button,2,object-9,Task Instructions,
5,1695848740385,27/09/2023 21:05:40,1695834340385,-4,27/09/2023 13:05:40,144636,5,task-hbx7,,31910182,A34SZAYRNWRMT6,9436790,,complete,tfioos,39PAAFCODSZVSHSQJW8DV3KBLWFTVS,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1366x768,1366x619,,,0,Task Introduction and Instructions (Clone),9,CDBEAFJGIH,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 9,8nvnao,4,continue,,3163.9070000089414,3156.25,3163.9070000089414,3163.9070000089414,3156.25,3163.9070000089414,1,3163.9070000089414,0,0,,Click To Continue,Continue Button,2,object-44,Task Instructions,
6,1695848740392,27/09/2023 21:05:40,1695834340392,-4,27/09/2023 13:05:40,144636,5,task-hbx7,,31910182,A34SZAYRNWRMT6,9436790,,complete,tfioos,39PAAFCODSZVSHSQJW8DV3KBLWFTVS,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1366x768,1366x619,,,0,Task Introduction and Instructions (Clone),9,CDBEAFJGIH,Passed AC2,,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1695848883437,27/09/2023 21:08:03,1695834483437,-4,27/09/2023 13:08:03,144636,5,task-hbx7,,31910243,A1831ADGMUA1V2,9436750,,complete,xfbwrb,333U7HK6IFEFKXWZGHUFNBRVNOOJDK,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1280x1024,1280x875,,,0,Task Introduction and Instructions (Clone),9,BCADJEIFHG,Passed AC2,,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1695848935291,27/09/2023 21:08:55,1695834535291,-4,27/09/2023 13:08:55,144636,5,task-hbx7,,31910243,A1831ADGMUA1V2,9436750,,complete,xfbwrb,333U7HK6IFEFKXWZGHUFNBRVNOOJDK,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1280x1024,1280x875,,,0,Task Introduction and Instructions (Clone),9,BCADJEIFHG,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 1,anr7sn,1,continue,,51793.28899999702,51781.25,51793.28899999702,51793.28899999702,51781.25,51793.28899999702,1,51793.28899999702,0,0,,Click To Continue,Continue Button,2,object-1944,Task Instructions,
3,1695848940038,27/09/2023 21:09:00,1695834540038,-4,27/09/2023 13:09:00,144636,5,task-hbx7,,31910243,A1831ADGMUA1V2,9436750,,complete,xfbwrb,333U7HK6IFEFKXWZGHUFNBRVNOOJDK,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1280x1024,1280x875,,,0,Task Introduction and Instructions (Clone),9,BCADJEIFHG,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 2,ce2tc8,2,continue,,4760.139000005962,4750,4760.139000005962,4760.139000005962,4750,4760.139000005962,1,4760.139000005962,0,0,,Click To Continue,Continue Button,2,object-7,Task Instructions,
4,1695848944396,27/09/2023 21:09:04,1695834544396,-4,27/09/2023 13:09:04,144636,5,task-hbx7,,31910243,A1831ADGMUA1V2,9436750,,complete,xfbwrb,333U7HK6IFEFKXWZGHUFNBRVNOOJDK,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1280x1024,1280x875,,,0,Task Introduction and Instructions (Clone),9,BCADJEIFHG,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 5,spepx9,3,continue,,4368.038999997021,4343.75,4368.038999997021,4368.038999997021,4343.75,4368.038999997021,1,4368.038999997021,0,0,,Click To Continue,Continue Button,2,object-9,Task Instructions,
5,1695848947941,27/09/2023 21:09:07,1695834547941,-4,27/09/2023 13:09:07,144636,5,task-hbx7,,31910243,A1831ADGMUA1V2,9436750,,complete,xfbwrb,333U7HK6IFEFKXWZGHUFNBRVNOOJDK,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1280x1024,1280x875,,,0,Task Introduction and Instructions (Clone),9,BCADJEIFHG,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 9,8nvnao,4,continue,,3569.288999997021,3562.5,3569.288999997021,3569.288999997021,3562.5,3569.288999997021,1,3569.288999997021,0,0,,Click To Continue,Continue Button,2,object-44,Task Instructions,
6,1695848947951,27/09/2023 21:09:07,1695834547951,-4,27/09/2023 13:09:07,144636,5,task-hbx7,,31910243,A1831ADGMUA1V2,9436750,,complete,xfbwrb,333U7HK6IFEFKXWZGHUFNBRVNOOJDK,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1280x1024,1280x875,,,0,Task Introduction and Instructions (Clone),9,BCADJEIFHG,Passed AC2,,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1695848950416,27/09/2023 21:09:10,1695834550416,-4,27/09/2023 13:09:10,144636,5,task-hbx7,,31910262,A2QK4MSZL05F9D,9436823,,complete,usvnjp,3GFK2QRXXFG6M4H58AVBEPXBC3SW5D,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x1024,1280x875,,,0,Task Introduction and Instructions (Clone),9,DECFBGAHJI,Passed AC2,,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1695848956118,27/09/2023 21:09:16,1695834556118,-4,27/09/2023 13:09:16,144636,5,task-hbx7,,31910262,A2QK4MSZL05F9D,9436823,,complete,usvnjp,3GFK2QRXXFG6M4H58AVBEPXBC3SW5D,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x1024,1280x875,,,0,Task Introduction and Instructions (Clone),9,DECFBGAHJI,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 1,anr7sn,1,continue,,5528.432,5511.766,5528.432,5528.432,5511.766,5528.432,1,5528.432,0,0,,Click To Continue,Continue Button,2,object-1944,Task Instructions,
3,1695848959246,27/09/2023 21:09:19,1695834559246,-4,27/09/2023 13:09:19,144636,5,task-hbx7,,31910262,A2QK4MSZL05F9D,9436823,,complete,usvnjp,3GFK2QRXXFG6M4H58AVBEPXBC3SW5D,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x1024,1280x875,,,0,Task Introduction and Instructions (Clone),9,DECFBGAHJI,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 2,ce2tc8,2,continue,,3147.707999976158,3141.4720000000007,3147.707999976158,3147.707999976158,3141.4720000000007,3147.707999976158,1,3147.707999976158,0,0,,Click To Continue,Continue Button,2,object-7,Task Instructions,
4,1695848962413,27/09/2023 21:09:22,1695834562413,-4,27/09/2023 13:09:22,144636,5,task-hbx7,,31910262,A2QK4MSZL05F9D,9436823,,complete,usvnjp,3GFK2QRXXFG6M4H58AVBEPXBC3SW5D,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x1024,1280x875,,,0,Task Introduction and Instructions (Clone),9,DECFBGAHJI,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 5,spepx9,3,continue,,3172.536000047683,3168.9349999999995,3172.536000047683,3172.536000047683,3168.9349999999995,3172.536000047683,1,3172.536000047683,0,0,,Click To Continue,Continue Button,2,object-9,Task Instructions,
5,1695848965583,27/09/2023 21:09:25,1695834565583,-4,27/09/2023 13:09:25,144636,5,task-hbx7,,31910262,A2QK4MSZL05F9D,9436823,,complete,usvnjp,3GFK2QRXXFG6M4H58AVBEPXBC3SW5D,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x1024,1280x875,,,0,Task Introduction and Instructions (Clone),9,DECFBGAHJI,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 9,8nvnao,4,continue,,3173.700999952316,3159.491,3173.700999952316,3173.700999952316,3159.491,3173.700999952316,1,3173.700999952316,0,0,,Click To Continue,Continue Button,2,object-44,Task Instructions,
6,1695848965585,27/09/2023 21:09:25,1695834565585,-4,27/09/2023 13:09:25,144636,5,task-hbx7,,31910262,A2QK4MSZL05F9D,9436823,,complete,usvnjp,3GFK2QRXXFG6M4H58AVBEPXBC3SW5D,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x1024,1280x875,,,0,Task Introduction and Instructions (Clone),9,DECFBGAHJI,Passed AC2,,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1695848993051,27/09/2023 21:09:53,1695834593051,-4,27/09/2023 13:09:53,144636,5,task-hbx7,,31910280,A1TSQ4PSGPI7I2,9435908,,complete,eyojuc,3A1PQ49WVNGP1WLXCO7ZAWA7LYYH12,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x1024,1280x875,,,0,Task Introduction and Instructions (Clone),9,GHFIEJDACB,Passed AC2,,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1695848996259,27/09/2023 21:09:56,1695834596259,-4,27/09/2023 13:09:56,144636,5,task-hbx7,,31910280,A1TSQ4PSGPI7I2,9435908,,complete,eyojuc,3A1PQ49WVNGP1WLXCO7ZAWA7LYYH12,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x1024,1280x875,,,0,Task Introduction and Instructions (Clone),9,GHFIEJDACB,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 1,anr7sn,1,continue,,2998.7829999523165,2995.1680000000006,2998.7829999523165,2998.7829999523165,2995.1680000000006,2998.7829999523165,1,2998.7829999523165,0,0,,Click To Continue,Continue Button,2,object-1944,Task Instructions,
3,1695848998911,27/09/2023 21:09:58,1695834598911,-4,27/09/2023 13:09:58,144636,5,task-hbx7,,31910280,A1TSQ4PSGPI7I2,9435908,,complete,eyojuc,3A1PQ49WVNGP1WLXCO7ZAWA7LYYH12,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x1024,1280x875,,,0,Task Introduction and Instructions (Clone),9,GHFIEJDACB,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 2,ce2tc8,2,continue,,2655.215000095367,2651.490999999999,2655.215000095367,2655.215000095367,2651.490999999999,2655.215000095367,1,2655.215000095367,0,0,,Click To Continue,Continue Button,2,object-7,Task Instructions,
4,1695849001487,27/09/2023 21:10:01,1695834601487,-4,27/09/2023 13:10:01,144636,5,task-hbx7,,31910280,A1TSQ4PSGPI7I2,9435908,,complete,eyojuc,3A1PQ49WVNGP1WLXCO7ZAWA7LYYH12,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x1024,1280x875,,,0,Task Introduction and Instructions (Clone),9,GHFIEJDACB,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 5,spepx9,3,continue,,2580.423999904633,2570.130000000001,2580.423999904633,2580.423999904633,2570.130000000001,2580.423999904633,1,2580.423999904633,0,0,,Click To Continue,Continue Button,2,object-9,Task Instructions,
5,1695849004160,27/09/2023 21:10:04,1695834604160,-4,27/09/2023 13:10:04,144636,5,task-hbx7,,31910280,A1TSQ4PSGPI7I2,9435908,,complete,eyojuc,3A1PQ49WVNGP1WLXCO7ZAWA7LYYH12,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x1024,1280x875,,,0,Task Introduction and Instructions (Clone),9,GHFIEJDACB,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 9,8nvnao,4,continue,,2683.1939999999995,2676.7960000000003,2683.1939999999995,2683.1939999999995,2676.7960000000003,2683.1939999999995,1,2683.1939999999995,0,0,,Click To Continue,Continue Button,2,object-44,Task Instructions,
6,1695849004169,27/09/2023 21:10:04,1695834604169,-4,27/09/2023 13:10:04,144636,5,task-hbx7,,31910280,A1TSQ4PSGPI7I2,9435908,,complete,eyojuc,3A1PQ49WVNGP1WLXCO7ZAWA7LYYH12,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x1024,1280x875,,,0,Task Introduction and Instructions (Clone),9,GHFIEJDACB,Passed AC2,,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1695854829029,27/09/2023 22:47:09,1695840429029,-4,27/09/2023 14:47:09,144636,5,task-hbx7,,31911862,A3EGOJFFR8PGYU,9437116,,complete,yanqng,33CID5710ASNXVI2QD0GQHIB00Y3L2,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1280x1024,1280x875,,,0,Task Introduction and Instructions (Clone),9,GHFIEJDACB,Passed AC2,,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1695854841047,27/09/2023 22:47:21,1695840441047,-4,27/09/2023 14:47:21,144636,5,task-hbx7,,31911862,A3EGOJFFR8PGYU,9437116,,complete,yanqng,33CID5710ASNXVI2QD0GQHIB00Y3L2,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1280x1024,1280x875,,,0,Task Introduction and Instructions (Clone),9,GHFIEJDACB,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 1,anr7sn,1,continue,,11783.486000286102,11778.681,11783.486000286102,11783.486000286102,11778.681,11783.486000286102,1,11783.486000286102,0,0,,Click To Continue,Continue Button,2,object-1944,Task Instructions,
3,1695854909818,27/09/2023 22:48:29,1695840509818,-4,27/09/2023 14:48:29,144636,5,task-hbx7,,31911862,A3EGOJFFR8PGYU,9437116,,complete,yanqng,33CID5710ASNXVI2QD0GQHIB00Y3L2,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1280x1024,1280x875,,,0,Task Introduction and Instructions (Clone),9,GHFIEJDACB,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 2,ce2tc8,2,continue,,68774.90500019073,68761.54299999999,68774.90500019073,68774.90500019073,68761.54299999999,68774.90500019073,1,68774.90500019073,0,0,,Click To Continue,Continue Button,2,object-7,Task Instructions,
4,1695854921764,27/09/2023 22:48:41,1695840521764,-4,27/09/2023 14:48:41,144636,5,task-hbx7,,31911862,A3EGOJFFR8PGYU,9437116,,complete,yanqng,33CID5710ASNXVI2QD0GQHIB00Y3L2,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1280x1024,1280x875,,,0,Task Introduction and Instructions (Clone),9,GHFIEJDACB,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 5,spepx9,3,continue,,11959.36200019074,11945.734000000011,11959.36200019074,11959.36200019074,11945.734000000011,11959.36200019074,1,11959.36200019074,0,0,,Click To Continue,Continue Button,2,object-9,Task Instructions,
5,1695854924753,27/09/2023 22:48:44,1695840524753,-4,27/09/2023 14:48:44,144636,5,task-hbx7,,31911862,A3EGOJFFR8PGYU,9437116,,complete,yanqng,33CID5710ASNXVI2QD0GQHIB00Y3L2,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1280x1024,1280x875,,,0,Task Introduction and Instructions (Clone),9,GHFIEJDACB,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 9,8nvnao,4,continue,,3003.128000190729,2993.7959999999875,3003.128000190729,3003.128000190729,2993.7959999999875,3003.128000190729,1,3003.128000190729,0,0,,Click To Continue,Continue Button,2,object-44,Task Instructions,
6,1695854924761,27/09/2023 22:48:44,1695840524761,-4,27/09/2023 14:48:44,144636,5,task-hbx7,,31911862,A3EGOJFFR8PGYU,9437116,,complete,yanqng,33CID5710ASNXVI2QD0GQHIB00Y3L2,computer,Desktop or Laptop,Windows 10,Chrome 115.0.0.0,1280x1024,1280x875,,,0,Task Introduction and Instructions (Clone),9,GHFIEJDACB,Passed AC2,,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1695852225571,27/09/2023 22:03:45,1695837825571,-4,27/09/2023 14:03:45,144636,5,task-hbx7,,31911444,A1WXOMTLMR29PS,9437101,,complete,mjatxx,3RKNTXVS3SXRJ8A2T0G9R8U6KOSA49,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x1024,1280x875,,,0,Task Introduction and Instructions (Clone),9,FGEHDICJBA,Passed AC2,,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1695852236642,27/09/2023 22:03:56,1695837836642,-4,27/09/2023 14:03:56,144636,5,task-hbx7,,31911444,A1WXOMTLMR29PS,9437101,,complete,mjatxx,3RKNTXVS3SXRJ8A2T0G9R8U6KOSA49,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x1024,1280x875,,,0,Task Introduction and Instructions (Clone),9,FGEHDICJBA,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 1,anr7sn,1,continue,,11032.375999952317,11018.533,11032.375999952317,11032.375999952317,11018.533,11032.375999952317,1,11032.375999952317,0,0,,Click To Continue,Continue Button,2,object-1944,Task Instructions,
3,1695852239862,27/09/2023 22:03:59,1695837839862,-4,27/09/2023 14:03:59,144636,5,task-hbx7,,31911444,A1WXOMTLMR29PS,9437101,,complete,mjatxx,3RKNTXVS3SXRJ8A2T0G9R8U6KOSA49,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x1024,1280x875,,,0,Task Introduction and Instructions (Clone),9,FGEHDICJBA,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 2,ce2tc8,2,continue,,3234.842999952316,3232.438,3234.842999952316,3234.842999952316,3232.438,3234.842999952316,1,3234.842999952316,0,0,,Click To Continue,Continue Button,2,object-7,Task Instructions,
4,1695852242487,27/09/2023 22:04:02,1695837842487,-4,27/09/2023 14:04:02,144636,5,task-hbx7,,31911444,A1WXOMTLMR29PS,9437101,,complete,mjatxx,3RKNTXVS3SXRJ8A2T0G9R8U6KOSA49,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x1024,1280x875,,,0,Task Introduction and Instructions (Clone),9,FGEHDICJBA,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 5,spepx9,3,continue,,2626.6049999999996,2610.243999999999,2626.6049999999996,2626.6049999999996,2610.243999999999,2626.6049999999996,1,2626.6049999999996,0,0,,Click To Continue,Continue Button,2,object-9,Task Instructions,
5,1695852245838,27/09/2023 22:04:05,1695837845838,-4,27/09/2023 14:04:05,144636,5,task-hbx7,,31911444,A1WXOMTLMR29PS,9437101,,complete,mjatxx,3RKNTXVS3SXRJ8A2T0G9R8U6KOSA49,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x1024,1280x875,,,0,Task Introduction and Instructions (Clone),9,FGEHDICJBA,Passed AC2,,Spreadsheet1,1,Task Instructions,Screen 9,8nvnao,4,continue,,3368.06099998808,3355.2999999999993,3368.06099998808,3368.06099998808,3355.2999999999993,3368.06099998808,1,3368.06099998808,0,0,,Click To Continue,Continue Button,2,object-44,Task Instructions,
6,1695852245840,27/09/2023 22:04:05,1695837845840,-4,27/09/2023 14:04:05,144636,5,task-hbx7,,31911444,A1WXOMTLMR29PS,9437101,,complete,mjatxx,3RKNTXVS3SXRJ8A2T0G9R8U6KOSA49,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x1024,1280x875,,,0,Task Introduction and Instructions (Clone),9,FGEHDICJBA,Passed AC2,,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1695850416949,27/09/2023 21:33:36,1695836016949,-4,27/09/2023 13:33:36,144636,5,task-hbx7,,31910741,A3LYMBZ5W0DK77,9436767,,complete,nbxifk,33IZTU6J870MH6K6UB459JLAZPYSXW,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,Task Introduction and Instructions (Clone),9,EFDGCHBIAJ,Passed AC2,,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
