"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
10,1717681522402,"06/06/2024 13:45:22",1717685122402,1,"06/06/2024 15:45:22",180921,1,"task-7hcp",NA,38088557,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1280x720","1280x559",NA,NA,0,"BIQ (Charlotte)",5,"ABICHDGEF","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"response","0",8559.8,10441.3,10448.200000006,8559.8,10441.3,10448.200000006,1,8559.8,1888.40000000596,0,NA,"Rating Scale","Rating Scale",9,"object-86","BIQ",NA,"SUPPRF02661"
11,1717681533605,"06/06/2024 13:45:33",1717685133605,1,"06/06/2024 15:45:33",180921,1,"task-7hcp",NA,38088557,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1280x720","1280x559",NA,NA,0,"BIQ (Charlotte)",5,"ABICHDGEF","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"continue","",11210,11207.4,11210,11210,11207.4,11210,1,11210,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPPRF02661"
12,1717681533610,"06/06/2024 13:45:33",1717685133610,1,"06/06/2024 15:45:33",180921,1,"task-7hcp",NA,38088557,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1280x720","1280x559",NA,NA,0,"BIQ (Charlotte)",5,"ABICHDGEF","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","0",3780.3,11207.4,11214.8000000119,3780.3,11207.4,11214.8000000119,1,3780.3,7434.50000001192,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPPRF02661"
13,1717681533610,"06/06/2024 13:45:33",1717685133610,1,"06/06/2024 15:45:33",180921,1,"task-7hcp",NA,38088557,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1280x720","1280x559",NA,NA,0,"BIQ (Charlotte)",5,"ABICHDGEF","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","0",6428.1,11207.4,11215.6000000238,6428.1,11207.4,11215.6000000238,1,6428.1,4787.50000002384,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPPRF02661"
14,1717681533612,"06/06/2024 13:45:33",1717685133612,1,"06/06/2024 15:45:33",180921,1,"task-7hcp",NA,38088557,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1280x720","1280x559",NA,NA,0,"BIQ (Charlotte)",5,"ABICHDGEF","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","2",10092,11207.4,11216.7000000179,10092,11207.4,11216.7000000179,1,10092,1124.70000001788,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPPRF02661"
15,1717681533626,"06/06/2024 13:45:33",1717685133626,1,"06/06/2024 15:45:33",180921,1,"task-7hcp",NA,38088557,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1280x720","1280x559",NA,NA,0,"BIQ (Charlotte)",5,"ABICHDGEF","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF02661"
1,1717681785364,"06/06/2024 13:49:45",1717685385364,1,"06/06/2024 15:49:45",180921,1,"task-7hcp",NA,38088683,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 124.0.0.0","1728x1117","1728x993",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFIGH","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF32225"
2,1717681814609,"06/06/2024 13:50:14",1717685414609,1,"06/06/2024 15:50:14",180921,1,"task-7hcp",NA,38088683,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 124.0.0.0","1728x1117","1728x993",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFIGH","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",29253.072,29245.472,29253.072,29253.072,29245.472,29253.072,1,29253.072,0,0,NA,"Click To Continue","Continue Button",16,"object-48","BIQ",NA,"SUPPRF32225"
3,1717681814611,"06/06/2024 13:50:14",1717685414611,1,"06/06/2024 15:50:14",180921,1,"task-7hcp",NA,38088683,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 124.0.0.0","1728x1117","1728x993",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFIGH","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","2",16613.072,29245.472,29254.8720000715,16613.072,29245.472,29254.8720000715,1,16613.072,12641.8000000715,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPPRF32225"
4,1717681814611,"06/06/2024 13:50:14",1717685414611,1,"06/06/2024 15:50:14",180921,1,"task-7hcp",NA,38088683,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 124.0.0.0","1728x1117","1728x993",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFIGH","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",26716.372,29245.472,29255.072,26716.372,29245.472,29255.072,1,26716.372,2538.7,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPPRF32225"
5,1717681836091,"06/06/2024 13:50:36",1717685436091,1,"06/06/2024 15:50:36",180921,1,"task-7hcp",NA,38088683,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 124.0.0.0","1728x1117","1728x993",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFIGH","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"continue","",21489.0000000954,21457.6,21489.0000000954,21489.0000000954,21457.6,21489.0000000954,1,21489.0000000954,0,0,NA,"Click To Continue","Continue Button",7,"object-1017","BIQ",NA,"SUPPRF32225"
6,1717681836092,"06/06/2024 13:50:36",1717685436092,1,"06/06/2024 15:50:36",180921,1,"task-7hcp",NA,38088683,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 124.0.0.0","1728x1117","1728x993",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFIGH","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"response","4",10846.5,21457.6,21489.4,10846.5,21457.6,21489.4,1,10846.5,10642.9,0,NA,"Rating Scale","Rating Scale",8,"object-118","BIQ",NA,"SUPPRF32225"
7,1717681836092,"06/06/2024 13:50:36",1717685436092,1,"06/06/2024 15:50:36",180921,1,"task-7hcp",NA,38088683,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 124.0.0.0","1728x1117","1728x993",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFIGH","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"response","3",20605.4,21457.6,21489.4,20605.4,21457.6,21489.4,1,20605.4,884,0,NA,"Rating Scale","Rating Scale",10,"object-121","BIQ",NA,"SUPPRF32225"
8,1717681859044,"06/06/2024 13:50:59",1717685459044,1,"06/06/2024 15:50:59",180921,1,"task-7hcp",NA,38088683,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 124.0.0.0","1728x1117","1728x993",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFIGH","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"continue","",22984.3000000715,22961.6,22984.3000000715,22984.3000000715,22961.6,22984.3000000715,1,22984.3000000715,0,0,NA,"Click To Continue","Continue Button",15,"object-50","BIQ",NA,"SUPPRF32225"
9,1717681859045,"06/06/2024 13:50:59",1717685459045,1,"06/06/2024 15:50:59",180921,1,"task-7hcp",NA,38088683,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 124.0.0.0","1728x1117","1728x993",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFIGH","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"response","5",13938.6,22961.6,22986.1000000238,13938.6,22961.6,22986.1000000238,1,13938.6,9047.50000002384,0,NA,"Rating Scale","Rating Scale",2,"object-36","BIQ",NA,"SUPPRF32225"
10,1717681859046,"06/06/2024 13:50:59",1717685459046,1,"06/06/2024 15:50:59",180921,1,"task-7hcp",NA,38088683,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 124.0.0.0","1728x1117","1728x993",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFIGH","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"response","5",21901.6,22961.6,22986.2000000477,21901.6,22961.6,22986.2000000477,1,21901.6,1084.60000004768,0,NA,"Rating Scale","Rating Scale",9,"object-86","BIQ",NA,"SUPPRF32225"
11,1717681873998,"06/06/2024 13:51:13",1717685473998,1,"06/06/2024 15:51:13",180921,1,"task-7hcp",NA,38088683,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 124.0.0.0","1728x1117","1728x993",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFIGH","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"continue","",14977.0000000238,14959.4,14977.0000000238,14977.0000000238,14959.4,14977.0000000238,1,14977.0000000238,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPPRF32225"
12,1717681873999,"06/06/2024 13:51:13",1717685473999,1,"06/06/2024 15:51:13",180921,1,"task-7hcp",NA,38088683,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 124.0.0.0","1728x1117","1728x993",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFIGH","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","0",4812.89999999999,14959.4,14978.0000000238,4812.89999999999,14959.4,14978.0000000238,1,4812.89999999999,10165.1000000238,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPPRF32225"
13,1717681873999,"06/06/2024 13:51:13",1717685473999,1,"06/06/2024 15:51:13",180921,1,"task-7hcp",NA,38088683,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 124.0.0.0","1728x1117","1728x993",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFIGH","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","4",8153.2,14959.4,14978.2000000715,8153.2,14959.4,14978.2000000715,1,8153.2,6825.00000007152,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPPRF32225"
14,1717681873999,"06/06/2024 13:51:13",1717685473999,1,"06/06/2024 15:51:13",180921,1,"task-7hcp",NA,38088683,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 124.0.0.0","1728x1117","1728x993",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFIGH","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","6",14366.1,14959.4,14978.3000000954,14366.1,14959.4,14978.3000000954,1,14366.1,612.20000009537,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPPRF32225"
15,1717681874002,"06/06/2024 13:51:14",1717685474002,1,"06/06/2024 15:51:14",180921,1,"task-7hcp",NA,38088683,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 124.0.0.0","1728x1117","1728x993",NA,NA,0,"BIQ (Charlotte)",5,"CDBEAFIGH","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF32225"
1,1717682070499,"06/06/2024 13:54:30",1717685670499,1,"06/06/2024 15:54:30",180921,1,"task-7hcp",NA,38088809,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x695",NA,NA,0,"BIQ (Charlotte)",5,"EFDGCHBIA","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF49978"
2,1717682085828,"06/06/2024 13:54:45",1717685685828,1,"06/06/2024 15:54:45",180921,1,"task-7hcp",NA,38088809,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x695",NA,NA,0,"BIQ (Charlotte)",5,"EFDGCHBIA","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",15354.402,15336.602,15354.402,15354.402,15336.602,15354.402,1,15354.402,0,0,NA,"Click To Continue","Continue Button",16,"object-48","BIQ",NA,"SUPPRF49978"
3,1717682085832,"06/06/2024 13:54:45",1717685685832,1,"06/06/2024 15:54:45",180921,1,"task-7hcp",NA,38088809,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x695",NA,NA,0,"BIQ (Charlotte)",5,"EFDGCHBIA","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",10390.002,15336.602,15354.402,10390.002,15336.602,15354.402,1,10390.002,4964.4,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPPRF49978"
4,1717682085833,"06/06/2024 13:54:45",1717685685833,1,"06/06/2024 15:54:45",180921,1,"task-7hcp",NA,38088809,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x695",NA,NA,0,"BIQ (Charlotte)",5,"EFDGCHBIA","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",14202.902,15336.602,15354.402,14202.902,15336.602,15354.402,1,14202.902,1151.5,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPPRF49978"
5,1717682094422,"06/06/2024 13:54:54",1717685694422,1,"06/06/2024 15:54:54",180921,1,"task-7hcp",NA,38088809,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x695",NA,NA,0,"BIQ (Charlotte)",5,"EFDGCHBIA","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"continue","",8613.00000004768,8607.4,8613.00000004768,8613.00000004768,8607.4,8613.00000004768,1,8613.00000004768,0,0,NA,"Click To Continue","Continue Button",7,"object-1017","BIQ",NA,"SUPPRF49978"
6,1717682094423,"06/06/2024 13:54:54",1717685694423,1,"06/06/2024 15:54:54",180921,1,"task-7hcp",NA,38088809,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x695",NA,NA,0,"BIQ (Charlotte)",5,"EFDGCHBIA","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"response","4",3229.1,8607.4,8614.00000004768,3229.1,8607.4,8614.00000004768,1,3229.1,5384.90000004768,0,NA,"Rating Scale","Rating Scale",8,"object-118","BIQ",NA,"SUPPRF49978"
7,1717682094423,"06/06/2024 13:54:54",1717685694423,1,"06/06/2024 15:54:54",180921,1,"task-7hcp",NA,38088809,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x695",NA,NA,0,"BIQ (Charlotte)",5,"EFDGCHBIA","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"response","3",7242.2,8607.4,8614.8,7242.2,8607.4,8614.8,1,7242.2,1372.6,0,NA,"Rating Scale","Rating Scale",10,"object-121","BIQ",NA,"SUPPRF49978"
8,1717682109233,"06/06/2024 13:55:09",1717685709233,1,"06/06/2024 15:55:09",180921,1,"task-7hcp",NA,38088809,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x695",NA,NA,0,"BIQ (Charlotte)",5,"EFDGCHBIA","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"continue","",14816.2000000715,14802.7,14816.2000000715,14816.2000000715,14802.7,14816.2000000715,1,14816.2000000715,0,0,NA,"Click To Continue","Continue Button",15,"object-50","BIQ",NA,"SUPPRF49978"
9,1717682109239,"06/06/2024 13:55:09",1717685709239,1,"06/06/2024 15:55:09",180921,1,"task-7hcp",NA,38088809,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x695",NA,NA,0,"BIQ (Charlotte)",5,"EFDGCHBIA","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"response","3",4246.1,14802.7,14819.4,4246.1,14802.7,14819.4,1,4246.1,10573.3,0,NA,"Rating Scale","Rating Scale",2,"object-36","BIQ",NA,"SUPPRF49978"
10,1717682109241,"06/06/2024 13:55:09",1717685709241,1,"06/06/2024 15:55:09",180921,1,"task-7hcp",NA,38088809,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x695",NA,NA,0,"BIQ (Charlotte)",5,"EFDGCHBIA","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"response","1",12338.7,14802.7,14819.4,12338.7,14802.7,14819.4,1,12338.7,2480.7,0,NA,"Rating Scale","Rating Scale",9,"object-86","BIQ",NA,"SUPPRF49978"
11,1717682125510,"06/06/2024 13:55:25",1717685725510,1,"06/06/2024 15:55:25",180921,1,"task-7hcp",NA,38088809,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x695",NA,NA,0,"BIQ (Charlotte)",5,"EFDGCHBIA","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"continue","",16291.2,16284.9,16291.2,16291.2,16284.9,16291.2,1,16291.2,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPPRF49978"
12,1717682125515,"06/06/2024 13:55:25",1717685725515,1,"06/06/2024 15:55:25",180921,1,"task-7hcp",NA,38088809,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x695",NA,NA,0,"BIQ (Charlotte)",5,"EFDGCHBIA","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","1",6693.8,16284.9,16295.8000000238,6693.8,16284.9,16295.8000000238,1,6693.8,9602.00000002384,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPPRF49978"
13,1717682125515,"06/06/2024 13:55:25",1717685725515,1,"06/06/2024 15:55:25",180921,1,"task-7hcp",NA,38088809,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x695",NA,NA,0,"BIQ (Charlotte)",5,"EFDGCHBIA","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","2",10473.8,16284.9,16296.6000000954,10473.8,16284.9,16296.6000000954,1,10473.8,5822.80000009537,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPPRF49978"
14,1717682125516,"06/06/2024 13:55:25",1717685725516,1,"06/06/2024 15:55:25",180921,1,"task-7hcp",NA,38088809,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x695",NA,NA,0,"BIQ (Charlotte)",5,"EFDGCHBIA","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","4",13487.7,16284.9,16297.1000000954,13487.7,16284.9,16297.1000000954,1,13487.7,2809.40000009537,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPPRF49978"
15,1717682125524,"06/06/2024 13:55:25",1717685725524,1,"06/06/2024 15:55:25",180921,1,"task-7hcp",NA,38088809,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x695",NA,NA,0,"BIQ (Charlotte)",5,"EFDGCHBIA","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF49978"
1,1717682225561,"06/06/2024 13:57:05",1717685825561,1,"06/06/2024 15:57:05",180921,1,"task-7hcp",NA,38088888,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",5,"HIGAFBECD","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF55954"
2,1717682242235,"06/06/2024 13:57:22",1717685842235,1,"06/06/2024 15:57:22",180921,1,"task-7hcp",NA,38088888,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",5,"HIGAFBECD","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",16676.282,16659.382,16676.282,16676.282,16659.382,16676.282,1,16676.282,0,0,NA,"Click To Continue","Continue Button",16,"object-48","BIQ",NA,"SUPPRF55954"
3,1717682242238,"06/06/2024 13:57:22",1717685842238,1,"06/06/2024 15:57:22",180921,1,"task-7hcp",NA,38088888,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",5,"HIGAFBECD","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",11261.582,16659.382,16676.282,11261.582,16659.382,16676.282,1,11261.582,5414.7,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPPRF55954"
4,1717682242238,"06/06/2024 13:57:22",1717685842238,1,"06/06/2024 15:57:22",180921,1,"task-7hcp",NA,38088888,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",5,"HIGAFBECD","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",15725.782,16659.382,16676.282,15725.782,16659.382,16676.282,1,15725.782,950.499999999995,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPPRF55954"
5,1717682253699,"06/06/2024 13:57:33",1717685853699,1,"06/06/2024 15:57:33",180921,1,"task-7hcp",NA,38088888,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",5,"HIGAFBECD","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"continue","",11495.8000001431,11494.3,11495.8000001431,11495.8000001431,11494.3,11495.8000001431,1,11495.8000001431,0,0,NA,"Click To Continue","Continue Button",7,"object-1017","BIQ",NA,"SUPPRF55954"
6,1717682253703,"06/06/2024 13:57:33",1717685853703,1,"06/06/2024 15:57:33",180921,1,"task-7hcp",NA,38088888,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",5,"HIGAFBECD","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"response","2",5180.7,11494.3,11500.0000001907,5180.7,11494.3,11500.0000001907,1,5180.7,6319.30000019073,0,NA,"Rating Scale","Rating Scale",8,"object-118","BIQ",NA,"SUPPRF55954"
7,1717682253704,"06/06/2024 13:57:33",1717685853704,1,"06/06/2024 15:57:33",180921,1,"task-7hcp",NA,38088888,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",5,"HIGAFBECD","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"response","6",9545.4,11494.3,11501.5000001907,9545.4,11494.3,11501.5000001907,1,9545.4,1956.10000019073,0,NA,"Rating Scale","Rating Scale",10,"object-121","BIQ",NA,"SUPPRF55954"
8,1717682262705,"06/06/2024 13:57:42",1717685862705,1,"06/06/2024 15:57:42",180921,1,"task-7hcp",NA,38088888,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",5,"HIGAFBECD","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"continue","",9007.80000009537,8996.3,9007.80000009537,9007.80000009537,8996.3,9007.80000009537,1,9007.80000009537,0,0,NA,"Click To Continue","Continue Button",15,"object-50","BIQ",NA,"SUPPRF55954"
9,1717682262706,"06/06/2024 13:57:42",1717685862706,1,"06/06/2024 15:57:42",180921,1,"task-7hcp",NA,38088888,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x730",NA,NA,0,"BIQ (Charlotte)",5,"HIGAFBECD","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"response","3",4681.2,8996.3,9009.10000004769,4681.2,8996.3,9009.10000004769,1,4681.2,4327.90000004768,0,NA,"Rating Scale","Rating Scale",2,"object-36","BIQ",NA,"SUPPRF55954"
