"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"2",1717681785246,"06/06/2024 13:49:45",1717685385246,1,"06/06/2024 15:49:45",180921,1,"task-8tuj",NA,38088677,11204370,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1280x720","1280x559",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABICHDGEF","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",7593.2,7576.6,7593.2,7593.2,7576.6,7593.2,1,7593.2,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPPRF02661"
"3",1717681798631,"06/06/2024 13:49:58",1717685398631,1,"06/06/2024 15:49:58",180921,1,"task-8tuj",NA,38088677,11204370,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1280x720","1280x559",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABICHDGEF","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",13389.4,13372.7,13389.4,13389.4,13372.7,13389.4,1,13389.4,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPPRF02661"
"4",1717681808775,"06/06/2024 13:50:08",1717685408775,1,"06/06/2024 15:50:08",180921,1,"task-8tuj",NA,38088677,11204370,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1280x720","1280x559",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABICHDGEF","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",10174.4,10158.3,10174.4,10174.4,10158.3,10174.4,1,10174.4,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPPRF02661"
"5",1717681823725,"06/06/2024 13:50:23",1717685423725,1,"06/06/2024 15:50:23",180921,1,"task-8tuj",NA,38088677,11204370,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1280x720","1280x559",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABICHDGEF","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",14966.1,14954,14966.1,14966.1,14954,14966.1,1,14966.1,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPPRF02661"
"6",1717681840527,"06/06/2024 13:50:40",1717685440527,1,"06/06/2024 15:50:40",180921,1,"task-8tuj",NA,38088677,11204370,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1280x720","1280x559",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABICHDGEF","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",16813.8999999821,16803.2,16813.8999999821,16813.8999999821,16803.2,16813.8999999821,1,16813.8999999821,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPPRF02661"
"7",1717681845844,"06/06/2024 13:50:45",1717685445844,1,"06/06/2024 15:50:45",180921,1,"task-8tuj",NA,38088677,11204370,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1280x720","1280x559",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABICHDGEF","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",5327.80000000596,5311.9,5327.80000000596,5327.80000000596,5311.9,5327.80000000596,1,5327.80000000596,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPPRF02661"
"8",1717681852471,"06/06/2024 13:50:52",1717685452471,1,"06/06/2024 15:50:52",180921,1,"task-8tuj",NA,38088677,11204370,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1280x720","1280x559",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABICHDGEF","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",6642.90000000596,6627.89999999999,6642.90000000596,6642.90000000596,6627.89999999999,6642.90000000596,1,6642.90000000596,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPPRF02661"
"9",1717681855613,"06/06/2024 13:50:55",1717685455613,1,"06/06/2024 15:50:55",180921,1,"task-8tuj",NA,38088677,11204370,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1280x720","1280x559",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABICHDGEF","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",3157.00000000597,3147.40000000001,3157.00000000597,3157.00000000597,3147.40000000001,3157.00000000597,1,3157.00000000597,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPPRF02661"
"10",1717681855617,"06/06/2024 13:50:55",1717685455617,1,"06/06/2024 15:50:55",180921,1,"task-8tuj",NA,38088677,11204370,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1280x720","1280x559",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABICHDGEF","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF02661"
"1",1717682071703,"06/06/2024 13:54:31",1717685671703,1,"06/06/2024 15:54:31",180921,1,"task-8tuj",NA,38088807,11204378,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 124.0.0.0","1728x1117","1728x993",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"CDBEAFIGH","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF32225"
"2",1717682076089,"06/06/2024 13:54:36",1717685676089,1,"06/06/2024 15:54:36",180921,1,"task-8tuj",NA,38088807,11204378,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 124.0.0.0","1728x1117","1728x993",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"CDBEAFIGH","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",3654.9,3653.1,3654.9,3654.9,3653.1,3654.9,1,3654.9,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPPRF32225"
"3",1717682078699,"06/06/2024 13:54:38",1717685678699,1,"06/06/2024 15:54:38",180921,1,"task-8tuj",NA,38088807,11204378,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 124.0.0.0","1728x1117","1728x993",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"CDBEAFIGH","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",2611.4,2577.4,2611.4,2611.4,2577.4,2611.4,1,2611.4,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPPRF32225"
"4",1717682095094,"06/06/2024 13:54:55",1717685695094,1,"06/06/2024 15:54:55",180921,1,"task-8tuj",NA,38088807,11204378,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 124.0.0.0","1728x1117","1728x993",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"CDBEAFIGH","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",16429.2000000715,16412.7,16429.2000000715,16429.2000000715,16412.7,16429.2000000715,1,16429.2000000715,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPPRF32225"
"5",1717682149786,"06/06/2024 13:55:49",1717685749786,1,"06/06/2024 15:55:49",180921,1,"task-8tuj",NA,38088807,11204378,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 124.0.0.0","1728x1117","1728x993",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"CDBEAFIGH","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",54708.3000000238,54700.5,54708.3000000238,54708.3000000238,54700.5,54708.3000000238,1,54708.3000000238,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPPRF32225"
"6",1717682161659,"06/06/2024 13:56:01",1717685761659,1,"06/06/2024 15:56:01",180921,1,"task-8tuj",NA,38088807,11204378,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 124.0.0.0","1728x1117","1728x993",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"CDBEAFIGH","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",11881.2,11873.4,11881.2,11881.2,11873.4,11881.2,1,11881.2,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPPRF32225"
"7",1717682167258,"06/06/2024 13:56:07",1717685767258,1,"06/06/2024 15:56:07",180921,1,"task-8tuj",NA,38088807,11204378,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 124.0.0.0","1728x1117","1728x993",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"CDBEAFIGH","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",5605.90000002384,5585.5,5605.90000002384,5605.90000002384,5585.5,5605.90000002384,1,5605.90000002384,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPPRF32225"
"8",1717682171847,"06/06/2024 13:56:11",1717685771847,1,"06/06/2024 15:56:11",180921,1,"task-8tuj",NA,38088807,11204378,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 124.0.0.0","1728x1117","1728x993",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"CDBEAFIGH","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",4609.90000002384,4593.5,4609.90000002384,4609.90000002384,4593.5,4609.90000002384,1,4609.90000002384,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPPRF32225"
"9",1717682174900,"06/06/2024 13:56:14",1717685774900,1,"06/06/2024 15:56:14",180921,1,"task-8tuj",NA,38088807,11204378,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 124.0.0.0","1728x1117","1728x993",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"CDBEAFIGH","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",3068.90000002384,3045.7,3068.90000002384,3068.90000002384,3045.7,3068.90000002384,1,3068.90000002384,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPPRF32225"
"10",1717682174901,"06/06/2024 13:56:14",1717685774901,1,"06/06/2024 15:56:14",180921,1,"task-8tuj",NA,38088807,11204378,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 124.0.0.0","1728x1117","1728x993",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"CDBEAFIGH","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF32225"
"1",1717682249933,"06/06/2024 13:57:29",1717685849933,1,"06/06/2024 15:57:29",180921,1,"task-8tuj",NA,38088905,11204417,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x695",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBIA","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF49978"
"2",1717682253546,"06/06/2024 13:57:33",1717685853546,1,"06/06/2024 15:57:33",180921,1,"task-8tuj",NA,38088905,11204417,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x695",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBIA","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",3524.70000002384,3513.1,3524.70000002384,3524.70000002384,3513.1,3524.70000002384,1,3524.70000002384,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPPRF49978"
"3",1717682256410,"06/06/2024 13:57:36",1717685856410,1,"06/06/2024 15:57:36",180921,1,"task-8tuj",NA,38088905,11204417,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x695",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBIA","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",2876.60000002384,2864.2,2876.60000002384,2876.60000002384,2864.2,2876.60000002384,1,2876.60000002384,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPPRF49978"
"4",1717682265953,"06/06/2024 13:57:45",1717685865953,1,"06/06/2024 15:57:45",180921,1,"task-8tuj",NA,38088905,11204417,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x695",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBIA","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",9554.90000002384,9541,9554.90000002384,9554.90000002384,9541,9554.90000002384,1,9554.90000002384,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPPRF49978"
"5",1717682274403,"06/06/2024 13:57:54",1717685874403,1,"06/06/2024 15:57:54",180921,1,"task-8tuj",NA,38088905,11204417,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x695",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBIA","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",8463.70000009537,8458.8,8463.70000009537,8463.70000009537,8458.8,8463.70000009537,1,8463.70000009537,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPPRF49978"
"6",1717682281901,"06/06/2024 13:58:01",1717685881901,1,"06/06/2024 15:58:01",180921,1,"task-8tuj",NA,38088905,11204417,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x695",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBIA","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",7502.90000009537,7492.9,7502.90000009537,7502.90000009537,7492.9,7502.90000009537,1,7502.90000009537,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPPRF49978"
"7",1717682287821,"06/06/2024 13:58:07",1717685887821,1,"06/06/2024 15:58:07",180921,1,"task-8tuj",NA,38088905,11204417,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x695",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBIA","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",5927.5,5911.1,5927.5,5927.5,5911.1,5927.5,1,5927.5,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPPRF49978"
"8",1717682291149,"06/06/2024 13:58:11",1717685891149,1,"06/06/2024 15:58:11",180921,1,"task-8tuj",NA,38088905,11204417,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x695",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBIA","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",3346.7,3330.2,3346.7,3346.7,3330.2,3346.7,1,3346.7,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPPRF49978"
"9",1717682293640,"06/06/2024 13:58:13",1717685893640,1,"06/06/2024 15:58:13",180921,1,"task-8tuj",NA,38088905,11204417,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x695",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBIA","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",2507.90000002384,2497.7,2507.90000002384,2507.90000002384,2497.7,2507.90000002384,1,2507.90000002384,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPPRF49978"
"10",1717682293647,"06/06/2024 13:58:13",1717685893647,1,"06/06/2024 15:58:13",180921,1,"task-8tuj",NA,38088905,11204417,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x695",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBIA","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF49978"
"1",1717682503626,"06/06/2024 14:01:43",1717686103626,1,"06/06/2024 16:01:43",180921,1,"task-8tuj",NA,38089031,11204446,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"HIGAFBECD","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF55954"
"2",1717682506946,"06/06/2024 14:01:46",1717686106946,1,"06/06/2024 16:01:46",180921,1,"task-8tuj",NA,38089031,11204446,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"HIGAFBECD","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",3242.30000019073,3232.2,3242.30000019073,3242.30000019073,3232.2,3242.30000019073,1,3242.30000019073,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPPRF55954"
"3",1717682509465,"06/06/2024 14:01:49",1717686109465,1,"06/06/2024 16:01:49",180921,1,"task-8tuj",NA,38089031,11204446,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"HIGAFBECD","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",2529.70000009537,2515.6,2529.70000009537,2529.70000009537,2515.6,2529.70000009537,1,2529.70000009537,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPPRF55954"
"4",1717682519756,"06/06/2024 14:01:59",1717686119756,1,"06/06/2024 16:01:59",180921,1,"task-8tuj",NA,38089031,11204446,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"HIGAFBECD","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",10305.6000000954,10295.4,10305.6000000954,10305.6000000954,10295.4,10305.6000000954,1,10305.6000000954,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPPRF55954"
"5",1717682529965,"06/06/2024 14:02:09",1717686129965,1,"06/06/2024 16:02:09",180921,1,"task-8tuj",NA,38089031,11204446,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"HIGAFBECD","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",10219.0000000477,10212.2,10219.0000000477,10219.0000000477,10212.2,10219.0000000477,1,10219.0000000477,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPPRF55954"
"6",1717682551943,"06/06/2024 14:02:31",1717686151943,1,"06/06/2024 16:02:31",180921,1,"task-8tuj",NA,38089031,11204446,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"HIGAFBECD","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",21985.1,21973.3,21985.1,21985.1,21973.3,21985.1,1,21985.1,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPPRF55954"
"7",1717682556716,"06/06/2024 14:02:36",1717686156716,1,"06/06/2024 16:02:36",180921,1,"task-8tuj",NA,38089031,11204446,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"HIGAFBECD","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",4785.10000019074,4781.7,4785.10000019074,4785.10000019074,4781.7,4785.10000019074,1,4785.10000019074,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPPRF55954"
"8",1717682559491,"06/06/2024 14:02:39",1717686159491,1,"06/06/2024 16:02:39",180921,1,"task-8tuj",NA,38089031,11204446,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"HIGAFBECD","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",2778.00000009537,2765.1,2778.00000009537,2778.00000009537,2765.1,2778.00000009537,1,2778.00000009537,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPPRF55954"
"9",1717682562472,"06/06/2024 14:02:42",1717686162472,1,"06/06/2024 16:02:42",180921,1,"task-8tuj",NA,38089031,11204446,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"HIGAFBECD","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",2993.30000019073,2982.5,2993.30000019073,2993.30000019073,2982.5,2993.30000019073,1,2993.30000019073,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPPRF55954"
"10",1717682562478,"06/06/2024 14:02:42",1717686162478,1,"06/06/2024 16:02:42",180921,1,"task-8tuj",NA,38089031,11204446,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"HIGAFBECD","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF55954"
"1",1717682723120,"06/06/2024 14:05:23",1717686323120,1,"06/06/2024 16:05:23",180921,1,"task-8tuj",NA,38089137,11204452,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1280x720","1280x585",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"CDBEAFIGH","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF54709"
"2",1717682727087,"06/06/2024 14:05:27",1717686327087,1,"06/06/2024 16:05:27",180921,1,"task-8tuj",NA,38089137,11204452,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1280x720","1280x585",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"CDBEAFIGH","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",3846.1,3833.2,3846.1,3846.1,3833.2,3846.1,1,3846.1,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPPRF54709"
