"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"1",1717681100566,"06/06/2024 13:38:20",1717684700566,1,"06/06/2024 15:38:20",180921,1,"task-8tuj",NA,38088412,11204237,NA,"complete",NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 124.0.0.0","1366x768","1366x599",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBIA","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF16541"
"2",1717681103748,"06/06/2024 13:38:23",1717684703748,1,"06/06/2024 15:38:23",180921,1,"task-8tuj",NA,38088412,11204237,NA,"complete",NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 124.0.0.0","1366x768","1366x599",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBIA","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",3007.30000003576,2996.9,3007.30000003576,3007.30000003576,2996.9,3007.30000003576,1,3007.30000003576,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPPRF16541"
"3",1717681106652,"06/06/2024 13:38:26",1717684706652,1,"06/06/2024 15:38:26",180921,1,"task-8tuj",NA,38088412,11204237,NA,"complete",NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 124.0.0.0","1366x768","1366x599",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBIA","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",2913.4,2896.8,2913.4,2913.4,2896.8,2913.4,1,2913.4,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPPRF16541"
"4",1717681113094,"06/06/2024 13:38:33",1717684713094,1,"06/06/2024 15:38:33",180921,1,"task-8tuj",NA,38088412,11204237,NA,"complete",NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 124.0.0.0","1366x768","1366x599",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBIA","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",6460.60000003576,6457.5,6460.60000003576,6460.60000003576,6457.5,6460.60000003576,1,6460.60000003576,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPPRF16541"
"5",1717681117830,"06/06/2024 13:38:37",1717684717830,1,"06/06/2024 15:38:37",180921,1,"task-8tuj",NA,38088412,11204237,NA,"complete",NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 124.0.0.0","1366x768","1366x599",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBIA","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",4739.00000001192,4730.6,4739.00000001192,4739.00000001192,4730.6,4739.00000001192,1,4739.00000001192,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPPRF16541"
"6",1717681121436,"06/06/2024 13:38:41",1717684721436,1,"06/06/2024 15:38:41",180921,1,"task-8tuj",NA,38088412,11204237,NA,"complete",NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 124.0.0.0","1366x768","1366x599",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBIA","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",3614.00000003576,3610.6,3614.00000003576,3614.00000003576,3610.6,3614.00000003576,1,3614.00000003576,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPPRF16541"
"7",1717681126343,"06/06/2024 13:38:46",1717684726343,1,"06/06/2024 15:38:46",180921,1,"task-8tuj",NA,38088412,11204237,NA,"complete",NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 124.0.0.0","1366x768","1366x599",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBIA","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",4908.3,4891.6,4908.3,4908.3,4891.6,4908.3,1,4908.3,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPPRF16541"
"8",1717681128743,"06/06/2024 13:38:48",1717684728743,1,"06/06/2024 15:38:48",180921,1,"task-8tuj",NA,38088412,11204237,NA,"complete",NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 124.0.0.0","1366x768","1366x599",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBIA","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",2419.50000002384,2414.2,2419.50000002384,2419.50000002384,2414.2,2419.50000002384,1,2419.50000002384,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPPRF16541"
"9",1717681131828,"06/06/2024 13:38:51",1717684731828,1,"06/06/2024 15:38:51",180921,1,"task-8tuj",NA,38088412,11204237,NA,"complete",NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 124.0.0.0","1366x768","1366x599",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBIA","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",3089.50000001192,3079.1,3089.50000001192,3089.50000001192,3079.1,3089.50000001192,1,3089.50000001192,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPPRF16541"
"10",1717681131834,"06/06/2024 13:38:51",1717684731834,1,"06/06/2024 15:38:51",180921,1,"task-8tuj",NA,38088412,11204237,NA,"complete",NA,"computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 124.0.0.0","1366x768","1366x599",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"EFDGCHBIA","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF16541"
"1",1717680973886,"06/06/2024 13:36:13",1717684573886,1,"06/06/2024 15:36:13",180921,1,"task-8tuj",NA,38088358,11204276,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1440x900","1384x697",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDICAB","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF46523"
"2",1717680977105,"06/06/2024 13:36:17",1717684577105,1,"06/06/2024 15:36:17",180921,1,"task-8tuj",NA,38088358,11204276,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1440x900","1384x697",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDICAB","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",3058.19999999404,3047.5,3058.19999999404,3058.19999999404,3047.5,3058.19999999404,1,3058.19999999404,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPPRF46523"
"3",1717680980564,"06/06/2024 13:36:20",1717684580564,1,"06/06/2024 15:36:20",180921,1,"task-8tuj",NA,38088358,11204276,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1440x900","1384x697",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDICAB","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",3470.39999998212,3464.3,3470.39999998212,3470.39999998212,3464.3,3470.39999998212,1,3470.39999998212,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPPRF46523"
"4",1717681022812,"06/06/2024 13:37:02",1717684622812,1,"06/06/2024 15:37:02",180921,1,"task-8tuj",NA,38088358,11204276,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1440x900","1384x697",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDICAB","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",42254.4999999881,42238.5,42254.4999999881,42254.4999999881,42238.5,42254.4999999881,1,42254.4999999881,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPPRF46523"
"5",1717681046625,"06/06/2024 13:37:26",1717684646625,1,"06/06/2024 15:37:26",180921,1,"task-8tuj",NA,38088358,11204276,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1440x900","1384x697",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDICAB","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",23830.5999999821,23818.6,23830.5999999821,23830.5999999821,23818.6,23830.5999999821,1,23830.5999999821,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPPRF46523"
"6",1717681056955,"06/06/2024 13:37:36",1717684656955,1,"06/06/2024 15:37:36",180921,1,"task-8tuj",NA,38088358,11204276,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1440x900","1384x697",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDICAB","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",10341.9999999821,10326.5,10341.9999999821,10341.9999999821,10326.5,10341.9999999821,1,10341.9999999821,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPPRF46523"
"7",1717681062295,"06/06/2024 13:37:42",1717684662295,1,"06/06/2024 15:37:42",180921,1,"task-8tuj",NA,38088358,11204276,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1440x900","1384x697",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDICAB","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",5355.49999998212,5345.5,5355.49999998212,5355.49999998212,5345.5,5355.49999998212,1,5355.49999998212,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPPRF46523"
"8",1717681066782,"06/06/2024 13:37:46",1717684666782,1,"06/06/2024 15:37:46",180921,1,"task-8tuj",NA,38088358,11204276,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1440x900","1384x697",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDICAB","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",4496.2,4480.39999999999,4496.2,4496.2,4480.39999999999,4496.2,1,4496.2,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPPRF46523"
"9",1717681069504,"06/06/2024 13:37:49",1717684669504,1,"06/06/2024 15:37:49",180921,1,"task-8tuj",NA,38088358,11204276,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1440x900","1384x697",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDICAB","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",2738.89999999404,2731.8,2738.89999999404,2738.89999999404,2731.8,2738.89999999404,1,2738.89999999404,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPPRF46523"
"10",1717681069509,"06/06/2024 13:37:49",1717684669509,1,"06/06/2024 15:37:49",180921,1,"task-8tuj",NA,38088358,11204276,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1440x900","1384x697",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"FGEHDICAB","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF46523"
"1",1717681468892,"06/06/2024 13:44:28",1717685068892,1,"06/06/2024 15:44:28",180921,1,"task-8tuj",NA,38088555,11204291,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1470x956","1452x709",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"GHFIEADBC","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF53261"
"2",1717681473497,"06/06/2024 13:44:33",1717685073497,1,"06/06/2024 15:44:33",180921,1,"task-8tuj",NA,38088555,11204291,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1470x956","1452x709",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"GHFIEADBC","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",4371.0999997139,4366.6,4371.0999997139,4371.0999997139,4366.6,4371.0999997139,1,4371.0999997139,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPPRF53261"
"3",1717681476880,"06/06/2024 13:44:36",1717685076880,1,"06/06/2024 15:44:36",180921,1,"task-8tuj",NA,38088555,11204291,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1470x956","1452x709",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"GHFIEADBC","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",3387.9999997139,3383.5,3387.9999997139,3387.9999997139,3383.5,3387.9999997139,1,3387.9999997139,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPPRF53261"
"4",1717681488214,"06/06/2024 13:44:48",1717685088214,1,"06/06/2024 15:44:48",180921,1,"task-8tuj",NA,38088555,11204291,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1470x956","1452x709",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"GHFIEADBC","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",11338.8999998093,11333.3,11338.8999998093,11338.8999998093,11333.3,11338.8999998093,1,11338.8999998093,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPPRF53261"
"5",1717681503977,"06/06/2024 13:45:03",1717685103977,1,"06/06/2024 15:45:03",180921,1,"task-8tuj",NA,38088555,11204291,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1470x956","1452x709",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"GHFIEADBC","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",15768.9999999046,15766.5,15768.9999999046,15768.9999999046,15766.5,15768.9999999046,1,15768.9999999046,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPPRF53261"
"6",1717681517389,"06/06/2024 13:45:17",1717685117389,1,"06/06/2024 15:45:17",180921,1,"task-8tuj",NA,38088555,11204291,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1470x956","1452x709",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"GHFIEADBC","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",13414.4999999046,13400.1,13414.4999999046,13414.4999999046,13400.1,13414.4999999046,1,13414.4999999046,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPPRF53261"
"7",1717681522165,"06/06/2024 13:45:22",1717685122165,1,"06/06/2024 15:45:22",180921,1,"task-8tuj",NA,38088555,11204291,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1470x956","1452x709",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"GHFIEADBC","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",4790.69999961853,4782.8,4790.69999961853,4790.69999961853,4782.8,4790.69999961853,1,4790.69999961853,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPPRF53261"
"8",1717681525225,"06/06/2024 13:45:25",1717685125225,1,"06/06/2024 15:45:25",180921,1,"task-8tuj",NA,38088555,11204291,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1470x956","1452x709",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"GHFIEADBC","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",3067.1,3050.5,3067.1,3067.1,3050.5,3067.1,1,3067.1,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPPRF53261"
"9",1717681528285,"06/06/2024 13:45:28",1717685128285,1,"06/06/2024 15:45:28",180921,1,"task-8tuj",NA,38088555,11204291,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1470x956","1452x709",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"GHFIEADBC","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",3076.7999997139,3066.6,3076.7999997139,3076.7999997139,3066.6,3076.7999997139,1,3076.7999997139,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPPRF53261"
"10",1717681528290,"06/06/2024 13:45:28",1717685128290,1,"06/06/2024 15:45:28",180921,1,"task-8tuj",NA,38088555,11204291,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1470x956","1452x709",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"GHFIEADBC","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF53261"
"1",1717681961085,"06/06/2024 13:52:41",1717685561085,1,"06/06/2024 15:52:41",180921,1,"task-8tuj",NA,38088762,11204341,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1440x900","1440x779",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"HIGAFBECD","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF02576"
"2",1717681968747,"06/06/2024 13:52:48",1717685568747,1,"06/06/2024 15:52:48",180921,1,"task-8tuj",NA,38088762,11204341,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1440x900","1440x779",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"HIGAFBECD","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",7554.80000000112,7545.1,7554.80000000112,7554.80000000112,7545.1,7554.80000000112,1,7554.80000000112,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPPRF02576"
"3",1717681971467,"06/06/2024 13:52:51",1717685571467,1,"06/06/2024 15:52:51",180921,1,"task-8tuj",NA,38088762,11204341,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1440x900","1440x779",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"HIGAFBECD","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",2729.90000000037,2713.7,2729.90000000037,2729.90000000037,2713.7,2729.90000000037,1,2729.90000000037,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPPRF02576"
"4",1717681992669,"06/06/2024 13:53:12",1717685592669,1,"06/06/2024 15:53:12",180921,1,"task-8tuj",NA,38088762,11204341,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1440x900","1440x779",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"HIGAFBECD","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",21219.3999999996,21203.1,21219.3999999996,21219.3999999996,21203.1,21219.3999999996,1,21219.3999999996,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPPRF02576"
"5",1717682014728,"06/06/2024 13:53:34",1717685614728,1,"06/06/2024 15:53:34",180921,1,"task-8tuj",NA,38088762,11204341,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1440x900","1440x779",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"HIGAFBECD","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",22076.4000000011,22068.3,22076.4000000011,22076.4000000011,22068.3,22076.4000000011,1,22076.4000000011,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPPRF02576"
"6",1717682021832,"06/06/2024 13:53:41",1717685621832,1,"06/06/2024 15:53:41",180921,1,"task-8tuj",NA,38088762,11204341,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1440x900","1440x779",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"HIGAFBECD","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",7111.10000000001,7095.3,7111.10000000001,7111.10000000001,7095.3,7111.10000000001,1,7111.10000000001,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPPRF02576"
"7",1717682027556,"06/06/2024 13:53:47",1717685627556,1,"06/06/2024 15:53:47",180921,1,"task-8tuj",NA,38088762,11204341,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1440x900","1440x779",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"HIGAFBECD","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",5741.40000000074,5730.49999999999,5741.40000000074,5741.40000000074,5730.49999999999,5741.40000000074,1,5741.40000000074,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPPRF02576"
"8",1717682033171,"06/06/2024 13:53:53",1717685633171,1,"06/06/2024 15:53:53",180921,1,"task-8tuj",NA,38088762,11204341,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1440x900","1440x779",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"HIGAFBECD","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",5626.10000000001,5612.8,5626.10000000001,5626.10000000001,5612.8,5626.10000000001,1,5626.10000000001,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPPRF02576"
"9",1717682036286,"06/06/2024 13:53:56",1717685636286,1,"06/06/2024 15:53:56",180921,1,"task-8tuj",NA,38088762,11204341,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1440x900","1440x779",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"HIGAFBECD","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",3128.10000000075,3114.8,3128.10000000075,3128.10000000075,3114.8,3128.10000000075,1,3128.10000000075,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPPRF02576"
"10",1717682036288,"06/06/2024 13:53:56",1717685636288,1,"06/06/2024 15:53:56",180921,1,"task-8tuj",NA,38088762,11204341,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1440x900","1440x779",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"HIGAFBECD","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF02576"
"1",1717681777507,"06/06/2024 13:49:37",1717685377507,1,"06/06/2024 15:49:37",180921,1,"task-8tuj",NA,38088677,11204370,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1280x720","1280x559",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABICHDGEF","Passed AC2",NA,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF02661"
