"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","Consent.Form.object.2.I.have.read.and.understood.the.information.sheet.and.hereby.give.my.consent.to.take.part.in.this.experiment.in.full.knowledge.that.data.is.being.recorded...I.Agree.","Consent.Form.object.2.I.have.read.the.information.above.and.understand.I.can.email.the.researchers.with.any.questions...I.Agree.","Consent.Form.object.2.I.consent.to.the.collection.of.the.following.types.of.research.data..Mental.health.questionnaires.and.performance.on.computerised.tasks...I.Agree.","Consent.Form.object.2.I.understand.that.no.identifiable.personal.information.will.be.collected.and.that.my.data.will.be.stored.securely.and.anonymously...I.Agree.","Consent.Form.object.2.I.understand.that.participation.is.completely.voluntary.and.that.I.can.withdraw.at.any.point.without.giving.any.reason.and.without.any.penalty..simply.by.closing.my.browser...I.Agree.","Consent.Form.object.2.I.understand.that.confidentiality.will.be.strictly.adhered.to.and.it.will.not.be.possible.to.identify.me.in.any.publications.or.presentations...I.Agree.","Consent.Form.object.2.I.understand.the.benefits.of.participating.as.stated.in.the.Information.Sheet..including.the.receipt.of.financial.compensation...I.Agree.","Consent.Form.object.2.I.understand.that.only.fully.anonymised.research.data.from.the.study.will.be.presented..published.or.archived.in.an.open.access.repository..which.might.be.used.for.future.analysis.by.other.researchers.not.connected.with.UCL...I.Agree.","Consent.Form.object.2.I.hereby.confirm.that....a..I.understand.the.inclusion.criteria.as.detailed.in.the.Study.Description..b..I.meet.these.criteria..and.do.not.meet.any.of.the.exclusion.criteria..c..I.do.not.have.current.or.past.experiences.of.psychosis.or.neurological.conditions....I.Agree.","Consent.Form.object.2.I.confirm.that.I.have.a.good.internet.connection...I.Agree.","Consent.Form.object.2.I.consent.to.take.part.in.the.study...I.Agree.","Random_ID"
"1",1695667721544,"25/09/2023 18:48:41",1695653321544,-4,"25/09/2023 10:48:41",144247,6,"questionnaire-t2gh",NA,31847895,9416665,NA,"complete","idnqyy","34HJIJKLPBVBBWD04V75NV8J4L54VP","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1600x900","1600x751",NA,NA,0,"Consent (without video or audio)",2,"BCADJEIFHG","Passed AC2","","1","1","1","1","1","1","1","1","1","1","1","SUPAMT33623"
"1",1695689336782,"26/09/2023 00:48:56",1695671336782,-5,"25/09/2023 14:48:56",144247,6,"questionnaire-t2gh",NA,31847922,9416671,NA,"complete","jfajas","3DI28L7YXGDDHMUVMNZTPTDUS6T1E4","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1707x773",NA,NA,0,"Consent (without video or audio)",2,"EFDGCHBIAJ","Failed AC2","Passed AC1","1","1","1","1","1","1","1","1","1","1","1","SUPAMT78856"
"1",1695667743674,"25/09/2023 18:49:03",1695653343674,-4,"25/09/2023 10:49:03",144247,6,"questionnaire-t2gh",NA,31847931,9416674,NA,"complete","oimylj","3ZSY5X72N3ANMI61EVH40WPL06SORQ","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1362x598",NA,NA,0,"Consent (without video or audio)",2,"GHFIEJDACB","Failed AC2","Passed AC1","1","1","1","1","1","1","1","1","1","1","1","SUPAMT61059"
"1",1695682144907,"25/09/2023 22:49:04",1695667744907,-4,"25/09/2023 14:49:04",144247,6,"questionnaire-t2gh",NA,31847937,9416677,NA,"complete","zcuqxv","33IZTU6J870MH6K6UB459JLAYCGSXN","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"Consent (without video or audio)",2,"HIGJFAEBDC","Passed AC2","","1","1","1","1","1","1","1","1","1","1","1","SUPAMT58446"
"1",1695678547948,"25/09/2023 21:49:07",1695653347948,-7,"25/09/2023 07:49:07",144247,6,"questionnaire-t2gh",NA,31847938,9416678,NA,"complete","sioyut","3483FV8BEKIGTSJCZ9G9IOVM3EI260","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"Consent (without video or audio)",2,"DECFBGAHJI","Passed AC2","","1","1","1","1","1","1","1","1","1","1","1","SUPAMT52091"
"1",1695678551409,"25/09/2023 21:49:11",1695653351409,-7,"25/09/2023 07:49:11",144247,6,"questionnaire-t2gh",NA,31847943,9416680,NA,"complete","jwvcoa","336KAV9KYWRICCTI5SB11FFF2OBY2W","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1517x687",NA,NA,0,"Consent (without video or audio)",2,"HIGJFAEBDC","Passed AC2","","1","1","1","1","1","1","1","1","1","1","1","SUPAMT25665"
"1",1695667767286,"25/09/2023 18:49:27",1695653367286,-4,"25/09/2023 10:49:27",144247,6,"questionnaire-t2gh",NA,31847989,9416690,NA,"complete","uckwzd","3IQ1VMJRYZJSGEGEAVC08G5M53J9AQ","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Consent (without video or audio)",2,"JAIBHCGDFE","Passed AC2","","1","1","1","1","1","1","1","1","1","1","1","SUPAMT94886"
"1",1695667775429,"25/09/2023 18:49:35",1695653375429,-4,"25/09/2023 10:49:35",144247,6,"questionnaire-t2gh",NA,31848004,9416694,NA,"complete","nqpqfy","3OS46CRSLLYPQJHENJ0KKTSX0CB6VC","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x691","1366x574",NA,NA,0,"Consent (without video or audio)",2,"ABJCIDHEGF","Passed AC2","","1","1","1","1","1","1","1","1","1","1","1","SUPAMT56870"
"1",1695667783158,"25/09/2023 18:49:43",1695653383158,-4,"25/09/2023 10:49:43",144247,6,"questionnaire-t2gh",NA,31848022,9416698,NA,"complete","badtgi","3B3WTRP3DH13BBLAXGJL2YMOTFR92J","computer","Desktop or Laptop","Windows 10","Chrome 109.0.0.0","1366x768","1366x657",NA,NA,0,"Consent (without video or audio)",2,"FGEHDICJBA","Passed AC2","","1","1","1","1","1","1","1","1","1","1","1","SUPAMT37681"
"1",1695667729178,"25/09/2023 18:48:49",1695653329178,-4,"25/09/2023 10:48:49",144247,6,"questionnaire-t2gh",NA,31848025,9416699,NA,"complete","sebjfh","3HPZF4IVNSSVAULK2L07DSO1EFOYC5","computer","Desktop or Laptop","Windows 10","Chrome 114.0.0.0","1366x768","1366x625",NA,NA,0,"Consent (without video or audio)",2,"CDBEAFJGIH","Passed AC2","","1","1","1","1","1","1","1","1","1","1","1","SUPAMT46587"
