"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"4",1713001913966,"13/04/2024 09:51:53",1713005513966,1,"13/04/2024 11:51:53",175580,1,"task-kvtv",NA,36989589,10908840,NA,"complete",NA,"661a4d78dc20c9fb515986ee","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1920x1080","1920x919",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"BCADKEJFIGH","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",13546.3999999998,13534.3,13546.3999999998,13546.3999999998,13534.3,13546.3999999998,1,13546.3999999998,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPPRF05526"
"5",1713001927274,"13/04/2024 09:52:07",1713005527274,1,"13/04/2024 11:52:07",175580,1,"task-kvtv",NA,36989589,10908840,NA,"complete",NA,"661a4d78dc20c9fb515986ee","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1920x1080","1920x919",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"BCADKEJFIGH","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",13318.6999999999,13317.4,13318.6999999999,13318.6999999999,13317.4,13318.6999999999,1,13318.6999999999,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPPRF05526"
"6",1713001933125,"13/04/2024 09:52:13",1713005533125,1,"13/04/2024 11:52:13",175580,1,"task-kvtv",NA,36989589,10908840,NA,"complete",NA,"661a4d78dc20c9fb515986ee","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1920x1080","1920x919",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"BCADKEJFIGH","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",5852.59999999972,5850.4,5852.59999999972,5852.59999999972,5850.4,5852.59999999972,1,5852.59999999972,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPPRF05526"
"7",1713001938091,"13/04/2024 09:52:18",1713005538091,1,"13/04/2024 11:52:18",175580,1,"task-kvtv",NA,36989589,10908840,NA,"complete",NA,"661a4d78dc20c9fb515986ee","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1920x1080","1920x919",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"BCADKEJFIGH","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",4968.09999999963,4966.9,4968.09999999963,4968.09999999963,4966.9,4968.09999999963,1,4968.09999999963,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPPRF05526"
"8",1713001941154,"13/04/2024 09:52:21",1713005541154,1,"13/04/2024 11:52:21",175580,1,"task-kvtv",NA,36989589,10908840,NA,"complete",NA,"661a4d78dc20c9fb515986ee","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1920x1080","1920x919",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"BCADKEJFIGH","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",3064.79999999972,3050.4,3064.79999999972,3064.79999999972,3050.4,3064.79999999972,1,3064.79999999972,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPPRF05526"
"9",1713001943974,"13/04/2024 09:52:23",1713005543974,1,"13/04/2024 11:52:23",175580,1,"task-kvtv",NA,36989589,10908840,NA,"complete",NA,"661a4d78dc20c9fb515986ee","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1920x1080","1920x919",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"BCADKEJFIGH","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",2833.79999999962,2833.39999999999,2833.79999999962,2833.79999999962,2833.39999999999,2833.79999999962,1,2833.79999999962,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPPRF05526"
"10",1713001943975,"13/04/2024 09:52:23",1713005543975,1,"13/04/2024 11:52:23",175580,1,"task-kvtv",NA,36989589,10908840,NA,"complete",NA,"661a4d78dc20c9fb515986ee","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1920x1080","1920x919",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"BCADKEJFIGH","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF05526"
"1",1713002954501,"13/04/2024 10:09:14",1713006554501,1,"13/04/2024 12:09:14",175580,1,"task-kvtv",NA,36990046,10908891,NA,"complete",NA,"661a525db9c3958b865418ac","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1280x720","1280x585",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"CDBEAFKGJHI","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF18997"
"2",1713002965044,"13/04/2024 10:09:25",1713006565044,1,"13/04/2024 12:09:25",175580,1,"task-kvtv",NA,36990046,10908891,NA,"complete",NA,"661a525db9c3958b865418ac","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1280x720","1280x585",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"CDBEAFKGJHI","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",10430.5999999998,10415.3,10430.5999999998,10430.5999999998,10415.3,10430.5999999998,1,10430.5999999998,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPPRF18997"
"3",1713002977009,"13/04/2024 10:09:37",1713006577009,1,"13/04/2024 12:09:37",175580,1,"task-kvtv",NA,36990046,10908891,NA,"complete",NA,"661a525db9c3958b865418ac","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1280x720","1280x585",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"CDBEAFKGJHI","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",11980.6999999993,11965.1,11980.6999999993,11980.6999999993,11965.1,11980.6999999993,1,11980.6999999993,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPPRF18997"
"4",1713003049446,"13/04/2024 10:10:49",1713006649446,1,"13/04/2024 12:10:49",175580,1,"task-kvtv",NA,36990046,10908891,NA,"complete",NA,"661a525db9c3958b865418ac","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1280x720","1280x585",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"CDBEAFKGJHI","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",72453.2999999994,72439.8,72453.2999999994,72453.2999999994,72439.8,72453.2999999994,1,72453.2999999994,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPPRF18997"
"5",1713003084533,"13/04/2024 10:11:24",1713006684533,1,"13/04/2024 12:11:24",175580,1,"task-kvtv",NA,36990046,10908891,NA,"complete",NA,"661a525db9c3958b865418ac","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1280x720","1280x585",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"CDBEAFKGJHI","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",35100.6,35095.1,35100.6,35100.6,35095.1,35100.6,1,35100.6,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPPRF18997"
"6",1713003139595,"13/04/2024 10:12:19",1713006739595,1,"13/04/2024 12:12:19",175580,1,"task-kvtv",NA,36990046,10908891,NA,"complete",NA,"661a525db9c3958b865418ac","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1280x720","1280x585",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"CDBEAFKGJHI","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",55067.0999999996,55059,55067.0999999996,55067.0999999996,55059,55067.0999999996,1,55067.0999999996,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPPRF18997"
"7",1713003145178,"13/04/2024 10:12:25",1713006745178,1,"13/04/2024 12:12:25",175580,1,"task-kvtv",NA,36990046,10908891,NA,"complete",NA,"661a525db9c3958b865418ac","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1280x720","1280x585",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"CDBEAFKGJHI","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",5590.89999999944,5582.70000000001,5590.89999999944,5590.89999999944,5582.70000000001,5590.89999999944,1,5590.89999999944,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPPRF18997"
"8",1713003152960,"13/04/2024 10:12:32",1713006752960,1,"13/04/2024 12:12:32",175580,1,"task-kvtv",NA,36990046,10908891,NA,"complete",NA,"661a525db9c3958b865418ac","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1280x720","1280x585",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"CDBEAFKGJHI","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",7790.19999999943,7782.19999999998,7790.19999999943,7790.19999999943,7782.19999999998,7790.19999999943,1,7790.19999999943,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPPRF18997"
"9",1713003156785,"13/04/2024 10:12:36",1713006756785,1,"13/04/2024 12:12:36",175580,1,"task-kvtv",NA,36990046,10908891,NA,"complete",NA,"661a525db9c3958b865418ac","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1280x720","1280x585",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"CDBEAFKGJHI","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",3832.70000000001,3816.10000000001,3832.70000000001,3832.70000000001,3816.10000000001,3832.70000000001,1,3832.70000000001,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPPRF18997"
"10",1713003156787,"13/04/2024 10:12:36",1713006756787,1,"13/04/2024 12:12:36",175580,1,"task-kvtv",NA,36990046,10908891,NA,"complete",NA,"661a525db9c3958b865418ac","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1280x720","1280x585",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"CDBEAFKGJHI","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF18997"
"1",1713004540774,"13/04/2024 10:35:40",1713008140774,1,"13/04/2024 12:35:40",175580,1,"task-kvtv",NA,36990777,10909176,NA,"complete",NA,"661a5e09bc138c5e9f024a1f","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1920x1080","1920x945",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"DECFBGAHKIJ","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF79299"
"2",1713004543768,"13/04/2024 10:35:43",1713008143768,1,"13/04/2024 12:35:43",175580,1,"task-kvtv",NA,36990777,10909176,NA,"complete",NA,"661a5e09bc138c5e9f024a1f","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1920x1080","1920x945",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"DECFBGAHKIJ","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",2935.6,2933.3,2935.6,2935.6,2933.3,2935.6,1,2935.6,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPPRF79299"
"3",1713004546365,"13/04/2024 10:35:46",1713008146365,1,"13/04/2024 12:35:46",175580,1,"task-kvtv",NA,36990777,10909176,NA,"complete",NA,"661a5e09bc138c5e9f024a1f","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1920x1080","1920x945",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"DECFBGAHKIJ","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",2599.3,2597.7,2599.3,2599.3,2597.7,2599.3,1,2599.3,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPPRF79299"
"4",1713004553789,"13/04/2024 10:35:53",1713008153789,1,"13/04/2024 12:35:53",175580,1,"task-kvtv",NA,36990777,10909176,NA,"complete",NA,"661a5e09bc138c5e9f024a1f","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1920x1080","1920x945",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"DECFBGAHKIJ","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",7425.29999999926,7420.2,7425.29999999926,7425.29999999926,7420.2,7425.29999999926,1,7425.29999999926,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPPRF79299"
"5",1713004558981,"13/04/2024 10:35:58",1713008158981,1,"13/04/2024 12:35:58",175580,1,"task-kvtv",NA,36990777,10909176,NA,"complete",NA,"661a5e09bc138c5e9f024a1f","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1920x1080","1920x945",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"DECFBGAHKIJ","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",5196.99999999963,5193.8,5196.99999999963,5196.99999999963,5193.8,5196.99999999963,1,5196.99999999963,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPPRF79299"
"6",1713004563762,"13/04/2024 10:36:03",1713008163762,1,"13/04/2024 12:36:03",175580,1,"task-kvtv",NA,36990777,10909176,NA,"complete",NA,"661a5e09bc138c5e9f024a1f","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1920x1080","1920x945",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"DECFBGAHKIJ","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",4784.79999999925,4781.8,4784.79999999925,4784.79999999925,4781.8,4784.79999999925,1,4784.79999999925,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPPRF79299"
"7",1713004568589,"13/04/2024 10:36:08",1713008168589,1,"13/04/2024 12:36:08",175580,1,"task-kvtv",NA,36990777,10909176,NA,"complete",NA,"661a5e09bc138c5e9f024a1f","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1920x1080","1920x945",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"DECFBGAHKIJ","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",4829.89999999963,4824.1,4829.89999999963,4829.89999999963,4824.1,4829.89999999963,1,4829.89999999963,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPPRF79299"
"8",1713004571633,"13/04/2024 10:36:11",1713008171633,1,"13/04/2024 12:36:11",175580,1,"task-kvtv",NA,36990777,10909176,NA,"complete",NA,"661a5e09bc138c5e9f024a1f","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1920x1080","1920x945",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"DECFBGAHKIJ","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",3049.59999999851,3048.4,3049.59999999851,3049.59999999851,3048.4,3049.59999999851,1,3049.59999999851,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPPRF79299"
"9",1713004574441,"13/04/2024 10:36:14",1713008174441,1,"13/04/2024 12:36:14",175580,1,"task-kvtv",NA,36990777,10909176,NA,"complete",NA,"661a5e09bc138c5e9f024a1f","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1920x1080","1920x945",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"DECFBGAHKIJ","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",2809.09999999888,2806.1,2809.09999999888,2809.09999999888,2806.1,2809.09999999888,1,2809.09999999888,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPPRF79299"
"10",1713004574443,"13/04/2024 10:36:14",1713008174443,1,"13/04/2024 12:36:14",175580,1,"task-kvtv",NA,36990777,10909176,NA,"complete",NA,"661a5e09bc138c5e9f024a1f","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1920x1080","1920x945",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"DECFBGAHKIJ","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF79299"
"1",1713006574259,"13/04/2024 11:09:34",1713010174259,1,"13/04/2024 13:09:34",175580,1,"task-kvtv",NA,36991441,10909214,NA,"complete",NA,"661a5e82ee101223172c8815","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1536x864","1536x776",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"EFDGCHBIAJK","Failed AC2","Passed AC1","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF42665"
"2",1713006618298,"13/04/2024 11:10:18",1713010218298,1,"13/04/2024 13:10:18",175580,1,"task-kvtv",NA,36991441,10909214,NA,"complete",NA,"661a5e82ee101223172c8815","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1536x864","1536x776",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"EFDGCHBIAJK","Failed AC2","Passed AC1","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",43246.4,43242.9,43246.4,43246.4,43242.9,43246.4,1,43246.4,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPPRF42665"
"3",1713006826192,"13/04/2024 11:13:46",1713010426192,1,"13/04/2024 13:13:46",175580,1,"task-kvtv",NA,36991441,10909214,NA,"complete",NA,"661a5e82ee101223172c8815","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1536x864","1536x776",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"EFDGCHBIAJK","Failed AC2","Passed AC1","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",207897.900000036,207891.8,207897.900000036,207897.900000036,207891.8,207897.900000036,1,207897.900000036,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPPRF42665"
"4",1713006848609,"13/04/2024 11:14:08",1713010448609,1,"13/04/2024 13:14:08",175580,1,"task-kvtv",NA,36991441,10909214,NA,"complete",NA,"661a5e82ee101223172c8815","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1536x864","1536x776",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"EFDGCHBIAJK","Failed AC2","Passed AC1","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",22421.4000000001,22413.1,22421.4000000001,22421.4000000001,22413.1,22421.4000000001,1,22421.4000000001,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPPRF42665"
"5",1713006861600,"13/04/2024 11:14:21",1713010461600,1,"13/04/2024 13:14:21",175580,1,"task-kvtv",NA,36991441,10909214,NA,"complete",NA,"661a5e82ee101223172c8815","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1536x864","1536x776",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"EFDGCHBIAJK","Failed AC2","Passed AC1","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",13001.3000000477,12998.8,13001.3000000477,13001.3000000477,12998.8,13001.3000000477,1,13001.3000000477,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPPRF42665"
"6",1713006893832,"13/04/2024 11:14:53",1713010493832,1,"13/04/2024 13:14:53",175580,1,"task-kvtv",NA,36991441,10909214,NA,"complete",NA,"661a5e82ee101223172c8815","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1536x864","1536x776",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"EFDGCHBIAJK","Failed AC2","Passed AC1","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",32234.0000000477,32227.4,32234.0000000477,32234.0000000477,32227.4,32234.0000000477,1,32234.0000000477,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPPRF42665"
"7",1713006900200,"13/04/2024 11:15:00",1713010500200,1,"13/04/2024 13:15:00",175580,1,"task-kvtv",NA,36991441,10909214,NA,"complete",NA,"661a5e82ee101223172c8815","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1536x864","1536x776",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"EFDGCHBIAJK","Failed AC2","Passed AC1","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",6373.79999999999,6365.5,6373.79999999999,6373.79999999999,6365.5,6373.79999999999,1,6373.79999999999,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPPRF42665"
"8",1713006905916,"13/04/2024 11:15:05",1713010505916,1,"13/04/2024 13:15:05",175580,1,"task-kvtv",NA,36991441,10909214,NA,"complete",NA,"661a5e82ee101223172c8815","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1536x864","1536x776",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"EFDGCHBIAJK","Failed AC2","Passed AC1","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",5725.30000003579,5723.80000000005,5725.30000003579,5725.30000003579,5723.80000000005,5725.30000003579,1,5725.30000003579,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPPRF42665"
"9",1713006909816,"13/04/2024 11:15:09",1713010509816,1,"13/04/2024 13:15:09",175580,1,"task-kvtv",NA,36991441,10909214,NA,"complete",NA,"661a5e82ee101223172c8815","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1536x864","1536x776",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"EFDGCHBIAJK","Failed AC2","Passed AC1","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",3899.69999999995,3891.39999999997,3899.69999999995,3899.69999999995,3891.39999999997,3899.69999999995,1,3899.69999999995,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPPRF42665"
"10",1713006909836,"13/04/2024 11:15:09",1713010509836,1,"13/04/2024 13:15:09",175580,1,"task-kvtv",NA,36991441,10909214,NA,"complete",NA,"661a5e82ee101223172c8815","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1536x864","1536x776",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"EFDGCHBIAJK","Failed AC2","Passed AC1","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF42665"
"1",1713027540047,"13/04/2024 16:59:00",1713013140047,-4,"13/04/2024 08:59:00",175580,1,"task-kvtv",NA,36996139,10910713,NA,"complete",NA,"661ab17331b72c70209361f3","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1920x1080","1920x963",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"FGEHDICJBKA","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF38944"
"2",1713027824958,"13/04/2024 17:03:44",1713013424958,-4,"13/04/2024 09:03:44",175580,1,"task-kvtv",NA,36996139,10910713,NA,"complete",NA,"661ab17331b72c70209361f3","computer","Desktop or Laptop","Windows 10","Chrome 123.0.0.0","1920x1080","1920x963",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",2,"FGEHDICJBKA","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",284337.500000003,284334.2,284337.500000003,284337.500000003,284334.2,284337.500000003,1,284337.500000003,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPPRF38944"
