"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
7,1722271085653,"29/07/2024 16:38:05",1722274685653,1,"29/07/2024 18:38:05",185160,1,"task-8tuj",NA,39264656,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABICHDGEF","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",7217.70000004768,7216.3,7217.70000004768,7217.70000004768,7216.3,7217.70000004768,1,7217.70000004768,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPPRF84910"
8,1722271092372,"29/07/2024 16:38:12",1722274692372,1,"29/07/2024 18:38:12",185160,1,"task-8tuj",NA,39264656,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABICHDGEF","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",6720.2,6716.2,6720.2,6720.2,6716.2,6720.2,1,6720.2,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPPRF84910"
9,1722271094930,"29/07/2024 16:38:14",1722274694930,1,"29/07/2024 18:38:14",185160,1,"task-8tuj",NA,39264656,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABICHDGEF","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",2561.29999995232,2550.10000000001,2561.29999995232,2561.29999995232,2550.10000000001,2561.29999995232,1,2561.29999995232,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPPRF84910"
10,1722271094932,"29/07/2024 16:38:14",1722274694932,1,"29/07/2024 18:38:14",185160,1,"task-8tuj",NA,39264656,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1536x864","1536x730",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"ABICHDGEF","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF84910"
1,1722271078076,"29/07/2024 16:37:58",1722274678076,1,"29/07/2024 18:37:58",185160,1,"task-8tuj",NA,39264690,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x720","1707x746",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"DECFBGAHI","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF27738"
2,1722271082472,"29/07/2024 16:38:02",1722274682472,1,"29/07/2024 18:38:02",185160,1,"task-8tuj",NA,39264690,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x720","1707x746",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"DECFBGAHI","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",4306.80000004768,4298.5,4306.80000004768,4306.80000004768,4298.5,4306.80000004768,1,4306.80000004768,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPPRF27738"
3,1722271086177,"29/07/2024 16:38:06",1722274686177,1,"29/07/2024 18:38:06",185160,1,"task-8tuj",NA,39264690,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x720","1707x746",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"DECFBGAHI","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",3713.90000001192,3698.7,3713.90000001192,3713.90000001192,3698.7,3713.90000001192,1,3713.90000001192,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPPRF27738"
4,1722271104005,"29/07/2024 16:38:24",1722274704005,1,"29/07/2024 18:38:24",185160,1,"task-8tuj",NA,39264690,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x720","1707x746",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"DECFBGAHI","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",17843.3000000358,17827.5,17843.3000000358,17843.3000000358,17827.5,17843.3000000358,1,17843.3000000358,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPPRF27738"
5,1722271118585,"29/07/2024 16:38:38",1722274718585,1,"29/07/2024 18:38:38",185160,1,"task-8tuj",NA,39264690,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x720","1707x746",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"DECFBGAHI","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",14595,14578.3,14595,14595,14578.3,14595,1,14595,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPPRF27738"
6,1722271125098,"29/07/2024 16:38:45",1722274725098,1,"29/07/2024 18:38:45",185160,1,"task-8tuj",NA,39264690,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x720","1707x746",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"DECFBGAHI","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",6530.50000003576,6514.5,6530.50000003576,6530.50000003576,6514.5,6530.50000003576,1,6530.50000003576,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPPRF27738"
7,1722271129877,"29/07/2024 16:38:49",1722274729877,1,"29/07/2024 18:38:49",185160,1,"task-8tuj",NA,39264690,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x720","1707x746",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"DECFBGAHI","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",4794.30000004768,4781.7,4794.30000004768,4794.30000004768,4781.7,4794.30000004768,1,4794.30000004768,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPPRF27738"
8,1722271134347,"29/07/2024 16:38:54",1722274734347,1,"29/07/2024 18:38:54",185160,1,"task-8tuj",NA,39264690,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x720","1707x746",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"DECFBGAHI","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",4482.4,4465.4,4482.4,4482.4,4465.4,4482.4,1,4482.4,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPPRF27738"
9,1722271137011,"29/07/2024 16:38:57",1722274737011,1,"29/07/2024 18:38:57",185160,1,"task-8tuj",NA,39264690,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x720","1707x746",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"DECFBGAHI","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",2681.70000004768,2665.6,2681.70000004768,2681.70000004768,2665.6,2681.70000004768,1,2681.70000004768,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPPRF27738"
10,1722271137014,"29/07/2024 16:38:57",1722274737014,1,"29/07/2024 18:38:57",185160,1,"task-8tuj",NA,39264690,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x720","1707x746",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"DECFBGAHI","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF27738"
1,1722271126561,"29/07/2024 16:38:46",1722274726561,1,"29/07/2024 18:38:46",185160,1,"task-8tuj",NA,39264718,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x720","1280x585",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"HIGAFBECD","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF56835"
2,1722271130227,"29/07/2024 16:38:50",1722274730227,1,"29/07/2024 18:38:50",185160,1,"task-8tuj",NA,39264718,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x720","1280x585",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"HIGAFBECD","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",3603.5,3597.2,3603.5,3603.5,3597.2,3603.5,1,3603.5,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPPRF56835"
3,1722271133163,"29/07/2024 16:38:53",1722274733163,1,"29/07/2024 18:38:53",185160,1,"task-8tuj",NA,39264718,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x720","1280x585",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"HIGAFBECD","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",2942.09999999702,2930.8,2942.09999999702,2942.09999999702,2930.8,2942.09999999702,1,2942.09999999702,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPPRF56835"
4,1722271586761,"29/07/2024 16:46:26",1722275186761,1,"29/07/2024 18:46:26",185160,1,"task-8tuj",NA,39264718,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x720","1280x585",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"HIGAFBECD","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",453607.5,453591,453607.5,453607.5,453591,453607.5,1,453607.5,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPPRF56835"
5,1722271598153,"29/07/2024 16:46:38",1722275198153,1,"29/07/2024 18:46:38",185160,1,"task-8tuj",NA,39264718,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x720","1280x585",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"HIGAFBECD","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",11410.6000000089,11407.3,11410.6000000089,11410.6000000089,11407.3,11410.6000000089,1,11410.6000000089,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPPRF56835"
6,1722271743045,"29/07/2024 16:49:03",1722275343045,1,"29/07/2024 18:49:03",185160,1,"task-8tuj",NA,39264718,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x720","1280x585",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"HIGAFBECD","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",144894.800000009,144879.9,144894.800000009,144894.800000009,144879.9,144894.800000009,1,144894.800000009,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPPRF56835"
7,1722271747662,"29/07/2024 16:49:07",1722275347662,1,"29/07/2024 18:49:07",185160,1,"task-8tuj",NA,39264718,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x720","1280x585",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"HIGAFBECD","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",4630.40000000002,4613.30000000005,4630.40000000002,4630.40000000002,4613.30000000005,4630.40000000002,1,4630.40000000002,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPPRF56835"
8,1722271750237,"29/07/2024 16:49:10",1722275350237,1,"29/07/2024 18:49:10",185160,1,"task-8tuj",NA,39264718,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x720","1280x585",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"HIGAFBECD","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",2593.10000000894,2580.80000000005,2593.10000000894,2593.10000000894,2580.80000000005,2593.10000000894,1,2593.10000000894,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPPRF56835"
9,1722271753293,"29/07/2024 16:49:13",1722275353293,1,"29/07/2024 18:49:13",185160,1,"task-8tuj",NA,39264718,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x720","1280x585",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"HIGAFBECD","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",3068.69999999995,3064.89999999991,3068.69999999995,3068.69999999995,3064.89999999991,3068.69999999995,1,3068.69999999995,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPPRF56835"
10,1722271753299,"29/07/2024 16:49:13",1722275353299,1,"29/07/2024 18:49:13",185160,1,"task-8tuj",NA,39264718,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x720","1280x585",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"HIGAFBECD","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF56835"
1,1722271175602,"29/07/2024 16:39:35",1722274775602,1,"29/07/2024 18:39:35",185160,1,"task-8tuj",NA,39264752,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x720","1280x593",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"BCADIEHFG","Failed AC2","Passed AC1","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF00984"
2,1722271179939,"29/07/2024 16:39:39",1722274779939,1,"29/07/2024 18:39:39",185160,1,"task-8tuj",NA,39264752,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x720","1280x593",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"BCADIEHFG","Failed AC2","Passed AC1","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",4282.5,4265.5,4282.5,4282.5,4265.5,4282.5,1,4282.5,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPPRF00984"
3,1722271183549,"29/07/2024 16:39:43",1722274783549,1,"29/07/2024 18:39:43",185160,1,"task-8tuj",NA,39264752,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x720","1280x593",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"BCADIEHFG","Failed AC2","Passed AC1","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",3629.09999996424,3615.1,3629.09999996424,3629.09999996424,3615.1,3629.09999996424,1,3629.09999996424,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPPRF00984"
4,1722271193784,"29/07/2024 16:39:53",1722274793784,1,"29/07/2024 18:39:53",185160,1,"task-8tuj",NA,39264752,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x720","1280x593",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"BCADIEHFG","Failed AC2","Passed AC1","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",10249.6999999523,10246.7,10249.6999999523,10249.6999999523,10246.7,10249.6999999523,1,10249.6999999523,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPPRF00984"
5,1722271204471,"29/07/2024 16:40:04",1722274804471,1,"29/07/2024 18:40:04",185160,1,"task-8tuj",NA,39264752,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x720","1280x593",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"BCADIEHFG","Failed AC2","Passed AC1","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",10689.7,10679.6,10689.7,10689.7,10679.6,10689.7,1,10689.7,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPPRF00984"
6,1722271214123,"29/07/2024 16:40:14",1722274814123,1,"29/07/2024 18:40:14",185160,1,"task-8tuj",NA,39264752,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x720","1280x593",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"BCADIEHFG","Failed AC2","Passed AC1","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",9662.19999996424,9646.8,9662.19999996424,9662.19999996424,9646.8,9662.19999996424,1,9662.19999996424,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPPRF00984"
7,1722271219129,"29/07/2024 16:40:19",1722274819129,1,"29/07/2024 18:40:19",185160,1,"task-8tuj",NA,39264752,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x720","1280x593",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"BCADIEHFG","Failed AC2","Passed AC1","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",5021.09999995232,5014.9,5021.09999995232,5021.09999995232,5014.9,5021.09999995232,1,5021.09999995232,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPPRF00984"
8,1722271224411,"29/07/2024 16:40:24",1722274824411,1,"29/07/2024 18:40:24",185160,1,"task-8tuj",NA,39264752,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x720","1280x593",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"BCADIEHFG","Failed AC2","Passed AC1","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",5288.69999995232,5281.9,5288.69999995232,5288.69999995232,5281.9,5288.69999995232,1,5288.69999995232,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPPRF00984"
9,1722271227395,"29/07/2024 16:40:27",1722274827395,1,"29/07/2024 18:40:27",185160,1,"task-8tuj",NA,39264752,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x720","1280x593",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"BCADIEHFG","Failed AC2","Passed AC1","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 5","8nvnao",8,"continue","",2990.39999997616,2982.3,2990.39999997616,2990.39999997616,2982.3,2990.39999997616,1,2990.39999997616,0,0,NA,"Click To Continue","Continue Button",2,"object-44","Task Instructions",NA,"SUPPRF00984"
10,1722271227399,"29/07/2024 16:40:27",1722274827399,1,"29/07/2024 18:40:27",185160,1,"task-8tuj",NA,39264752,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x720","1280x593",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"BCADIEHFG","Failed AC2","Passed AC1","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF00984"
1,1722271211848,"29/07/2024 16:40:11",1722256811848,-4,"29/07/2024 08:40:11",185160,1,"task-8tuj",NA,39264770,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1920x1080","1200x844",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"CDBEAFIGH","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF95116"
2,1722271214784,"29/07/2024 16:40:14",1722256814784,-4,"29/07/2024 08:40:14",185160,1,"task-8tuj",NA,39264770,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1920x1080","1200x844",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"CDBEAFIGH","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 1","anr7sn",1,"continue","",2875.00000003576,2867.7,2875.00000003576,2875.00000003576,2867.7,2875.00000003576,1,2875.00000003576,0,0,NA,"Click To Continue","Continue Button",3,"object-60","Task Instructions",NA,"SUPPRF95116"
3,1722271217407,"29/07/2024 16:40:17",1722256817407,-4,"29/07/2024 08:40:17",185160,1,"task-8tuj",NA,39264770,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1920x1080","1200x844",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"CDBEAFIGH","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 4","spepx9",2,"continue","",2630.80000003576,2627.3,2630.80000003576,2630.80000003576,2627.3,2630.80000003576,1,2630.80000003576,0,0,NA,"Click To Continue","Continue Button",2,"object-9","Task Instructions",NA,"SUPPRF95116"
4,1722271242421,"29/07/2024 16:40:42",1722256842421,-4,"29/07/2024 08:40:42",185160,1,"task-8tuj",NA,39264770,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1920x1080","1200x844",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"CDBEAFIGH","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 2","ce2tc8",3,"continue","",25017.8000000477,25009.1,25017.8000000477,25017.8000000477,25009.1,25017.8000000477,1,25017.8000000477,0,0,NA,"Click To Continue","Continue Button",3,"object-59","Task Instructions",NA,"SUPPRF95116"
5,1722271252860,"29/07/2024 16:40:52",1722256852860,-4,"29/07/2024 08:40:52",185160,1,"task-8tuj",NA,39264770,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1920x1080","1200x844",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"CDBEAFIGH","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 3","1qtc8v",4,"continue","",10448.3000000119,10444.5,10448.3000000119,10448.3000000119,10444.5,10448.3000000119,1,10448.3000000119,0,0,NA,"Click To Continue","Continue Button",2,"object-2983","Task Instructions",NA,"SUPPRF95116"
6,1722271255422,"29/07/2024 16:40:55",1722256855422,-4,"29/07/2024 08:40:55",185160,1,"task-8tuj",NA,39264770,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1920x1080","1200x844",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"CDBEAFIGH","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 12","1a4vu2",5,"continue","",2565.90000003576,2560.5,2565.90000003576,2565.90000003576,2560.5,2565.90000003576,1,2565.90000003576,0,0,NA,"Click To Continue","Continue Button",2,"object-2466","Task Instructions",NA,"SUPPRF95116"
7,1722271259887,"29/07/2024 16:40:59",1722256859887,-4,"29/07/2024 08:40:59",185160,1,"task-8tuj",NA,39264770,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1920x1080","1200x844",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"CDBEAFIGH","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 13","q9vwda",6,"continue","",4470.60000002384,4468.8,4470.60000002384,4470.60000002384,4468.8,4470.60000002384,1,4470.60000002384,0,0,NA,"Click To Continue","Continue Button",2,"object-2989","Task Instructions",NA,"SUPPRF95116"
8,1722271263612,"29/07/2024 16:41:03",1722256863612,-4,"29/07/2024 08:41:03",185160,1,"task-8tuj",NA,39264770,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1920x1080","1200x844",NA,NA,0,"Task Introduction and Instructions (re-introduce video and audio) (Clone) (Clone)",3,"CDBEAFIGH","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"Task Instructions","Screen 11","oyulb7",7,"continue","",3727.10000003576,3721.39999999999,3727.10000003576,3727.10000003576,3721.39999999999,3727.10000003576,1,3727.10000003576,0,0,NA,"Click To Continue","Continue Button",2,"object-52","Task Instructions",NA,"SUPPRF95116"
