"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
1,1722273093125,"29/07/2024 17:11:33",1722276693125,1,"29/07/2024 19:11:33",185160,1,"task-7hcp",NA,39265339,NA,"rejected - time limit reached",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x695",NA,NA,0,"BIQ (Charlotte)",5,"ABICHDGEF","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF23034"
2,1722273683957,"29/07/2024 17:21:23",1722277283957,1,"29/07/2024 19:21:23",185160,1,"task-7hcp",NA,39265339,NA,"rejected - time limit reached",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x695",NA,NA,0,"BIQ (Charlotte)",5,"ABICHDGEF","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",590840.47,590823.47,590840.47,590840.47,590823.47,590840.47,1,590840.47,0,0,NA,"Click To Continue","Continue Button",16,"object-48","BIQ",NA,"SUPPRF23034"
3,1722273683971,"29/07/2024 17:21:23",1722277283971,1,"29/07/2024 19:21:23",185160,1,"task-7hcp",NA,39265339,NA,"rejected - time limit reached",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x695",NA,NA,0,"BIQ (Charlotte)",5,"ABICHDGEF","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",104603.37,590823.47,590840.47,104603.37,590823.47,590840.47,1,104603.37,486237.1,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPPRF23034"
4,1722273683972,"29/07/2024 17:21:23",1722277283972,1,"29/07/2024 19:21:23",185160,1,"task-7hcp",NA,39265339,NA,"rejected - time limit reached",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x695",NA,NA,0,"BIQ (Charlotte)",5,"ABICHDGEF","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",589973.17,590823.47,590840.47,589973.17,590823.47,590840.47,1,589973.17,867.300000000047,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPPRF23034"
5,1722273750847,"29/07/2024 17:22:30",1722277350847,1,"29/07/2024 19:22:30",185160,1,"task-7hcp",NA,39265339,NA,"rejected - time limit reached",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x695",NA,NA,0,"BIQ (Charlotte)",5,"ABICHDGEF","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"continue","",66915.9000000029,66907.8999999999,66915.9000000029,66915.9000000029,66907.8999999999,66915.9000000029,1,66915.9000000029,0,0,NA,"Click To Continue","Continue Button",7,"object-1017","BIQ",NA,"SUPPRF23034"
6,1722273750850,"29/07/2024 17:22:30",1722277350850,1,"29/07/2024 19:22:30",185160,1,"task-7hcp",NA,39265339,NA,"rejected - time limit reached",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x695",NA,NA,0,"BIQ (Charlotte)",5,"ABICHDGEF","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"response","0",63208,66907.8999999999,66919.1000000059,63208,66907.8999999999,66919.1000000059,1,63208,3711.10000000591,0,NA,"Rating Scale","Rating Scale",8,"object-118","BIQ",NA,"SUPPRF23034"
7,1722273750850,"29/07/2024 17:22:30",1722277350850,1,"29/07/2024 19:22:30",185160,1,"task-7hcp",NA,39265339,NA,"rejected - time limit reached",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x695",NA,NA,0,"BIQ (Charlotte)",5,"ABICHDGEF","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"response","1",66341,66907.8999999999,66919.499999997,66341,66907.8999999999,66919.499999997,1,66341,578.499999996973,0,NA,"Rating Scale","Rating Scale",10,"object-121","BIQ",NA,"SUPPRF23034"
8,1722273908175,"29/07/2024 17:25:08",1722277508175,1,"29/07/2024 19:25:08",185160,1,"task-7hcp",NA,39265339,NA,"rejected - time limit reached",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x695",NA,NA,0,"BIQ (Charlotte)",5,"ABICHDGEF","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"continue","",157335.899999994,157329.2,157335.899999994,157335.899999994,157329.2,157335.899999994,1,157335.899999994,0,0,NA,"Click To Continue","Continue Button",15,"object-50","BIQ",NA,"SUPPRF23034"
9,1722273908178,"29/07/2024 17:25:08",1722277508178,1,"29/07/2024 19:25:08",185160,1,"task-7hcp",NA,39265339,NA,"rejected - time limit reached",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x695",NA,NA,0,"BIQ (Charlotte)",5,"ABICHDGEF","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"response","4",102902.9,157329.2,157338.700000006,102902.9,157329.2,157338.700000006,1,102902.9,54435.800000006,0,NA,"Rating Scale","Rating Scale",2,"object-36","BIQ",NA,"SUPPRF23034"
10,1722273908179,"29/07/2024 17:25:08",1722277508179,1,"29/07/2024 19:25:08",185160,1,"task-7hcp",NA,39265339,NA,"rejected - time limit reached",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x695",NA,NA,0,"BIQ (Charlotte)",5,"ABICHDGEF","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"response","2",156695.9,157329.2,157339.500000003,156695.9,157329.2,157339.500000003,1,156695.9,643.600000003004,0,NA,"Rating Scale","Rating Scale",9,"object-86","BIQ",NA,"SUPPRF23034"
11,1722273940502,"29/07/2024 17:25:40",1722277540502,1,"29/07/2024 19:25:40",185160,1,"task-7hcp",NA,39265339,NA,"rejected - time limit reached",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x695",NA,NA,0,"BIQ (Charlotte)",5,"ABICHDGEF","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"continue","",32334.0000000059,32329.2,32334.0000000059,32334.0000000059,32329.2,32334.0000000059,1,32334.0000000059,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPPRF23034"
12,1722273940505,"29/07/2024 17:25:40",1722277540505,1,"29/07/2024 19:25:40",185160,1,"task-7hcp",NA,39265339,NA,"rejected - time limit reached",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x695",NA,NA,0,"BIQ (Charlotte)",5,"ABICHDGEF","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","3",20064,32329.2,32336.5000000059,20064,32329.2,32336.5000000059,1,20064,12272.5000000059,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPPRF23034"
13,1722273940505,"29/07/2024 17:25:40",1722277540505,1,"29/07/2024 19:25:40",185160,1,"task-7hcp",NA,39265339,NA,"rejected - time limit reached",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x695",NA,NA,0,"BIQ (Charlotte)",5,"ABICHDGEF","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","5",22464,32329.2,32336.899999997,22464,32329.2,32336.899999997,1,22464,9872.899999997,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPPRF23034"
14,1722273940505,"29/07/2024 17:25:40",1722277540505,1,"29/07/2024 19:25:40",185160,1,"task-7hcp",NA,39265339,NA,"rejected - time limit reached",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x695",NA,NA,0,"BIQ (Charlotte)",5,"ABICHDGEF","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","6",29729.4,32329.2,32337.199999994,29729.4,32329.2,32337.199999994,1,29729.4,2607.79999999399,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPPRF23034"
15,1722273940510,"29/07/2024 17:25:40",1722277540510,1,"29/07/2024 19:25:40",185160,1,"task-7hcp",NA,39265339,NA,"rejected - time limit reached",NA,"computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x695",NA,NA,0,"BIQ (Charlotte)",5,"ABICHDGEF","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF23034"
1,1722270011159,"29/07/2024 16:20:11",1722273611159,1,"29/07/2024 18:20:11",185160,1,"task-7hcp",NA,39263903,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1728x1117","1728x982",NA,NA,0,"BIQ (Charlotte)",5,"BCADIEHFG","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF33328"
2,1722270025395,"29/07/2024 16:20:25",1722273625395,1,"29/07/2024 18:20:25",185160,1,"task-7hcp",NA,39263903,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1728x1117","1728x982",NA,NA,0,"BIQ (Charlotte)",5,"BCADIEHFG","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",14931,14927.6,14931,14931,14927.6,14931,1,14931,0,0,NA,"Click To Continue","Continue Button",16,"object-48","BIQ",NA,"SUPPRF33328"
3,1722270025396,"29/07/2024 16:20:25",1722273625396,1,"29/07/2024 18:20:25",185160,1,"task-7hcp",NA,39263903,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1728x1117","1728x982",NA,NA,0,"BIQ (Charlotte)",5,"BCADIEHFG","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",6538.4,14927.6,14932.5999999642,6538.4,14927.6,14932.5999999642,1,6538.4,8394.19999996424,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPPRF33328"
4,1722270025396,"29/07/2024 16:20:25",1722273625396,1,"29/07/2024 18:20:25",185160,1,"task-7hcp",NA,39263903,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1728x1117","1728x982",NA,NA,0,"BIQ (Charlotte)",5,"BCADIEHFG","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","3",12740.1,14927.6,14932.7999999523,12740.1,14927.6,14932.7999999523,1,12740.1,2192.69999995232,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPPRF33328"
5,1722270034548,"29/07/2024 16:20:34",1722273634548,1,"29/07/2024 18:20:34",185160,1,"task-7hcp",NA,39263903,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1728x1117","1728x982",NA,NA,0,"BIQ (Charlotte)",5,"BCADIEHFG","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"continue","",9155.79999997616,9152.3,9155.79999997616,9155.79999997616,9152.3,9155.79999997616,1,9155.79999997616,0,0,NA,"Click To Continue","Continue Button",7,"object-1017","BIQ",NA,"SUPPRF33328"
6,1722270034548,"29/07/2024 16:20:34",1722273634548,1,"29/07/2024 18:20:34",185160,1,"task-7hcp",NA,39263903,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1728x1117","1728x982",NA,NA,0,"BIQ (Charlotte)",5,"BCADIEHFG","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"response","4",3119.7,9152.3,9156.69999995232,3119.7,9152.3,9156.69999995232,1,3119.7,6036.99999995232,0,NA,"Rating Scale","Rating Scale",8,"object-118","BIQ",NA,"SUPPRF33328"
7,1722270034548,"29/07/2024 16:20:34",1722273634548,1,"29/07/2024 18:20:34",185160,1,"task-7hcp",NA,39263903,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1728x1117","1728x982",NA,NA,0,"BIQ (Charlotte)",5,"BCADIEHFG","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"response","0",8311.8,9152.3,9156.79999997616,8311.8,9152.3,9156.79999997616,1,8311.8,844.999999976157,0,NA,"Rating Scale","Rating Scale",10,"object-121","BIQ",NA,"SUPPRF33328"
8,1722270044294,"29/07/2024 16:20:44",1722273644294,1,"29/07/2024 18:20:44",185160,1,"task-7hcp",NA,39263903,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1728x1117","1728x982",NA,NA,0,"BIQ (Charlotte)",5,"BCADIEHFG","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"continue","",9749.69999996424,9742.5,9749.69999996424,9749.69999996424,9742.5,9749.69999996424,1,9749.69999996424,0,0,NA,"Click To Continue","Continue Button",15,"object-50","BIQ",NA,"SUPPRF33328"
9,1722270044299,"29/07/2024 16:20:44",1722273644299,1,"29/07/2024 18:20:44",185160,1,"task-7hcp",NA,39263903,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1728x1117","1728x982",NA,NA,0,"BIQ (Charlotte)",5,"BCADIEHFG","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"response","4",5715.9,9742.5,9750.7,5715.9,9742.5,9750.7,1,5715.9,4034.80000000001,0,NA,"Rating Scale","Rating Scale",2,"object-36","BIQ",NA,"SUPPRF33328"
10,1722270044299,"29/07/2024 16:20:44",1722273644299,1,"29/07/2024 18:20:44",185160,1,"task-7hcp",NA,39263903,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1728x1117","1728x982",NA,NA,0,"BIQ (Charlotte)",5,"BCADIEHFG","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"response","0",8650.6,9742.5,9750.7,8650.6,9742.5,9750.7,1,8650.6,1100.10000000001,0,NA,"Rating Scale","Rating Scale",9,"object-86","BIQ",NA,"SUPPRF33328"
11,1722270053663,"29/07/2024 16:20:53",1722273653663,1,"29/07/2024 18:20:53",185160,1,"task-7hcp",NA,39263903,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1728x1117","1728x982",NA,NA,0,"BIQ (Charlotte)",5,"BCADIEHFG","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"continue","",9376.79999998808,9375.1,9376.79999998808,9376.79999998808,9375.1,9376.79999998808,1,9376.79999998808,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPPRF33328"
12,1722270053663,"29/07/2024 16:20:53",1722273653663,1,"29/07/2024 18:20:53",185160,1,"task-7hcp",NA,39263903,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1728x1117","1728x982",NA,NA,0,"BIQ (Charlotte)",5,"BCADIEHFG","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","0",2926,9375.1,9377.49999997616,2926,9375.1,9377.49999997616,1,2926,6451.49999997616,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPPRF33328"
13,1722270053664,"29/07/2024 16:20:53",1722273653664,1,"29/07/2024 18:20:53",185160,1,"task-7hcp",NA,39263903,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1728x1117","1728x982",NA,NA,0,"BIQ (Charlotte)",5,"BCADIEHFG","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","0",5092.4,9375.1,9377.79999998808,5092.4,9375.1,9377.79999998808,1,5092.4,4285.39999998808,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPPRF33328"
14,1722270053664,"29/07/2024 16:20:53",1722273653664,1,"29/07/2024 18:20:53",185160,1,"task-7hcp",NA,39263903,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1728x1117","1728x982",NA,NA,0,"BIQ (Charlotte)",5,"BCADIEHFG","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","4",8015.4,9375.1,9377.99999997616,8015.4,9375.1,9377.99999997616,1,8015.4,1362.59999997616,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPPRF33328"
15,1722270053665,"29/07/2024 16:20:53",1722273653665,1,"29/07/2024 18:20:53",185160,1,"task-7hcp",NA,39263903,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1728x1117","1728x982",NA,NA,0,"BIQ (Charlotte)",5,"BCADIEHFG","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF33328"
1,1722270958951,"29/07/2024 16:35:58",1722274558951,1,"29/07/2024 18:35:58",185160,1,"task-7hcp",NA,39264613,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1920x1080","1920x893",NA,NA,0,"BIQ (Charlotte)",5,"IAHBGCFDE","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF51437"
2,1722270973834,"29/07/2024 16:36:13",1722274573834,1,"29/07/2024 18:36:13",185160,1,"task-7hcp",NA,39264613,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1920x1080","1920x893",NA,NA,0,"BIQ (Charlotte)",5,"IAHBGCFDE","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",14897.0000001907,14883.7,14897.0000001907,14897.0000001907,14883.7,14897.0000001907,1,14897.0000001907,0,0,NA,"Click To Continue","Continue Button",16,"object-48","BIQ",NA,"SUPPRF51437"
3,1722270973835,"29/07/2024 16:36:13",1722274573835,1,"29/07/2024 18:36:13",185160,1,"task-7hcp",NA,39264613,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1920x1080","1920x893",NA,NA,0,"BIQ (Charlotte)",5,"IAHBGCFDE","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",10250.3,14883.7,14899.0000001907,10250.3,14883.7,14899.0000001907,1,10250.3,4648.70000019073,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPPRF51437"
4,1722270973836,"29/07/2024 16:36:13",1722274573836,1,"29/07/2024 18:36:13",185160,1,"task-7hcp",NA,39264613,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1920x1080","1920x893",NA,NA,0,"BIQ (Charlotte)",5,"IAHBGCFDE","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",14166.9,14883.7,14899.2999999046,14166.9,14883.7,14899.2999999046,1,14166.9,732.399999904632,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPPRF51437"
5,1722270987051,"29/07/2024 16:36:27",1722274587051,1,"29/07/2024 18:36:27",185160,1,"task-7hcp",NA,39264613,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1920x1080","1920x893",NA,NA,0,"BIQ (Charlotte)",5,"IAHBGCFDE","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"continue","",13230.5,13216.9,13230.5,13230.5,13216.9,13230.5,1,13230.5,0,0,NA,"Click To Continue","Continue Button",7,"object-1017","BIQ",NA,"SUPPRF51437"
6,1722270987055,"29/07/2024 16:36:27",1722274587055,1,"29/07/2024 18:36:27",185160,1,"task-7hcp",NA,39264613,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1920x1080","1920x893",NA,NA,0,"BIQ (Charlotte)",5,"IAHBGCFDE","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"response","5",8350.2,13216.9,13233.4,8350.2,13216.9,13233.4,1,8350.2,4883.2,0,NA,"Rating Scale","Rating Scale",8,"object-118","BIQ",NA,"SUPPRF51437"
7,1722270987055,"29/07/2024 16:36:27",1722274587055,1,"29/07/2024 18:36:27",185160,1,"task-7hcp",NA,39264613,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1920x1080","1920x893",NA,NA,0,"BIQ (Charlotte)",5,"IAHBGCFDE","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","svpz34",2,"response","6",12450.1,13216.9,13233.4,12450.1,13216.9,13233.4,1,12450.1,783.300000000003,0,NA,"Rating Scale","Rating Scale",10,"object-121","BIQ",NA,"SUPPRF51437"
8,1722270992535,"29/07/2024 16:36:32",1722274592535,1,"29/07/2024 18:36:32",185160,1,"task-7hcp",NA,39264613,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1920x1080","1920x893",NA,NA,0,"BIQ (Charlotte)",5,"IAHBGCFDE","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"continue","",5497.19999990463,5483.6,5497.19999990463,5497.19999990463,5483.6,5497.19999990463,1,5497.19999990463,0,0,NA,"Click To Continue","Continue Button",15,"object-50","BIQ",NA,"SUPPRF51437"
9,1722270992536,"29/07/2024 16:36:32",1722274592536,1,"29/07/2024 18:36:32",185160,1,"task-7hcp",NA,39264613,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1920x1080","1920x893",NA,NA,0,"BIQ (Charlotte)",5,"IAHBGCFDE","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"response","4",2416.7,5483.6,5498.19999990463,2416.7,5483.6,5498.19999990463,1,2416.7,3081.49999990463,0,NA,"Rating Scale","Rating Scale",2,"object-36","BIQ",NA,"SUPPRF51437"
10,1722270992536,"29/07/2024 16:36:32",1722274592536,1,"29/07/2024 18:36:32",185160,1,"task-7hcp",NA,39264613,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1920x1080","1920x893",NA,NA,0,"BIQ (Charlotte)",5,"IAHBGCFDE","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","o21mwi",3,"response","4",4633.6,5483.6,5498.50000009537,4633.6,5483.6,5498.50000009537,1,4633.6,864.900000095367,0,NA,"Rating Scale","Rating Scale",9,"object-86","BIQ",NA,"SUPPRF51437"
11,1722271002139,"29/07/2024 16:36:42",1722274602139,1,"29/07/2024 18:36:42",185160,1,"task-7hcp",NA,39264613,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1920x1080","1920x893",NA,NA,0,"BIQ (Charlotte)",5,"IAHBGCFDE","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"continue","",9616.6,9600,9616.6,9616.6,9600,9616.6,1,9616.6,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPPRF51437"
12,1722271002142,"29/07/2024 16:36:42",1722274602142,1,"29/07/2024 18:36:42",185160,1,"task-7hcp",NA,39264613,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1920x1080","1920x893",NA,NA,0,"BIQ (Charlotte)",5,"IAHBGCFDE","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","2",2650.1,9600,9616.6,2650.1,9600,9616.6,1,2650.1,6966.5,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPPRF51437"
13,1722271002142,"29/07/2024 16:36:42",1722274602142,1,"29/07/2024 18:36:42",185160,1,"task-7hcp",NA,39264613,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1920x1080","1920x893",NA,NA,0,"BIQ (Charlotte)",5,"IAHBGCFDE","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","6",6116.8,9600,9616.6,6116.8,9600,9616.6,1,6116.8,3499.8,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPPRF51437"
14,1722271002142,"29/07/2024 16:36:42",1722274602142,1,"29/07/2024 18:36:42",185160,1,"task-7hcp",NA,39264613,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1920x1080","1920x893",NA,NA,0,"BIQ (Charlotte)",5,"IAHBGCFDE","Passed AC2","","Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 4","iz3the",4,"response","3",8883.3,9600,9616.6,8883.3,9600,9616.6,1,8883.3,733.299999999996,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPPRF51437"
15,1722271002145,"29/07/2024 16:36:42",1722274602145,1,"29/07/2024 18:36:42",185160,1,"task-7hcp",NA,39264613,NA,"complete",NA,"computer","Desktop or Laptop","Windows 10","Chrome 127.0.0.0","1920x1080","1920x893",NA,NA,0,"BIQ (Charlotte)",5,"IAHBGCFDE","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF51437"
1,1722270333037,"29/07/2024 16:25:33",1722255933037,-4,"29/07/2024 08:25:33",185160,1,"task-7hcp",NA,39264135,NA,"complete",NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1440x813",NA,NA,0,"BIQ (Charlotte)",5,"EFDGCHBIA","Passed AC2","","Spreadsheet1","Spreadsheet1",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPPRF82983"
